Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jusuf nurkic,C/UTIL,CHA,35.24%,0.02%,2.75%,2.07%,10.0%,$4.53
sandro mamukelashvili,C/PF/F/UTIL,SAS,34.77%,0.02%,2.64%,3.65%,10.0%,$4.16
elfrid payton,PG/G/UTIL,CHA,35.58%,0.02%,2.48%,2.53%,10.0%,$3.9
cameron payne,PG/SG/G/UTIL,NYK,39.21%,0.02%,2.69%,1.15%,10.0%,$3.9
tre jones,PG/G/UTIL,CHI,36.6%,0.02%,2.18%,0.69%,10.0%,$2.88
day'ron sharpe,C/UTIL,BKN,32.24%,0.02%,2.08%,1.59%,10.0%,$2.55
jalen smith,C/UTIL,CHI,33.16%,0.01%,2.04%,1.41%,10.0%,$2.26
daquan jeffries,PF/SF/F/UTIL,CHA,34.5%,0.01%,2.0%,1.11%,10.0%,$2.02
anfernee simons,PG/SG/G/UTIL,POR,32.99%,0.01%,1.81%,5.94%,10.0%,$1.81
donovan clingan,C/UTIL,POR,33.4%,0.01%,1.82%,2.2%,10.0%,$1.66
trendon watford,C/PF/F/UTIL,BKN,30.31%,0.01%,1.67%,3.65%,10.0%,$1.32
vince williams jr.,SF/SG/G/F/UTIL,MEM,30.32%,0.01%,1.72%,3.59%,10.0%,$1.3
goga bitadze,C/UTIL,ORL,29.52%,0.01%,1.61%,1.89%,10.0%,$1.25
damion baugh,PG/SG/G/UTIL,CHA,33.1%,0.01%,1.76%,1.06%,10.0%,$1.24
jalen brunson,PG/G/UTIL,NYK,32.52%,0.01%,1.68%,7.03%,10.0%,$1.2
bol bol,PF/F/UTIL,PHX,29.6%,0.01%,1.63%,2.71%,10.0%,$1.19
bogdan bogdanovic,SF/SG/G/F/UTIL,LAC,32.01%,0.01%,1.61%,1.05%,10.0%,$1.14
harrison barnes,PF/SF/F/UTIL,SAS,29.9%,0.01%,1.58%,4.22%,10.0%,$1.07
santi aldama,PF/F/UTIL,MEM,29.19%,0.01%,1.56%,2.53%,10.0%,$1.0
dominick barlow,C/PF/F/UTIL,ATL,31.82%,0.01%,1.64%,1.11%,10.0%,$0.92
wendell carter jr.,C/UTIL,ORL,29.83%,0.01%,1.52%,1.54%,10.0%,$0.87
matas buzelis,PF/F/UTIL,CHI,29.84%,0.01%,1.54%,2.38%,10.0%,$0.86
brandon clarke,C/UTIL,MEM,31.48%,0.01%,1.58%,1.16%,10.0%,$0.85
deandre jordan,C/UTIL,DEN,32.41%,0.01%,1.58%,0.42%,10.0%,$0.85
ben sheppard,SG/G/UTIL,IND,32.59%,0.01%,1.6%,0.73%,10.0%,$0.84
devin vassell,SF/SG/G/F/UTIL,SAS,30.82%,0.01%,1.53%,6.74%,10.0%,$0.83
nick smith jr.,SF/SG/G/F/UTIL,CHA,30.11%,0.01%,1.53%,5.23%,10.0%,$0.82
kawhi leonard,SF/F/UTIL,LAC,29.77%,0.01%,1.48%,5.35%,10.0%,$0.78
trae young,PG/G/UTIL,ATL,31.43%,0.01%,1.52%,5.77%,10.0%,$0.72
isaac okoro,PF/SF/F/UTIL,CLE,32.61%,0.01%,1.56%,1.34%,10.0%,$0.68
nic claxton,C/UTIL,BKN,29.84%,0.01%,1.4%,2.29%,10.0%,$0.63
chris paul,PG/G/UTIL,SAS,29.56%,0.01%,1.44%,2.87%,10.0%,$0.6
keon johnson,PG/SG/G/UTIL,BKN,29.47%,0.01%,1.44%,3.76%,10.0%,$0.59
sam merrill,SG/G/UTIL,CLE,29.2%,0.01%,1.47%,1.87%,10.0%,$0.58
nikola vucevic,C/UTIL,CHI,29.76%,0.01%,1.44%,3.4%,10.0%,$0.57
miles bridges,PF/F/UTIL,CHA,29.81%,0.01%,1.44%,4.77%,10.0%,$0.54
pascal siakam,PF/F/UTIL,IND,29.45%,0.01%,1.43%,4.85%,10.0%,$0.52
julian champagnie,SF/SG/G/F/UTIL,SAS,30.84%,0.01%,1.46%,1.29%,10.0%,$0.52
deni avdija,PF/SF/F/UTIL,POR,28.28%,0.01%,1.4%,5.32%,10.0%,$0.49
jrue holiday,PG/SG/G/UTIL,BOS,29.24%,0.01%,1.41%,3.55%,10.0%,$0.49
cole anthony,PG/SG/G/UTIL,ORL,27.34%,0.01%,1.35%,4.64%,10.0%,$0.48
de'aaron fox,PG/SG/G/UTIL,SAS,30.31%,0.01%,1.39%,8.46%,10.0%,$0.46
landry shamet,SF/SG/G/F/UTIL,NYK,30.55%,0.01%,1.46%,1.38%,10.0%,$0.39
