Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
sandro mamukelashvili,C/PF/F/UTIL,SAS,35.81%,0.03%,2.59%,2.25%,2.06%,$4.87
jusuf nurkic,C/UTIL,CHA,35.2%,0.01%,1.84%,18.17%,43.26%,$1.54
day'ron sharpe,C/UTIL,BKN,30.15%,0.01%,1.59%,1.78%,4.07%,$1.39
bol bol,PF/F/UTIL,PHX,30.13%,0.01%,1.5%,4.19%,5.4%,$0.9
elfrid payton,PG/G/UTIL,CHA,32.95%,0.01%,1.56%,26.38%,43.02%,$0.87
santi aldama,PF/F/UTIL,MEM,30.04%,0.01%,1.5%,3.61%,4.41%,$0.86
anfernee simons,PG/SG/G/UTIL,POR,31.04%,0.01%,1.44%,5.56%,3.7%,$0.66
trae young,PG/G/UTIL,ATL,28.24%,0.01%,1.42%,3.86%,3.98%,$0.65
jalen brunson,PG/G/UTIL,NYK,32.83%,0.01%,1.46%,21.43%,26.13%,$0.61
jalen smith,C/UTIL,CHI,28.75%,0.01%,1.37%,4.45%,10.92%,$0.47
miles bridges,PF/F/UTIL,CHA,27.64%,0.01%,1.32%,3.89%,3.71%,$0.31
trendon watford,C/PF/F/UTIL,BKN,28.16%,0.01%,1.27%,4.34%,4.17%,$0.19
de'aaron fox,PG/SG/G/UTIL,SAS,30.02%,0.01%,1.28%,16.6%,12.3%,$0.12
donovan clingan,C/UTIL,POR,28.05%,0.01%,1.22%,1.8%,3.67%,$0.11
pascal siakam,PF/F/UTIL,IND,28.19%,0.01%,1.25%,6.11%,6.55%,$0.07
matas buzelis,PF/F/UTIL,CHI,28.38%,0.01%,1.22%,5.52%,6.99%,$0.06
vince williams jr.,SF/SG/G/F/UTIL,MEM,28.18%,0.01%,1.25%,12.14%,7.85%,$0.02
harrison barnes,PF/SF/F/UTIL,SAS,28.8%,0.01%,1.24%,4.09%,2.93%,$0.01
karl-anthony towns,C/UTIL,NYK,30.01%,0.01%,1.21%,17.04%,23.9%,$-0.03
nick smith jr.,SF/SG/G/F/UTIL,CHA,28.73%,0.01%,1.22%,15.91%,10.33%,$-0.07
jerami grant,PF/F/UTIL,POR,28.85%,0.01%,1.19%,0.66%,0.82%,$-0.07
kawhi leonard,SF/F/UTIL,LAC,28.97%,0.01%,1.17%,24.99%,25.88%,$-0.18
brandon clarke,C/UTIL,MEM,27.06%,0.01%,1.1%,0.71%,1.58%,$-0.18
devin vassell,SF/SG/G/F/UTIL,SAS,29.0%,0.01%,1.16%,25.49%,15.32%,$-0.21
deni avdija,PF/SF/F/UTIL,POR,27.14%,0.01%,1.14%,6.05%,4.13%,$-0.21
wendell carter jr.,C/UTIL,ORL,27.93%,0.01%,1.13%,3.64%,9.04%,$-0.21
onyeka okongwu,C/UTIL,ATL,27.33%,0.01%,1.12%,4.07%,6.49%,$-0.22
lonzo ball,PG/SG/G/UTIL,CHI,27.74%,0.01%,1.13%,12.57%,10.02%,$-0.27
goga bitadze,C/UTIL,ORL,26.12%,0.01%,1.1%,4.17%,9.32%,$-0.28
paolo banchero,PF/F/UTIL,ORL,28.48%,0.01%,1.13%,18.83%,20.79%,$-0.31
josh giddey,PG/G/UTIL,CHI,26.88%,0.01%,1.1%,2.99%,3.22%,$-0.32
tyrese haliburton,PG/G/UTIL,IND,26.8%,0.01%,1.07%,4.89%,5.53%,$-0.37
caris levert,SF/SG/G/F/UTIL,ATL,27.83%,0.01%,1.11%,17.22%,10.24%,$-0.37
jonathan isaac,C/PF/F/UTIL,ORL,26.26%,0.01%,1.07%,0.59%,0.52%,$-0.39
keon johnson,PG/SG/G/UTIL,BKN,26.37%,0.01%,1.06%,4.93%,3.82%,$-0.4
cameron johnson,PF/SF/F/UTIL,BKN,27.05%,0.01%,1.08%,5.3%,3.44%,$-0.41
nic claxton,C/UTIL,BKN,26.09%,0.01%,1.04%,2.7%,4.72%,$-0.42
nikola vucevic,C/UTIL,CHI,25.61%,0.01%,1.03%,3.33%,5.05%,$-0.43
tidjane salaun,PF/F/UTIL,CHA,26.83%,0.01%,1.06%,0.94%,1.31%,$-0.43
