Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4628738512,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Chris Paul (37490436),Ayo Dosunmu (37490443),Jayson Tatum (37490316),Patrick Williams (37490553),Paul Reed (37490810),Coby White (37490424),Aaron Gordon (37490534),Giannis Antetokounmpo (37490296)
4628738513,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Vasilije Micic (37490454),Tim Hardaway Jr. (37490589),RJ Barrett (37490382),Giannis Antetokounmpo (37490296),Jalen Duren (37490422),Kelly Oubre Jr. (37490414),Brandon Boston Jr. (37490699),Coby White (37490424)
4628738514,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Vasilije Micic (37490454),Jaylen Brown (37490360),Ricky Council IV (37490547),Jeremiah Robinson-Earl (37490826),Jalen Duren (37490422),CJ McCollum (37490378),Aaron Gordon (37490534),Giannis Antetokounmpo (37490296)
4628738515,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Tyrese Maxey (37490311),Kelly Oubre Jr. (37490414),Michael Porter Jr. (37490450),Giannis Antetokounmpo (37490296),Aaron Gordon (37490534),Lonzo Ball (37490507),Patrick Williams (37490553),Brandon Boston Jr. (37490699)
4628738516,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Coby White (37490424),Jaylen Brown (37490360),Josh Okogie (37490501),Patrick Williams (37490553),Jakob Poeltl (37490409),Lonzo Ball (37490507),Giannis Antetokounmpo (37490296),Ricky Council IV (37490547)
4628738517,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Vasilije Micic (37490454),Stephon Castle (37490466),Ricky Council IV (37490547),Miles Bridges (37490334),Aaron Gordon (37490534),Coby White (37490424),Patrick Williams (37490553),Giannis Antetokounmpo (37490296)
4628738518,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Lonzo Ball (37490507),Devin Vassell (37490417),Brandon Boston Jr. (37490699),Giannis Antetokounmpo (37490296),Daniel Gafford (37490376),Coby White (37490424),Aaron Gordon (37490534),Kelly Oubre Jr. (37490414)
4628738519,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Dejounte Murray (37490342),Jaylen Brown (37490360),Ausar Thompson (37490527),Josh Okogie (37490501),Kristaps Porzingis (37490396),Kelly Oubre Jr. (37490414),Patrick Williams (37490553),Josh Giddey (37490388)
4628738520,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Damian Lillard (37490328),Jaylen Brown (37490360),Josh Okogie (37490501),Patrick Williams (37490553),Jalen Duren (37490422),Ayo Dosunmu (37490443),Trey Murphy III (37490365),Aaron Gordon (37490534)
4628738521,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Lonzo Ball (37490507),Coby White (37490424),Josh Okogie (37490501),Giannis Antetokounmpo (37490296),Paul Reed (37490810),Damian Lillard (37490328),Patrick Williams (37490553),Jakob Poeltl (37490409)
4628738522,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Lonzo Ball (37490507),Coby White (37490424),Josh Okogie (37490501),Tobias Harris (37490447),Victor Wembanyama (37490300),Kelly Oubre Jr. (37490414),Brandon Boston Jr. (37490699),Nikola Vucevic (37490353)
4628738523,NBA $10K mini-MAX [150 Entry Max],173651113,$2,Dejounte Murray (37490342),Coby White (37490424),Josh Okogie (37490501),Aaron Gordon (37490534),Kristaps Porzingis (37490396),CJ McCollum (37490378),Patrick Williams (37490553),Nikola Vucevic (37490353)
