PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
T.J. McConnell (37472342),Donovan Mitchell (37471970),Josh Okogie (37472306),Aaron Gordon (37472310),Jonas Valanciunas (37472187),Ty Jerome (37472303),Scottie Barnes (37471946),Tyrese Maxey (37471932),307.49,282.16,413.01,50000,0.25%,9.42%,865.3%,59.56%,160.3,$26.0,CLE 2,IND 1,generated,1
Ty Jerome (37472303),Kelly Oubre Jr. (37472101),Max Strus (37472282),Josh Okogie (37472306),Jakob Poeltl (37472081),Tyrese Maxey (37471932),Pascal Siakam (37472020),Jarrett Allen (37472090),313.19,287.23,403.9699999999999,49800,0.23%,9.73%,810.0%,67.87%,173.82999999999998,$24.3,CLE 3,PHI 2,generated,1
Cade Cunningham (37471924),Aaron Nesmith (37472493),Josh Okogie (37472306),Chris Boucher (37472367),Domantas Sabonis (37471930),Russell Westbrook (37472107),Pascal Siakam (37472020),Ty Jerome (37472303),304.79,283.17,403.72999999999996,49900,0.24%,7.81%,748.8%,56.31%,157.63,$22.5,IND 2,DET 1,generated,1
Ty Jerome (37472303),Nick Smith Jr. (37472226),Josh Okogie (37472306),Chris Boucher (37472367),Myles Turner (37472123),Kelly Oubre Jr. (37472101),Bam Adebayo (37472004),Nikola Jokic (37471917),304.68,285.04999999999995,401.86,50000,0.2%,7.7%,659.0%,56.27%,148.98,$19.8,CHA 2,CLE 1,generated,1
Ty Jerome (37472303),Malik Monk (37472048),Scottie Barnes (37471946),Pascal Siakam (37472020),Jonas Valanciunas (37472187),Kelly Oubre Jr. (37472101),Jarace Walker (37472591),Jakob Poeltl (37472081),305.4,282.78000000000003,404.65999999999997,49500,0.2%,7.07%,634.9%,56.98%,149.99,$19.0,TOR 2,IND 2,generated,1
Ty Jerome (37472303),Donovan Mitchell (37471970),RJ Barrett (37472001),Josh Okogie (37472306),Moussa Diabate (37472441),Jalen Brunson (37471958),DeMar DeRozan (37472087),Jonas Valanciunas (37472187),307.48,287.6,407.28000000000003,49200,0.17%,8.47%,624.0%,60.04%,173.62,$18.7,CLE 2,CHA 2,generated,1
Scottie Barnes (37471946),Kelly Oubre Jr. (37472101),Josh Okogie (37472306),Obi Toppin (37472458),Jonas Valanciunas (37472187),Ty Jerome (37472303),Ausar Thompson (37472263),Nikola Jokic (37471917),304.41999999999996,286.03,408.38,50000,0.18%,8.19%,622.3%,55.88%,166.79,$18.7,TOR 1,PHI 1,generated,1
Ty Jerome (37472303),Max Strus (37472282),Aaron Nesmith (37472493),Chris Boucher (37472367),Karl-Anthony Towns (37471935),Tyrese Maxey (37471932),Josh Okogie (37472306),Domantas Sabonis (37471930),306.62,284.26,401.04,50000,0.18%,7.84%,620.2%,59.28%,166.62,$18.6,CLE 2,IND 1,generated,1
T.J. McConnell (37472342),Nick Smith Jr. (37472226),Scottie Barnes (37471946),Josh Okogie (37472306),Jonas Valanciunas (37472187),Ty Jerome (37472303),Jaylen Brown (37472023),Tyrese Maxey (37471932),310.29999999999995,288.11,410.40999999999997,49900,0.15%,9.2%,618.0%,63.65%,175.53,$18.5,CHA 2,IND 1,generated,1
Ty Jerome (37472303),Donovan Mitchell (37471970),Nick Smith Jr. (37472226),Jarace Walker (37472591),Jarrett Allen (37472090),Kelly Oubre Jr. (37472101),Josh Okogie (37472306),Nikola Jokic (37471917),304.97,282.7,403.79,50000,0.18%,7.64%,611.2%,56.54%,145.42000000000002,$18.3,CLE 3,CHA 2,generated,1
