PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Tyler Herro (38129003),Jared Butler (38129166),Aaron Wiggins (38129293),Kenrich Williams (38129703),Isaiah Hartenstein (38129119),Jordan Goodwin (38129372),Jake LaRavia (38129665),Nikola Jokic (38128895),307.59,301.58,407.55,49900,0.19%,10.99%,940.7%,69.32%,152.92,$37.6,OKC 3,MIA 1,generated,1
Jared Butler (38129166),Stephon Castle (38129105),Jordan Goodwin (38129372),Aaron Wiggins (38129293),Bam Adebayo (38128989),Devin Booker (38128933),Kenrich Williams (38129703),Isaiah Hartenstein (38129119),304.99,294.98,402.35,49700,0.18%,10.13%,912.1%,66.12%,132.01,$36.5,OKC 3,PHI 1,generated,1
Jaden Hardy (38129448),Stephon Castle (38129105),Ricky Council IV (38129289),Aaron Wiggins (38129293),Isaiah Hartenstein (38129119),Jared Butler (38129166),Kenrich Williams (38129703),Nikola Jokic (38128895),304.34,300.1,407.94,49700,0.14%,9.54%,787.8%,65.36%,146.26000000000002,$31.5,OKC 3,PHI 2,generated,1
AJ Johnson (38129609),Isaiah Joe (38129456),Bennedict Mathurin (38129297),Ricky Council IV (38129289),Isaiah Hartenstein (38129119),Scotty Pippen Jr. (38129353),Deni Avdija (38129052),Nikola Jokic (38128895),295.07,284.25,393.32,49400,0.17%,7.1%,763.4%,53.54%,90.92,$30.5,OKC 2,WAS 1,generated,1
Cason Wallace (38129464),Donovan Mitchell (38128954),Aaron Wiggins (38129293),Chet Holmgren (38129040),Isaiah Hartenstein (38129119),Keon Ellis (38129432),Jordan Goodwin (38129372),Jaren Jackson Jr. (38128997),299.39,290.21000000000004,394.34999999999997,49900,0.14%,8.25%,754.0%,58.61%,113.11,$30.2,OKC 4,CLE 1,generated,1
Tyler Herro (38129003),Isaiah Joe (38129456),Ricky Council IV (38129289),Aaron Wiggins (38129293),Karl-Anthony Towns (38128914),Jared Butler (38129166),Deni Avdija (38129052),Tristan Vukcevic (38129550),296.30999999999995,291.40000000000003,394.38,49800,0.18%,7.03%,746.3%,54.62%,116.51,$29.9,OKC 2,PHI 2,generated,1
Cade Cunningham (38128911),Jordan Goodwin (38129372),Jake LaRavia (38129665),Aaron Wiggins (38129293),Isaiah Hartenstein (38129119),AJ Johnson (38129609),Chet Holmgren (38129040),Kevin Durant (38128943),301.06,295.58,396.91999999999996,49600,0.12%,8.25%,674.6%,61.21%,130.28,$27.0,OKC 3,DET 1,generated,1
AJ Johnson (38129609),Isaiah Joe (38129456),Aaron Wiggins (38129293),Ricky Council IV (38129289),Rudy Gobert (38129178),Jordan Goodwin (38129372),Josh Giddey (38128984),Nikola Jokic (38128895),305.89000000000004,296.59000000000003,400.34999999999997,50000,0.1%,9.19%,630.6%,68.63%,143.72,$25.2,OKC 2,WAS 1,generated,1
AJ Johnson (38129609),Jared Butler (38129166),Aaron Wiggins (38129293),Jake LaRavia (38129665),Isaiah Hartenstein (38129119),Ty Jerome (38129412),Josh Giddey (38128984),Luka Doncic (38128897),298.56,299.90999999999997,399.67,49800,0.12%,7.9%,629.5%,57.88%,156.73000000000002,$25.2,OKC 2,WAS 1,generated,1
AJ Johnson (38129609),Donte DiVincenzo (38129240),Aaron Wiggins (38129293),Deni Avdija (38129052),Isaiah Hartenstein (38129119),Anthony Edwards (38128924),Josh Giddey (38128984),Isaiah Joe (38129456),296.26,287.76,391.46999999999997,49900,0.13%,6.53%,606.0%,55.34%,105.08,$24.2,OKC 3,MIN 2,generated,1
Jared Butler (38129166),Anfernee Simons (38129065),Aaron Wiggins (38129293),Kenrich Williams (38129703),Isaiah Hartenstein (38129119),AJ Johnson (38129609),Aaron Gordon (38129263),Nikola Jokic (38128895),301.02,291.61,401.03,49300,0.12%,7.91%,597.2%,61.37%,130.11,$23.9,OKC 3,DEN 2,generated,1
Jordan Hawkins (38129650),Isaiah Joe (38129456),Jordan Goodwin (38129372),Bam Adebayo (38128989),Wendell Carter Jr. (38129341),Luka Doncic (38128897),Aaron Wiggins (38129293),Isaiah Hartenstein (38129119),295.97,286.37,392.25,49800,0.12%,7.11%,595.7%,54.81%,108.22999999999999,$23.8,OKC 3,LAL 2,generated,1
