Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
trae young,PG/G/UTIL,ATL,32.94%,0.03%,1.73%,16.6%,8.86%,$1.07
donovan clingan,C/UTIL,POR,30.87%,0.03%,1.51%,20.49%,42.76%,$0.55
yves missi,C/UTIL,NOP,27.29%,0.03%,1.45%,2.98%,7.5%,$0.46
kevin porter jr.,PG/G/UTIL,MIL,28.87%,0.03%,1.44%,17.76%,39.37%,$0.35
jeremiah robinson-earl,PF/F/UTIL,NOP,29.19%,0.03%,1.38%,15.9%,25.07%,$0.27
bruce brown,SF/SG/G/F/UTIL,NOP,29.97%,0.02%,1.36%,17.41%,11.6%,$0.24
jose alvarado,PG/G/UTIL,NOP,28.62%,0.03%,1.36%,7.92%,9.86%,$0.24
jonathan kuminga,PF/F/UTIL,GSW,27.53%,0.03%,1.3%,2.0%,2.13%,$0.24
keion brooks jr.,PF/SF/F/UTIL,NOP,29.05%,0.03%,1.35%,15.88%,15.25%,$0.2
dalano banton,PG/SG/G/UTIL,POR,30.36%,0.02%,1.3%,44.15%,49.87%,$0.15
domantas sabonis,C/UTIL,SAC,28.7%,0.02%,1.32%,10.04%,6.16%,$0.12
derrick white,PG/G/UTIL,BOS,27.61%,0.03%,1.27%,2.54%,1.76%,$0.09
karlo matkovic,C/PF/F/UTIL,NOP,28.02%,0.02%,1.27%,11.39%,11.34%,$0.02
devin booker,PG/SG/G/UTIL,PHX,28.57%,0.02%,1.19%,11.69%,4.45%,$-0.14
jaylen brown,SF/SG/G/F/UTIL,BOS,26.16%,0.02%,1.21%,6.01%,1.85%,$-0.18
alexandre sarr,C/UTIL,WAS,25.93%,0.02%,1.15%,5.28%,9.74%,$-0.28
gary trent jr.,SF/SG/G/F/UTIL,MIL,28.06%,0.02%,1.14%,40.66%,40.14%,$-0.29
georges niang,PF/F/UTIL,ATL,27.48%,0.02%,1.14%,11.24%,19.87%,$-0.29
alperen sengun,C/UTIL,HOU,25.3%,0.02%,1.16%,6.48%,4.65%,$-0.31
nikola jokic,C/UTIL,DEN,30.26%,0.02%,1.05%,38.2%,19.12%,$-0.33
onyeka okongwu,C/UTIL,ATL,26.58%,0.02%,1.06%,3.67%,1.75%,$-0.44
ryan rollins,PG/G/UTIL,MIL,26.59%,0.02%,1.05%,18.87%,32.7%,$-0.53
shaedon sharpe,PG/SG/G/UTIL,POR,27.54%,0.02%,1.02%,33.46%,20.76%,$-0.54
aaron gordon,PF/F/UTIL,DEN,26.06%,0.02%,1.03%,4.22%,3.79%,$-0.57
stephon castle,PG/SG/G/UTIL,SAS,26.06%,0.02%,1.02%,6.14%,3.41%,$-0.58
tyrese haliburton,PG/G/UTIL,IND,26.21%,0.02%,1.0%,7.72%,4.35%,$-0.59
jabari walker,C/PF/F/UTIL,POR,25.3%,0.02%,1.04%,12.43%,16.26%,$-0.6
matisse thybulle,SF/F/UTIL,POR,25.99%,0.02%,1.02%,8.85%,14.27%,$-0.61
collin sexton,PG/SG/G/UTIL,UTA,23.77%,0.02%,1.01%,4.24%,3.59%,$-0.65
karl-anthony towns,C/UTIL,NYK,25.39%,0.02%,1.01%,10.26%,6.76%,$-0.67
antonio reeves,SF/SG/G/F/UTIL,NOP,25.38%,0.02%,0.98%,5.1%,4.83%,$-0.69
obi toppin,C/PF/F/UTIL,IND,25.27%,0.02%,0.99%,16.28%,17.88%,$-0.71
kris murray,PF/SF/F/UTIL,POR,26.25%,0.02%,0.96%,8.14%,9.07%,$-0.71
toumani camara,SF/SG/G/F/UTIL,POR,25.85%,0.01%,0.95%,4.88%,2.54%,$-0.76
jimmy butler,PF/SF/F/UTIL,GSW,25.64%,0.02%,0.94%,4.24%,1.52%,$-0.76
jordan poole,PG/SG/G/UTIL,WAS,24.64%,0.02%,0.94%,4.02%,3.37%,$-0.76
