Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jonas valanciunas,C/UTIL,WAS,24.71%,0.02%,1.53%,4.98%,10.75%,$1.25
moussa diabate,C/UTIL,CHA,28.59%,0.01%,1.56%,15.11%,42.12%,$1.09
trae young,PG/G/UTIL,ATL,26.4%,0.01%,1.47%,9.03%,9.35%,$0.74
chris boucher,C/PF/F/UTIL,TOR,26.69%,0.01%,1.32%,31.53%,30.23%,$0.3
jalen duren,C/UTIL,DET,23.01%,0.01%,1.16%,2.62%,5.07%,$0.06
collin sexton,PG/SG/G/UTIL,UTA,23.61%,0.01%,1.18%,6.71%,4.3%,$0.0
zach edey,C/UTIL,MEM,24.31%,0.01%,1.18%,9.2%,25.27%,$-0.05
nick smith jr.,SF/SG/G/F/UTIL,CHA,25.7%,0.01%,1.21%,37.4%,23.87%,$-0.07
miles bridges,PF/F/UTIL,CHA,24.61%,0.01%,1.16%,14.67%,14.74%,$-0.18
lamelo ball,PG/G/UTIL,CHA,26.45%,0.01%,1.15%,30.36%,32.15%,$-0.23
kevin durant,PF/F/UTIL,PHX,24.14%,0.01%,1.15%,12.44%,12.48%,$-0.23
nikola vucevic,C/UTIL,CHI,22.84%,0.01%,1.12%,6.34%,11.62%,$-0.23
kelly oubre jr.,SG/G/UTIL,PHI,24.99%,0.01%,1.15%,10.62%,10.34%,$-0.24
zach lavine,SF/SG/G/F/UTIL,CHI,23.89%,0.01%,1.13%,13.0%,6.77%,$-0.26
jordan poole,PG/SG/G/UTIL,WAS,24.39%,0.01%,1.13%,19.71%,14.51%,$-0.26
brandon clarke,C/UTIL,MEM,23.16%,0.01%,1.1%,5.5%,14.97%,$-0.27
domantas sabonis,C/UTIL,SAC,23.59%,0.01%,1.1%,7.29%,14.95%,$-0.3
jaren jackson jr.,C/PF/F/UTIL,MEM,23.71%,0.01%,1.12%,16.38%,12.6%,$-0.32
devin booker,PG/SG/G/UTIL,PHX,23.74%,0.01%,1.11%,12.35%,8.06%,$-0.33
