Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
lebron james,PF/F/UTIL,LAL,35.28%,0.01%,1.74%,18.76%,31.62%,$1.28
buddy hield,SG/G/UTIL,GSW,31.93%,0.01%,1.49%,41.74%,51.59%,$0.68
brandin podziemski,PG/SG/G/UTIL,GSW,31.23%,0.01%,1.36%,57.9%,54.91%,$0.38
deandre ayton,C/UTIL,POR,29.23%,0.01%,1.32%,8.5%,13.26%,$0.29
domantas sabonis,C/UTIL,SAC,28.87%,0.01%,1.31%,8.4%,15.2%,$0.23
daniel gafford,C/UTIL,DAL,27.93%,0.01%,1.27%,7.47%,12.51%,$0.17
quinten post,C/UTIL,GSW,28.43%,0.01%,1.27%,12.79%,18.12%,$0.12
stephen curry,PG/G/UTIL,GSW,29.4%,0.01%,1.26%,22.0%,27.93%,$0.06
tari eason,PF/F/UTIL,HOU,28.62%,0.01%,1.22%,22.8%,29.59%,$-0.03
ivica zubac,C/UTIL,LAC,28.63%,0.01%,1.21%,13.74%,22.29%,$-0.05
kristaps porzingis,C/UTIL,BOS,25.6%,0.01%,1.13%,6.04%,9.06%,$-0.22
goga bitadze,C/UTIL,ORL,24.79%,0.01%,1.05%,2.79%,3.82%,$-0.28
kawhi leonard,PF/SF/F/UTIL,LAC,27.67%,0.01%,1.13%,27.01%,24.63%,$-0.3
rui hachimura,PF/SF/F/UTIL,LAL,27.5%,0.01%,1.1%,18.23%,14.46%,$-0.36
demar derozan,SF/F/UTIL,SAC,26.94%,0.01%,1.08%,8.54%,9.94%,$-0.36
pascal siakam,PF/F/UTIL,IND,25.33%,0.01%,1.05%,5.21%,7.33%,$-0.38
derrick jones jr.,PF/F/UTIL,LAC,26.1%,0.01%,1.04%,9.3%,11.91%,$-0.48
deni avdija,PF/SF/F/UTIL,POR,27.02%,0.01%,1.04%,23.22%,19.98%,$-0.53
austin reaves,PG/SG/G/UTIL,LAL,25.19%,0.01%,1.01%,8.58%,7.53%,$-0.55
jaylen brown,SF/SG/G/F/UTIL,BOS,26.37%,0.01%,1.01%,19.3%,14.37%,$-0.61
alperen sengun,C/UTIL,HOU,22.55%,0.01%,0.95%,3.05%,4.81%,$-0.63
naji marshall,PF/SF/F/UTIL,DAL,24.25%,0.01%,0.95%,1.64%,1.27%,$-0.66
nikola jokic,C/UTIL,DEN,23.3%,0.01%,1.04%,6.59%,12.32%,$-0.67
jarred vanderbilt,PF/F/UTIL,LAL,23.97%,0.01%,0.97%,8.61%,7.56%,$-0.69
al horford,C/PF/F/UTIL,BOS,26.41%,0.0%,0.98%,31.89%,25.26%,$-0.7
james harden,PG/G/UTIL,LAC,24.33%,0.01%,0.97%,11.33%,13.75%,$-0.71
franz wagner,SF/F/UTIL,ORL,23.76%,0.01%,0.91%,4.84%,6.31%,$-0.78
dorian finney-smith,PF/SF/F/UTIL,LAL,25.6%,0.0%,0.96%,31.83%,26.05%,$-0.79
gui santos,PF/SF/F/UTIL,GSW,23.52%,0.01%,0.92%,5.32%,2.93%,$-0.84
kessler edwards,PF/SF/F/UTIL,DAL,23.51%,0.01%,0.92%,0.24%,0.16%,$-0.87
keegan murray,PF/SF/F/UTIL,SAC,25.2%,0.0%,0.9%,12.66%,10.42%,$-0.94
draymond green,C/PF/F/UTIL,GSW,24.01%,0.01%,0.88%,7.36%,5.48%,$-0.94
payton pritchard,PG/SG/G/UTIL,BOS,24.83%,0.0%,0.89%,31.71%,25.1%,$-0.98
kyrie irving,PG/G/UTIL,DAL,23.8%,0.01%,0.84%,6.37%,7.58%,$-1.01
naz reid,C/PF/F/UTIL,MIN,25.36%,0.0%,0.86%,21.58%,17.11%,$-1.02
malik monk,PG/SG/G/UTIL,SAC,24.98%,0.0%,0.85%,24.63%,21.29%,$-1.05
jayson tatum,PF/SF/F/UTIL,BOS,25.23%,0.0%,0.83%,27.44%,29.31%,$-1.06
anfernee simons,PG/SG/G/UTIL,POR,24.04%,0.0%,0.84%,11.91%,9.36%,$-1.06
paolo banchero,PF/F/UTIL,ORL,23.57%,0.0%,0.83%,6.78%,10.02%,$-1.07
rudy gobert,C/UTIL,MIN,25.01%,0.0%,0.8%,3.14%,4.88%,$-1.12
myles turner,C/UTIL,IND,23.41%,0.0%,0.8%,3.56%,4.94%,$-1.12
norman powell,SF/SG/G/F/UTIL,LAC,23.6%,0.0%,0.81%,9.75%,6.16%,$-1.15
jaxson hayes,C/UTIL,LAL,23.94%,0.0%,0.8%,4.82%,7.06%,$-1.15
anthony edwards,PG/SG/G/UTIL,MIN,23.58%,0.0%,0.79%,12.63%,11.65%,$-1.18
kevon looney,C/UTIL,GSW,22.26%,0.01%,0.78%,3.22%,5.16%,$-1.18
aaron gordon,C/PF/F/UTIL,DEN,24.31%,0.0%,0.8%,17.78%,13.8%,$-1.2
cam whitmore,SF/SG/G/F/UTIL,HOU,21.87%,0.0%,0.79%,6.23%,3.64%,$-1.23
mike conley,PG/G/UTIL,MIN,22.93%,0.0%,0.78%,4.9%,5.14%,$-1.23
dante exum,SF/F/UTIL,DAL,22.34%,0.0%,0.78%,2.12%,2.25%,$-1.26
klay thompson,SG/G/UTIL,DAL,22.34%,0.0%,0.76%,5.35%,5.88%,$-1.26
michael porter jr.,PF/SF/F/UTIL,DEN,23.78%,0.0%,0.77%,9.88%,7.69%,$-1.28
zach lavine,SF/SG/G/F/UTIL,SAC,23.06%,0.0%,0.73%,10.81%,7.42%,$-1.38
bennedict mathurin,SF/F/UTIL,IND,21.94%,0.0%,0.73%,2.68%,2.82%,$-1.4
t.j. mcconnell,PG/G/UTIL,IND,19.26%,0.01%,0.69%,0.31%,0.3%,$-1.4
jonathan isaac,C/PF/F/UTIL,ORL,21.67%,0.0%,0.68%,0.43%,0.3%,$-1.4
derrick white,PG/SG/G/UTIL,BOS,22.75%,0.0%,0.71%,11.66%,8.56%,$-1.44
christian braun,SF/SG/G/F/UTIL,DEN,23.15%,0.0%,0.71%,11.63%,6.64%,$-1.48
kris dunn,SG/G/UTIL,LAC,21.3%,0.0%,0.7%,2.61%,2.13%,$-1.49
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,22.12%,0.0%,0.7%,4.57%,2.65%,$-1.51
jamal murray,PG/SG/G/UTIL,DEN,22.02%,0.0%,0.67%,8.3%,6.74%,$-1.53
amen thompson,PG/SF/G/F/UTIL,HOU,23.33%,0.0%,0.67%,15.02%,10.34%,$-1.54
shake milton,PG/SG/G/UTIL,LAL,20.87%,0.0%,0.65%,3.5%,1.96%,$-1.62
moses moody,PF/F/UTIL,GSW,20.48%,0.0%,0.66%,0.77%,0.9%,$-1.62
cole anthony,PG/SG/G/UTIL,ORL,19.61%,0.0%,0.62%,4.13%,2.94%,$-1.68
jerami grant,PF/F/UTIL,POR,21.47%,0.0%,0.62%,2.82%,3.06%,$-1.7
julian strawther,SF/SG/G/F/UTIL,DEN,20.96%,0.0%,0.62%,3.15%,1.81%,$-1.73
trey jemison,C/UTIL,LAL,20.52%,0.0%,0.6%,0.13%,0.1%,$-1.81
luke kornet,C/UTIL,BOS,19.36%,0.0%,0.55%,0.08%,0.1%,$-1.82
scoot henderson,PG/G/UTIL,POR,18.84%,0.0%,0.55%,1.49%,1.61%,$-1.83
andrew nembhard,PG/SG/G/UTIL,IND,19.97%,0.0%,0.58%,2.72%,1.85%,$-1.84
tyrese haliburton,PG/G/UTIL,IND,19.31%,0.0%,0.56%,4.23%,5.13%,$-1.84
thomas bryant,C/UTIL,IND,20.2%,0.0%,0.54%,0.48%,0.53%,$-1.89
nicolas batum,C/PF/F/UTIL,LAC,20.25%,0.0%,0.6%,0.15%,0.1%,$-1.94
amir coffey,PF/SF/F/UTIL,LAC,20.07%,0.0%,0.54%,0.28%,0.23%,$-1.95
dillon brooks,PF/F/UTIL,HOU,20.18%,0.0%,0.55%,1.44%,1.69%,$-1.97
gabe vincent,PG/SG/G/UTIL,LAL,20.21%,0.0%,0.51%,0.58%,0.33%,$-2.01
kentavious caldwell-pope,SG/G/UTIL,ORL,19.94%,0.0%,0.52%,2.02%,2.06%,$-2.03
rob dillingham,PG/G/UTIL,MIN,19.09%,0.0%,0.53%,0.12%,0.1%,$-2.03
jaden mcdaniels,SF/F/UTIL,MIN,19.92%,0.0%,0.49%,1.75%,1.84%,$-2.07
tristan da silva,PF/SF/F/UTIL,ORL,17.52%,0.0%,0.55%,0.11%,0.1%,$-2.13
jalen green,SG/G/UTIL,HOU,18.55%,0.0%,0.45%,2.29%,2.89%,$-2.14
obi toppin,C/PF/F/UTIL,IND,17.51%,0.0%,0.46%,0.26%,0.13%,$-2.17
aaron nesmith,SF/SG/G/F/UTIL,IND,18.3%,0.0%,0.44%,0.3%,0.2%,$-2.19
devin carter,PG/SG/G/UTIL,SAC,17.69%,0.0%,0.46%,0.19%,0.1%,$-2.19
olivier-maxence prosper,PF/F/UTIL,DAL,18.9%,0.0%,0.45%,0.07%,0.1%,$-2.22
gary payton ii,SF/F/UTIL,GSW,16.87%,0.0%,0.43%,0.15%,0.1%,$-2.22
toumani camara,SF/SG/G/F/UTIL,POR,19.16%,0.0%,0.44%,3.36%,1.95%,$-2.23
jalen pickett,PG/SG/G/UTIL,DEN,17.1%,0.0%,0.44%,0.24%,0.1%,$-2.3
deandre jordan,C/UTIL,DEN,17.14%,0.0%,0.39%,0.12%,0.1%,$-2.37
spencer dinwiddie,PG/SG/G/UTIL,DAL,16.81%,0.0%,0.38%,0.79%,0.57%,$-2.41
jordan walsh,SF/F/UTIL,BOS,18.42%,0.0%,0.39%,0.17%,0.1%,$-2.41
wendell carter jr.,C/UTIL,ORL,16.32%,0.0%,0.37%,0.63%,0.93%,$-2.43
jaylen clark,SF/SG/G/F/UTIL,MIN,16.51%,0.0%,0.4%,0.16%,0.1%,$-2.44
shaedon sharpe,SF/SG/G/F/UTIL,POR,16.36%,0.0%,0.36%,1.35%,0.76%,$-2.44
trey lyles,C/PF/F/UTIL,SAC,16.52%,0.0%,0.38%,0.63%,0.42%,$-2.45
ben sheppard,SG/G/UTIL,IND,17.57%,0.0%,0.41%,0.11%,0.1%,$-2.46
reed sheppard,PG/SG/G/UTIL,HOU,16.34%,0.0%,0.37%,0.19%,0.1%,$-2.47
max christie,SG/G/UTIL,DAL,16.92%,0.0%,0.35%,0.14%,0.1%,$-2.51
jae'sean tate,PF/SF/F/UTIL,HOU,16.52%,0.0%,0.33%,0.18%,0.1%,$-2.56
sam hauser,PF/SF/F/UTIL,BOS,15.86%,0.0%,0.31%,0.24%,0.18%,$-2.58
pat spencer,PG/G/UTIL,GSW,15.36%,0.0%,0.33%,0.17%,0.1%,$-2.59
patty mills,PG/G/UTIL,LAC,17.23%,0.0%,0.34%,0.13%,0.1%,$-2.59
jeff green,C/PF/F/UTIL,HOU,15.97%,0.0%,0.3%,0.13%,0.1%,$-2.65
keon ellis,PG/SG/G/UTIL,SAC,15.22%,0.0%,0.28%,0.6%,0.45%,$-2.7
gary harris,SF/SG/G/F/UTIL,ORL,16.05%,0.0%,0.24%,0.19%,0.1%,$-2.71
donovan clingan,C/UTIL,POR,15.43%,0.0%,0.27%,0.06%,0.1%,$-2.73
jock landale,C/UTIL,HOU,16.8%,0.0%,0.18%,0.05%,0.03%,$-2.79
kris murray,PF/SF/F/UTIL,POR,13.83%,0.0%,0.18%,0.26%,0.1%,$-2.98
zeke nnaji,C/PF/F/UTIL,DEN,13.26%,0.0%,0.18%,0.15%,0.1%,$-2.98
drew peterson,PF/F/UTIL,BOS,13.46%,0.0%,0.18%,0.17%,0.1%,$-2.99
justin minaya,PF/F/UTIL,POR,13.7%,0.0%,0.12%,0.04%,0.03%,$-3.01
christian koloko,C/UTIL,LAL,13.92%,0.0%,0.13%,0.07%,0.1%,$-3.04
quenton jackson,PG/SG/G/UTIL,IND,12.26%,0.0%,0.2%,0.05%,0.03%,$-3.05
caleb houstan,PF/SF/F/UTIL,ORL,11.17%,0.0%,0.18%,0.07%,0.03%,$-3.07
jack mcveigh,SG/G/UTIL,HOU,12.06%,0.0%,0.15%,0.04%,0.03%,$-3.1
anthony black,PG/G/UTIL,ORL,11.33%,0.0%,0.15%,0.07%,0.1%,$-3.11
jackson rowe,PF/F/UTIL,GSW,11.58%,0.0%,0.11%,0.06%,0.03%,$-3.13
isaiah jackson,C/UTIL,IND,12.33%,0.0%,0.14%,0.06%,0.03%,$-3.13
bryce mcgowens,SG/G/UTIL,POR,12.89%,0.0%,0.1%,0.08%,0.03%,$-3.14
isaiah crawford,PF/F/UTIL,SAC,11.54%,0.0%,0.13%,0.04%,0.03%,$-3.15
lindy waters iii,SF/SG/G/F/UTIL,GSW,11.76%,0.0%,0.09%,0.08%,0.03%,$-3.16
xavier tillman,C/PF/F/UTIL,BOS,11.03%,0.0%,0.12%,0.07%,0.03%,$-3.17
duop reath,C/UTIL,POR,11.37%,0.0%,0.13%,0.05%,0.03%,$-3.17
markieff morris,C/PF/F/UTIL,LAL,12.29%,0.0%,0.14%,0.04%,0.03%,$-3.18
bronny james,PG/G/UTIL,LAL,11.07%,0.0%,0.12%,0.15%,0.1%,$-3.2
trevelin queen,PG/SG/G/UTIL,ORL,10.91%,0.0%,0.11%,0.08%,0.03%,$-3.2
luka garza,C/UTIL,MIN,10.83%,0.0%,0.1%,0.11%,0.1%,$-3.23
cory joseph,PG/G/UTIL,ORL,10.27%,0.0%,0.11%,0.11%,0.03%,$-3.23
jett howard,PF/SF/F/UTIL,ORL,12.09%,0.0%,0.1%,0.04%,0.03%,$-3.24
christian wood,PF/F/UTIL,LAL,10.57%,0.0%,0.05%,0.03%,0.04%,$-3.24
jae crowder,C/PF/F/UTIL,SAC,11.04%,0.0%,0.1%,0.07%,0.03%,$-3.25
kai jones,C/PF/F/UTIL,LAC,10.81%,0.0%,0.08%,0.05%,0.03%,$-3.25
leonard miller,C/PF/F/UTIL,MIN,11.66%,0.0%,0.11%,0.04%,0.03%,$-3.25
mac mcclung,PG/G/UTIL,ORL,10.7%,0.0%,0.07%,0.04%,0.03%,$-3.25
cam reddish,SF/SG/G/F/UTIL,LAL,10.94%,0.0%,0.09%,0.08%,0.03%,$-3.26
dwight powell,C/UTIL,DAL,11.7%,0.0%,0.1%,0.04%,0.03%,$-3.27
drew eubanks,C/UTIL,LAC,9.87%,0.0%,0.06%,0.06%,0.1%,$-3.28
jaden springer,SF/SG/G/F/UTIL,BOS,9.77%,0.0%,0.08%,0.1%,0.03%,$-3.28
hunter tyson,PF/SF/F/UTIL,DEN,10.23%,0.0%,0.07%,0.05%,0.03%,$-3.3
johnny furphy,SF/SG/G/F/UTIL,IND,9.06%,0.0%,0.11%,0.1%,0.03%,$-3.3
james johnson,C/PF/F/UTIL,IND,10.22%,0.0%,0.08%,0.05%,0.03%,$-3.3
bones hyland,PG/G/UTIL,LAC,9.59%,0.0%,0.08%,0.07%,0.03%,$-3.3
jarace walker,PF/SF/F/UTIL,IND,10.01%,0.0%,0.07%,0.04%,0.03%,$-3.3
kevin porter jr.,PG/G/UTIL,LAC,11.32%,0.0%,0.09%,0.04%,0.03%,$-3.3
jaden hardy,PG/SG/G/UTIL,DAL,11.22%,0.0%,0.09%,0.04%,0.03%,$-3.31
rayj dennis,PG/G/UTIL,IND,9.55%,0.0%,0.06%,0.07%,0.03%,$-3.31
cam christie,SG/G/UTIL,LAC,9.98%,0.0%,0.08%,0.06%,0.03%,$-3.32
pj hall,C/PF/F/UTIL,DEN,8.7%,0.0%,0.11%,0.07%,0.03%,$-3.32
alex len,C/UTIL,SAC,9.82%,0.0%,0.08%,0.05%,0.03%,$-3.32
kyle anderson,PF/F/UTIL,GSW,11.1%,0.0%,0.07%,0.04%,0.03%,$-3.33
tristen newton,PG/G/UTIL,MIN,10.48%,0.0%,0.12%,0.03%,0.03%,$-3.33
jordan miller,SG/G/UTIL,LAC,11.01%,0.0%,0.05%,0.04%,0.03%,$-3.34
neemias queta,C/UTIL,BOS,10.91%,0.0%,0.05%,0.04%,0.03%,$-3.35
maxi kleber,PF/F/UTIL,LAL,9.36%,0.0%,0.07%,0.06%,0.03%,$-3.35
brandon williams,PG/G/UTIL,DAL,9.54%,0.0%,0.07%,0.06%,0.03%,$-3.36
taze moore,SG/G/UTIL,POR,9.51%,0.0%,0.07%,0.07%,0.03%,$-3.36
moritz wagner,C/UTIL,ORL,9.91%,0.0%,0.06%,0.08%,0.03%,$-3.36
jd davison,PG/G/UTIL,BOS,10.1%,0.0%,0.07%,0.04%,0.03%,$-3.37
matisse thybulle,PF/F/UTIL,POR,8.37%,0.0%,0.05%,0.06%,0.03%,$-3.38
mason jones,SG/G/UTIL,SAC,8.89%,0.0%,0.08%,0.05%,0.03%,$-3.38
dario saric,C/PF/F/UTIL,DEN,8.9%,0.0%,0.08%,0.06%,0.03%,$-3.38
colby jones,SF/SG/G/F/UTIL,SAC,8.51%,0.0%,0.06%,0.1%,0.03%,$-3.38
vlatko cancar,C/UTIL,DEN,8.11%,0.0%,0.07%,0.07%,0.03%,$-3.4
doug mcdermott,PF/SF/F/UTIL,SAC,9.52%,0.0%,0.07%,0.04%,0.03%,$-3.4
rayan rupert,PG/SF/G/F/UTIL,POR,8.7%,0.0%,0.06%,0.09%,0.03%,$-3.4
sidy cissoko,SG/G/UTIL,SAC,8.97%,0.0%,0.05%,0.07%,0.03%,$-3.41
n'faly dante,C/UTIL,HOU,8.15%,0.0%,0.06%,0.04%,0.03%,$-3.42
jabari walker,C/PF/F/UTIL,POR,8.71%,0.0%,0.07%,0.08%,0.03%,$-3.42
baylor scheierman,SG/G/UTIL,BOS,8.62%,0.0%,0.06%,0.07%,0.03%,$-3.42
spencer jones,SF/SG/G/F/UTIL,DEN,8.33%,0.0%,0.07%,0.06%,0.03%,$-3.43
kobe brown,C/PF/F/UTIL,LAC,8.05%,0.0%,0.04%,0.1%,0.03%,$-3.43
terrence shannon jr.,SF/SG/G/F/UTIL,MIN,7.91%,0.0%,0.05%,0.1%,0.03%,$-3.43
jesse edwards,C/UTIL,MIN,8.57%,0.0%,0.04%,0.06%,0.03%,$-3.44
trey alexander,PG/SG/G/UTIL,DEN,7.98%,0.0%,0.05%,0.09%,0.03%,$-3.45
peyton watson,SF/F/UTIL,DEN,7.79%,0.0%,0.06%,0.04%,0.03%,$-3.45
anton watson,SF/F/UTIL,BOS,8.31%,0.0%,0.06%,0.08%,0.03%,$-3.45
james wiseman,C/UTIL,IND,8.4%,0.0%,0.04%,0.07%,0.03%,$-3.46
kylor kelley,C/UTIL,DAL,8.33%,0.0%,0.04%,0.08%,0.1%,$-3.47
isaac jones,C/PF/F/UTIL,SAC,7.72%,0.0%,0.02%,0.04%,0.03%,$-3.48
josh minott,SF/SG/G/F/UTIL,MIN,7.4%,0.0%,0.05%,0.1%,0.03%,$-3.49
nate williams,PG/SF/G/F/UTIL,HOU,7.34%,0.0%,0.05%,0.1%,0.03%,$-3.5
armel traore,PF/SF/F/UTIL,LAL,7.55%,0.0%,0.04%,0.06%,0.03%,$-3.5
daron holmes ii,C/UTIL,DEN,7.39%,0.0%,0.04%,0.05%,0.03%,$-3.51
enrique freeman,C/PF/F/UTIL,IND,6.72%,0.0%,0.03%,0.07%,0.03%,$-3.53
trentyn flowers,SG/G/UTIL,LAC,6.82%,0.0%,0.03%,0.04%,0.03%,$-3.54
