Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
lebron james,PF/F/UTIL,LAL,35.71%,0.01%,1.78%,18.81%,35.73%,$1.39
buddy hield,SG/G/UTIL,GSW,31.61%,0.01%,1.43%,44.87%,55.9%,$0.53
deandre ayton,C/UTIL,POR,30.51%,0.01%,1.41%,9.44%,13.41%,$0.51
quinten post,C/UTIL,GSW,28.42%,0.01%,1.35%,5.89%,6.5%,$0.43
moses moody,PF/F/UTIL,GSW,26.98%,0.01%,1.3%,4.36%,5.19%,$0.39
kevon looney,C/UTIL,GSW,27.41%,0.01%,1.3%,5.55%,6.33%,$0.34
brandin podziemski,PG/SG/G/UTIL,GSW,30.68%,0.01%,1.31%,61.74%,58.16%,$0.23
stephen curry,PG/G/UTIL,GSW,28.03%,0.01%,1.27%,11.88%,13.79%,$0.12
daniel gafford,C/UTIL,DAL,28.56%,0.01%,1.27%,10.32%,14.36%,$0.08
kawhi leonard,PF/SF/F/UTIL,LAC,27.78%,0.01%,1.24%,16.02%,13.9%,$0.01
domantas sabonis,C/UTIL,SAC,28.82%,0.01%,1.21%,8.57%,12.97%,$-0.01
rui hachimura,PF/SF/F/UTIL,LAL,27.95%,0.01%,1.17%,17.46%,14.3%,$-0.18
austin reaves,PG/SG/G/UTIL,LAL,26.24%,0.01%,1.12%,7.06%,6.34%,$-0.18
pascal siakam,PF/F/UTIL,IND,25.65%,0.01%,1.11%,4.75%,7.04%,$-0.22
goga bitadze,C/UTIL,ORL,25.03%,0.01%,1.08%,3.24%,3.55%,$-0.23
tari eason,PF/F/UTIL,HOU,28.15%,0.01%,1.12%,38.83%,55.98%,$-0.33
ivica zubac,C/UTIL,LAC,27.75%,0.01%,1.1%,14.09%,19.63%,$-0.34
kristaps porzingis,C/UTIL,BOS,25.49%,0.01%,1.08%,7.06%,9.54%,$-0.4
derrick jones jr.,PF/F/UTIL,LAC,25.89%,0.01%,1.07%,7.27%,8.81%,$-0.42
jarred vanderbilt,PF/F/UTIL,LAL,24.95%,0.01%,1.06%,7.17%,5.24%,$-0.43
gary payton ii,SF/F/UTIL,GSW,22.79%,0.01%,0.94%,0.16%,0.1%,$-0.51
deni avdija,PF/SF/F/UTIL,POR,27.33%,0.01%,1.03%,33.04%,31.66%,$-0.57
jaylen brown,SF/SG/G/F/UTIL,BOS,26.63%,0.01%,1.0%,21.21%,15.14%,$-0.64
nikola jokic,C/UTIL,DEN,23.77%,0.01%,1.05%,7.16%,14.79%,$-0.64
franz wagner,SF/F/UTIL,ORL,24.69%,0.01%,0.96%,6.13%,8.13%,$-0.66
alperen sengun,C/UTIL,HOU,23.75%,0.01%,0.96%,6.0%,8.85%,$-0.72
dorian finney-smith,PF/SF/F/UTIL,LAL,25.91%,0.0%,0.98%,33.5%,27.07%,$-0.74
anfernee simons,PG/SG/G/UTIL,POR,25.29%,0.01%,0.95%,13.73%,9.89%,$-0.76
james harden,PG/G/UTIL,LAC,23.93%,0.01%,0.94%,9.89%,11.85%,$-0.79
demar derozan,SF/F/UTIL,SAC,25.33%,0.01%,0.92%,6.24%,6.98%,$-0.81
naji marshall,PF/SF/F/UTIL,DAL,23.5%,0.01%,0.91%,2.46%,1.9%,$-0.82
keegan murray,PF/SF/F/UTIL,SAC,25.59%,0.0%,0.92%,15.02%,12.18%,$-0.9
pat spencer,PG/G/UTIL,GSW,22.96%,0.01%,0.89%,4.26%,2.07%,$-0.9
naz reid,C/PF/F/UTIL,MIN,25.45%,0.0%,0.89%,19.5%,14.5%,$-0.93
t.j. mcconnell,PG/G/UTIL,IND,21.87%,0.01%,0.85%,1.19%,1.27%,$-0.93
trey jemison,C/UTIL,LAL,24.67%,0.01%,0.89%,0.15%,0.1%,$-0.95
kyrie irving,PG/G/UTIL,DAL,24.04%,0.01%,0.86%,6.68%,8.38%,$-0.97
michael porter jr.,PF/SF/F/UTIL,DEN,24.87%,0.0%,0.88%,10.05%,8.55%,$-0.97
rudy gobert,C/UTIL,MIN,25.78%,0.0%,0.85%,3.14%,4.23%,$-0.99
mike conley,PG/G/UTIL,MIN,24.09%,0.0%,0.87%,8.69%,8.34%,$-1.01
klay thompson,SG/G/UTIL,DAL,23.79%,0.01%,0.85%,6.53%,6.65%,$-1.01
jayson tatum,PF/SF/F/UTIL,BOS,25.19%,0.0%,0.84%,26.41%,30.44%,$-1.03
myles turner,C/UTIL,IND,24.68%,0.0%,0.85%,5.33%,6.44%,$-1.03
anthony edwards,PG/SG/G/UTIL,MIN,24.31%,0.0%,0.83%,13.49%,12.98%,$-1.05
jrue holiday,PG/SG/G/UTIL,BOS,24.5%,0.0%,0.86%,25.41%,18.3%,$-1.05
jaxson hayes,C/UTIL,LAL,24.31%,0.0%,0.83%,6.62%,8.38%,$-1.06
cam whitmore,SF/SG/G/F/UTIL,HOU,22.65%,0.01%,0.84%,8.73%,4.84%,$-1.09
malik monk,PG/SG/G/UTIL,SAC,24.21%,0.0%,0.83%,10.38%,8.31%,$-1.1
paolo banchero,PF/F/UTIL,ORL,23.04%,0.0%,0.78%,11.42%,18.77%,$-1.22
payton pritchard,PG/SG/G/UTIL,BOS,22.62%,0.0%,0.79%,7.54%,5.28%,$-1.23
aaron gordon,C/PF/F/UTIL,DEN,24.36%,0.0%,0.78%,25.32%,18.44%,$-1.24
scoot henderson,PG/G/UTIL,POR,21.67%,0.01%,0.75%,2.29%,2.2%,$-1.25
bennedict mathurin,SF/F/UTIL,IND,21.77%,0.0%,0.77%,1.77%,2.02%,$-1.25
norman powell,SF/SG/G/F/UTIL,LAC,22.87%,0.0%,0.75%,12.37%,8.18%,$-1.31
derrick white,PG/SG/G/UTIL,BOS,23.37%,0.0%,0.76%,12.27%,8.74%,$-1.32
dante exum,SF/F/UTIL,DAL,20.77%,0.01%,0.72%,0.33%,0.39%,$-1.33
jerami grant,PF/F/UTIL,POR,23.13%,0.0%,0.76%,2.93%,3.45%,$-1.33
rob dillingham,PG/G/UTIL,MIN,21.71%,0.01%,0.69%,0.14%,0.1%,$-1.33
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,22.79%,0.0%,0.76%,6.06%,3.45%,$-1.34
christian braun,SF/SG/G/F/UTIL,DEN,23.69%,0.0%,0.76%,14.21%,8.28%,$-1.35
jamal murray,PG/SG/G/UTIL,DEN,22.61%,0.0%,0.71%,9.78%,8.16%,$-1.41
jonathan isaac,C/PF/F/UTIL,ORL,20.88%,0.0%,0.71%,1.44%,0.83%,$-1.45
amen thompson,PG/SF/G/F/UTIL,HOU,23.59%,0.0%,0.69%,15.37%,10.65%,$-1.46
shake milton,PG/SG/G/UTIL,LAL,21.57%,0.0%,0.69%,1.11%,0.53%,$-1.48
tyrese haliburton,PG/G/UTIL,IND,21.15%,0.0%,0.66%,4.31%,5.15%,$-1.55
julian strawther,SF/SG/G/F/UTIL,DEN,21.77%,0.0%,0.68%,2.25%,1.2%,$-1.57
cole anthony,PG/SG/G/UTIL,ORL,18.99%,0.01%,0.61%,0.34%,0.24%,$-1.57
luke kornet,C/UTIL,BOS,21.17%,0.0%,0.71%,0.13%,0.1%,$-1.6
kessler edwards,PF/SF/F/UTIL,DAL,20.27%,0.0%,0.59%,0.06%,0.02%,$-1.65
obi toppin,C/PF/F/UTIL,IND,19.58%,0.0%,0.63%,0.63%,0.38%,$-1.7
sam hauser,PF/SF/F/UTIL,BOS,21.73%,0.0%,0.64%,0.36%,0.2%,$-1.74
andrew nembhard,PG/SG/G/UTIL,IND,20.62%,0.0%,0.61%,4.75%,3.09%,$-1.76
gabe vincent,PG/SG/G/UTIL,LAL,20.77%,0.0%,0.6%,1.07%,0.58%,$-1.77
zach lavine,SF/SG/G/F/UTIL,SAC,21.01%,0.0%,0.58%,11.46%,7.74%,$-1.8
deandre jordan,C/UTIL,DEN,18.79%,0.0%,0.55%,0.13%,0.1%,$-1.84
kentavious caldwell-pope,SG/G/UTIL,ORL,21.24%,0.0%,0.59%,2.34%,2.29%,$-1.84
jaden mcdaniels,SF/F/UTIL,MIN,21.21%,0.0%,0.57%,1.5%,1.79%,$-1.85
dillon brooks,PF/F/UTIL,HOU,20.63%,0.0%,0.57%,1.9%,2.48%,$-1.87
jaylen clark,SF/SG/G/F/UTIL,MIN,19.21%,0.0%,0.57%,0.18%,0.1%,$-1.88
jalen green,SG/G/UTIL,HOU,19.62%,0.0%,0.53%,3.31%,4.06%,$-1.92
reed sheppard,PG/SG/G/UTIL,HOU,19.38%,0.0%,0.53%,0.19%,0.1%,$-1.92
thomas bryant,C/UTIL,IND,19.6%,0.0%,0.55%,0.43%,0.36%,$-1.95
aaron nesmith,SF/SG/G/F/UTIL,IND,19.43%,0.0%,0.53%,1.08%,0.56%,$-1.99
ben sheppard,SG/G/UTIL,IND,20.04%,0.0%,0.53%,0.2%,0.1%,$-2.04
toumani camara,SF/SG/G/F/UTIL,POR,20.45%,0.0%,0.5%,4.75%,3.04%,$-2.05
al horford,C/PF/F/UTIL,BOS,19.04%,0.0%,0.5%,1.24%,0.82%,$-2.1
kris dunn,SG/G/UTIL,LAC,18.86%,0.0%,0.52%,0.11%,0.1%,$-2.1
amir coffey,PF/SF/F/UTIL,LAC,18.73%,0.0%,0.5%,0.39%,0.2%,$-2.11
spencer dinwiddie,PG/SG/G/UTIL,DAL,18.1%,0.0%,0.46%,1.82%,1.16%,$-2.16
