PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Tyrese Haliburton (38319311),Dalano Banton (38319560),DeMar DeRozan (38319338),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Chris Paul (38319596),Zach LaVine (38319376),Orlando Robinson (38319625),324.8356597222222,406.5795471362833,50000,100.00%,50000,57424.08%,43177,137.7,$2296.96,IND 2,SAC 2,opp,1,jonforce44,879,4684366481
Tyrese Haliburton (38319311),Collin Sexton (38319491),Johnny Juzang (38319696),Kyle Filipowski (38319407),Jusuf Nurkic (38319623),Zach LaVine (38319376),Pascal Siakam (38319373),Brice Sensabaugh (38319564),320.2278993055555,397.57765045389766,49900,100.00%,49999,20082.69%,2191,66.05000000000001,$803.31,UTA 4,IND 2,opp,1,to77778,0,4684188601
Dalano Banton (38319560),Dennis Schroder (38319444),Jamison Battle (38319725),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Shaedon Sharpe (38319366),Deni Avdija (38319298),Donovan Clingan (38319495),320.0973784722222,407.1945471215364,49400,100.00%,50000,19484.14%,2856,191.96999999999997,$779.37,POR 4,DET 1,user26,1,marvalshot,7583,4683987581_26
Tyrese Haliburton (38319311),Keyonte George (38319440),Jamison Battle (38319725),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Isaiah Collier (38319483),Sandro Mamukelashvili (38319706),Deni Avdija (38319298),319.1311284722222,405.06193215313374,50000,100.00%,50000,14112.66%,1410,116.73,$564.51,IND 2,UTA 2,opp,1,papaaj1,1388,4684186754
Tyrese Haliburton (38319311),Dennis Schroder (38319444),Jamison Battle (38319725),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Dalano Banton (38319560),Ausar Thompson (38319458),Jalen Duren (38319381),317.53362847222223,405.8585626419318,49300,100.00%,50000,8087.82%,77,193.32,$323.51,DET 3,IND 2,opp,1,rthomas622,138,4684136928
Shaedon Sharpe (38319366),Collin Sexton (38319491),Jamison Battle (38319725),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Dalano Banton (38319560),Ausar Thompson (38319458),Deni Avdija (38319298),316.99175347222223,403.88059706546306,49300,100.00%,50000,6996.61%,60,172.05,$279.86,POR 3,UTA 1,user12,1,marvalshot,7346,4683987576_12
Dalano Banton (38319560),Dennis Schroder (38319444),Jamison Battle (38319725),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Chris Paul (38319596),Deni Avdija (38319298),Donovan Mitchell (38319302),316.9973784722222,407.4445471215364,49600,100.00%,50000,6968.44%,25,200.52999999999997,$278.74,POR 2,DET 1,user18,1,marvalshot,7575,4683987581_18
Isaiah Collier (38319483),Donovan Mitchell (38319302),Johnny Juzang (38319696),Tidjane Salaun (38319674),Jusuf Nurkic (38319623),Dalano Banton (38319560),Evan Mobley (38319319),Tyrese Haliburton (38319311),316.44875,402.0090457475687,49800,100.00%,49908,6680.44%,108,124.61,$267.22,UTA 2,CLE 2,opp,1,lawdjosh,40,4684366463
Collin Sexton (38319491),Andrew Nembhard (38319529),Malik Beasley (38319469),Pascal Siakam (38319373),Domantas Sabonis (38319289),Dalano Banton (38319560),Keldon Johnson (38319533),Jusuf Nurkic (38319623),315.9003298611111,399.2604801460981,49000,100.00%,49920,5721.98%,74,118.18999999999998,$228.88,IND 2,UTA 1,opp,1,clmabrey,400,4683961584
Dalano Banton (38319560),Shaedon Sharpe (38319366),Jamison Battle (38319725),Miles Bridges (38319308),Jusuf Nurkic (38319623),Tyrese Haliburton (38319311),Pascal Siakam (38319373),Tidjane Salaun (38319674),315.3480208333333,396.1509728375546,49800,100.00%,49960,4369.47%,1,165.93,$174.78,CHA 3,POR 2,opp,1,gregdapy,30,4683846311
Darius Garland (38319349),Collin Sexton (38319491),Jamison Battle (38319725),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Dalano Banton (38319560),Ausar Thompson (38319458),Deni Avdija (38319298),315.2117534722222,405.050597065463,49700,100.00%,49995,4195.63%,5,168.13,$167.83,POR 2,CLE 1,user23,1,marvalshot,7357,4683987576_23
Tyrese Haliburton (38319311),Dalano Banton (38319560),DeMar DeRozan (38319338),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Seth Curry (38319710),Brice Sensabaugh (38319564),Jalen Duren (38319381),314.7482986111111,395.7021237370863,49900,100.00%,49709,3874.12%,1,143.12,$154.96,IND 2,CHA 2,opp,1,avantc,217,4683893384
Dalano Banton (38319560),Shaedon Sharpe (38319366),Ja'Kobe Walter (38319586),Pascal Siakam (38319373),Jalen Duren (38319381),Chris Paul (38319596),Deni Avdija (38319298),Jusuf Nurkic (38319623),314.6873784722222,405.0545471215364,49800,100.00%,49832,3726.79%,3,185.26999999999998,$149.07,POR 3,TOR 1,opp,1,csk2022,1176,4684211559
Dennis Schroder (38319444),Dalano Banton (38319560),Ausar Thompson (38319458),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Shaedon Sharpe (38319366),Deni Avdija (38319298),Paul Reed (38319728),314.6573784722222,404.6745471215364,49800,100.00%,49970,3517.95%,0,159.85,$140.72,DET 3,POR 3,opp,1,ayotayo,1978,4683898495
Dennis Schroder (38319444),Shaedon Sharpe (38319366),Ausar Thompson (38319458),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Donovan Mitchell (38319302),Jonathan Mogbo (38319664),Dalano Banton (38319560),314.2073784722222,403.3045471215365,50000,100.00%,49921,3149.94%,2,172.22,$126.0,DET 2,POR 2,opp,1,papaaj1,1393,4684186749
Dalano Banton (38319560),Collin Sexton (38319491),Jamison Battle (38319725),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Shai Gilgeous-Alexander (38319275),Ausar Thompson (38319458),Donovan Clingan (38319495),314.18175347222217,408.540597065463,49700,100.00%,49920,3124.23%,1,174.17,$124.97,POR 2,UTA 1,user26,1,marvalshot,7360,4683987576_26
Stephon Castle (38319386),Collin Sexton (38319491),Jamison Battle (38319725),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Dalano Banton (38319560),Ausar Thompson (38319458),Deni Avdija (38319298),314.2617534722222,402.73059706546303,49100,100.00%,49958,3084.19%,0,167.14,$123.37,POR 2,SAS 1,user,1,marvalshot,444,4683987576
Dalano Banton (38319560),Shaedon Sharpe (38319366),DeMar DeRozan (38319338),Miles Bridges (38319308),Jusuf Nurkic (38319623),Cason Wallace (38319619),Pascal Siakam (38319373),Orlando Robinson (38319625),313.84815972222225,394.42566246605304,50000,100.00%,49149,3037.79%,0,124.07999999999998,$121.51,POR 2,CHA 2,opp,1,jonforce44,89,4684375224
Shaedon Sharpe (38319366),Collin Sexton (38319491),Jamison Battle (38319725),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Donovan Mitchell (38319302),Ausar Thompson (38319458),Dalano Banton (38319560),314.2017534722222,403.740597065463,49200,100.00%,49968,3021.82%,1,166.45,$120.87,POR 2,UTA 1,user18,1,marvalshot,7352,4683987576_18
Keyonte George (38319440),Shaedon Sharpe (38319366),Ausar Thompson (38319458),Pascal Siakam (38319373),Jusuf Nurkic (38319623),Dalano Banton (38319560),Matas Buzelis (38319518),Jalen Duren (38319381),313.9623784722222,400.9768256132256,49800,100.00%,49632,2972.63%,4,152.44,$118.91,POR 2,DET 2,opp,1,jake__3,160,4683874540
