PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Killian Hayes (37747544),Jalen Green (37747285),Deni Avdija (37747326),Aaron Gordon (37747407),Day'Ron Sharpe (37747441),Anfernee Simons (37747307),Jabari Smith Jr. (37747398),Nikola Jokic (37747248),282.26,276.35,374.93,49900,0.22%,9.14%,854.1%,60.32%,253.29000000000002,$34.2,BKN 2,HOU 2,generated,1
Killian Hayes (37747544),Keyonte George (37747318),Deni Avdija (37747326),Aaron Gordon (37747407),Day'Ron Sharpe (37747441),Jamal Murray (37747281),Jabari Smith Jr. (37747398),Nikola Jokic (37747248),282.23,277.17,375.9,50000,0.18%,8.94%,783.4%,60.49%,254.74,$31.3,DEN 3,BKN 2,generated,1
Killian Hayes (37747544),Toumani Camara (37747362),Michael Porter Jr. (37747322),Aaron Gordon (37747407),Day'Ron Sharpe (37747441),Anfernee Simons (37747307),LeBron James (37747253),Alperen Sengun (37747270),276.51,267.43,366.78,49800,0.14%,6.86%,572.6%,52.56%,207.10000000000002,$22.9,BKN 2,POR 2,generated,1
Jamal Murray (37747281),Tyrese Martin (37747575),Deni Avdija (37747326),Jabari Smith Jr. (37747398),Day'Ron Sharpe (37747441),Keyonte George (37747318),Jerami Grant (37747382),Nikola Jokic (37747248),275.27000000000004,271.03999999999996,367.3,50000,0.13%,6.59%,555.1%,51.08%,186.67000000000002,$22.2,DEN 2,BKN 2,generated,1
Keyonte George (37747318),Jamal Murray (37747281),Paul George (37747291),Aaron Gordon (37747407),Day'Ron Sharpe (37747441),Anfernee Simons (37747307),Jabari Smith Jr. (37747398),Alperen Sengun (37747270),278.07,269.86,364.29,50000,0.12%,6.47%,509.4%,54.66%,200.12,$20.4,DEN 2,HOU 2,generated,1
Killian Hayes (37747544),Keon Johnson (37747374),Toumani Camara (37747362),Jabari Smith Jr. (37747398),Day'Ron Sharpe (37747441),Jalen Green (37747285),John Collins (37747295),Nikola Jokic (37747248),272.37,267.27,362.55,49900,0.12%,5.88%,493.2%,47.23%,187.74,$19.7,BKN 3,HOU 2,generated,1
Anfernee Simons (37747307),Quentin Grimes (37747385),Lauri Markkanen (37747288),Trendon Watford (37747448),Day'Ron Sharpe (37747441),Jamal Murray (37747281),Deni Avdija (37747326),Alperen Sengun (37747270),271.52,263.87,363.84,49800,0.13%,5.15%,462.6%,45.54%,163.99,$18.5,POR 2,BKN 2,generated,1
Keyonte George (37747318),Quentin Grimes (37747385),Cameron Johnson (37747352),Aaron Gordon (37747407),Day'Ron Sharpe (37747441),Anfernee Simons (37747307),Miles Bridges (37747272),Alperen Sengun (37747270),271.45,263.24,362.31,49700,0.12%,5.27%,458.0%,45.54%,192.92000000000002,$18.3,BKN 2,UTA 1,generated,1
Aaron Holiday (37747562),Keyonte George (37747318),Kelly Oubre Jr. (37747347),Aaron Gordon (37747407),Day'Ron Sharpe (37747441),Anfernee Simons (37747307),Deni Avdija (37747326),Nikola Jokic (37747248),275.44,267.98,367.23,49400,0.09%,5.81%,423.7%,51.25%,205.45999999999998,$16.9,DEN 2,POR 2,generated,1
Killian Hayes (37747544),Tyrese Martin (37747575),Deni Avdija (37747326),Michael Porter Jr. (37747322),Nikola Jokic (37747248),Quentin Grimes (37747385),Jabari Smith Jr. (37747398),Alperen Sengun (37747270),277.44,276.28000000000003,367.05,50000,0.09%,5.93%,417.9%,54.0%,258.31,$16.7,BKN 2,DEN 2,generated,1
Russell Westbrook (37747344),Jamal Murray (37747281),Kelly Oubre Jr. (37747347),Michael Porter Jr. (37747322),Day'Ron Sharpe (37747441),Anfernee Simons (37747307),Jabari Smith Jr. (37747398),Alperen Sengun (37747270),275.16,267.88,360.87000000000006,49900,0.1%,5.42%,416.9%,50.57%,165.01,$16.7,DEN 3,HOU 2,generated,1
Keyonte George (37747318),Shaedon Sharpe (37747390),Toumani Camara (37747362),Jabari Smith Jr. (37747398),Day'Ron Sharpe (37747441),Anfernee Simons (37747307),Jerami Grant (37747382),Nikola Jokic (37747248),272.92,265.51,361.87,49900,0.1%,5.57%,409.4%,47.69%,165.66,$16.4,POR 4,UTA 1,generated,1
Killian Hayes (37747544),Anfernee Simons (37747307),Deni Avdija (37747326),Trendon Watford (37747448),Day'Ron Sharpe (37747441),Isaiah Collier (37747337),Michael Porter Jr. (37747322),Nikola Jokic (37747248),270.95,262.1,367.18,49500,0.1%,5.16%,403.8%,45.24%,176.92000000000002,$16.2,BKN 3,POR 2,generated,1
