Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
deandre jordan,C/UTIL,DEN,26.93%,0.01%,1.52%,13.39%,43.38%,$0.99
jordan hawkins,PG/SG/G/UTIL,NOP,27.16%,0.01%,1.36%,45.68%,58.45%,$0.4
keion brooks jr.,SF/F/UTIL,NOP,24.51%,0.01%,1.31%,15.56%,33.8%,$0.37
anthony edwards,SG/G/UTIL,MIN,26.38%,0.01%,1.33%,18.17%,8.63%,$0.32
jose alvarado,PG/G/UTIL,NOP,25.7%,0.01%,1.32%,22.65%,38.26%,$0.3
jared butler,PG/SG/G/UTIL,PHI,25.19%,0.01%,1.26%,19.74%,15.45%,$0.17
jamal murray,PG/SG/G/UTIL,DEN,25.59%,0.01%,1.26%,16.2%,8.41%,$0.15
yves missi,C/UTIL,NOP,25.48%,0.01%,1.27%,18.89%,45.99%,$0.12
alexandre sarr,C/UTIL,WAS,21.92%,0.01%,1.07%,3.28%,4.75%,$-0.07
nikola vucevic,C/UTIL,CHI,23.3%,0.01%,1.13%,6.24%,5.45%,$-0.08
paolo banchero,PF/F/UTIL,ORL,24.95%,0.01%,1.19%,17.22%,8.91%,$-0.09
lebron james,PF/SF/F/UTIL,LAL,24.93%,0.01%,1.15%,23.36%,8.63%,$-0.22
aaron gordon,PF/F/UTIL,DEN,23.47%,0.01%,1.11%,11.24%,11.35%,$-0.24
scottie barnes,PG/SF/G/F/UTIL,TOR,20.9%,0.01%,1.07%,7.7%,2.77%,$-0.28
justin edwards,PF/SF/F/UTIL,PHI,24.85%,0.01%,1.14%,46.37%,51.0%,$-0.28
nic claxton,C/UTIL,BKN,22.32%,0.01%,1.03%,3.45%,5.59%,$-0.32
michael porter jr.,PF/SF/F/UTIL,DEN,24.3%,0.01%,1.1%,18.48%,11.63%,$-0.34
jeff dowtin,PG/G/UTIL,PHI,23.69%,0.01%,1.1%,25.97%,42.32%,$-0.35
anthony davis,C/PF/F/UTIL,DAL,21.84%,0.01%,1.09%,12.12%,4.26%,$-0.38
pascal siakam,PF/F/UTIL,IND,21.89%,0.01%,1.02%,6.96%,4.76%,$-0.41
josh giddey,PG/SF/G/F/UTIL,CHI,24.48%,0.01%,1.04%,29.55%,11.66%,$-0.5
immanuel quickley,PG/G/UTIL,TOR,19.83%,0.01%,0.92%,2.78%,2.87%,$-0.5
kelly olynyk,C/PF/F/UTIL,NOP,23.95%,0.01%,1.03%,44.82%,45.92%,$-0.55
franz wagner,SF/SG/G/F/UTIL,ORL,23.49%,0.01%,1.01%,21.52%,7.65%,$-0.6
karlo matkovic,C/PF/F/UTIL,NOP,22.47%,0.01%,0.99%,25.06%,27.71%,$-0.67
coby white,PG/SG/G/UTIL,CHI,22.85%,0.01%,0.97%,14.15%,6.8%,$-0.69
tyrese haliburton,PG/G/UTIL,IND,21.91%,0.01%,0.96%,10.39%,6.86%,$-0.71
naz reid,C/PF/F/UTIL,MIN,21.29%,0.01%,0.93%,6.6%,4.87%,$-0.71
cameron johnson,PF/SF/F/UTIL,BKN,22.11%,0.01%,0.95%,13.52%,7.17%,$-0.78
russell westbrook,PG/G/UTIL,DEN,20.23%,0.01%,0.89%,5.68%,3.95%,$-0.78
trendon watford,C/PF/F/UTIL,BKN,20.43%,0.01%,0.89%,4.1%,4.19%,$-0.8
wendell carter jr.,C/UTIL,ORL,21.61%,0.01%,0.91%,4.41%,9.01%,$-0.81
julius randle,C/PF/F/UTIL,MIN,20.51%,0.01%,0.88%,6.16%,2.87%,$-0.85
chuma okeke,PF/SF/F/UTIL,PHI,22.03%,0.01%,0.91%,15.77%,16.95%,$-0.95
myles turner,C/UTIL,IND,20.91%,0.01%,0.83%,2.96%,3.92%,$-0.97
christian braun,SF/SG/G/F/UTIL,DEN,21.95%,0.01%,0.88%,19.24%,11.63%,$-1.02
luka doncic,PG/G/UTIL,LAL,21.43%,0.01%,0.85%,23.74%,8.49%,$-1.09
ricky council iv,PF/SF/F/UTIL,PHI,20.2%,0.01%,0.82%,3.85%,3.76%,$-1.09
rudy gobert,C/UTIL,MIN,19.94%,0.01%,0.75%,1.97%,3.06%,$-1.19
day'ron sharpe,C/UTIL,BKN,18.31%,0.01%,0.72%,0.71%,1.77%,$-1.25
tristan vukcevic,C/UTIL,WAS,19.47%,0.01%,0.77%,8.8%,22.08%,$-1.27
aj johnson,PG/SG/G/UTIL,WAS,20.64%,0.0%,0.79%,18.72%,20.42%,$-1.28
ziaire williams,SF/SG/G/F/UTIL,BKN,20.49%,0.0%,0.78%,15.4%,12.57%,$-1.32
kevin huerter,SF/SG/G/F/UTIL,CHI,20.97%,0.0%,0.78%,17.61%,11.29%,$-1.34
jeremiah robinson-earl,C/PF/F/UTIL,NOP,19.25%,0.0%,0.74%,7.58%,8.78%,$-1.37
keon johnson,PG/SG/G/UTIL,BKN,19.5%,0.0%,0.74%,4.11%,2.99%,$-1.39
antonio reeves,SF/SG/G/F/UTIL,NOP,19.22%,0.0%,0.74%,12.2%,13.66%,$-1.43
