PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
D'Angelo Russell (38137841),Malik Monk (38137796),Ziaire Williams (38137924),Markieff Morris (38138124),Nic Claxton (38137848),Jordan Goodwin (38137939),Josh Giddey (38137761),Karl-Anthony Towns (38137730),291.86,280.67,382.56999999999994,50000,0.2%,7.68%,666.7%,58.63%,226.14999999999998,$20.0,BKN 3,LAL 2,generated,1
Immanuel Quickley (38137815),Jordan Goodwin (38137939),Bennedict Mathurin (38137886),Jonathan Kuminga (38137874),Karl-Anthony Towns (38137730),Shake Milton (38138036),Giannis Antetokounmpo (38137722),Markieff Morris (38138124),290.95,282.28999999999996,391.11,50000,0.14%,6.97%,534.8%,57.66%,257.96999999999997,$16.0,LAL 3,TOR 1,generated,1
Josh Giddey (38137761),Jordan Goodwin (38137939),Josh Hart (38137792),Jonathan Kuminga (38137874),Day'Ron Sharpe (38137962),Gabe Vincent (38137976),Markieff Morris (38138124),Giannis Antetokounmpo (38137722),287.71999999999997,277.94,383.05,50000,0.17%,6.0%,534.0%,53.17%,228.34,$16.0,LAL 3,CHI 1,generated,1
D'Angelo Russell (38137841),Bennedict Mathurin (38137886),Dalton Knecht (38137862),Miles Bridges (38137747),Karl-Anthony Towns (38137730),Jordan Goodwin (38137939),Markieff Morris (38138124),Nikola Vucevic (38137809),291.17,285.31999999999994,381.31,50000,0.15%,6.97%,521.1%,57.38%,261.42999999999995,$15.6,LAL 3,BKN 1,generated,1
Stephen Curry (38137737),Jordan Goodwin (38137939),Dalton Knecht (38137862),Josh Hart (38137792),Nic Claxton (38137848),Shake Milton (38138036),Markieff Morris (38138124),Karl-Anthony Towns (38137730),294.86,286.79,381.24,49600,0.11%,7.71%,517.6%,63.64%,299.27,$15.5,LAL 4,NYK 2,generated,1
Gabe Vincent (38137976),Bennedict Mathurin (38137886),Dalton Knecht (38137862),Giannis Antetokounmpo (38137722),Nic Claxton (38137848),Jordan Goodwin (38137939),Markieff Morris (38138124),Karl-Anthony Towns (38137730),299.01,290.78,389.52,49900,0.11%,8.32%,515.1%,71.68%,312.36,$15.5,LAL 4,IND 1,generated,1
LaMelo Ball (38137732),Jordan Goodwin (38137939),Dalton Knecht (38137862),Jonathan Kuminga (38137874),Nic Claxton (38137848),Gabe Vincent (38137976),Markieff Morris (38138124),Giannis Antetokounmpo (38137722),290.74,283.15999999999997,384.15000000000003,50000,0.13%,6.28%,452.0%,57.98%,278.14,$13.6,LAL 4,CHA 1,generated,1
Immanuel Quickley (38137815),Bennedict Mathurin (38137886),Jordan Goodwin (38137939),Jonathan Kuminga (38137874),Jonas Valanciunas (38137800),Dalton Knecht (38137862),Giannis Antetokounmpo (38137722),Markieff Morris (38138124),283.51000000000005,275.86,382.22,49900,0.13%,5.17%,449.3%,47.36%,227.88,$13.5,LAL 3,TOR 1,generated,1
Stephen Curry (38137737),Gabe Vincent (38137976),Dalton Knecht (38137862),Markieff Morris (38138124),Jonas Valanciunas (38137800),Shake Milton (38138036),Jordan Goodwin (38137939),Giannis Antetokounmpo (38137722),289.73,283.19,382.52000000000004,49800,0.1%,5.99%,436.4%,56.16%,309.29999999999995,$13.1,LAL 5,GSW 1,generated,1
D'Angelo Russell (38137841),Miles McBride (38137844),Jordan Goodwin (38137939),Markieff Morris (38138124),Nic Claxton (38137848),Shake Milton (38138036),Giannis Antetokounmpo (38137722),Stephen Curry (38137737),289.3,277.46000000000004,382.77,49600,0.11%,6.02%,432.3%,55.51%,240.76,$13.0,LAL 3,BKN 2,generated,1
Malik Monk (38137796),Gabe Vincent (38137976),Scottie Barnes (38137766),Jonathan Kuminga (38137874),Nic Claxton (38137848),Shake Milton (38138036),Jordan Goodwin (38137939),Karl-Anthony Towns (38137730),284.6,278.48,374.78,50000,0.12%,5.68%,430.6%,48.62%,262.90999999999997,$12.9,LAL 3,SAC 1,generated,1
Bronny James (38138227),Dalton Knecht (38137862),Jordan Goodwin (38137939),Jonathan Kuminga (38137874),Nic Claxton (38137848),Shake Milton (38138036),Giannis Antetokounmpo (38137722),Karl-Anthony Towns (38137730),288.11,281.39000000000004,385.04999999999995,49600,0.13%,5.58%,421.4%,53.67%,274.21999999999997,$12.6,LAL 4,GSW 1,generated,1
LaMelo Ball (38137732),Malik Monk (38137796),Dalton Knecht (38137862),Markieff Morris (38138124),Nic Claxton (38137848),Shake Milton (38138036),Jordan Goodwin (38137939),Karl-Anthony Towns (38137730),292.28,289.34,380.01,49800,0.08%,6.77%,417.0%,59.99%,307.71,$12.5,LAL 4,CHA 1,generated,1
LaMelo Ball (38137732),Ziaire Williams (38137924),Jordan Goodwin (38137939),Markieff Morris (38138124),Karl-Anthony Towns (38137730),D'Angelo Russell (38137841),Dalton Knecht (38137862),Nikola Vucevic (38137809),289.64,285.18999999999994,380.61,50000,0.1%,6.43%,412.7%,55.89%,268.54999999999995,$12.4,LAL 3,BKN 2,generated,1
D'Angelo Russell (38137841),Jordan Goodwin (38137939),Josh Hart (38137792),Markieff Morris (38138124),Nic Claxton (38137848),Dalton Knecht (38137862),Josh Giddey (38137761),Jonas Valanciunas (38137800),283.77,274.15000000000003,373.04999999999995,49000,0.1%,5.59%,411.5%,47.15%,229.0,$12.3,LAL 3,BKN 2,generated,1
Brandin Podziemski (38137854),Gabe Vincent (38137976),Jordan Goodwin (38137939),Markieff Morris (38138124),Karl-Anthony Towns (38137730),Shake Milton (38138036),Giannis Antetokounmpo (38137722),Nikola Vucevic (38137809),293.35,285.26,387.15,49800,0.09%,6.77%,406.9%,62.1%,291.40999999999997,$12.2,LAL 4,GSW 1,generated,1
D'Angelo Russell (38137841),Malik Monk (38137796),Dalton Knecht (38137862),Markieff Morris (38138124),Nic Claxton (38137848),Immanuel Quickley (38137815),Jordan Goodwin (38137939),Karl-Anthony Towns (38137730),288.81,281.40999999999997,376.19999999999993,49000,0.11%,5.58%,405.1%,54.75%,262.01,$12.2,LAL 3,BKN 2,generated,1
D'Angelo Russell (38137841),Bennedict Mathurin (38137886),Dalton Knecht (38137862),Jonathan Kuminga (38137874),Markieff Morris (38138124),Josh Giddey (38137761),Giannis Antetokounmpo (38137722),Jordan Goodwin (38137939),291.05,281.03000000000003,387.11,49900,0.09%,6.35%,401.0%,57.96%,245.57,$12.0,LAL 3,BKN 1,generated,1
Malik Monk (38137796),Dalton Knecht (38137862),Ziaire Williams (38137924),Miles Bridges (38137747),Karl-Anthony Towns (38137730),Jordan Goodwin (38137939),Jonathan Kuminga (38137874),Markieff Morris (38138124),290.99000000000007,284.69999999999993,378.55000000000007,50000,0.08%,6.35%,383.5%,57.86%,264.93,$11.5,LAL 3,SAC 1,generated,1
LaMelo Ball (38137732),Dalton Knecht (38137862),Josh Hart (38137792),Markieff Morris (38138124),Nic Claxton (38137848),Shake Milton (38138036),Jordan Goodwin (38137939),Karl-Anthony Towns (38137730),293.61,289.5,381.15999999999997,49900,0.07%,6.95%,380.1%,61.77%,307.38,$11.4,LAL 4,NYK 2,generated,1
Stephen Curry (38137737),Gabe Vincent (38137976),Jordan Goodwin (38137939),Trey Lyles (38138042),Karl-Anthony Towns (38137730),Shake Milton (38138036),Giannis Antetokounmpo (38137722),Markieff Morris (38138124),290.75000000000006,282.15,384.42999999999995,49900,0.1%,5.64%,379.4%,58.23%,285.94,$11.4,LAL 4,GSW 1,generated,1
Josh Giddey (38137761),Cameron Payne (38138118),Jordan Goodwin (38137939),Jonathan Kuminga (38137874),Karl-Anthony Towns (38137730),Shake Milton (38138036),Markieff Morris (38138124),Giannis Antetokounmpo (38137722),288.33000000000004,278.42,389.8,49800,0.13%,5.98%,378.3%,53.87%,244.32999999999998,$11.4,LAL 3,NYK 2,generated,2
D'Angelo Russell (38137841),Jordan Goodwin (38137939),Josh Giddey (38137761),Markieff Morris (38138124),Karl-Anthony Towns (38137730),Damian Lillard (38137758),Dalton Knecht (38137862),Jonathan Mogbo (38137995),288.86,282.93999999999994,376.55,49900,0.09%,5.59%,375.6%,54.67%,254.83,$11.3,LAL 3,BKN 1,generated,1
