PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Ty Jerome (37770281),Payton Pritchard (37770208),Sam Hauser (37770402),Santi Aldama (37770228),Alperen Sengun (37770052),Jose Alvarado (37770193),Jaylen Brown (37770094),Stephen Curry (37770033),286.01,277.28,374.54999999999995,49400,0.28%,10.07%,1026.4%,64.62%,108.96000000000001,$41.1,BOS 3,CLE 1,generated,1
Derrick White (37770139),Payton Pritchard (37770208),Jayson Tatum (37770012),Kelly Olynyk (37770294),Alperen Sengun (37770052),Brandin Podziemski (37770175),De'Andre Hunter (37770269),Ty Jerome (37770281),289.66,274.14,376.76000000000005,49900,0.22%,10.63%,913.2%,70.25%,108.17999999999999,$36.5,BOS 3,CLE 2,generated,1
Ty Jerome (37770281),Jaylen Brown (37770094),Jayson Tatum (37770012),Sam Hauser (37770402),Alperen Sengun (37770052),Jose Alvarado (37770193),Bradley Beal (37770150),Vince Williams Jr. (37770467),289.94,279.92,375.92999999999995,50000,0.18%,11.0%,892.8%,70.31%,123.41,$35.7,BOS 3,CLE 1,generated,1
Derrick White (37770139),Payton Pritchard (37770208),Jaylen Brown (37770094),Sam Hauser (37770402),Alperen Sengun (37770052),Ty Jerome (37770281),Royce O'Neale (37770275),Zion Williamson (37770048),287.51,284.28000000000003,375.39,50000,0.18%,10.56%,844.8%,67.1%,125.72999999999999,$33.8,BOS 4,HOU 1,generated,1
Payton Pritchard (37770208),Brandin Podziemski (37770175),Jaylen Brown (37770094),Sam Hauser (37770402),Evan Mobley (37770059),Damion Baugh (37770458),Draymond Green (37770171),Alperen Sengun (37770052),288.92,275.8,373.69000000000005,49200,0.17%,10.26%,810.4%,69.43%,115.41999999999999,$32.4,BOS 3,GSW 2,generated,1
Payton Pritchard (37770208),Vince Williams Jr. (37770467),Franz Wagner (37770036),Jayson Tatum (37770012),Neemias Queta (37770755),Brandin Podziemski (37770175),Santi Aldama (37770228),Alperen Sengun (37770052),286.11,276.07,378.4599999999999,49700,0.18%,9.65%,783.8%,65.19%,129.92,$31.4,BOS 3,MEM 2,generated,1
Derrick White (37770139),Payton Pritchard (37770208),Sam Hauser (37770402),Zion Williamson (37770048),Jusuf Nurkic (37770242),Brandin Podziemski (37770175),LeBron James (37770008),Naji Marshall (37770265),278.38,269.91999999999996,369.13,50000,0.21%,7.4%,719.4%,55.35%,88.97999999999999,$28.8,BOS 3,NOP 1,generated,1
Payton Pritchard (37770208),Derrick White (37770139),Jaylen Brown (37770094),Sam Hauser (37770402),Alperen Sengun (37770052),Devin Booker (37770025),Vince Williams Jr. (37770467),Cole Anthony (37770201),293.40000000000003,284.47,375.39,49900,0.11%,10.91%,685.5%,76.77%,142.39,$27.4,BOS 4,HOU 1,generated,1
Derrick White (37770139),Payton Pritchard (37770208),Scottie Barnes (37770039),Sam Hauser (37770402),Neemias Queta (37770755),Bradley Beal (37770150),Jaren Jackson Jr. (37770099),Alperen Sengun (37770052),289.06000000000006,282.11,373.24,50000,0.12%,9.3%,645.4%,70.63%,138.5,$25.8,BOS 4,TOR 1,generated,1
Luka Doncic (37770002),Gradey Dick (37770339),Jaylen Brown (37770094),Jayson Tatum (37770012),Kelly Olynyk (37770294),Brandin Podziemski (37770175),Vince Williams Jr. (37770467),Sam Hauser (37770402),285.24,277.11,372.6499999999999,50000,0.13%,8.65%,643.1%,64.13%,123.06,$25.7,BOS 3,LAL 1,generated,1
Derrick White (37770139),Brandin Podziemski (37770175),Sam Hauser (37770402),Jayson Tatum (37770012),Alperen Sengun (37770052),Damion Baugh (37770458),Vince Williams Jr. (37770467),Trey Murphy III (37770073),290.86,278.01,372.63,50000,0.09%,10.23%,608.6%,72.73%,120.85,$24.3,BOS 3,GSW 1,generated,1
Derrick White (37770139),Payton Pritchard (37770208),Jaylen Brown (37770094),Jayson Tatum (37770012),Jaren Jackson Jr. (37770099),Moses Moody (37770253),Vince Williams Jr. (37770467),Kelly Olynyk (37770294),292.42,275.03,376.45000000000005,50000,0.11%,9.83%,606.0%,76.17%,125.68,$24.2,BOS 4,MEM 2,generated,1
Ja Morant (37770078),Jaylen Brown (37770094),Sam Hauser (37770402),Jayson Tatum (37770012),Jarrett Allen (37770161),Desmond Bane (37770125),Vince Williams Jr. (37770467),Damion Baugh (37770458),287.59999999999997,279.68000000000006,374.47999999999996,49900,0.11%,8.9%,591.8%,68.02%,136.16,$23.7,MEM 3,BOS 3,generated,1
Jose Alvarado (37770193),Jaylen Brown (37770094),RJ Barrett (37770118),Jayson Tatum (37770012),Jarrett Allen (37770161),Brandin Podziemski (37770175),Sam Hauser (37770402),Vince Williams Jr. (37770467),288.68,278.38,373.15999999999997,49700,0.11%,9.12%,591.5%,69.6%,123.11,$23.7,BOS 3,NOP 1,generated,1
Payton Pritchard (37770208),Jaylen Brown (37770094),Bradley Beal (37770150),Jayson Tatum (37770012),Alperen Sengun (37770052),Vince Williams Jr. (37770467),Brandon Clarke (37770406),Moussa Diabate (37770279),286.24,272.25,373.08000000000004,49700,0.1%,8.66%,576.6%,65.88%,119.35,$23.1,BOS 3,MEM 2,generated,1
Payton Pritchard (37770208),Vince Williams Jr. (37770467),Jayson Tatum (37770012),Kelly Olynyk (37770294),Jarrett Allen (37770161),Brandin Podziemski (37770175),Bol Bol (37770291),Luka Doncic (37770002),280.43,270.13000000000005,373.26,50000,0.13%,7.2%,558.0%,57.49%,122.97,$22.3,BOS 2,MEM 1,generated,1
