Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
isaiah hartenstein,C/UTIL,OKC,30.07%,0.02%,2.09%,6.78%,9.28%,$2.77
bismack biyombo,C/UTIL,SAS,52.21%,0.02%,2.85%,0.01%,0.1%,$2.25
aj johnson,PG/G/UTIL,WAS,27.1%,0.01%,1.51%,10.58%,24.73%,$0.97
isaiah joe,SG/G/UTIL,OKC,25.25%,0.01%,1.3%,8.16%,15.05%,$0.34
karl-anthony towns,C/UTIL,NYK,25.94%,0.01%,1.31%,8.55%,5.22%,$0.31
aaron wiggins,PF/SF/F/UTIL,OKC,26.86%,0.01%,1.33%,36.96%,34.63%,$0.28
donovan mitchell,PG/SG/G/UTIL,CLE,24.51%,0.01%,1.26%,6.04%,3.72%,$0.28
ricky council iv,PF/SF/F/UTIL,PHI,26.01%,0.01%,1.32%,19.95%,16.78%,$0.26
jared butler,PG/SG/G/UTIL,PHI,26.52%,0.01%,1.33%,26.35%,27.29%,$0.26
jaylin williams,C/UTIL,OKC,23.26%,0.01%,1.22%,2.9%,5.65%,$0.25
kenrich williams,C/PF/F/UTIL,OKC,25.12%,0.01%,1.3%,18.79%,20.29%,$0.23
stephon castle,PG/SG/G/UTIL,SAS,24.74%,0.01%,1.23%,4.18%,3.57%,$0.21
scoot henderson,PG/G/UTIL,POR,25.0%,0.01%,1.23%,5.48%,8.28%,$0.16
cason wallace,PG/SG/G/UTIL,OKC,25.42%,0.01%,1.26%,14.34%,18.54%,$0.11
keyonte george,PG/G/UTIL,UTA,22.77%,0.01%,1.09%,0.81%,1.06%,$0.11
jaren jackson jr.,PF/F/UTIL,MEM,23.36%,0.01%,1.17%,4.67%,3.76%,$0.04
chet holmgren,C/PF/F/UTIL,OKC,24.32%,0.01%,1.22%,11.61%,5.84%,$0.01
jordan goodwin,SF/SG/G/F/UTIL,LAL,25.39%,0.01%,1.23%,31.51%,26.52%,$-0.03
pascal siakam,PF/F/UTIL,IND,23.86%,0.01%,1.16%,5.27%,3.94%,$-0.07
scotty pippen jr.,PG/G/UTIL,MEM,23.19%,0.01%,1.14%,4.38%,8.7%,$-0.1
luka doncic,PG/G/UTIL,LAL,25.28%,0.01%,1.18%,13.73%,5.28%,$-0.16
donovan clingan,C/UTIL,POR,24.03%,0.01%,1.12%,3.49%,5.46%,$-0.17
tyler herro,PG/G/UTIL,MIA,24.99%,0.01%,1.16%,10.39%,11.09%,$-0.18
cade cunningham,PG/G/UTIL,DET,24.28%,0.01%,1.15%,9.31%,5.89%,$-0.18
alperen sengun,C/UTIL,HOU,22.96%,0.01%,1.09%,3.2%,2.57%,$-0.21
walker kessler,C/UTIL,UTA,23.79%,0.01%,1.08%,2.07%,2.15%,$-0.21
nikola jokic,C/UTIL,DEN,26.84%,0.01%,1.13%,22.83%,11.54%,$-0.25
evan mobley,C/PF/F/UTIL,CLE,23.02%,0.01%,1.09%,5.19%,2.65%,$-0.27
oshae brissett,C/PF/F/UTIL,PHI,23.76%,0.01%,1.13%,16.35%,15.2%,$-0.28
bam adebayo,C/PF/F/UTIL,MIA,23.22%,0.01%,1.09%,7.83%,3.87%,$-0.31
tristan vukcevic,C/UTIL,WAS,22.34%,0.01%,1.08%,4.49%,11.97%,$-0.33
nikola vucevic,C/UTIL,CHI,22.46%,0.01%,1.02%,2.46%,2.75%,$-0.35
bennedict mathurin,SF/SG/G/F/UTIL,IND,23.5%,0.01%,1.07%,5.9%,4.42%,$-0.36
jarrett allen,C/UTIL,CLE,22.71%,0.01%,1.0%,0.75%,0.88%,$-0.37
jaime jaquez jr.,SF/F/UTIL,MIA,22.89%,0.01%,1.08%,8.65%,12.95%,$-0.38
deni avdija,PF/SF/F/UTIL,POR,23.18%,0.01%,1.07%,9.82%,5.14%,$-0.38
jordan hawkins,PG/SG/G/UTIL,NOP,23.68%,0.01%,1.09%,8.24%,12.12%,$-0.38
josh giddey,PG/SF/G/F/UTIL,CHI,24.81%,0.01%,1.1%,25.73%,14.22%,$-0.39
wendell carter jr.,C/UTIL,ORL,23.48%,0.01%,1.05%,2.6%,5.56%,$-0.42
zion williamson,PF/SF/F/UTIL,NOP,20.81%,0.01%,1.05%,7.58%,3.66%,$-0.46
devin booker,PG/SG/G/UTIL,PHX,24.23%,0.01%,1.06%,17.14%,11.41%,$-0.47
nick richards,C/UTIL,PHX,22.1%,0.01%,1.03%,3.42%,7.92%,$-0.5
jose alvarado,PG/G/UTIL,NOP,22.83%,0.01%,1.02%,4.43%,9.27%,$-0.54
anthony edwards,SG/G/UTIL,MIN,21.82%,0.01%,0.99%,4.4%,3.84%,$-0.54
jonas valanciunas,C/UTIL,SAC,20.59%,0.01%,0.9%,0.89%,0.95%,$-0.6
cameron payne,PG/SG/G/UTIL,NYK,21.78%,0.01%,0.98%,6.08%,9.09%,$-0.62
donte divincenzo,PG/SG/G/UTIL,MIN,21.99%,0.01%,0.96%,4.33%,4.63%,$-0.7
anfernee simons,PG/SG/G/UTIL,POR,21.64%,0.01%,0.94%,3.51%,2.77%,$-0.7
mitchell robinson,C/UTIL,NYK,23.81%,0.01%,0.96%,0.47%,1.83%,$-0.7
