Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4634463858,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Donovan Mitchell (37654762),Bilal Coulibaly (37654868),Kyshawn George (37655072),Nikola Jovic (37654889),Richaun Holmes (37655113),Scottie Barnes (37654750),Bobby Portis (37654864),Damian Lillard (37654759)
4634463859,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Damian Lillard (37654759),Dyson Daniels (37654803),Kyle Kuzma (37654842),Zaccharie Risacher (37654970),Tristan Vukcevic (37655242),Trae Young (37654747),Ausar Thompson (37654958),Jarrett Allen (37654823)
4634463860,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Damian Lillard (37654759),Bilal Coulibaly (37654868),Kyle Kuzma (37654842),Bam Adebayo (37654779),Onyeka Okongwu (37654833),Max Strus (37654961),Bobby Portis (37654864),Malik Beasley (37654895)
4634463861,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Damian Lillard (37654759),Bilal Coulibaly (37654868),Scottie Barnes (37654750),Chris Boucher (37655147),Jonathan Mogbo (37655191),Malik Beasley (37654895),Bobby Portis (37654864),Trae Young (37654747)
4634463862,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Donovan Mitchell (37654762),Bilal Coulibaly (37654868),Kyshawn George (37655072),Chris Boucher (37655147),Jarrett Allen (37654823),Trae Young (37654747),Bobby Portis (37654864),Onyeka Okongwu (37654833)
4634463863,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Jordan Poole (37654812),Carlton Carrington (37655159),Zaccharie Risacher (37654970),Jeremy Sochan (37654944),Jarrett Allen (37654823),Damian Lillard (37654759),Bobby Portis (37654864),Joel Embiid (37654742)
4634463864,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Damian Lillard (37654759),Carlton Carrington (37655159),Jaylon Tyson (37655340),Bobby Portis (37654864),Jarrett Allen (37654823),Malik Beasley (37654895),Scottie Barnes (37654750),Bam Adebayo (37654779)
4634463865,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Trae Young (37654747),Malik Beasley (37654895),Max Strus (37654961),Kyle Kuzma (37654842),Tristan Vukcevic (37655242),Damian Lillard (37654759),Bobby Portis (37654864),Onyeka Okongwu (37654833)
4634463866,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Damian Lillard (37654759),Carlton Carrington (37655159),Kyle Kuzma (37654842),Kyshawn George (37655072),Tristan Vukcevic (37655242),Trae Young (37654747),Miles Bridges (37654755),Onyeka Okongwu (37654833)
4634463867,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Jordan Poole (37654812),Corey Kispert (37655022),Kyshawn George (37655072),Nikola Jovic (37654889),Bobby Portis (37654864),Trae Young (37654747),Kyle Kuzma (37654842),Damian Lillard (37654759)
4634463868,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Damian Lillard (37654759),Gradey Dick (37655002),Kyshawn George (37655072),Bobby Portis (37654864),Jarrett Allen (37654823),Trae Young (37654747),Bilal Coulibaly (37654868),Kyle Kuzma (37654842)
4634463869,NBA $30K Sharpshooter [$5K to 1st],173821033,$3,Jordan Poole (37654812),Dyson Daniels (37654803),Jaylon Tyson (37655340),Kyle Kuzma (37654842),Tristan Vukcevic (37655242),Damian Lillard (37654759),Bobby Portis (37654864),Trae Young (37654747)
