Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
trae young,PG/G/UTIL,ATL,24.84%,0.01%,1.47%,7.08%,9.85%,$0.8
kevin porter jr.,PG/G/UTIL,MIL,23.17%,0.01%,1.26%,1.8%,2.39%,$0.7
onyeka okongwu,C/UTIL,ATL,26.98%,0.01%,1.43%,10.19%,14.22%,$0.67
orlando robinson,C/UTIL,TOR,26.03%,0.01%,1.4%,11.95%,19.52%,$0.6
stephen curry,PG/G/UTIL,GSW,23.11%,0.01%,1.28%,5.44%,7.72%,$0.38
jordan poole,PG/G/UTIL,WAS,23.78%,0.01%,1.22%,5.54%,7.61%,$0.21
jamal shead,PG/G/UTIL,TOR,25.99%,0.01%,1.29%,30.32%,47.12%,$0.19
kel'el ware,C/UTIL,MIA,24.06%,0.01%,1.21%,5.35%,7.76%,$0.17
jalen duren,C/UTIL,DET,22.28%,0.01%,1.16%,3.36%,4.49%,$0.16
pascal siakam,PF/F/UTIL,IND,24.51%,0.01%,1.26%,10.78%,10.64%,$0.14
t.j. mcconnell,PG/G/UTIL,IND,23.02%,0.01%,1.21%,8.28%,11.63%,$0.1
jamison battle,SF/F/UTIL,TOR,24.24%,0.01%,1.22%,11.77%,13.01%,$0.06
jakob poeltl,C/UTIL,TOR,23.07%,0.01%,1.21%,7.56%,11.26%,$0.05
alperen sengun,C/UTIL,HOU,24.83%,0.01%,1.24%,13.0%,20.68%,$-0.01
tari eason,PF/F/UTIL,HOU,26.0%,0.01%,1.23%,34.17%,39.52%,$-0.02
josh giddey,PG/G/UTIL,CHI,23.42%,0.01%,1.16%,5.81%,7.53%,$-0.04
draymond green,C/UTIL,GSW,24.31%,0.01%,1.17%,8.09%,11.53%,$-0.09
giannis antetokounmpo,C/PF/F/UTIL,MIL,26.36%,0.01%,1.17%,29.73%,22.19%,$-0.15
tre jones,PG/G/UTIL,CHI,23.85%,0.01%,1.14%,11.7%,16.53%,$-0.19
brandin podziemski,PG/SG/G/UTIL,GSW,23.57%,0.01%,1.12%,8.18%,7.16%,$-0.2
cade cunningham,PG/G/UTIL,DET,22.85%,0.01%,1.14%,10.6%,13.94%,$-0.28
jalen smith,C/UTIL,CHI,22.12%,0.01%,1.07%,5.23%,8.39%,$-0.28
aj lawson,PG/SG/G/UTIL,TOR,24.4%,0.01%,1.12%,43.38%,46.83%,$-0.33
cole anthony,PG/SG/G/UTIL,ORL,22.54%,0.01%,1.07%,9.3%,8.26%,$-0.38
ausar thompson,PF/SF/F/UTIL,DET,21.94%,0.01%,1.04%,5.91%,3.86%,$-0.41
alexandre sarr,C/UTIL,WAS,22.4%,0.01%,1.03%,5.97%,8.48%,$-0.44
aaron nesmith,SF/SG/G/F/UTIL,IND,24.09%,0.01%,1.08%,26.57%,17.41%,$-0.47
chris boucher,PF/F/UTIL,TOR,21.42%,0.01%,1.01%,7.51%,8.05%,$-0.49
scottie barnes,PG/SF/G/F/UTIL,TOR,24.43%,0.01%,1.05%,44.55%,33.99%,$-0.54
rj barrett,SF/SG/G/F/UTIL,TOR,23.68%,0.01%,1.02%,37.66%,25.7%,$-0.63
bennedict mathurin,SF/F/UTIL,IND,21.91%,0.01%,0.99%,8.03%,8.35%,$-0.65
georges niang,PF/SF/F/UTIL,ATL,22.37%,0.01%,0.99%,9.04%,6.19%,$-0.65
caris levert,SF/SG/G/F/UTIL,ATL,21.49%,0.01%,0.96%,6.32%,3.83%,$-0.66
jimmy butler,PF/SF/F/UTIL,GSW,22.18%,0.01%,0.98%,11.68%,7.54%,$-0.68
zion williamson,PF/SF/F/UTIL,NOP,18.53%,0.01%,0.96%,6.3%,4.42%,$-0.7
andrew wiggins,SF/F/UTIL,MIA,22.16%,0.01%,0.95%,9.3%,9.18%,$-0.77
khris middleton,PF/SF/F/UTIL,WAS,20.38%,0.01%,0.9%,3.03%,1.91%,$-0.8
myles turner,C/UTIL,IND,21.9%,0.01%,0.92%,6.12%,8.24%,$-0.84
jalen green,SG/G/UTIL,HOU,21.59%,0.01%,0.91%,5.14%,5.92%,$-0.85
coby white,SF/SG/G/F/UTIL,CHI,21.99%,0.01%,0.93%,7.48%,4.58%,$-0.87
dyson daniels,PG/SG/G/UTIL,ATL,22.01%,0.01%,0.92%,8.22%,7.11%,$-0.88
tyler herro,PG/SG/G/UTIL,MIA,22.13%,0.01%,0.92%,20.0%,18.38%,$-0.93
kyshawn george,PF/F/UTIL,WAS,21.77%,0.01%,0.89%,7.82%,8.12%,$-0.97
bam adebayo,C/PF/F/UTIL,MIA,21.07%,0.01%,0.89%,9.02%,6.17%,$-0.97
matas buzelis,PF/F/UTIL,CHI,21.16%,0.01%,0.88%,2.87%,2.95%,$-1.0
kevin huerter,SF/SG/G/F/UTIL,CHI,20.95%,0.01%,0.87%,7.93%,4.87%,$-1.03
andrew nembhard,PG/SG/G/UTIL,IND,21.81%,0.01%,0.88%,13.4%,11.9%,$-1.03
jared rhoden,SG/G/UTIL,TOR,21.47%,0.01%,0.88%,33.92%,46.8%,$-1.05
dillon brooks,PF/F/UTIL,HOU,21.93%,0.0%,0.87%,9.6%,9.85%,$-1.07
austin reaves,PG/SG/G/UTIL,LAL,21.45%,0.01%,0.86%,9.22%,7.78%,$-1.09
luka doncic,PG/G/UTIL,LAL,18.76%,0.01%,0.85%,7.02%,7.47%,$-1.11
mouhamed gueye,C/PF/F/UTIL,ATL,21.4%,0.0%,0.85%,26.56%,18.84%,$-1.12
amen thompson,PG/SF/G/F/UTIL,HOU,21.4%,0.0%,0.83%,9.01%,5.86%,$-1.16
lebron james,PF/SF/F/UTIL,LAL,19.22%,0.01%,0.82%,11.35%,7.6%,$-1.2
trey jemison,C/UTIL,LAL,20.36%,0.0%,0.8%,3.19%,5.18%,$-1.22
zach collins,C/UTIL,CHI,19.09%,0.01%,0.76%,1.37%,1.96%,$-1.24
tobias harris,PF/F/UTIL,DET,20.44%,0.0%,0.79%,4.63%,4.54%,$-1.24
duncan robinson,SF/SG/G/F/UTIL,MIA,20.48%,0.0%,0.81%,5.83%,3.36%,$-1.25
zaccharie risacher,PF/SF/F/UTIL,ATL,20.08%,0.01%,0.8%,6.25%,4.46%,$-1.25
paolo banchero,PF/F/UTIL,ORL,18.98%,0.01%,0.77%,6.22%,6.49%,$-1.27
franz wagner,SF/F/UTIL,ORL,19.45%,0.0%,0.78%,6.63%,6.48%,$-1.29
jaylen brown,SF/SG/G/F/UTIL,BOS,20.04%,0.0%,0.78%,9.2%,5.45%,$-1.31
jayson tatum,PF/SF/F/UTIL,BOS,19.0%,0.0%,0.77%,12.29%,8.52%,$-1.37
