Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jakob poeltl,C/UTIL,TOR,27.35%,0.02%,1.56%,4.24%,6.0%,$0.86
jared rhoden,SG/G/UTIL,TOR,29.32%,0.01%,1.51%,17.12%,37.71%,$0.61
orlando robinson,C/UTIL,TOR,26.93%,0.02%,1.38%,4.92%,12.23%,$0.45
jamal shead,PG/G/UTIL,TOR,29.26%,0.01%,1.43%,23.31%,43.16%,$0.42
jamison battle,SF/F/UTIL,TOR,27.93%,0.01%,1.42%,15.06%,20.87%,$0.41
collin sexton,PG/SG/G/UTIL,UTA,27.73%,0.01%,1.37%,16.26%,14.37%,$0.3
trae young,PG/G/UTIL,ATL,26.04%,0.01%,1.38%,10.68%,6.29%,$0.28
brandon clarke,C/UTIL,MEM,25.51%,0.01%,1.28%,2.61%,6.45%,$0.27
andre drummond,C/UTIL,PHI,24.69%,0.01%,1.3%,4.58%,7.5%,$0.26
ivica zubac,C/UTIL,LAC,27.92%,0.01%,1.32%,10.56%,10.8%,$0.2
miles bridges,PF/F/UTIL,CHA,26.75%,0.01%,1.32%,12.64%,7.46%,$0.17
jared butler,PG/SG/G/UTIL,PHI,27.94%,0.01%,1.29%,27.16%,33.12%,$0.13
ja morant,PG/G/UTIL,MEM,25.12%,0.01%,1.29%,10.42%,7.03%,$0.12
zach edey,C/UTIL,MEM,25.97%,0.01%,1.24%,5.44%,10.22%,$0.09
onyeka okongwu,C/UTIL,ATL,26.05%,0.01%,1.23%,5.37%,6.59%,$0.07
aj lawson,SG/G/UTIL,TOR,26.81%,0.01%,1.23%,21.28%,40.66%,$-0.0
mason plumlee,C/UTIL,PHX,26.79%,0.01%,1.22%,6.44%,16.88%,$-0.03
john collins,C/PF/F/UTIL,UTA,26.72%,0.01%,1.21%,23.9%,14.06%,$-0.04
alperen sengun,C/UTIL,HOU,25.43%,0.01%,1.19%,11.67%,11.11%,$-0.12
chris boucher,PF/F/UTIL,TOR,25.59%,0.01%,1.18%,23.65%,38.47%,$-0.13
naji marshall,PF/SF/F/UTIL,DAL,26.92%,0.01%,1.14%,43.47%,24.26%,$-0.18
colin castleton,C/UTIL,TOR,25.91%,0.01%,1.12%,6.07%,17.12%,$-0.22
kessler edwards,C/PF/F/UTIL,DAL,25.95%,0.01%,1.12%,12.91%,11.26%,$-0.23
mark williams,C/UTIL,CHA,23.18%,0.01%,1.1%,6.4%,6.74%,$-0.23
brandon williams,PG/G/UTIL,DAL,24.16%,0.01%,1.08%,5.16%,9.13%,$-0.25
vince williams jr.,SF/SG/G/F/UTIL,MEM,25.37%,0.01%,1.11%,24.15%,19.71%,$-0.26
desmond bane,SG/G/UTIL,MEM,24.0%,0.01%,1.07%,9.48%,7.52%,$-0.3
james harden,PG/G/UTIL,LAC,24.18%,0.01%,1.08%,11.31%,5.46%,$-0.31
stephon castle,PG/SG/G/UTIL,SAS,22.81%,0.01%,1.04%,5.26%,4.01%,$-0.31
jayson tatum,PF/SF/F/UTIL,BOS,25.03%,0.01%,1.02%,29.02%,8.46%,$-0.44
