PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Keyonte George (37831887),Stephon Castle (37831933),Jalen Williams (37831829),OG Anunoby (37831925),Kyle Filipowski (37831966),Tyler Herro (37831794),KJ Martin (37832113),Isaiah Hartenstein (37831897),343.17914062499995,422.7678428921593,49500,100.00%,50000,185185.55%,29858,251.10999999999999,$7407.42,UTA 3,OKC 2,opp,1,2easy4me65,526,4653845768
Keyonte George (37831887),Nickeil Alexander-Walker (37831995),Jalen Williams (37831829),OG Anunoby (37831925),Kyle Filipowski (37831966),Stephon Castle (37831933),LeBron James (37831767),Keldon Johnson (37832026),342.4139409722222,424.19044241821814,49900,100.00%,50000,142772.3%,18082,216.07,$5710.89,UTA 2,SAS 2,opp,1,amuzin00,2705,4653803907
Tyler Herro (37831794),Stephon Castle (37831933),RJ Barrett (37831842),OG Anunoby (37831925),Kyle Filipowski (37831966),Keyonte George (37831887),Jalen Williams (37831829),Micah Potter (37832221),339.48689670138884,409.9986674616516,49600,100.00%,50000,41414.35%,742,197.01999999999998,$1656.57,UTA 3,MIA 1,opp,1,rastalight,174,4653433357
Keyonte George (37831887),Cason Wallace (37832096),Jalen Williams (37831829),KJ Martin (37832113),Kel'el Ware (37831949),Isaiah Collier (37831913),LeBron James (37831767),Isaiah Hartenstein (37831897),337.87920572916664,427.89787356870056,49900,100.00%,50000,30042.96%,939,210.76,$1201.72,UTA 3,OKC 3,opp,1,ThatStunna,3416,4654011908
Stephon Castle (37831933),Donte DiVincenzo (37831954),OG Anunoby (37831925),Keldon Johnson (37832026),Kyle Filipowski (37831966),Keyonte George (37831887),Jalen Williams (37831829),Anthony Edwards (37831776),338.6239409722222,420.2004424182182,49600,100.00%,50000,28762.22%,239,205.79,$1150.49,SAS 2,MIN 2,opp,1,angiebee50,2706,4653898243
Shai Gilgeous-Alexander (37831764),Stephon Castle (37831933),Keldon Johnson (37832026),Jalen Williams (37831829),Isaiah Hartenstein (37831897),Keyonte George (37831887),KJ Martin (37832113),Brice Sensabaugh (37832065),336.5467664930555,430.4834968283327,49600,100.00%,50000,15141.66%,50,251.44,$605.67,OKC 3,UTA 3,opp,1,e0warn01,2608,4653375945
Stephon Castle (37831933),Cason Wallace (37832096),OG Anunoby (37831925),Keldon Johnson (37832026),Kel'el Ware (37831949),Tyler Herro (37831794),LeBron James (37831767),Isaiah Hartenstein (37831897),334.91316406249996,400.0809666080049,50000,100.00%,50000,9135.41%,16,176.87,$365.42,SAS 2,OKC 2,opp,1,bcalicore,1469,4654026128
Stephon Castle (37831933),Devin Vassell (37831937),RJ Barrett (37831842),Jalen Williams (37831829),Jakob Poeltl (37831919),Mikal Bridges (37831904),OG Anunoby (37831925),Isaiah Hartenstein (37831897),334.70070312499996,391.472887873346,50000,100.00%,50000,8782.71%,12,113.33,$351.31,SAS 2,TOR 2,opp,1,169tmoney,8,4653887841
Alec Burks (37832227),Stephon Castle (37831933),Keldon Johnson (37832026),Jalen Williams (37831829),Kyle Filipowski (37831966),Anthony Edwards (37831776),Kawhi Leonard (37831836),Keyonte George (37831887),334.5264409722222,419.1513899264944,49300,100.00%,50000,7753.46%,3,236.8,$310.14,SAS 2,UTA 2,opp,1,DreamchaserJC,4790,4653817506
Shai Gilgeous-Alexander (37831764),Alec Burks (37832227),Jalen Williams (37831829),Keldon Johnson (37832026),Kel'el Ware (37831949),Keyonte George (37831887),Bol Bol (37831951),Isaiah Hartenstein (37831897),334.20001736111107,415.6212737425018,49700,100.00%,50000,7529.88%,31,190.11,$301.2,OKC 3,MIA 2,opp,1,gophils42,390,4653396694
