PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jose Alvarado (38188072),Anthony Edwards (38187845),LeBron James (38187831),Kelly Olynyk (38188016),DeAndre Jordan (38188451),Jordan Hawkins (38188226),Aaron Gordon (38187939),Jared Butler (38187963),294.82,285.62,395.6099999999999,49600,0.19%,9.6%,919.0%,61.6%,221.3,$36.8,NOP 3,DEN 2,generated,1
Jordan Hawkins (38188226),Jared Butler (38187963),Michael Porter Jr. (38187929),LeBron James (38187831),Yves Missi (38188145),Jose Alvarado (38188072),Kelly Olynyk (38188016),Jamal Murray (38187885),296.16,283.26,394.83000000000004,50000,0.18%,9.31%,859.3%,63.99%,210.24,$34.4,NOP 4,DEN 2,generated,1
Jose Alvarado (38188072),Jared Butler (38187963),LeBron James (38187831),Paolo Banchero (38187839),DeAndre Jordan (38188451),Jordan Hawkins (38188226),Keion Brooks Jr. (38188338),Pascal Siakam (38187878),290.14,280.31,388.35999999999996,49700,0.18%,7.96%,812.6%,55.0%,205.95,$32.5,NOP 3,PHI 1,generated,1
Jared Butler (38187963),Anthony Edwards (38187845),Scottie Barnes (38187870),Kelly Olynyk (38188016),Alexandre Sarr (38187948),Jeff Dowtin (38188058),Justin Edwards (38188054),Jordan Hawkins (38188226),288.21,282.21,385.93999999999994,50000,0.16%,6.86%,751.2%,52.29%,225.37,$30.0,PHI 3,NOP 2,generated,1
Jordan Hawkins (38188226),Anthony Edwards (38187845),Scottie Barnes (38187870),Kelly Olynyk (38188016),DeAndre Jordan (38188451),Jamal Murray (38187885),Keion Brooks Jr. (38188338),Coby White (38187889),287.15,280.92,385.95000000000005,49800,0.15%,6.91%,735.3%,51.04%,184.23000000000002,$29.4,NOP 3,DEN 2,generated,1
Jared Butler (38187963),Jordan Hawkins (38188226),LeBron James (38187831),Kelly Olynyk (38188016),DeAndre Jordan (38188451),Jose Alvarado (38188072),Josh Giddey (38187852),Cameron Johnson (38187925),293.65,284.44999999999993,393.44,49700,0.14%,8.56%,711.6%,60.05%,213.79,$28.5,NOP 3,PHI 1,generated,1
Jordan Hawkins (38188226),Jared Butler (38187963),LeBron James (38187831),Justin Edwards (38188054),Yves Missi (38188145),Jose Alvarado (38188072),Cameron Johnson (38187925),Coby White (38187889),291.0,279.30999999999995,382.12,49800,0.14%,7.46%,663.0%,56.42%,211.08,$26.5,NOP 3,PHI 2,generated,1
Luka Doncic (38187828),Anthony Edwards (38187845),Keion Brooks Jr. (38188338),Justin Edwards (38188054),DeAndre Jordan (38188451),Jordan Hawkins (38188226),Michael Porter Jr. (38187929),Jared Butler (38187963),292.62,286.25,384.25,49900,0.1%,8.06%,640.4%,58.58%,213.74,$25.6,NOP 2,PHI 2,generated,1
Tyrese Haliburton (38187875),Jared Butler (38187963),Keion Brooks Jr. (38188338),Anthony Davis (38187835),DeAndre Jordan (38188451),Jamal Murray (38187885),Michael Porter Jr. (38187929),Jordan Hawkins (38188226),284.88,275.33000000000004,381.5,49900,0.13%,6.42%,629.0%,47.7%,167.27,$25.2,DEN 3,NOP 2,generated,1
Jeff Dowtin (38188058),Anthony Edwards (38187845),LeBron James (38187831),Naz Reid (38187987),DeAndre Jordan (38188451),Jordan Hawkins (38188226),Josh Giddey (38187852),Keion Brooks Jr. (38188338),288.48,279.78,385.57,50000,0.14%,6.79%,625.2%,52.9%,201.9,$25.0,MIN 2,NOP 2,generated,1
Jordan Hawkins (38188226),Jared Butler (38187963),Scottie Barnes (38187870),Justin Edwards (38188054),Yves Missi (38188145),Josh Giddey (38187852),Michael Porter Jr. (38187929),Jose Alvarado (38188072),290.25,281.24,382.38,49100,0.12%,7.54%,623.4%,54.98%,218.25,$24.9,NOP 3,PHI 2,generated,1
