PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Cade Cunningham (37380225),Malik Beasley (37380362),Max Strus (37380494),Jayson Tatum (37380228),Kevon Looney (37380507),Mike Conley (37380491),Julius Randle (37380296),Jalen Duren (37380352),336.8828125,426.6480952671242,49900,100.00%,50000,56325.2%,29955,171.41000000000003,$2253.01,DET 3,MIN 2,opp,1,slickwill459,9,4618105529
Cade Cunningham (37380225),Donovan Mitchell (37380269),Max Strus (37380494),Tobias Harris (37380340),Jalen Duren (37380352),Dennis Schroder (37380374),Naz Reid (37380378),Trayce Jackson-Davis (37380350),334.959765625,425.4025990667634,49400,100.00%,50000,36187.45%,11439,168.73000000000002,$1447.5,DET 3,CLE 2,opp,1,Xsmkxjoker,25,4617981129
Cade Cunningham (37380225),Moses Moody (37380529),Georges Niang (37380521),Tobias Harris (37380340),Jalen Duren (37380352),Jalen Brunson (37380252),Jaren Jackson Jr. (37380258),Kevon Looney (37380507),334.079765625,425.0725990667634,49700,100.00%,50000,27592.58%,6299,148.82,$1103.7,DET 3,GSW 2,opp,1,interigator007,478,4617853331
Fred VanVleet (37380290),Jalen Green (37380287),Tim Hardaway Jr. (37380464),Tobias Harris (37380340),Jalen Duren (37380352),Cade Cunningham (37380225),Jaden McDaniels (37380411),Mike Conley (37380491),332.2199609375,403.91977894665933,49600,100.00%,50000,15679.66%,1483,73.72,$627.19,DET 4,HOU 2,opp,1,jscgolf,0,4618149772
Cade Cunningham (37380225),Max Strus (37380494),Mikal Bridges (37380331),Naz Reid (37380378),Jalen Duren (37380352),Jalen Green (37380287),Amen Thompson (37380273),Ty Jerome (37380541),330.543203125,411.51711680722906,50000,100.00%,50000,9961.42%,213,179.92000000000002,$398.46,DET 2,CLE 2,opp,1,Bigboy329,337,4618078960
Cade Cunningham (37380225),Jalen Green (37380287),Amen Thompson (37380273),Naz Reid (37380378),Jalen Duren (37380352),Ty Jerome (37380541),Jaden McDaniels (37380411),Nick Richards (37380365),330.243203125,416.52711680722905,49900,100.00%,50000,9448.99%,353,133.27,$377.96,DET 2,HOU 2,opp,1,rsmcgee2,386,4618129621
Cade Cunningham (37380225),Anthony Edwards (37380246),Jaden McDaniels (37380411),Tobias Harris (37380340),Jalen Duren (37380352),Buddy Hield (37380401),Georges Niang (37380521),Jarrett Allen (37380313),329.509765625,413.7025990667634,50000,100.00%,50000,7956.48%,131,159.5,$318.26,DET 3,MIN 2,opp,1,MikeyBubbles,24,4617945324
Cade Cunningham (37380225),Max Strus (37380494),Jaden McDaniels (37380411),Julius Randle (37380296),Jalen Duren (37380352),Ty Jerome (37380541),Kevin Durant (37380237),Rudy Gobert (37380354),329.34171875000004,418.36482757205766,49900,100.00%,50000,7781.12%,39,185.73,$311.24,MIN 3,DET 2,opp,1,mhaag11223212,59,4618025677
Ty Jerome (37380541),Dennis Schroder (37380374),Jayson Tatum (37380228),Tobias Harris (37380340),Karl-Anthony Towns (37380235),Malik Beasley (37380362),Naz Reid (37380378),Jalen Duren (37380352),328.99222656250004,420.3852799319949,49800,100.00%,50000,7328.58%,56,146.14,$293.14,DET 3,CLE 1,opp,1,keller1959,48,4617801245
Cade Cunningham (37380225),Max Strus (37380494),Jaylen Brown (37380278),Julius Randle (37380296),Jalen Duren (37380352),Moses Moody (37380529),Naz Reid (37380378),Mikal Bridges (37380331),328.56171875,412.9748275720577,49600,100.00%,50000,6668.3%,4,178.65,$266.73,DET 2,MIN 2,opp,1,TSCANS13,95,4617942713
Fred VanVleet (37380290),Bogdan Bogdanovic (37380428),Jaden McDaniels (37380411),Naz Reid (37380378),Jalen Duren (37380352),Cade Cunningham (37380225),Georges Niang (37380521),Jalen Brunson (37380252),328.36394531249994,411.4325856402032,49700,100.00%,50000,6203.9%,25,138.81,$248.16,MIN 2,DET 2,opp,1,mike3094,10,4618079251
Cade Cunningham (37380225),Dennis Schroder (37380374),Andrew Wiggins (37380318),Naz Reid (37380378),Jalen Duren (37380352),Mike Conley (37380491),Julius Randle (37380296),Rudy Gobert (37380354),327.52171875,416.07482757205764,49000,100.00%,50000,5282.52%,2,140.07,$211.3,MIN 4,DET 2,opp,1,shoots-scores,60,4618159041
Cade Cunningham (37380225),Amen Thompson (37380273),Max Strus (37380494),Naz Reid (37380378),Jalen Duren (37380352),Donovan Mitchell (37380269),Moses Moody (37380529),Nick Richards (37380365),327.23414062499995,416.84480388673614,49800,100.00%,50000,4980.1%,0,167.49,$199.2,DET 2,CLE 2,opp,1,Jbjafarian,29,4617847830
Cade Cunningham (37380225),Malik Beasley (37380362),Ausar Thompson (37380433),Tobias Harris (37380340),Isaiah Stewart (37380559),Jalen Brunson (37380252),Mikal Bridges (37380331),Jalen Duren (37380352),326.94234374999996,405.53837780725246,49400,100.00%,50000,4650.74%,0,93.58000000000001,$186.03,DET 6,NYK 2,opp,1,Irishpwl,346,4618143940
Cade Cunningham (37380225),Amen Thompson (37380273),Max Strus (37380494),Dillon Brooks (37380367),Jalen Duren (37380352),Jalen Green (37380287),Tobias Harris (37380340),Ty Jerome (37380541),326.68292968749995,402.7597056222824,50000,100.00%,49999,4272.28%,0,147.62,$170.89,DET 3,HOU 3,opp,1,dahoward1974,20,4617904743
Cade Cunningham (37380225),Derrick White (37380309),Max Strus (37380494),Tari Eason (37380347),Onyeka Okongwu (37380360),Dennis Schroder (37380374),Julius Randle (37380296),Jalen Duren (37380352),326.438984375,413.7172365347638,49900,100.00%,49997,4225.18%,0,153.42000000000002,$169.01,DET 2,BOS 1,opp,1,checkyobalance419,37,4618043746
Cade Cunningham (37380225),Anthony Edwards (37380246),Jaden McDaniels (37380411),Naz Reid (37380378),Jalen Duren (37380352),Dennis Schroder (37380374),OG Anunoby (37380336),Max Strus (37380494),326.33171875,408.00482757205765,49200,100.00%,50000,3998.86%,0,193.29,$159.95,MIN 3,DET 2,opp,1,sickomobamba,103,4617853673
Cade Cunningham (37380225),Moses Moody (37380529),Dean Wade (37380509),Naz Reid (37380378),Jalen Duren (37380352),Donovan Mitchell (37380269),Max Strus (37380494),Trae Young (37380232),325.97171875000004,416.32482757205764,49900,100.00%,50000,3680.02%,0,182.62,$147.2,CLE 3,DET 2,opp,1,bryanbigbets,90,4618042802
Cade Cunningham (37380225),Donovan Mitchell (37380269),Max Strus (37380494),Tari Eason (37380347),Jalen Duren (37380352),Mike Conley (37380491),Naz Reid (37380378),Darius Garland (37380300),325.948984375,420.7672365347638,49800,100.00%,49997,3678.17%,0,171.76999999999998,$147.13,CLE 3,DET 2,opp,1,nickfromcwe,39,4618114592
Cade Cunningham (37380225),Max Strus (37380494),Jayson Tatum (37380228),Naz Reid (37380378),Jalen Duren (37380352),Ja Morant (37380266),Georges Niang (37380521),Ty Jerome (37380541),325.90171874999993,420.90482757205757,49900,100.00%,49999,3568.11%,1,208.23999999999998,$142.72,CLE 3,DET 2,opp,1,smccarty,67,4618011169
Cade Cunningham (37380225),Jaylen Brown (37380278),Georges Niang (37380521),Tobias Harris (37380340),Jalen Duren (37380352),Ja Morant (37380266),Max Strus (37380494),Dean Wade (37380509),325.729765625,409.2725990667634,49000,100.00%,49993,3473.37%,0,171.39999999999998,$138.93,DET 3,CLE 3,opp,1,TheMaelstrom,11,4618149540
Cade Cunningham (37380225),Dennis Schroder (37380374),Max Strus (37380494),Julius Randle (37380296),Jalen Duren (37380352),Ja Morant (37380266),Moses Moody (37380529),Trayce Jackson-Davis (37380350),325.31171875,416.08482757205763,49700,100.00%,49993,3106.45%,0,157.71,$124.26,GSW 3,DET 2,opp,1,seminolefs,68,4618021515
Cade Cunningham (37380225),Mikal Bridges (37380331),Josh Hart (37380283),Julius Randle (37380296),Jalen Duren (37380352),Max Strus (37380494),Moses Moody (37380529),Rudy Gobert (37380354),325.14171875,403.7948275720576,49900,100.00%,49983,2988.37%,0,165.93,$119.53,DET 2,NYK 2,opp,1,scuba03,57,4618064234
Cade Cunningham (37380225),Desmond Bane (37380293),Mikal Bridges (37380331),Naz Reid (37380378),Jalen Duren (37380352),Max Strus (37380494),Julius Randle (37380296),Ty Jerome (37380541),324.76171875,412.00482757205765,49100,100.00%,49992,2635.95%,0,197.67,$105.44,DET 2,MIN 2,opp,1,m4ch1n3m4n,49,4618138849
Cade Cunningham (37380225),Max Strus (37380494),Tim Hardaway Jr. (37380464),Tobias Harris (37380340),Jalen Duren (37380352),Donovan Mitchell (37380269),Georges Niang (37380521),Josh Hart (37380283),324.62867187499995,404.11970795802085,49200,100.00%,49974,2606.81%,0,159.47,$104.27,DET 4,CLE 3,opp,1,docrx89,7,4618094689
Cade Cunningham (37380225),Max Strus (37380494),Josh Hart (37380283),Dean Wade (37380509),Jalen Duren (37380352),Jalen Green (37380287),Moses Moody (37380529),Darius Garland (37380300),324.30078125,404.9971404925505,49900,100.00%,49945,2440.82%,0,161.7,$97.63,CLE 3,DET 2,opp,1,Justin0462,19,4617955915
Jalen Brunson (37380252),Mikal Bridges (37380331),Max Strus (37380494),Naz Reid (37380378),Jarrett Allen (37380313),Donovan Mitchell (37380269),Tobias Harris (37380340),Jalen Duren (37380352),324.0511328125,411.9120122369284,49900,100.00%,49982,2340.81%,0,212.19,$93.63,CLE 3,NYK 2,opp,1,dallascowboysbaby,260,4618142333
Cade Cunningham (37380225),Anthony Edwards (37380246),Dean Wade (37380509),Naz Reid (37380378),Jalen Duren (37380352),Mike Conley (37380491),Santi Aldama (37380386),Darius Garland (37380300),323.59171875000004,415.22482757205773,49800,100.00%,49847,2116.58%,0,156.18,$84.66,MIN 3,DET 2,opp,1,smoothits,105,4617825879
Cade Cunningham (37380225),Donovan Mitchell (37380269),Jaden McDaniels (37380411),Naz Reid (37380378),Jalen Duren (37380352),Trae Young (37380232),Georges Niang (37380521),Sam Merrill (37380622),323.59171875,414.31482757205765,49900,100.00%,49867,2087.57%,0,138.66,$83.5,CLE 3,DET 2,opp,1,BamaHammer205,100,4618259419
Cade Cunningham (37380225),Max Strus (37380494),Jaden McDaniels (37380411),Julius Randle (37380296),Jalen Duren (37380352),Darius Garland (37380300),Dean Wade (37380509),Andrew Wiggins (37380318),323.49171875,407.80482757205766,49000,100.00%,49857,2009.18%,0,184.18,$80.37,CLE 3,DET 2,opp,1,scuba03,98,4618064237
Cade Cunningham (37380225),Anthony Edwards (37380246),Jaden McDaniels (37380411),Naz Reid (37380378),Jalen Duren (37380352),Max Strus (37380494),Moses Moody (37380529),Josh Hart (37380283),323.72171875,405.83482757205763,49600,100.00%,49937,2007.71%,0,184.35999999999999,$80.31,MIN 3,DET 2,opp,1,interigator007,101,4617853342
Darius Garland (37380300),Bradley Beal (37380322),Max Strus (37380494),Naz Reid (37380378),Jalen Duren (37380352),Cade Cunningham (37380225),Moses Moody (37380529),Jaylen Brown (37380278),323.48171875,413.05482757205766,49700,100.00%,49918,1961.42%,0,164.64000000000001,$78.46,CLE 2,DET 2,opp,1,docrx89,92,4618094696
