Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4636734621,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Jalen Green (37673293),Paul George (37673284),Chris Boucher (37673425),Moussa Diabate (37673361),Cade Cunningham (37673251),Kyle Kuzma (37673407),Alperen Sengun (37673273)
4636734622,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Quentin Grimes (37673347),Kyle Kuzma (37673407),Bobby Portis (37673306),Joel Embiid (37673254),Damian Lillard (37673267),Paul George (37673284),Jonathan Mogbo (37673396)
4636734623,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Quentin Grimes (37673347),Scottie Barnes (37673262),Bobby Portis (37673306),Jonathan Mogbo (37673396),Jalen Green (37673293),Kyle Kuzma (37673407),Joel Embiid (37673254)
4636734624,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Jalen Green (37673293),Paul George (37673284),Chris Boucher (37673425),Alperen Sengun (37673273),Damian Lillard (37673267),Kyle Kuzma (37673407),Bobby Portis (37673306)
4636734625,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Seth Curry (37673458),Scottie Barnes (37673262),Kyle Kuzma (37673407),Bobby Portis (37673306),Amen Thompson (37673275),Guerschon Yabusele (37673310),Alperen Sengun (37673273)
4636734626,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Jalen Green (37673293),Kyle Kuzma (37673407),Bobby Portis (37673306),Joel Embiid (37673254),Damian Lillard (37673267),Ochai Agbaji (37673437),Immanuel Quickley (37673320)
4636734627,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Jalen Green (37673293),Scottie Barnes (37673262),DaQuan Jeffries (37673398),Moussa Diabate (37673361),Quentin Grimes (37673347),Bobby Portis (37673306),Tyrese Maxey (37673259)
4636734628,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Gradey Dick (37673368),Ausar Thompson (37673343),Kyle Kuzma (37673407),Bobby Portis (37673306),Damian Lillard (37673267),Amen Thompson (37673275),Alperen Sengun (37673273)
4636734629,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Jalen Green (37673293),Ausar Thompson (37673343),Kyle Kuzma (37673407),Jalen Duren (37673304),Gradey Dick (37673368),Scottie Barnes (37673262),Joel Embiid (37673254)
4636734630,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Gradey Dick (37673368),Quentin Grimes (37673347),DaQuan Jeffries (37673398),Alperen Sengun (37673273),Jalen Green (37673293),Bobby Portis (37673306),Joel Embiid (37673254)
4636734631,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Jalen Green (37673293),Scottie Barnes (37673262),Ochai Agbaji (37673437),Joel Embiid (37673254),Immanuel Quickley (37673320),Kyle Kuzma (37673407),Bobby Portis (37673306)
4636734632,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Gradey Dick (37673368),Quentin Grimes (37673347),Paul George (37673284),Joel Embiid (37673254),Damian Lillard (37673267),Kyle Kuzma (37673407),Bobby Portis (37673306)
4636734633,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Jalen Green (37673293),Paul George (37673284),Kyle Kuzma (37673407),Brook Lopez (37673323),Gradey Dick (37673368),Scottie Barnes (37673262),Alperen Sengun (37673273)
4636734634,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Quentin Grimes (37673347),Amen Thompson (37673275),Ochai Agbaji (37673437),Joel Embiid (37673254),Damian Lillard (37673267),Bobby Portis (37673306),Kyle Kuzma (37673407)
4636734635,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Seth Curry (37673458),Scottie Barnes (37673262),Justin Edwards (37673371),Alperen Sengun (37673273),Cade Cunningham (37673251),Bobby Portis (37673306),Kyle Kuzma (37673407)
4636734636,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Jalen Green (37673293),Taurean Prince (37673392),Bobby Portis (37673306),Brook Lopez (37673323),Damian Lillard (37673267),Kyle Kuzma (37673407),Joel Embiid (37673254)
4636734637,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Gradey Dick (37673368),Kyle Kuzma (37673407),Bobby Portis (37673306),Joel Embiid (37673254),Jalen Green (37673293),Dillon Brooks (37673352),Damian Lillard (37673267)
4636734638,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Quentin Grimes (37673347),Kyle Kuzma (37673407),Dillon Brooks (37673352),Joel Embiid (37673254),Jalen Green (37673293),Bobby Portis (37673306),Alperen Sengun (37673273)
4636734639,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Gradey Dick (37673368),Kyle Kuzma (37673407),Bobby Portis (37673306),Joel Embiid (37673254),AJ Green (37673477),Scottie Barnes (37673262),Alperen Sengun (37673273)
4636734640,NBA $15K And-One,173872926,$1,KJ Simpson (37673384),Gradey Dick (37673368),Ausar Thompson (37673343),Kyle Kuzma (37673407),Bobby Portis (37673306),Damian Lillard (37673267),Amen Thompson (37673275),Alperen Sengun (37673273)
