Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
tristan vukcevic,C/UTIL,WAS,30.51%,0.02%,1.55%,14.9%,26.49%,$0.76
isaiah hartenstein,C/UTIL,OKC,27.02%,0.02%,1.34%,7.76%,9.21%,$0.27
tyler herro,PG/G/UTIL,MIA,28.94%,0.01%,1.28%,23.43%,29.62%,$0.1
jaylen martin,SF/F/UTIL,WAS,28.01%,0.02%,1.29%,15.27%,26.33%,$0.1
sandro mamukelashvili,C/PF/F/UTIL,SAS,25.63%,0.02%,1.2%,1.78%,1.52%,$0.08
kyle anderson,PF/F/UTIL,MIA,26.55%,0.02%,1.21%,9.47%,14.95%,$-0.07
shai gilgeous-alexander,PG/G/UTIL,OKC,28.62%,0.01%,1.19%,30.87%,34.73%,$-0.1
jaime jaquez jr.,SF/SG/G/F/UTIL,MIA,27.57%,0.01%,1.2%,26.86%,24.37%,$-0.11
colby jones,SF/SG/G/F/UTIL,WAS,27.82%,0.01%,1.15%,45.49%,43.38%,$-0.23
alexandre sarr,C/UTIL,WAS,27.0%,0.01%,1.15%,14.46%,19.89%,$-0.24
jared butler,PG/SG/G/UTIL,PHI,26.88%,0.01%,1.14%,14.24%,11.11%,$-0.25
kel'el ware,C/UTIL,MIA,25.5%,0.02%,1.1%,3.71%,5.29%,$-0.29
blake wesley,PG/G/UTIL,SAS,25.91%,0.01%,1.11%,7.4%,13.47%,$-0.32
jordan poole,PG/G/UTIL,WAS,23.56%,0.02%,1.06%,1.63%,1.97%,$-0.33
bam adebayo,C/PF/F/UTIL,MIA,27.84%,0.01%,1.07%,36.2%,27.31%,$-0.39
pascal siakam,PF/F/UTIL,IND,24.86%,0.01%,1.06%,7.09%,7.75%,$-0.46
ziaire williams,SF/F/UTIL,BKN,25.68%,0.01%,1.05%,7.29%,10.04%,$-0.49
davion mitchell,PG/G/UTIL,MIA,26.55%,0.01%,1.05%,8.31%,12.94%,$-0.49
nikola vucevic,C/UTIL,CHI,25.13%,0.01%,1.06%,11.67%,10.59%,$-0.49
justin champagnie,PF/SF/F/UTIL,WAS,25.85%,0.01%,1.05%,16.36%,16.01%,$-0.51
keon johnson,PG/SG/G/UTIL,BKN,26.29%,0.01%,1.04%,21.96%,19.3%,$-0.52
stephon castle,PG/SG/G/UTIL,SAS,24.21%,0.01%,1.03%,5.71%,4.68%,$-0.55
tyrese martin,SG/G/UTIL,BKN,25.08%,0.01%,1.01%,6.18%,8.47%,$-0.59
lebron james,PF/SF/F/UTIL,LAL,27.0%,0.01%,0.99%,44.01%,36.11%,$-0.59
haywood highsmith,PF/SF/F/UTIL,MIA,26.5%,0.01%,1.01%,26.31%,29.15%,$-0.6
