PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jalen Brunson (37714222),Vince Williams Jr. (37714890),Quentin Grimes (37714461),Paolo Banchero (37714229),Jusuf Nurkic (37714601),Caris LeVert (37714429),Sandro Mamukelashvili (37714974),Nikola Jokic (37714165),289.37,297.52000000000004,387.89000000000004,49900,0.4%,13.94%,1517.1%,70.81%,139.53000000000003,$60.7,NYK 1,MEM 1,generated,1
Jalen Brunson (37714222),Lonzo Ball (37714469),De'Andre Hunter (37714489),Sandro Mamukelashvili (37714974),Jusuf Nurkic (37714601),Elfrid Payton (37714686),Kawhi Leonard (37714302),Nikola Jokic (37714165),291.34000000000003,302.17999999999995,391.1,49200,0.36%,14.5%,1486.5%,73.03%,186.65,$59.5,CHA 2,NYK 1,generated,1
Ja Morant (37714217),Devin Booker (37714207),Vince Williams Jr. (37714890),Miles Bridges (37714211),Jusuf Nurkic (37714601),Trae Young (37714197),Sandro Mamukelashvili (37714974),Elfrid Payton (37714686),282.2,277.38,381.96,50000,0.46%,10.59%,1434.8%,61.7%,108.33999999999999,$57.4,CHA 3,MEM 2,generated,1
Jalen Brunson (37714222),De'Aaron Fox (37714260),Kawhi Leonard (37714302),Jayson Tatum (37714180),Jalen Smith (37714747),Chris Paul (37714441),Sandro Mamukelashvili (37714974),Day'Ron Sharpe (37714613),284.33,282.69,383.03,49600,0.42%,11.08%,1391.2%,64.73%,89.29999999999998,$55.6,SAS 3,NYK 1,generated,1
Jalen Brunson (37714222),Vince Williams Jr. (37714890),Deni Avdija (37714341),Paolo Banchero (37714229),Karl-Anthony Towns (37714189),Elfrid Payton (37714686),Devin Vassell (37714392),Jusuf Nurkic (37714601),294.18,297.88000000000005,387.21000000000004,49900,0.25%,14.22%,1130.9%,77.63%,179.79999999999998,$45.2,NYK 2,CHA 2,generated,1
Jalen Brunson (37714222),De'Aaron Fox (37714260),Jayson Tatum (37714180),Mouhamed Gueye (37714711),Day'Ron Sharpe (37714613),Elfrid Payton (37714686),Kawhi Leonard (37714302),Jusuf Nurkic (37714601),288.23,293.45000000000005,384.26,49800,0.24%,11.38%,989.9%,70.01%,168.98999999999998,$39.6,CHA 2,NYK 1,generated,1
Jalen Brunson (37714222),Lonzo Ball (37714469),Vince Williams Jr. (37714890),Bol Bol (37714501),Day'Ron Sharpe (37714613),Elfrid Payton (37714686),Jaylen Brown (37714251),Nikola Jokic (37714165),279.92,280.69,377.21000000000004,50000,0.25%,8.88%,901.2%,59.56%,117.17,$36.0,NYK 1,CHI 1,generated,1
Ja Morant (37714217),De'Aaron Fox (37714260),Kawhi Leonard (37714302),Sandro Mamukelashvili (37714974),Goga Bitadze (37714529),Miles McBride (37714693),LeBron James (37714176),Jusuf Nurkic (37714601),278.27,278.96000000000004,378.0999999999999,49600,0.25%,8.22%,898.9%,57.15%,102.06,$36.0,SAS 2,MEM 1,generated,1
Jalen Brunson (37714222),Ziaire Williams (37714544),Coby White (37714309),Giannis Antetokounmpo (37714167),Jusuf Nurkic (37714601),Elfrid Payton (37714686),Kawhi Leonard (37714302),Sandro Mamukelashvili (37714974),285.96000000000004,289.22,383.74,49500,0.18%,10.89%,898.1%,67.49%,150.65,$35.9,CHA 2,NYK 1,generated,1
Jalen Brunson (37714222),Nick Smith Jr. (37714549),Kawhi Leonard (37714302),Precious Achiuwa (37714404),Myles Turner (37714384),Chris Paul (37714441),Sandro Mamukelashvili (37714974),Karl-Anthony Towns (37714189),287.84000000000003,290.78999999999996,377.70000000000005,49700,0.2%,10.71%,896.9%,70.18%,107.31,$35.9,NYK 3,SAS 2,generated,1
Jalen Brunson (37714222),De'Aaron Fox (37714260),Ziaire Williams (37714544),Matas Buzelis (37714526),Jusuf Nurkic (37714601),Elfrid Payton (37714686),LeBron James (37714176),Donovan Clingan (37714408),286.05,284.13,378.86999999999995,49700,0.2%,10.09%,886.3%,67.2%,142.69,$35.5,CHA 2,NYK 1,generated,1
Jalen Brunson (37714222),Anfernee Simons (37714321),Caris LeVert (37714429),Matas Buzelis (37714526),Giannis Antetokounmpo (37714167),Elfrid Payton (37714686),Bol Bol (37714501),Jusuf Nurkic (37714601),286.51000000000005,282.58000000000004,379.99,49500,0.19%,10.49%,857.0%,68.01%,144.54,$34.3,CHA 2,NYK 1,generated,1
Jalen Brunson (37714222),Anfernee Simons (37714321),Kawhi Leonard (37714302),De'Andre Hunter (37714489),Karl-Anthony Towns (37714189),Elfrid Payton (37714686),Matas Buzelis (37714526),Jusuf Nurkic (37714601),294.62000000000006,298.57000000000005,383.80999999999995,49600,0.12%,13.34%,851.0%,79.05%,191.58999999999997,$34.0,NYK 2,CHA 2,generated,1
Jalen Brunson (37714222),AJ Green (37714828),Kawhi Leonard (37714302),Trendon Watford (37714679),Karl-Anthony Towns (37714189),Anfernee Simons (37714321),Sandro Mamukelashvili (37714974),De'Aaron Fox (37714260),287.78,289.03000000000003,376.46000000000004,49900,0.18%,10.48%,833.0%,70.41%,106.76,$33.3,NYK 2,SAS 2,generated,1
T.J. McConnell (37714648),Vince Williams Jr. (37714890),Devin Vassell (37714392),Santi Aldama (37714554),Karl-Anthony Towns (37714189),Trae Young (37714197),Miles Bridges (37714211),Jusuf Nurkic (37714601),277.44,280.59000000000003,375.72,49600,0.19%,7.68%,747.7%,56.05%,128.41,$29.9,MEM 2,CHA 2,generated,1
Jalen Brunson (37714222),Devin Vassell (37714392),Nick Smith Jr. (37714549),Pascal Siakam (37714266),Karl-Anthony Towns (37714189),Elfrid Payton (37714686),Bol Bol (37714501),Matas Buzelis (37714526),288.25,285.09999999999997,374.48999999999995,49700,0.16%,9.79%,741.0%,70.96%,131.53,$29.6,NYK 2,CHA 2,generated,1
