Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jalen duren,C/UTIL,DET,29.72%,0.01%,1.65%,5.98%,9.36%,$0.88
trae young,PG/G/UTIL,ATL,30.87%,0.01%,1.61%,10.39%,14.32%,$0.7
wendell carter jr.,C/UTIL,ORL,29.95%,0.01%,1.46%,9.92%,15.85%,$0.51
onyeka okongwu,C/UTIL,ATL,30.53%,0.01%,1.44%,13.06%,20.59%,$0.42
jarrett allen,C/UTIL,CLE,29.49%,0.01%,1.38%,11.46%,19.31%,$0.31
santi aldama,PF/F/UTIL,MEM,27.86%,0.01%,1.34%,8.64%,10.11%,$0.28
georges niang,PF/F/UTIL,ATL,28.45%,0.01%,1.29%,13.99%,16.45%,$0.11
jonathan isaac,C/PF/F/UTIL,ORL,25.58%,0.01%,1.2%,0.91%,0.56%,$0.09
alexandre sarr,C/UTIL,WAS,24.59%,0.02%,1.15%,0.03%,0.05%,$0.07
vince williams jr.,SF/SG/G/F/UTIL,MEM,28.41%,0.01%,1.27%,37.89%,22.77%,$0.06
kelly olynyk,C/PF/F/UTIL,NOP,28.26%,0.01%,1.26%,22.42%,17.08%,$0.05
nikola jovic,C/PF/F/UTIL,MIA,28.19%,0.01%,1.24%,4.48%,3.25%,$0.05
karlo matkovic,C/PF/F/UTIL,NOP,26.39%,0.01%,1.2%,0.83%,0.63%,$0.05
sandro mamukelashvili,C/PF/F/UTIL,SAS,26.7%,0.01%,1.1%,0.11%,0.1%,$-0.07
zion williamson,PF/SF/F/UTIL,NOP,25.16%,0.01%,1.24%,10.48%,9.79%,$-0.08
ausar thompson,PF/SF/F/UTIL,DET,25.98%,0.01%,1.17%,10.29%,7.14%,$-0.11
kyshawn george,PF/F/UTIL,WAS,27.77%,0.01%,1.16%,5.59%,6.56%,$-0.15
caris levert,SF/SG/G/F/UTIL,ATL,26.87%,0.01%,1.14%,18.68%,11.45%,$-0.19
zaccharie risacher,PF/SF/F/UTIL,ATL,26.91%,0.01%,1.15%,16.21%,11.74%,$-0.19
franz wagner,SF/F/UTIL,ORL,26.17%,0.01%,1.11%,8.77%,11.78%,$-0.24
dyson daniels,SG/G/UTIL,ATL,26.74%,0.01%,1.08%,9.62%,11.82%,$-0.29
donovan mitchell,PG/SG/G/UTIL,CLE,25.78%,0.01%,1.09%,14.11%,13.39%,$-0.31
anthony edwards,PG/SG/G/UTIL,MIN,27.31%,0.01%,1.08%,17.12%,17.03%,$-0.31
ronald holland ii,SF/F/UTIL,DET,25.53%,0.01%,1.06%,0.21%,0.1%,$-0.31
cole anthony,PG/SG/G/UTIL,ORL,27.27%,0.01%,1.08%,55.46%,58.77%,$-0.32
paolo banchero,PF/F/UTIL,ORL,27.31%,0.01%,1.06%,20.35%,30.74%,$-0.34
davion mitchell,PG/SG/G/UTIL,MIA,25.62%,0.01%,1.06%,10.96%,9.39%,$-0.38
andrew wiggins,SF/F/UTIL,MIA,25.54%,0.01%,1.04%,6.56%,6.86%,$-0.38
rj barrett,SF/SG/G/F/UTIL,TOR,27.01%,0.01%,1.03%,37.6%,27.62%,$-0.41
cason wallace,PG/SG/G/UTIL,OKC,25.1%,0.01%,1.05%,0.51%,0.4%,$-0.41
isaiah stewart,C/UTIL,DET,22.16%,0.01%,0.94%,0.4%,0.74%,$-0.45
bradley beal,SF/SG/G/F/UTIL,PHX,26.09%,0.01%,1.01%,17.51%,10.88%,$-0.47
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,26.38%,0.01%,1.02%,17.22%,10.71%,$-0.47
de'andre hunter,PF/SF/F/UTIL,CLE,24.56%,0.01%,0.99%,8.11%,6.13%,$-0.48
darius garland,PG/G/UTIL,CLE,24.31%,0.01%,1.0%,10.8%,13.31%,$-0.49
jose alvarado,PG/G/UTIL,NOP,25.25%,0.01%,0.98%,11.9%,13.6%,$-0.5
cade cunningham,PG/G/UTIL,DET,25.49%,0.01%,1.0%,16.39%,22.19%,$-0.5
ty jerome,PG/G/UTIL,CLE,23.17%,0.01%,0.97%,2.86%,3.75%,$-0.51
tim hardaway jr.,SF/SG/G/F/UTIL,DET,25.21%,0.01%,0.98%,4.6%,2.58%,$-0.52
de'aaron fox,PG/SG/G/UTIL,SAS,24.42%,0.01%,0.97%,7.93%,7.43%,$-0.53
evan mobley,C/PF/F/UTIL,CLE,25.38%,0.01%,0.97%,17.71%,16.85%,$-0.54
cj mccollum,PG/G/UTIL,NOP,23.98%,0.01%,0.93%,1.99%,2.6%,$-0.55
brandon clarke,C/PF/F/UTIL,MEM,22.81%,0.01%,0.93%,0.96%,0.63%,$-0.56
isaiah hartenstein,C/UTIL,OKC,22.52%,0.01%,0.9%,1.06%,1.54%,$-0.56
