Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4649272436,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Scottie Barnes (37770039),Payton Pritchard (37770208),RJ Barrett (37770118),De'Andre Hunter (37770269),Neemias Queta (37770755),Donovan Mitchell (37770066),Kelly Olynyk (37770294),Alperen Sengun (37770052)
4649272437,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Cole Anthony (37770201),Payton Pritchard (37770208),Jaylen Brown (37770094),Jayson Tatum (37770012),Wendell Carter Jr. (37770226),Bradley Beal (37770150),Kelly Olynyk (37770294),Devin Vassell (37770166)
4649272438,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Payton Pritchard (37770208),Bradley Beal (37770150),Jayson Tatum (37770012),Tari Eason (37770190),Jarrett Allen (37770161),Stephen Curry (37770033),Vince Williams Jr. (37770467),Buddy Hield (37770334)
4649272439,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Payton Pritchard (37770208),Max Strus (37770286),Jayson Tatum (37770012),Jaren Jackson Jr. (37770099),Neemias Queta (37770755),Brandin Podziemski (37770175),Naji Marshall (37770265),Zion Williamson (37770048)
4649272440,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Cole Anthony (37770201),Damion Baugh (37770458),Sam Hauser (37770402),Jayson Tatum (37770012),Alperen Sengun (37770052),Jose Alvarado (37770193),Keldon Johnson (37770235),Jaren Jackson Jr. (37770099)
4649272441,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Payton Pritchard (37770208),Moses Moody (37770253),RJ Barrett (37770118),Jaren Jackson Jr. (37770099),Neemias Queta (37770755),Ty Jerome (37770281),Franz Wagner (37770036),Alperen Sengun (37770052)
4649272442,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Payton Pritchard (37770208),De'Aaron Fox (37770044),Jimmy Butler (37770090),Paolo Banchero (37770063),Neemias Queta (37770755),Vince Williams Jr. (37770467),Kelly Olynyk (37770294),Alperen Sengun (37770052)
4649272443,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Jose Alvarado (37770193),Payton Pritchard (37770208),Jayson Tatum (37770012),Jaren Jackson Jr. (37770099),Neemias Queta (37770755),Brandin Podziemski (37770175),Jimmy Butler (37770090),Kelly Olynyk (37770294)
4649272444,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Brandin Podziemski (37770175),RJ Barrett (37770118),Sam Hauser (37770402),Giannis Antetokounmpo (37769998),Alperen Sengun (37770052),Moses Moody (37770253),Kelly Olynyk (37770294),Damion Baugh (37770458)
4649272445,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Brandin Podziemski (37770175),Vince Williams Jr. (37770467),Sam Hauser (37770402),Jaren Jackson Jr. (37770099),Neemias Queta (37770755),Bradley Beal (37770150),Zion Williamson (37770048),Giannis Antetokounmpo (37769998)
