Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4662599772,NBA $30K Sharpshooter [$5K to 1st],174717192,$3,Jared Butler (38047188),AJ Lawson (38047276),Vince Williams Jr. (38047307),Miles Bridges (38046903),Onyeka Okongwu (38046977),Trae Young (38046855),John Collins (38046999),Andre Drummond (38047063)
4662599773,NBA $30K Sharpshooter [$5K to 1st],174717192,$3,Ja Morant (38046871),Jared Butler (38047188),Klay Thompson (38047011),Naji Marshall (38046946),Andre Drummond (38047063),Jared Rhoden (38047408),John Collins (38046999),Onyeka Okongwu (38046977)
4662599774,NBA $30K Sharpshooter [$5K to 1st],174717192,$3,Jared Butler (38047188),Jared Rhoden (38047408),Jayson Tatum (38046844),Chris Boucher (38047411),Jakob Poeltl (38047034),Jamal Shead (38047196),John Collins (38046999),Shai Gilgeous-Alexander (38046841)
4662599775,NBA $30K Sharpshooter [$5K to 1st],174717192,$3,Jamal Shead (38047196),Jared Rhoden (38047408),Jayson Tatum (38046844),Miles Bridges (38046903),Andre Drummond (38047063),Collin Sexton (38047052),Kessler Edwards (38047208),Naji Marshall (38046946)
4662599776,NBA $30K Sharpshooter [$5K to 1st],174717192,$3,Jamal Shead (38047196),Jared Rhoden (38047408),Jaylen Brown (38046885),Miles Bridges (38046903),Jakob Poeltl (38047034),AJ Lawson (38047276),Naji Marshall (38046946),Onyeka Okongwu (38046977)
4662599777,NBA $30K Sharpshooter [$5K to 1st],174717192,$3,Shai Gilgeous-Alexander (38046841),AJ Lawson (38047276),Naji Marshall (38046946),Chris Boucher (38047411),Andre Drummond (38047063),Jared Rhoden (38047408),John Collins (38046999),Ivica Zubac (38046915)
4662599778,NBA $30K Sharpshooter [$5K to 1st],174717192,$3,James Harden (38046852),Jared Butler (38047188),Vince Williams Jr. (38047307),Miles Bridges (38046903),Isaiah Hartenstein (38046979),Jared Rhoden (38047408),John Collins (38046999),Jakob Poeltl (38047034)
4662599779,NBA $30K Sharpshooter [$5K to 1st],174717192,$3,Jamal Shead (38047196),AJ Lawson (38047276),Jayson Tatum (38046844),Naji Marshall (38046946),Brandon Clarke (38047251),Collin Sexton (38047052),Jamison Battle (38047427),Trae Young (38046855)
4662599780,NBA $30K Sharpshooter [$5K to 1st],174717192,$3,Trae Young (38046855),Jared Rhoden (38047408),Jamison Battle (38047427),Chris Boucher (38047411),Ivica Zubac (38046915),Devin Booker (38046874),Naji Marshall (38046946),Zach Edey (38047115)
4662599781,NBA $30K Sharpshooter [$5K to 1st],174717192,$3,Shai Gilgeous-Alexander (38046841),Jared Butler (38047188),Jamison Battle (38047427),Naji Marshall (38046946),Zach Edey (38047115),Ja Morant (38046871),Vince Williams Jr. (38047307),Collin Sexton (38047052)
