PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
D'Angelo Russell (38137841),Dalton Knecht (38137862),Jordan Goodwin (38137939),Markieff Morris (38138124),Nic Claxton (38137848),Shake Milton (38138036),Giannis Antetokounmpo (38137722),Karl-Anthony Towns (38137730),300.34000000000003,292.57,396.7,49900,0.25%,10.85%,914.1%,72.75%,318.0,$27.4,LAL 4,BKN 2,generated,1
D'Angelo Russell (38137841),Dalton Knecht (38137862),Jordan Goodwin (38137939),Jonathan Kuminga (38137874),Nic Claxton (38137848),Shake Milton (38138036),Giannis Antetokounmpo (38137722),Nikola Vucevic (38137809),289.56,282.07,386.83,49800,0.21%,7.43%,688.3%,55.89%,256.07,$20.6,LAL 3,BKN 2,generated,1
D'Angelo Russell (38137841),Jordan Goodwin (38137939),Dalton Knecht (38137862),Jonathan Kuminga (38137874),Karl-Anthony Towns (38137730),Shake Milton (38138036),Markieff Morris (38138124),Giannis Antetokounmpo (38137722),296.9,289.98999999999995,394.67,49600,0.13%,8.6%,567.5%,67.52%,311.9,$17.0,LAL 4,BKN 1,generated,1
Immanuel Quickley (38137815),Dalton Knecht (38137862),Josh Giddey (38137761),Jonathan Kuminga (38137874),Jonas Valanciunas (38137800),Damian Lillard (38137758),Markieff Morris (38138124),Jordan Goodwin (38137939),278.96000000000004,272.19,371.85,50000,0.18%,5.38%,536.6%,42.32%,200.49,$16.1,LAL 3,TOR 1,generated,1
Josh Giddey (38137761),Dalton Knecht (38137862),Ziaire Williams (38137924),Pascal Siakam (38137773),Karl-Anthony Towns (38137730),Jordan Goodwin (38137939),Jonathan Kuminga (38137874),Markieff Morris (38138124),290.23,281.79999999999995,380.9100000000001,49900,0.13%,7.09%,509.4%,57.1%,251.14,$15.3,LAL 3,CHI 1,generated,1
Josh Giddey (38137761),Mikal Bridges (38137827),Scottie Barnes (38137766),Markieff Morris (38138124),Nic Claxton (38137848),Shake Milton (38138036),Jordan Goodwin (38137939),Karl-Anthony Towns (38137730),286.18,277.72,378.14000000000004,50000,0.14%,6.04%,482.1%,50.94%,242.62,$14.5,LAL 3,NYK 2,generated,1
D'Angelo Russell (38137841),Ziaire Williams (38137924),Josh Giddey (38137761),Giannis Antetokounmpo (38137722),Jonas Valanciunas (38137800),Shake Milton (38138036),Markieff Morris (38138124),Jordan Goodwin (38137939),286.18000000000006,276.93,386.63,49700,0.14%,5.74%,478.0%,51.17%,248.34,$14.3,LAL 3,BKN 2,generated,1
Malik Monk (38137796),Gabe Vincent (38137976),Josh Hart (38137792),Markieff Morris (38138124),Nic Claxton (38137848),Jordan Goodwin (38137939),Josh Giddey (38137761),Jonas Valanciunas (38137800),285.05,277.04,370.73,49800,0.13%,5.92%,467.6%,49.74%,234.04,$14.0,LAL 3,SAC 2,generated,1
D'Angelo Russell (38137841),Bennedict Mathurin (38137886),Josh Hart (38137792),Markieff Morris (38138124),Karl-Anthony Towns (38137730),Jordan Goodwin (38137939),Dalton Knecht (38137862),Jonas Valanciunas (38137800),289.05,284.08,378.18000000000006,49600,0.14%,6.29%,462.8%,55.61%,269.2,$13.9,LAL 3,NYK 2,generated,1
Stephen Curry (38137737),Jordan Goodwin (38137939),Dalton Knecht (38137862),Draymond Green (38137820),Nic Claxton (38137848),Shake Milton (38138036),Giannis Antetokounmpo (38137722),Markieff Morris (38138124),291.75000000000006,282.0,384.62,49900,0.1%,6.61%,450.0%,60.16%,271.12,$13.5,LAL 4,GSW 2,generated,1
Josh Giddey (38137761),Dalton Knecht (38137862),Jordan Goodwin (38137939),Jonathan Kuminga (38137874),Nikola Vucevic (38137809),Shake Milton (38138036),Markieff Morris (38138124),Giannis Antetokounmpo (38137722),291.86,283.98999999999995,389.03000000000003,49700,0.09%,6.66%,449.4%,59.29%,270.16,$13.5,LAL 4,CHI 2,generated,1
Damian Lillard (38137758),Bennedict Mathurin (38137886),Jordan Goodwin (38137939),Jonathan Kuminga (38137874),Jonas Valanciunas (38137800),Shake Milton (38138036),Markieff Morris (38138124),Giannis Antetokounmpo (38137722),283.56,277.28000000000003,383.49999999999994,49900,0.12%,5.43%,441.5%,47.44%,231.04000000000002,$13.2,LAL 3,MIL 2,generated,1
D'Angelo Russell (38137841),Bennedict Mathurin (38137886),Jordan Goodwin (38137939),Giannis Antetokounmpo (38137722),Nic Claxton (38137848),Gabe Vincent (38137976),Markieff Morris (38138124),Stephen Curry (38137737),289.52,277.0,382.62999999999994,49600,0.1%,6.1%,419.4%,56.56%,247.92000000000002,$12.6,LAL 3,BKN 2,generated,1
Shake Milton (38138036),Ziaire Williams (38137924),Dalton Knecht (38137862),Jonathan Kuminga (38137874),Day'Ron Sharpe (38137962),Jordan Goodwin (38137939),Giannis Antetokounmpo (38137722),Karl-Anthony Towns (38137730),289.40000000000003,285.21,387.2699999999999,49900,0.1%,6.01%,410.2%,56.04%,286.04,$12.3,LAL 3,BKN 2,generated,1
D'Angelo Russell (38137841),Jordan Goodwin (38137939),Josh Hart (38137792),Jonathan Kuminga (38137874),Karl-Anthony Towns (38137730),Shake Milton (38138036),Markieff Morris (38138124),LaMelo Ball (38137732),286.64,281.91999999999996,379.55,49800,0.11%,5.54%,399.1%,51.98%,265.72,$12.0,LAL 3,NYK 2,generated,1
Shake Milton (38138036),Dalton Knecht (38137862),Josh Hart (38137792),Pascal Siakam (38137773),Nic Claxton (38137848),Jordan Goodwin (38137939),Scottie Barnes (38137766),Jonathan Kuminga (38137874),281.59000000000003,276.54999999999995,370.23,50000,0.11%,5.0%,396.6%,45.34%,236.68,$11.9,LAL 3,NYK 1,generated,1
D'Angelo Russell (38137841),Malik Monk (38137796),Jordan Goodwin (38137939),Josh Hart (38137792),Karl-Anthony Towns (38137730),Shake Milton (38138036),Markieff Morris (38138124),Nikola Vucevic (38137809),293.09000000000003,288.86,381.35999999999996,49800,0.07%,6.96%,388.9%,61.48%,281.84000000000003,$11.7,LAL 3,NYK 2,generated,1
Shake Milton (38138036),Mikal Bridges (38137827),Bennedict Mathurin (38137886),Giannis Antetokounmpo (38137722),Nic Claxton (38137848),Jordan Goodwin (38137939),Markieff Morris (38138124),Karl-Anthony Towns (38137730),294.05,285.84,387.7,49900,0.08%,6.52%,387.0%,63.78%,274.12,$11.6,LAL 3,NYK 2,generated,1
Stephen Curry (38137737),Jordan Goodwin (38137939),Dalton Knecht (38137862),Jonathan Kuminga (38137874),Nic Claxton (38137848),Shake Milton (38138036),Giannis Antetokounmpo (38137722),Markieff Morris (38138124),289.93,279.40999999999997,385.63,49100,0.09%,6.19%,384.9%,56.78%,272.35,$11.5,LAL 4,GSW 2,generated,1
Josh Giddey (38137761),Jordan Goodwin (38137939),Josh Hart (38137792),Jonathan Kuminga (38137874),Day'Ron Sharpe (38137962),Shake Milton (38138036),Markieff Morris (38138124),Giannis Antetokounmpo (38137722),285.74,277.72999999999996,384.56,49400,0.11%,5.17%,384.8%,50.37%,239.59000000000003,$11.5,LAL 3,CHI 1,generated,1
D'Angelo Russell (38137841),Gabe Vincent (38137976),Josh Giddey (38137761),Markieff Morris (38138124),Nikola Vucevic (38137809),Damian Lillard (38137758),Jordan Goodwin (38137939),DeMar DeRozan (38137780),283.99,276.43,368.99999999999994,50000,0.12%,5.05%,368.7%,47.74%,217.42,$11.1,LAL 3,CHI 2,generated,1
Shake Milton (38138036),Gabe Vincent (38137976),Jordan Goodwin (38137939),Pascal Siakam (38137773),Nic Claxton (38137848),Dalton Knecht (38137862),Jonathan Kuminga (38137874),Giannis Antetokounmpo (38137722),288.34000000000003,281.82,379.05,49500,0.09%,5.25%,366.7%,54.82%,285.96000000000004,$11.0,LAL 4,IND 1,generated,1
