Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
kevon looney,C/UTIL,GSW,28.53%,0.01%,1.57%,4.93%,9.27%,$0.83
jonathan isaac,C/PF/F/UTIL,ORL,28.48%,0.01%,1.55%,4.8%,3.39%,$0.79
buddy hield,SG/G/UTIL,GSW,29.84%,0.01%,1.45%,17.19%,20.22%,$0.43
trae young,PG/G/UTIL,ATL,30.77%,0.01%,1.44%,16.63%,22.9%,$0.4
stephen curry,PG/G/UTIL,GSW,30.24%,0.01%,1.36%,21.6%,30.14%,$0.24
richaun holmes,C/UTIL,WAS,28.03%,0.01%,1.26%,11.82%,23.36%,$0.05
onyeka okongwu,C/UTIL,ATL,26.19%,0.01%,1.22%,6.96%,12.71%,$-0.01
nikola jokic,C/UTIL,DEN,25.77%,0.01%,1.3%,8.91%,23.72%,$-0.03
deandre ayton,C/UTIL,POR,26.5%,0.01%,1.14%,2.34%,4.15%,$-0.07
nikola vucevic,C/UTIL,CHI,26.97%,0.01%,1.19%,7.2%,13.79%,$-0.07
naz reid,C/PF/F/UTIL,MIN,28.82%,0.01%,1.19%,21.56%,19.24%,$-0.08
karl-anthony towns,C/UTIL,NYK,26.6%,0.01%,1.18%,6.88%,14.5%,$-0.09
justin champagnie,PF/F/UTIL,WAS,27.89%,0.01%,1.2%,32.52%,42.07%,$-0.1
isaiah hartenstein,C/UTIL,OKC,26.88%,0.01%,1.17%,7.63%,13.61%,$-0.1
aaron wiggins,PF/SF/F/UTIL,OKC,27.62%,0.01%,1.17%,25.53%,17.78%,$-0.16
jalen smith,C/UTIL,CHI,23.57%,0.01%,1.05%,0.77%,1.53%,$-0.18
mike conley,PG/G/UTIL,MIN,25.66%,0.01%,1.1%,4.25%,5.69%,$-0.23
jalen williams,PF/SF/F/UTIL,OKC,26.8%,0.01%,1.1%,14.77%,11.05%,$-0.27
shai gilgeous-alexander,PG/G/UTIL,OKC,25.49%,0.01%,1.12%,11.66%,11.06%,$-0.28
kristaps porzingis,C/UTIL,BOS,23.32%,0.01%,1.04%,1.84%,3.4%,$-0.28
