Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Payton Pritchard,PG/SG/G/UTIL,BOS,28.74,8.77,35.26%,1.18%,32.36%,10.0%,$1.72,48
Jakob Poeltl,C/UTIL,TOR,19.16,10.42,55.53%,0.0%,0.01%,10.0%,$1.14,48
Jaylen Brown,SF/SG/G/F/UTIL,BOS,41.32,10.7,37.85%,3.36%,9.65%,10.0%,$0.66,48
LeBron James,PF/SF/F/UTIL,LAL,51.31,17.39,25.72%,1.62%,18.59%,10.0%,$0.51,48
Jalen Green,SG/G/UTIL,HOU,38.02,10.65,29.0%,1.79%,6.41%,10.0%,$0.22,48
Neemias Queta,C/UTIL,BOS,17.55,9.11,35.6%,1.25%,16.68%,10.0%,$-0.08,48
Kristaps Porzingis,C/UTIL,BOS,42.89,12.27,40.12%,1.21%,13.62%,10.0%,$-0.47,48
Sandro Mamukelashvili,C/PF/F/UTIL,SAS,21.67,10.77,35.08%,2.53%,3.81%,10.0%,$-0.50,48
Wendell Carter Jr.,C/UTIL,ORL,27.56,9.87,30.19%,1.24%,1.93%,10.0%,$-0.51,48
Tari Eason,PF/F/UTIL,HOU,29.35,10.74,30.51%,1.5%,4.18%,10.0%,$-0.56,48
Cole Anthony,PG/SG/G/UTIL,ORL,27.3,10.35,34.98%,2.04%,5.93%,10.0%,$-0.59,48
Seth Curry,SG/G/UTIL,CHA,14.2,6.69,44.67%,0.72%,1.33%,10.0%,$-0.64,48
Gui Santos,PF/F/UTIL,GSW,16.97,7.26,47.13%,0.0%,1.19%,10.0%,$-0.80,48
Jonathan Isaac,C/PF/F/UTIL,ORL,15.35,8.3,43.48%,0.01%,1.89%,10.0%,$-0.93,48
Zion Williamson,PF/SF/F/UTIL,NOP,42.41,19.72,26.28%,1.79%,10.69%,10.0%,$-0.96,48
Mason Plumlee,C/UTIL,PHX,18.07,8.53,35.85%,0.77%,1.18%,10.0%,$-1.11,48
Isaac Okoro,SF/F/UTIL,CLE,12.83,5.7,39.95%,0.0%,1.1%,10.0%,$-1.16,48
Devin Booker,PG/SG/G/UTIL,PHX,45.56,12.58,25.86%,0.76%,12.33%,10.0%,$-1.24,48
Ty Jerome,PG/G/UTIL,CLE,22.69,10.62,34.68%,1.28%,3.0%,10.0%,$-1.26,48
Aaron Holiday,PG/G/UTIL,HOU,14.65,6.93,39.33%,0.0%,1.39%,10.0%,$-1.27,48
Sam Merrill,SG/G/UTIL,CLE,13.39,5.94,39.79%,0.0%,1.21%,10.0%,$-1.34,48
Jarred Vanderbilt,PF/F/UTIL,LAL,13.73,6.91,39.23%,0.0%,1.2%,10.0%,$-1.36,48
Derrick White,PG/SG/G/UTIL,BOS,34.55,7.39,35.6%,0.09%,7.27%,10.0%,$-1.38,48
Austin Reaves,PG/SG/G/UTIL,LAL,40.48,10.85,29.14%,0.95%,9.25%,10.0%,$-1.48,48
Royce O'Neale,PF/SF/F/UTIL,PHX,24.39,7.42,29.71%,0.82%,5.01%,10.0%,$-1.54,48
Moses Brown,C/UTIL,DAL,11.92,7.5,36.81%,0.01%,0.71%,10.0%,$-1.56,48
Kevin Porter Jr.,PG/G/UTIL,MIL,14.2,8.45,36.84%,0.0%,1.34%,10.0%,$-1.57,48
Moses Moody,SF/SG/G/F/UTIL,GSW,24.99,8.55,30.66%,0.85%,5.9%,10.0%,$-1.60,48
Kentavious Caldwell-Pope,SG/G/UTIL,ORL,17.96,4.76,32.91%,0.42%,2.34%,10.0%,$-1.60,48
Jayson Tatum,PF/SF/F/UTIL,BOS,50.52,14.15,33.49%,0.07%,7.36%,10.0%,$-1.61,48
AJ Green,PG/SG/G/UTIL,MIL,12.99,5.24,35.62%,0.0%,1.86%,10.0%,$-1.63,48
Gabe Vincent,PG/SG/G/UTIL,LAL,12.19,5.46,34.62%,0.0%,2.2%,10.0%,$-1.65,48
Tristan da Silva,PF/SF/F/UTIL,ORL,12.13,5.68,35.18%,0.0%,1.96%,10.0%,$-1.65,48
Jaylen Wells,SF/SG/G/F/UTIL,MEM,14.89,6.49,35.58%,0.0%,2.7%,10.0%,$-1.66,48
Naji Marshall,PF/SF/F/UTIL,DAL,23.3,9.11,31.4%,0.62%,4.41%,10.0%,$-1.67,48
Brandon Clarke,C/PF/F/UTIL,MEM,19.4,9.76,30.86%,0.46%,3.38%,10.0%,$-1.68,48
Donovan Mitchell,PG/SG/G/UTIL,CLE,40.54,13.95,27.48%,0.98%,10.34%,10.0%,$-1.69,48
Rui Hachimura,PF/SF/F/UTIL,LAL,29.81,6.77,30.81%,0.34%,6.31%,10.0%,$-1.75,48
Gary Payton II,SF/SG/G/F/UTIL,GSW,11.26,6.46,32.58%,0.0%,2.39%,10.0%,$-1.80,48
CJ McCollum,PG/G/UTIL,NOP,36.54,10.67,28.69%,0.56%,6.16%,10.0%,$-1.81,48
Dean Wade,C/PF/F/UTIL,CLE,14.5,6.15,33.67%,0.0%,1.89%,10.0%,$-1.81,48
Trey Murphy III,SF/SG/G/F/UTIL,NOP,40.29,9.99,26.8%,0.19%,11.53%,10.0%,$-1.83,48
Jimmy Butler,PF/SF/F/UTIL,GSW,38.84,12.51,26.9%,0.63%,9.16%,10.0%,$-1.84,48
Jericho Sims,C/UTIL,MIL,10.4,5.22,32.25%,0.0%,0.68%,10.0%,$-1.84,48
RJ Barrett,SF/SG/G/F/UTIL,TOR,36.4,12.05,29.88%,0.06%,13.94%,10.0%,$-1.85,48
Max Strus,SF/SG/G/F/UTIL,CLE,22.09,7.02,29.54%,0.29%,5.27%,10.0%,$-1.85,48
Wendell Moore Jr.,SG/G/UTIL,CHA,10.28,5.7,32.77%,0.0%,1.24%,10.0%,$-1.87,48
Zach Edey,C/UTIL,MEM,23.15,10.49,27.88%,0.42%,1.61%,10.0%,$-1.87,48
Jordan Hawkins,SG/G/UTIL,NOP,13.4,6.65,30.72%,0.0%,1.36%,10.0%,$-1.94,48
Paolo Banchero,PF/F/UTIL,ORL,41.96,12.8,23.57%,0.71%,7.31%,10.0%,$-1.97,48
De'Andre Hunter,PF/SF/F/UTIL,CLE,22.65,8.61,27.33%,0.44%,4.27%,10.0%,$-1.99,48
Jabari Smith Jr.,PF/F/UTIL,HOU,24.76,7.33,28.9%,0.0%,3.3%,10.0%,$-2.00,48
Bol Bol,PF/F/UTIL,PHX,14.0,8.18,30.65%,0.0%,1.3%,10.0%,$-2.00,48
Gregory Jackson,PF/SF/F/UTIL,MEM,11.83,7.09,30.12%,0.0%,1.92%,10.0%,$-2.01,48
Draymond Green,C/PF/F/UTIL,GSW,30.07,10.43,27.77%,0.29%,6.17%,10.0%,$-2.02,48
Quinten Post,C/UTIL,GSW,19.66,9.54,28.43%,0.0%,1.18%,10.0%,$-2.02,48
Jose Alvarado,PG/G/UTIL,NOP,25.02,9.58,28.65%,0.18%,3.9%,10.0%,$-2.04,48
Riley Minix,PF/F/UTIL,SAS,7.79,4.81,28.87%,0.0%,1.26%,10.0%,$-2.05,48
Bruce Brown,PG/SF/G/F/UTIL,NOP,10.98,6.08,29.23%,0.0%,2.45%,10.0%,$-2.05,48
Jonathan Mogbo,C/PF/F/UTIL,TOR,18.67,7.77,28.63%,0.0%,1.46%,10.0%,$-2.06,48
Dorian Finney-Smith,C/PF/F/UTIL,LAL,18.8,5.51,28.19%,0.0%,3.41%,10.0%,$-2.06,48
Kessler Edwards,C/PF/F/UTIL,DAL,15.8,6.68,28.72%,0.0%,1.87%,10.0%,$-2.10,48
Dillon Brooks,PF/SF/F/UTIL,HOU,22.32,6.58,27.38%,0.0%,4.32%,10.0%,$-2.11,48
Nick Smith Jr.,SF/SG/G/F/UTIL,CHA,25.01,6.98,27.01%,0.11%,6.23%,10.0%,$-2.13,48
Jaxson Hayes,C/UTIL,LAL,22.51,8.67,26.59%,0.38%,1.61%,10.0%,$-2.13,48
Luke Kennard,PG/SG/G/UTIL,MEM,17.3,7.66,27.91%,0.0%,3.41%,10.0%,$-2.15,48
Max Christie,SF/SG/G/F/UTIL,DAL,23.73,7.07,27.01%,0.0%,6.12%,10.0%,$-2.15,48
Ochai Agbaji,PF/SF/F/UTIL,TOR,13.64,6.02,28.18%,0.0%,0.44%,10.0%,$-2.16,48
Yves Missi,C/UTIL,NOP,21.76,8.94,26.27%,0.0%,1.48%,10.0%,$-2.17,48
Keldon Johnson,PF/SF/F/UTIL,SAS,23.6,10.15,25.89%,0.23%,4.48%,10.0%,$-2.18,48
Orlando Robinson,C/UTIL,TOR,16.93,8.19,27.7%,0.0%,1.28%,10.0%,$-2.20,48
PJ Washington,C/PF/F/UTIL,DAL,36.17,9.51,26.56%,0.0%,7.71%,10.0%,$-2.20,48
Franz Wagner,SF/F/UTIL,ORL,42.41,13.1,22.91%,0.2%,7.71%,10.0%,$-2.20,48
Jusuf Nurkic,C/UTIL,CHA,24.32,12.23,25.71%,0.29%,1.87%,10.0%,$-2.21,48
Luka Doncic,PG/G/UTIL,LAL,51.84,17.99,21.67%,0.41%,18.7%,10.0%,$-2.21,48
Jared Rhoden,SG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.01%,10.0%,$-2.24,48
JD Davison,PG/G/UTIL,BOS,0,0.0,0.0%,0.0%,0.01%,10.0%,$-2.24,48
AJ Lawson,PG/SG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.01%,10.0%,$-2.24,48
Moussa Diabate,C/UTIL,CHA,22.38,10.12,25.89%,0.0%,1.47%,10.0%,$-2.26,48
Evan Mobley,C/PF/F/UTIL,CLE,41.59,14.18,24.37%,0.11%,9.22%,10.0%,$-2.29,48
Scottie Barnes,PG/SF/G/F/UTIL,TOR,40.88,13.37,25.05%,0.0%,1.74%,10.0%,$-2.31,48
De'Aaron Fox,PG/SG/G/UTIL,SAS,42.24,13.26,22.96%,0.34%,11.33%,10.0%,$-2.31,48
Spencer Dinwiddie,PG/G/UTIL,DAL,12.14,6.5,26.89%,0.0%,1.33%,10.0%,$-2.32,48
Dalton Knecht,SF/SG/G/F/UTIL,LAL,9.46,5.28,25.84%,0.0%,2.38%,10.0%,$-2.33,48
Elfrid Payton,PG/G/UTIL,CHA,15.28,6.83,24.9%,0.0%,2.14%,10.0%,$-2.34,48
Nick Richards,C/UTIL,PHX,23.2,10.72,23.85%,0.07%,1.79%,10.0%,$-2.37,48
Kevon Looney,C/UTIL,GSW,16.52,9.37,23.37%,0.0%,1.19%,10.0%,$-2.39,48
Brook Lopez,C/UTIL,MIL,26.4,7.39,23.17%,0.01%,2.14%,10.0%,$-2.39,48
Amen Thompson,PG/SF/G/F/UTIL,HOU,40.53,10.66,21.83%,0.24%,12.59%,10.0%,$-2.39,48
Gradey Dick,SG/G/UTIL,TOR,16.96,7.07,24.05%,0.0%,1.41%,10.0%,$-2.43,48
Buddy Hield,SF/SG/G/F/UTIL,GSW,17.47,8.04,22.57%,0.0%,5.05%,10.0%,$-2.43,48
Grayson Allen,SF/SG/G/F/UTIL,PHX,21.19,7.48,22.9%,0.0%,5.62%,10.0%,$-2.44,48
Klay Thompson,SF/SG/G/F/UTIL,DAL,22.42,8.99,23.52%,0.0%,6.39%,10.0%,$-2.46,48
Kyle Kuzma,PF/SF/F/UTIL,MIL,31.74,8.63,23.0%,0.09%,7.77%,10.0%,$-2.47,48
Chris Paul,PG/G/UTIL,SAS,24.12,10.01,22.47%,0.0%,4.12%,10.0%,$-2.49,48
Dante Exum,SF/SG/G/F/UTIL,DAL,14.86,7.43,22.46%,0.08%,4.43%,10.0%,$-2.50,48
Miles Bridges,PF/F/UTIL,CHA,38.5,13.51,21.81%,0.08%,6.31%,10.0%,$-2.53,48
Taurean Prince,SG/G/UTIL,MIL,16.83,5.66,22.17%,0.0%,2.5%,10.0%,$-2.53,48
Ja'Kobe Walter,SF/SG/G/F/UTIL,TOR,10.24,5.49,25.85%,0.0%,0.17%,10.0%,$-2.54,48
Immanuel Quickley,PG/G/UTIL,TOR,26.64,11.32,20.81%,0.01%,4.54%,10.0%,$-2.55,48
Kevin Durant,C/PF/F/UTIL,PHX,43.99,11.48,21.13%,0.13%,11.97%,10.0%,$-2.55,48
Tyus Jones,PG/G/UTIL,PHX,14.4,7.23,21.54%,0.0%,2.48%,10.0%,$-2.56,48
Devin Vassell,SF/SG/G/F/UTIL,SAS,25.94,9.36,21.85%,0.0%,7.46%,10.0%,$-2.56,48
Gary Trent Jr.,SF/SG/G/F/UTIL,MIL,15.29,6.59,20.95%,0.0%,4.01%,10.0%,$-2.59,48
Bismack Biyombo,C/UTIL,SAS,17.92,8.17,21.75%,0.0%,1.32%,10.0%,$-2.63,48
Harrison Barnes,PF/SF/F/UTIL,SAS,21.8,8.28,20.62%,0.0%,5.11%,10.0%,$-2.67,48
Jae'Sean Tate,PF/SF/F/UTIL,HOU,7.56,4.38,20.55%,0.0%,1.98%,10.0%,$-2.67,48
Jeremy Sochan,C/PF/F/UTIL,SAS,26.81,10.13,19.4%,0.0%,6.67%,10.0%,$-2.74,48
Kyrie Irving,PG/G/UTIL,DAL,40.97,11.64,18.86%,0.0%,8.51%,10.0%,$-2.75,48
Ryan Rollins,PG/G/UTIL,MIL,6.28,3.98,19.32%,0.0%,1.23%,10.0%,$-2.75,48
Goga Bitadze,C/UTIL,ORL,19.51,10.4,19.34%,0.0%,1.71%,10.0%,$-2.76,48
Jeremiah Robinson-Earl,C/PF/F/UTIL,NOP,7.62,4.64,18.41%,0.0%,1.68%,10.0%,$-2.79,48
Gary Harris,SF/SG/G/F/UTIL,ORL,5.65,2.9,18.25%,0.0%,2.49%,10.0%,$-2.81,48
Jamal Shead,PG/G/UTIL,TOR,8.62,5.07,18.88%,0.0%,0.1%,10.0%,$-2.83,48
Julian Champagnie,SF/SG/G/F/UTIL,SAS,9.37,5.4,18.07%,0.0%,2.44%,10.0%,$-2.86,48
Damian Lillard,PG/G/UTIL,MIL,41.46,12.15,17.11%,0.02%,9.09%,10.0%,$-2.89,48
Josh Green,PF/SF/F/UTIL,CHA,16.98,5.13,16.82%,0.0%,3.95%,10.0%,$-2.92,48
Giannis Antetokounmpo,C/PF/F/UTIL,MIL,51.5,21.63,16.13%,0.05%,26.68%,10.0%,$-2.93,48
Anthony Black,PG/G/UTIL,ORL,13.75,7.11,16.58%,0.0%,2.91%,10.0%,$-2.94,48
Xavier Tillman,C/PF/F/UTIL,BOS,0,0.0,14.04%,0.0%,0.04%,10.0%,$-3.02,48
Steven Adams,C/UTIL,HOU,9.32,5.87,15.72%,0.0%,0.68%,10.0%,$-3.03,48
Mark Williams,C/UTIL,CHA,33.85,13.68,14.92%,0.0%,3.66%,10.0%,$-3.04,48
David Duke Jr.,SG/G/UTIL,SAS,0,0.0,15.04%,0.0%,1.21%,10.0%,$-3.06,48
Stephon Castle,PG/SG/G/UTIL,SAS,21.46,10.56,14.25%,0.0%,5.55%,10.0%,$-3.09,48
Emoni Bates,PG/G/UTIL,CLE,0,0.0,14.49%,0.0%,1.21%,10.0%,$-3.12,48
Maxi Kleber,PF/F/UTIL,LAL,0,0.0,14.14%,0.0%,1.08%,10.0%,$-3.12,48
Jordan McLaughlin,PG/G/UTIL,SAS,0,0.0,14.29%,0.0%,1.18%,10.0%,$-3.13,48
Mac McClung,PG/G/UTIL,ORL,0,0.0,14.04%,0.0%,1.26%,10.0%,$-3.13,48
Blake Wesley,PG/G/UTIL,SAS,0,0.0,14.08%,0.0%,1.05%,10.0%,$-3.13,48
Monte Morris,PG/G/UTIL,PHX,0,0.0,13.07%,0.0%,1.3%,10.0%,$-3.17,48
Kevin Knox II,PF/SF/F/UTIL,GSW,0,0.0,13.27%,0.0%,1.68%,10.0%,$-3.17,48
Yuki Kawamura,PG/G/UTIL,MEM,0,0.0,13.48%,0.0%,1.33%,10.0%,$-3.18,48
Harrison Ingram,PF/SF/F/UTIL,SAS,0,0.0,12.66%,0.0%,1.89%,10.0%,$-3.20,48
Cory Joseph,PG/G/UTIL,ORL,0,0.0,12.54%,0.0%,1.19%,10.0%,$-3.21,48
Luke Travers,SF/F/UTIL,CLE,0,0.0,12.6%,0.0%,1.15%,10.0%,$-3.21,48
Reed Sheppard,PG/SG/G/UTIL,HOU,0,0.0,12.61%,0.0%,1.83%,10.0%,$-3.21,48
Ethan Thompson,PG/G/UTIL,ORL,0,0.0,12.7%,0.0%,1.27%,10.0%,$-3.21,48
Stanley Umude,SG/G/UTIL,MIL,0,0.0,12.83%,0.0%,1.23%,10.0%,$-3.22,48
Cam Spencer,SG/G/UTIL,MEM,0,0.0,12.22%,0.0%,1.17%,10.0%,$-3.23,48
John Konchar,SF/F/UTIL,MEM,0,0.0,12.23%,0.0%,1.27%,10.0%,$-3.23,48
Javonte Green,PF/SF/F/UTIL,CLE,0,0.0,12.79%,0.0%,1.88%,10.0%,$-3.24,48
Andre Jackson Jr.,SF/SG/G/F/UTIL,MIL,0,0.0,12.44%,0.0%,2.52%,10.0%,$-3.24,48
Caleb Houstan,PF/SF/F/UTIL,ORL,0,0.0,12.6%,0.0%,1.97%,10.0%,$-3.24,48
Tre Mann,PG/G/UTIL,CHA,0,0.0,12.46%,0.0%,1.36%,10.0%,$-3.24,48
Jackson Rowe,PF/SF/F/UTIL,GSW,0,0.0,12.82%,0.0%,1.97%,10.0%,$-3.24,48
Jamal Cain,SF/F/UTIL,NOP,0,0.0,12.62%,0.0%,1.1%,10.0%,$-3.24,48
Tristan Thompson,C/UTIL,CLE,0,0.0,11.65%,0.0%,0.55%,10.0%,$-3.25,48
TyTy Washington Jr.,PG/G/UTIL,PHX,0,0.0,12.65%,0.0%,1.12%,10.0%,$-3.25,48
Malaki Branham,SF/SG/G/F/UTIL,SAS,0,0.0,12.11%,0.0%,2.19%,10.0%,$-3.25,48
Zyon Pullin,PG/G/UTIL,MEM,0,0.0,11.96%,0.0%,1.21%,10.0%,$-3.26,48
Pat Spencer,PG/G/UTIL,GSW,0,0.0,12.03%,0.0%,1.1%,10.0%,$-3.26,48
Brandon Williams,PG/G/UTIL,DAL,0,0.0,11.99%,0.0%,1.23%,10.0%,$-3.27,48
Craig Porter Jr.,PG/G/UTIL,CLE,0,0.0,11.62%,0.0%,1.23%,10.0%,$-3.28,48
Collin Gillespie,PG/G/UTIL,PHX,0,0.0,12.03%,0.0%,1.17%,10.0%,$-3.28,48
Markieff Morris,C/PF/F/UTIL,LAL,0,0.0,11.75%,0.0%,1.76%,10.0%,$-3.29,48
Dejounte Murray,PG/G/UTIL,NOP,0,0.0,11.71%,0.0%,1.26%,10.0%,$-3.29,48
Cam Reddish,PF/SF/F/UTIL,LAL,0,0.0,11.2%,0.0%,1.81%,10.0%,$-3.30,48
Yuri Collins,PG/G/UTIL,GSW,0,0.0,10.79%,0.0%,1.26%,10.0%,$-3.32,48
Nae'Qwan Tomlin,C/UTIL,CLE,0,0.0,11.27%,0.0%,0.73%,10.0%,$-3.32,48
Keion Brooks Jr.,PF/SF/F/UTIL,NOP,0,0.0,10.19%,0.0%,1.74%,10.0%,$-3.35,48
Bobby Portis,PF/F/UTIL,MIL,0,0.0,9.97%,0.0%,1.13%,10.0%,$-3.36,48
Nate Williams,PG/SF/G/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.1%,$-3.36,48
Herbert Jones,C/UTIL,NOP,0,0.0,10.91%,0.0%,0.62%,10.0%,$-3.37,48
Oso Ighodaro,C/PF/F/UTIL,PHX,0,0.0,10.39%,0.0%,1.78%,10.0%,$-3.37,48
JT Thor,PF/F/UTIL,CLE,0,0.0,10.45%,0.0%,1.26%,10.0%,$-3.37,48
Marvin Bagley III,C/PF/F/UTIL,MEM,0,0.0,9.92%,0.0%,1.91%,10.0%,$-3.38,48
Jack McVeigh,SG/G/UTIL,HOU,0,0.0,9.17%,0.0%,1.18%,10.0%,$-3.38,48
Trevelin Queen,PG/SG/G/UTIL,ORL,0,0.0,10.1%,0.0%,1.6%,10.0%,$-3.38,48
Tyler Smith,C/PF/F/UTIL,MIL,0,0.0,10.13%,0.0%,1.93%,10.0%,$-3.39,48
Jalen Bridges,PF/SF/F/UTIL,PHX,0,0.0,9.99%,0.0%,1.92%,10.0%,$-3.39,48
Ryan Dunn,PF/SF/F/UTIL,PHX,0,0.0,9.87%,0.0%,1.82%,10.0%,$-3.41,48
Shake Milton,PG/G/UTIL,LAL,0,0.0,9.74%,0.0%,1.24%,10.0%,$-3.41,48
Brandon Miller,PF/F/UTIL,CHA,0,0.0,9.48%,0.0%,1.26%,10.0%,$-3.41,48
Antonio Reeves,SG/G/UTIL,NOP,0,0.0,9.11%,0.0%,1.12%,10.0%,$-3.44,48
Jay Huff,C/UTIL,MEM,0,0.0,9.19%,0.0%,0.68%,10.0%,$-3.44,48
Taj Gibson,C/UTIL,CHA,0,0.0,9.4%,0.0%,0.62%,10.0%,$-3.45,48
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,0,0.0,9.03%,0.0%,2.53%,10.0%,$-3.46,48
Bronny James,PG/SG/G/UTIL,LAL,0,0.0,8.93%,0.0%,2.13%,10.0%,$-3.46,48
Jaden Hardy,PG/SG/G/UTIL,DAL,0,0.0,9.18%,0.0%,1.96%,10.0%,$-3.46,48
Dwight Powell,C/UTIL,DAL,0,0.0,7.8%,0.0%,0.58%,10.0%,$-3.49,48
Scotty Pippen Jr.,PG/G/UTIL,MEM,0,0.0,8.78%,0.0%,1.24%,10.0%,$-3.49,48
Jaylon Tyson,SG/G/UTIL,CLE,0,0.0,8.2%,0.0%,1.23%,10.0%,$-3.49,48
Cody Martin,SG/G/UTIL,PHX,0,0.0,7.97%,0.0%,1.54%,10.0%,$-3.49,48
Grant Williams,C/UTIL,CHA,0,0.0,7.52%,0.0%,0.75%,10.0%,$-3.50,48
Alex Len,C/UTIL,LAL,0,0.0,8.07%,0.0%,0.67%,10.0%,$-3.51,48
Damion Lee,SG/G/UTIL,PHX,0,0.0,7.87%,0.0%,1.17%,10.0%,$-3.52,48
N'Faly Dante,C/UTIL,HOU,0,0.0,8.4%,0.0%,0.66%,10.0%,$-3.52,48
Chris Livingston,C/UTIL,MIL,0,0.0,8.09%,0.0%,0.63%,10.0%,$-3.53,48
Vasilije Micic,PG/SG/G/UTIL,PHX,0,0.0,7.8%,0.0%,2.04%,10.0%,$-3.53,48
Jett Howard,PF/SF/F/UTIL,ORL,0,0.0,7.65%,0.0%,1.86%,10.0%,$-3.53,48
DaQuan Jeffries,PF/SF/F/UTIL,CHA,0,0.0,7.79%,0.0%,1.93%,10.0%,$-3.54,48
Victor Wembanyama,C/UTIL,SAS,0,0.0,7.51%,0.0%,0.53%,10.0%,$-3.54,48
Lamar Stevens,C/UTIL,MEM,0,0.0,6.84%,0.0%,0.66%,10.0%,$-3.56,48
KJ Simpson,PG/G/UTIL,CHA,0,0.0,6.99%,0.0%,1.26%,10.0%,$-3.57,48
Liam Robbins,C/UTIL,MIL,0,0.0,6.68%,0.0%,0.62%,10.0%,$-3.57,48
Al Horford,C/PF/F/UTIL,BOS,8.4,4.9,5.96%,0.0%,0.12%,10.0%,$-3.58,48
Moritz Wagner,C/UTIL,ORL,0,0.0,7.1%,0.0%,0.57%,10.0%,$-3.59,48
Pat Connaughton,PF/SF/F/UTIL,MIL,0,0.0,6.61%,0.0%,1.92%,10.0%,$-3.59,48
Jordan Goodwin,SF/SG/G/F/UTIL,LAL,0,0.0,6.53%,0.0%,2.51%,10.0%,$-3.61,48
Jock Landale,C/UTIL,HOU,0,0.0,6.8%,0.0%,0.68%,10.0%,$-3.61,48
Kylor Kelley,C/UTIL,DAL,0,0.0,6.3%,0.0%,0.66%,10.0%,$-3.61,48
Tidjane Salaun,PF/SF/F/UTIL,CHA,0,0.0,6.56%,0.0%,1.83%,10.0%,$-3.61,48
Torrey Craig,C/PF/F/UTIL,BOS,0,0.0,6.7%,0.0%,0.28%,10.0%,$-3.62,48
Jeff Green,C/UTIL,HOU,0,0.0,6.38%,0.0%,0.77%,10.0%,$-3.62,48
Trayce Jackson-Davis,C/UTIL,GSW,0,0.0,6.34%,0.0%,0.73%,10.0%,$-3.63,48
Christian Koloko,C/UTIL,LAL,0,0.0,5.97%,0.0%,0.67%,10.0%,$-3.63,48
Caleb Martin,PF/F/UTIL,DAL,0,0.0,5.66%,0.0%,1.22%,10.0%,$-3.65,48
Cody Zeller,C/UTIL,HOU,0,0.0,6.25%,0.0%,0.58%,10.0%,$-3.65,48
Josh Okogie,PF/F/UTIL,CHA,0,0.0,5.01%,0.0%,1.32%,10.0%,$-3.69,48
Fred VanVleet,PG/G/UTIL,HOU,7.74,4.82,5.37%,0.0%,1.15%,10.0%,$-3.69,48
Cam Whitmore,SF/SG/G/F/UTIL,HOU,0,0.0,4.7%,0.0%,4.85%,10.0%,$-3.72,48
Trey Jemison,C/UTIL,LAL,0,0.0,5.2%,0.0%,0.67%,10.0%,$-3.72,48
Darius Garland,PG/G/UTIL,CLE,8.86,6.15,2.89%,0.0%,0.9%,10.0%,$-3.82,48
Jonathan Kuminga,PF/F/UTIL,GSW,0,0.0,1.47%,0.0%,1.11%,10.0%,$-3.92,48
Charles Bassey,C/UTIL,SAS,0,0.0,1.38%,0.0%,0.78%,10.0%,$-3.92,48
Anthony Davis,PF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.21%,10.0%,$-3.95,48
Dereck Lively II,C/UTIL,DAL,0,0.0,0.88%,0.0%,0.63%,10.0%,$-3.97,48
Jalen Suggs,PG/SG/G/UTIL,ORL,0,0.0,0.44%,0.0%,1.52%,10.0%,$-3.97,48
Jamison Battle,SF/F/UTIL,TOR,0,0.0,0.07%,0.0%,0.09%,10.0%,$-3.98,48
