Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
alperen sengun,C/UTIL,HOU,24.89%,0.01%,1.36%,13.8%,37.76%,$0.37
stephen curry,PG/G/UTIL,GSW,24.59%,0.01%,1.3%,13.01%,16.2%,$0.27
santi aldama,PF/F/UTIL,MEM,25.48%,0.01%,1.29%,19.75%,23.14%,$0.21
ja morant,PG/G/UTIL,MEM,25.1%,0.01%,1.28%,15.14%,17.88%,$0.18
nic claxton,C/UTIL,BKN,22.47%,0.01%,1.16%,4.0%,8.61%,$0.14
zach edey,C/UTIL,MEM,24.82%,0.01%,1.23%,14.12%,26.43%,$0.11
killian hayes,PG/G/UTIL,BKN,25.83%,0.01%,1.26%,22.97%,21.4%,$0.09
quinten post,C/UTIL,GSW,23.59%,0.01%,1.18%,8.65%,13.75%,$0.05
gregory jackson,PF/SF/F/UTIL,MEM,25.05%,0.01%,1.23%,26.56%,15.76%,$0.0
desmond bane,SG/G/UTIL,MEM,24.78%,0.01%,1.17%,16.64%,18.65%,$-0.14
keon johnson,PG/SG/G/UTIL,BKN,24.36%,0.01%,1.16%,17.55%,11.4%,$-0.18
jalen duren,C/UTIL,DET,24.03%,0.01%,1.15%,19.98%,42.63%,$-0.19
draymond green,C/UTIL,GSW,22.44%,0.01%,1.06%,4.26%,8.57%,$-0.2
ausar thompson,PF/SF/F/UTIL,DET,23.46%,0.01%,1.14%,16.74%,12.29%,$-0.21
gui santos,PF/F/UTIL,GSW,16.85%,0.0%,0.92%,0.01%,0.01%,$-0.22
jimmy butler,PF/SF/F/UTIL,GSW,23.68%,0.01%,1.13%,16.88%,14.56%,$-0.23
brandin podziemski,PG/SG/G/UTIL,GSW,24.82%,0.01%,1.14%,28.47%,20.09%,$-0.26
cameron johnson,PF/SF/F/UTIL,BKN,23.77%,0.01%,1.12%,18.28%,14.21%,$-0.3
giannis antetokounmpo,C/PF/F/UTIL,MIL,24.24%,0.01%,1.08%,29.64%,44.84%,$-0.42
stephon castle,PG/SG/G/UTIL,SAS,22.8%,0.01%,1.07%,15.74%,10.45%,$-0.43
quentin grimes,SG/G/UTIL,PHI,23.8%,0.01%,1.08%,13.21%,12.73%,$-0.43
moses brown,C/UTIL,DAL,23.56%,0.01%,1.07%,23.12%,47.52%,$-0.47
kevon looney,C/UTIL,GSW,20.75%,0.01%,0.96%,2.61%,4.4%,$-0.48
isaiah stewart,C/UTIL,DET,22.61%,0.01%,1.03%,6.51%,7.57%,$-0.49
jalen wilson,PF/SF/F/UTIL,BKN,22.74%,0.01%,1.03%,3.42%,2.09%,$-0.5
keldon johnson,PF/SF/F/UTIL,SAS,22.98%,0.01%,1.04%,20.24%,13.93%,$-0.53
moses moody,PF/SF/F/UTIL,GSW,22.41%,0.01%,1.02%,9.52%,6.12%,$-0.54
jaren jackson jr.,C/PF/F/UTIL,MEM,23.74%,0.01%,1.04%,30.32%,30.33%,$-0.55
cade cunningham,PG/G/UTIL,DET,21.74%,0.01%,1.01%,15.12%,19.26%,$-0.62
keon ellis,PG/SG/G/UTIL,SAC,22.76%,0.01%,0.99%,14.45%,8.04%,$-0.68
domantas sabonis,C/UTIL,SAC,20.21%,0.01%,0.94%,5.73%,13.83%,$-0.7
luke kennard,PG/SG/G/UTIL,MEM,21.8%,0.01%,0.96%,5.55%,3.03%,$-0.73
dennis schroder,PG/SG/G/UTIL,DET,20.62%,0.01%,0.91%,0.46%,0.22%,$-0.74
naji marshall,PF/SF/F/UTIL,DAL,22.33%,0.01%,0.97%,16.77%,11.96%,$-0.76
malik beasley,SF/SG/G/F/UTIL,DET,21.78%,0.01%,0.95%,11.52%,5.77%,$-0.8
kyle kuzma,PF/SF/F/UTIL,MIL,22.37%,0.01%,0.94%,19.92%,16.03%,$-0.84
jonas valanciunas,C/UTIL,SAC,18.77%,0.01%,0.81%,0.51%,0.83%,$-0.84
kelly oubre jr.,SF/SG/G/F/UTIL,PHI,22.86%,0.01%,0.95%,21.66%,12.52%,$-0.86
maxwell lewis,PF/SF/F/UTIL,BKN,21.59%,0.01%,0.91%,5.87%,2.35%,$-0.89
day'ron sharpe,C/UTIL,BKN,16.56%,0.01%,0.72%,0.38%,0.77%,$-0.93
de'aaron fox,PG/SG/G/UTIL,SAS,20.34%,0.01%,0.87%,8.82%,7.27%,$-0.96
jalen green,SG/G/UTIL,HOU,19.94%,0.01%,0.86%,6.85%,7.2%,$-0.97
