PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Stephon Castle (37338477),Buddy Hield (37338351),Paul George (37338105),Giannis Antetokounmpo (37338014),Onyeka Okongwu (37338359),Keaton Wallace (37338930),Scottie Barnes (37338057),Daniel Gafford (37338424),306.513671875,343.8570006517437,49700,100.00%,0,100.0%,0,143.72,$4.0,ATL 2,SAS 1,user2,1,marvalshot,4409,4611344379_2
Chris Paul (37338220),Bogdan Bogdanovic (37338369),Josh Hart (37338127),Miles Bridges (37338131),Daniel Gafford (37338424),Keaton Wallace (37338930),Trey Murphy III (37338144),Alperen Sengun (37338065),294.080625,326.7945871968432,49500,100.00%,0,150.0%,0,132.07999999999998,$6.0,ATL 2,SAS 1,user,1,marvalshot,2387,4611344380
Stephon Castle (37338477),Mikal Bridges (37338239),Bogdan Bogdanovic (37338369),Giannis Antetokounmpo (37338014),Victor Wembanyama (37338018),Keaton Wallace (37338930),Keldon Johnson (37338409),Onyeka Okongwu (37338359),301.53812500000004,339.02256033269606,49500,100.00%,0,150.0%,0,170.29999999999998,$6.0,SAS 3,ATL 3,user,1,marvalshot,2482,4611344381
Keaton Wallace (37338930),Nickeil Alexander-Walker (37338562),Jayson Tatum (37338023),Andrew Wiggins (37338228),Onyeka Okongwu (37338359),Keyonte George (37338282),Bogdan Bogdanovic (37338369),Nikola Jokic (37338012),287.3758029513889,323.43118069606254,50000,100.00%,0,100.0%,0,132.55,$4.0,ATL 3,MIN 1,user2,1,marvalshot,4424,4611344382_2
Jalen Brunson (37338088),Buddy Hield (37338351),Brice Sensabaugh (37338383),Javonte Green (37338605),Nikola Jokic (37338012),Quentin Grimes (37338318),Julius Randle (37338149),Daniel Gafford (37338424),296.363125,333.30714739287544,50000,100.00%,0,100.0%,0,109.49000000000001,$4.0,DAL 2,NYK 1,user2,1,marvalshot,4428,4611344383_2
Jalen Brunson (37338088),Mikal Bridges (37338239),Nickeil Alexander-Walker (37338562),Julius Randle (37338149),Victor Wembanyama (37338018),Keaton Wallace (37338930),Klay Thompson (37338250),Wendell Carter Jr. (37338391),306.04125,339.04300878307623,49800,100.00%,0,100.0%,0,116.57,$4.0,NYK 2,MIN 2,user1,1,marvalshot,4431,4611344384_1
Stephon Castle (37338477),Bogdan Bogdanovic (37338369),Paul George (37338105),Naji Marshall (37338314),Wendell Carter Jr. (37338391),Keaton Wallace (37338930),Scottie Barnes (37338057),Giannis Antetokounmpo (37338014),298.983671875,334.12604664006074,49900,100.00%,0,100.0%,0,152.5,$4.0,ATL 2,SAS 1,user1,1,marvalshot,4405,4611344379_1
Keaton Wallace (37338930),Buddy Hield (37338351),Josh Hart (37338127),Paolo Banchero (37338047),Daniel Gafford (37338424),Stephon Castle (37338477),Bobby Portis (37338274),Victor Wembanyama (37338018),296.970625,333.24991968190477,49800,100.00%,0,100.0%,0,137.85,$4.0,SAS 2,ATL 1,user4,1,marvalshot,4418,4611344380_4
Keaton Wallace (37338930),Mikal Bridges (37338239),Bogdan Bogdanovic (37338369),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Ja Morant (37338082),David Roddy (37338933),Alperen Sengun (37338065),301.66812500000003,340.111946248818,49800,100.00%,0,100.0%,0,153.63,$4.0,ATL 3,NYK 1,user1,1,marvalshot,4419,4611344381_1
Ja Morant (37338082),Bogdan Bogdanovic (37338369),Jayson Tatum (37338023),David Roddy (37338933),Alperen Sengun (37338065),Stephon Castle (37338477),Devin Vassell (37338234),Onyeka Okongwu (37338359),286.4958029513889,321.94738351292534,49900,100.00%,0,100.0%,0,144.76999999999998,$4.0,ATL 3,SAS 2,user,1,marvalshot,4282,4611344382
