Name,Position,Team,Site,Projection,Price,Value,Ownership,+/-,Opponent,Team Total,Game Total,min,max,lock,exclude,Projections 👉,Points,3 pointers,Rebounds,Assists,Blocks,Steals,Turnovers,Minutes,Site ID,Slate ID
Karlo Matkovic,PF/C,NOP,dk,0.00,3000,0,0,-15,PHX,110.75,223,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349638,36902610
Trey Lyles,C,SAC,dk,0.00,5000,0,0,-25,MEM,119.75,243,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845596,36902293
Vlatko Cancar,C,DEN,dk,0.00,3000,0,0,-15,CLE,114.5,232.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057007,36902826
Jusuf Nurkic,C,PHX,dk,0.00,6200,0,0,-31,NOP,112.25,223,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830642,36902171
Immanuel Quickley,PG,TOR,dk,0.00,6800,0,0,-34,OKC,108.25,227,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134175,36902148
Ousmane Dieng,C,OKC,dk,0.00,3000,0,0,-15,TOR,118.75,227,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375876,36902757
Bol Bol,PF/C,PHX,dk,0.00,3000,0,0,-15,NOP,112.25,223,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134730,36902715
Jakob Poeltl,C,TOR,dk,0.00,7400,0,0,-37,OKC,108.25,227,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844478,36902115
Pj Hall,C,DEN,dk,0.00,3000,0,0,-15,CLE,114.5,232.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232490,36902820
Jordan Mclaughlin,PG,SAC,dk,0.00,3000,0,0,-15,MEM,119.75,243,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844465,36902732
Riley Minix,PF,SAS,dk,0.00,3000,0,0,-15,CHI,119,236,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482016,36902552
Lonzo Ball,PG/SG,CHI,dk,0.00,3800,0,0,-19,SAS,117,236,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946714,36902457
Collin Gillespie,PG,PHX,dk,0.00,3000,0,0,-15,NOP,112.25,223,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070352,36902722
Grant Williams,C,CHA,dk,0.00,3000,0,0,-15,NYK,101.75,218,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949273,36902707
Alex Ducas,SF,OKC,dk,0.00,3000,0,0,-15,TOR,118.75,227,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184616,36902754
Ulrich Chomche,C,TOR,dk,0.00,3000,0,0,-15,OKC,108.25,227,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517205,36902630
Patrick Baldwin Jr,PF,WAS,dk,0.00,3000,0,0,-15,DAL,109,232,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324451,36902676
Jordan Hawkins,PG/SG,NOP,dk,0.00,4700,0,0,-23,PHX,110.75,223,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327798,36902325
Jalen Pickett,PG/SG,DEN,dk,0.00,3000,0,0,-15,CLE,114.5,232.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136567,36902822
Bruce Brown,SG/SF,TOR,dk,0.00,4700,0,0,-23,OKC,108.25,227,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941834,36902320
Tristan Vukcevic,C,WAS,dk,0.00,3000,0,0,-15,DAL,109,232,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350809,36902540
Kyle Kuzma,PF,WAS,dk,0.00,6500,0,0,-32,DAL,109,232,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844476,36902164
Corey Kispert,SG/SF,WAS,dk,0.00,4500,0,0,-22,DAL,109,232,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077554,36902361
Kevin Durant,PF/C,PHX,dk,0.00,8600,0,0,-43,NOP,112.25,223,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329525,36902058
Brandon Williams,PG,DAL,dk,0.00,3000,0,0,-15,WAS,123,232,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134688,36902792
Daquan Jeffries,PF,CHA,dk,0.00,3000,0,0,-15,NYK,101.75,218,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896184,36902704
Lamelo Ball,PG,CHA,dk,0.00,10000,0,0,-50,NYK,101.75,218,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257420,36902023
Ryan Dunn,PF,PHX,dk,0.00,3400,0,0,-17,NOP,112.25,223,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406029,36902508
Damion Lee,SG,PHX,dk,0.00,3000,0,0,-15,NOP,112.25,223,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609081,36902719
Mason Jones,SG,SAC,dk,0.00,3000,0,0,-15,MEM,119.75,243,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134017,36902740
Miles Bridges,PF,CHA,dk,0.00,6200,0,0,-31,NYK,101.75,218,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957479,36902173
Colby Jones,SG/SF,SAC,dk,0.00,3000,0,0,-15,MEM,119.75,243,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231798,36902727
Tristan Thompson,C,CLE,dk,0.00,3000,0,0,-15,DEN,118,232.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552806,36902679
Jaylon Tyson,SG/SF,CLE,dk,0.00,4000,0,0,-20,DEN,118,232.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342747,36902435
Jalen Bridges,SF,PHX,dk,0.00,3000,0,0,-15,NOP,112.25,223,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193172,36902712
David Duke Jr,SG,SAS,dk,0.00,3000,0,0,-15,CHI,119,236,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134645,36902555
Ariel Hukporti,C,NYK,dk,0.00,3000,0,0,-15,CHA,116.25,218,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350535,36902586
Mitchell Robinson,C,NYK,dk,0.00,4000,0,0,-20,CHA,116.25,218,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076265,36902430
