Position,Name + ID,PLAYER_NAME,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Visitor,Home,Opp,DK Player,SEASON_ID,PLAYER_ID,TEAM_ID,GAME_ID,GAME_DATE,MATCHUP,WL,Minutes Last Game,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FANTASY_PTS,VIDEO_AVAILABLE,GAME DATE,PLAYER,DK,PLUS MINUS,MATCH UP,W/L,TEAM,AST_CONSISTENCY,AST_CUM_AVG,AST_LAST_10_AVG,AST_LAST_3_AVG,AST_LAST_5_AVG,AST_PER_MIN,AST_TREND,AST_VS_TEAM_AVG,BLOWOUT_GAME,DAYS_REST,DK_CONSISTENCY,DK_CUM_AVG,DK_LAST_10_AVG,DK_LAST_3_AVG,DK_LAST_5_AVG,DK_TREND,DK_TREND_5,FREQ_ABOVE_20,FREQ_ABOVE_25,FREQ_ABOVE_30,GAME_DAY,IS_B2B,IS_HOME,IS_TOP_3_PROJ,LOW_MIN_TOP_PLAYER,MIN_ABOVE_20,MIN_ABOVE_25,MIN_ABOVE_30,MIN_ABOVE_AVG_STREAK,MIN_CONSISTENCY,MIN_CONSISTENCY_SCORE,MIN_CUM_AVG,MIN_LAST_10_AVG,MIN_LAST_3_AVG,MIN_LAST_5_AVG,MIN_TREND,MIN_VS_TEAM_AVG,PLUS MINUS_CONSISTENCY,PLUS MINUS_CUM_AVG,PLUS MINUS_LAST_10_AVG,PLUS MINUS_LAST_3_AVG,PLUS MINUS_LAST_5_AVG,PLUS MINUS_TREND,PLUS_MINUS_PER_MIN,PTS_ABOVE_AVG_STREAK,PTS_CONSISTENCY,PTS_CUM_AVG,PTS_LAST_10_AVG,PTS_LAST_3_AVG,PTS_LAST_5_AVG,PTS_PER_MIN,PTS_TREND,PTS_VS_TEAM_AVG,REB_CONSISTENCY,REB_CUM_AVG,REB_LAST_10_AVG,REB_LAST_3_AVG,REB_LAST_5_AVG,REB_PER_MIN,REB_TREND,REB_VS_TEAM_AVG,RECENT_IMPACT,RECENT_SCORING_EFF,ROLE_CHANGE_3_10,ROLE_CHANGE_5_10,SCORING_EFFICIENCY,TEAM_MIN_PERCENTAGE,TEAM_PROJ_RANK,WIN,Minutes,Projection,Min Minutes,Max Minutes,Original_Minutes,Predicted_Minutes,Min_Required_Minutes,injury
PG/SF,Alex Caruso (38239914),Alex Caruso,38239914,PG/SF/F/G/UTIL,4100,IND@OKC 03/29/2025 08:00PM ET,OKC,18.63,IND,OKC,IND,Alex Caruso,22024,1627936,1610612760,22401064,3/27/2025,OKC vs. MEM,W,10,2,5,0.4,2,5,0.4,0,0,0.0,1,2,3,1,0,1,0,1,6,0,14.1,1,3/27/2025,Alex Caruso,14.1,0,OKC vs. MEM,W,Oklahoma City Thunder,2.251,2.562,2.2,4.0,3.4,0.1,1,0.464,0,2,9.635,19.898,21.44,27.6,25.5,1,-0.08,0.5,0.1,0.1,147,0,1,0,0,0,0,0,0,7.475,0.396,19.229,18.9,21.333,20.4,1,0.544,13.459,5.75,0.6,9.333,9.2,1,0,0,5.442,6.917,9.5,11.667,10.8,0.6,1,0.624,1.829,2.771,2.7,4.667,4.0,0.3,1,0.867,0.387,0.568,2.433,1.5,0.6,4.184,8,1,21.0,20.28,0,48,21.0,21.0,0.0,Questionable
C,Tristan Vukcevic (38239923),Tristan Vukcevic,38239923,C/UTIL,4000,BKN@WAS 03/29/2025 07:00PM ET,WAS,15.17,BKN,WAS,BKN,Tristan Vukcevic,22024,1641774,1610612764,22401061,3/27/2025,WAS vs. IND,L,15,1,6,0.167,0,2,0.0,2,2,1.0,0,2,2,1,0,0,4,3,4,-28,3.9,1,3/27/2025,Tristan Vukcevic,3.9,-28,WAS vs. IND,L,Washington Wizards,0.949,1.0,1.3,1.333,1.6,0.067,1,0.579,1,1,14.223,15.079,22.95,19.467,20.92,1,-5.02,0.6,0.0,0.0,147,1,1,0,0,0,0,0,3,8.327,0.47,12.179,17.7,20.667,17.4,1,0.682,10.392,-2.536,-5.0,-17.333,-9.2,0,-1.867,0,6.056,7.679,11.3,10.667,10.6,0.267,1,0.404,2.915,3.25,4.5,4.0,3.6,0.133,1,0.71,-0.96,0.488,2.967,0.3,0.267,6.198,5,0,22.0,31.64,0,48,22.0,22.0,0.0,
PF,Jarred Vanderbilt (38239925),Jarred Vanderbilt,38239925,PF/F/UTIL,4000,LAL@MEM 03/29/2025 08:00PM ET,LAL,14.62,LAL,MEM,MEM,Jarred Vanderbilt,22024,1629020,1610612747,22401063,3/27/2025,LAL @ CHI,L,19,3,4,0.75,0,0,0.0,1,1,1.0,2,3,5,1,2,1,0,3,7,9,23.5,1,3/27/2025,Jarred Vanderbilt,23.5,9,LAL @ CHI,L,Los Angeles Lakers,2.058,1.321,1.7,1.667,1.2,0.053,0,0.3,0,1,11.059,15.118,13.63,15.167,12.96,0,3.96,0.2,0.1,0.0,147,1,0,0,0,0,0,0,1,5.498,0.329,16.571,16.7,15.667,15.2,0,0.715,11.567,1.643,-1.3,10.333,5.6,1,0.474,1,3.944,4.071,4.0,2.667,3.6,0.368,0,0.538,2.025,4.964,3.9,5.0,3.8,0.263,0,1.125,0.602,0.151,1.033,1.5,0.368,7.95,9,0,17.0,14.15,0,48,17.0,17.0,0.0,
PG/SG,Cason Wallace (38239919),Cason Wallace,38239919,PG/SG/G/UTIL,4000,IND@OKC 03/29/2025 08:00PM ET,OKC,20.83,IND,OKC,IND,Cason Wallace,22024,1641717,1610612760,22401064,3/27/2025,OKC vs. MEM,W,28,4,6,0.667,2,2,1.0,0,0,0.0,0,3,3,2,1,0,2,0,10,10,17.6,1,3/27/2025,Cason Wallace,17.6,10,OKC vs. MEM,W,Oklahoma City Thunder,2.406,2.5,2.7,3.0,2.0,0.071,0,0.929,0,4,8.984,22.069,25.05,23.833,24.16,1,-2.34,0.8,0.8,0.2,147,0,1,0,0,1,1,0,2,5.7,0.208,27.516,27.4,28.0,29.4,1,1.523,10.038,5.677,3.1,7.667,5.4,0,0.357,1,4.692,8.226,10.7,9.667,11.6,0.357,1,1.04,1.434,3.452,3.5,3.333,3.8,0.107,1,0.867,0.282,0.349,0.6,2.0,0.357,11.715,5,1,29.0,22.54,0,48,29.0,29.0,0.0,
PG,Jalen Hood-Schifino (38239928),Jalen Hood-schifino,38239928,PG/G/UTIL,3900,MIA@PHI 03/29/2025 07:30PM ET,PHI,14.31,MIA,PHI,MIA,Jalen Hood-Schifino,22024,1641720,1610612755,22401041,3/24/2025,PHI @ NOP,L,19,3,9,0.333,1,4,0.25,2,2,1.0,0,0,0,0,0,1,2,0,9,-27,10.0,1,3/24/2025,Jalen Hood-Schifino,10.0,-27,PHI @ NOP,L,Philadelphia 76ers,1.885,1.875,1.875,3.0,2.2,0.0,1,0.0,1,3,8.518,14.362,14.362,14.633,18.82,1,-0.42,0.375,0.25,0.125,144,0,0,0,0,0,0,0,0,9.27,0.482,19.25,19.25,22.0,24.0,1,0.712,13.255,-6.375,-6.375,-16.333,-12.0,0,-1.421,1,5.994,7.25,7.25,6.0,9.8,0.474,1,0.818,1.414,1.5,1.5,0.667,1.6,0.0,1,0.0,-0.758,0.282,2.75,4.75,0.474,7.917,8,0,20.0,14.62,0,48,20.0,20.0,0.0,Playing
PG/SG,Jaden Hardy (38239931),Jaden Hardy,38239931,PG/SG/G/UTIL,3800,DAL@CHI 03/29/2025 08:00PM ET,DAL,13.5,DAL,CHI,CHI,Jaden Hardy,22024,1630702,1610612742,22401060,3/27/2025,DAL @ ORL,W,20,7,12,0.583,5,6,0.833,3,4,0.75,0,3,3,0,0,0,0,1,22,11,25.6,1,3/27/2025,Jaden Hardy,25.6,11,DAL @ ORL,W,Dallas Mavericks,1.43,1.333,1.4,0.667,0.8,0.0,0,0.0,0,2,10.259,12.643,14.14,17.333,15.92,1,1.84,0.3,0.0,0.0,147,0,0,0,0,0,0,0,2,6.416,0.389,15.392,16.5,18.667,17.8,1,0.833,6.746,-0.039,0.8,3.667,3.8,1,0.55,2,8.854,8.471,10.2,13.667,13.0,1.1,1,2.178,1.494,1.549,1.7,1.667,1.6,0.15,1,0.75,0.172,0.687,2.167,1.3,1.1,8.333,9,1,11.0,10.38,0,48,11.0,11.0,0.0,
PF,Patrick Williams (38239940),Patrick Williams,38239940,PF/F/UTIL,3800,DAL@CHI 03/29/2025 08:00PM ET,CHI,19.59,DAL,CHI,DAL,Patrick Williams,22024,1630172,1610612741,22401063,3/27/2025,CHI vs. LAL,W,29,4,8,0.5,2,4,0.5,1,2,0.5,0,5,5,4,1,0,0,2,11,-6,26.0,1,3/27/2025,Patrick Williams,26.0,-6,CHI vs. LAL,W,Chicago Bulls,1.229,2.019,1.8,3.0,2.4,0.138,1,1.091,0,3,6.611,19.306,16.5,22.967,19.0,0,1.96,0.5,0.2,0.0,147,0,1,0,0,1,1,0,1,5.06,0.236,25.426,21.4,23.333,23.4,0,1.088,7.637,-3.519,2.1,2.0,1.2,1,-0.207,1,3.831,8.907,7.3,10.333,8.6,0.379,0,0.832,1.633,3.889,3.0,4.0,3.0,0.172,0,0.938,0.089,0.44,1.933,2.0,0.379,12.083,7,1,27.0,22.35,0,48,27.0,27.0,0.0,
SG/SF,Marcus Smart (38239935),Marcus Smart,38239935,SG/SF/F/G/UTIL,3800,BKN@WAS 03/29/2025 07:00PM ET,WAS,19.9,BKN,WAS,BKN,Marcus Smart,22024,203935,1610612764,22401039,3/24/2025,WAS vs. TOR,L,12,2,4,0.5,1,2,0.5,1,2,0.5,0,2,2,1,2,0,2,1,6,-8,13.9,1,3/24/2025,Marcus Smart,13.9,-8,WAS vs. TOR,L,Washington Wizards,1.969,3.387,3.1,2.667,3.4,0.083,1,0.5,0,2,7.978,19.674,20.69,19.4,22.78,1,-1.06,0.3,0.0,0.0,144,0,1,0,0,0,0,0,0,3.83,0.202,20.258,19.0,16.667,19.0,0,0.598,7.52,1.258,-4.9,-5.333,-4.0,0,-0.667,0,5.168,9.226,10.6,7.667,10.8,0.5,1,0.692,1.398,2.161,2.2,2.0,2.4,0.167,1,0.5,-0.442,0.403,2.333,0.0,0.5,4.979,7,0,14.0,14.17,0,48,14.0,14.0,0.0,Playing
SG/SF,Duncan Robinson (38239943),Duncan Robinson,38239943,SG/SF/F/G/UTIL,3700,MIA@PHI 03/29/2025 07:30PM ET,MIA,19.44,MIA,PHI,PHI,Duncan Robinson,22024,1629130,1610612748,22401032,3/23/2025,MIA vs. CHA,W,19,1,5,0.2,1,2,0.5,0,0,0.0,0,2,2,2,0,0,1,0,3,2,7.4,1,3/23/2025,Duncan Robinson,7.4,2,MIA vs. CHA,W,Miami Heat,1.174,2.471,1.4,1.667,1.6,0.105,0,0.741,0,2,8.591,18.103,15.28,11.7,12.8,0,-0.64,0.7,0.6,0.0,143,0,1,0,0,0,0,0,0,5.478,0.231,24.441,23.7,22.333,21.6,0,0.792,12.749,0.588,-4.1,-4.333,-8.6,0,0.105,0,6.9,10.956,10.5,7.0,8.6,0.158,0,0.246,1.35,2.279,1.4,1.0,1.0,0.105,0,0.625,-0.213,0.282,1.367,2.1,0.158,7.917,7,1,0.0,0.0,0,48,0.0,0.0,0.0,Out
C,Richaun Holmes (38239959),Richaun Holmes,38239959,C/UTIL,3600,BKN@WAS 03/29/2025 07:00PM ET,WAS,18.9,BKN,WAS,BKN,Richaun Holmes,22024,1626158,1610612764,22401061,3/27/2025,WAS vs. IND,L,13,2,5,0.4,0,0,0.0,5,6,0.833,2,1,3,1,0,0,0,1,9,-13,14.1,1,3/27/2025,Richaun Holmes,14.1,-13,WAS vs. IND,L,Washington Wizards,1.287,1.448,2.1,1.0,1.2,0.077,0,0.579,0,5,8.436,19.131,24.83,16.9,19.2,1,-4.82,0.3,0.1,0.0,147,0,1,1,1,0,0,0,0,4.547,0.231,17.828,19.7,15.333,17.2,0,0.591,10.648,-1.138,-0.4,-3.333,-1.6,0,-1,1,4.94,7.586,10.2,6.333,7.8,0.692,1,0.908,2.234,5.828,6.9,5.333,6.0,0.231,1,1.065,-0.281,0.434,4.367,2.5,0.692,5.372,3,0,0.0,0.0,0,48,0.0,0.0,0.0,
SG/SF,Vince Williams Jr. (38239961),Vince Williams,38239961,SG/SF/F/G/UTIL,3600,LAL@MEM 03/29/2025 08:00PM ET,MEM,15.84,LAL,MEM,LAL,Vince Williams Jr.,22024,1631246,1610612763,22401064,3/27/2025,MEM @ OKC,L,18,3,7,0.429,1,4,0.25,0,0,0.0,0,0,0,3,0,0,2,1,7,-12,9.5,1,3/27/2025,Vince Williams Jr.,9.5,-12,MEM @ OKC,L,Memphis Grizzlies,1.054,2.048,2.0,2.333,2.0,0.167,0,1.286,0,2,4.752,15.262,15.28,15.633,14.08,0,0.18,0.5,0.0,0.0,147,0,0,0,0,0,0,0,0,3.273,0.159,18.762,20.6,21.0,19.6,1,0.908,13.075,0.095,-2.5,3.0,-1.2,0,-0.667,0,4.63,7.0,6.9,9.0,6.6,0.389,0,0.808,2.011,3.571,3.4,4.0,3.4,0.0,0,0.0,0.103,0.429,0.4,1.0,0.389,7.563,7,0,19.0,16.83,0,48,19.0,19.0,0.0,
SF/PF,Harrison Barnes (38239948),Harrison Barnes,38239948,SF/PF/F/UTIL,3600,BOS@SAS 03/29/2025 08:00PM ET,SAS,20.66,BOS,SAS,BOS,Harrison Barnes,22024,203084,1610612759,22401059,3/27/2025,SAS @ CLE,L,27,4,8,0.5,1,3,0.333,1,1,1.0,1,1,2,2,2,0,0,0,10,-6,21.4,1,3/27/2025,Harrison Barnes,21.4,-6,SAS @ CLE,L,San Antonio Spurs,1.265,1.681,1.4,1.667,1.8,0.074,1,0.741,0,2,9.13,19.843,20.92,17.433,18.42,0,1.7,0.7,0.5,0.3,147,0,0,0,0,1,1,0,0,6.237,0.243,27.069,25.7,23.333,24.2,0,1.13,13.451,-0.236,3.6,3.667,8.2,1,-0.222,0,6.464,11.722,13.3,9.667,10.8,0.37,0,0.862,2.183,3.764,3.1,3.0,2.6,0.074,0,0.4,0.218,0.421,2.367,1.5,0.37,11.297,6,0,24.0,19.05,0,48,24.0,24.0,0.0,
PF/C,Sandro Mamukelashvili (38239955),Sandro Mamukelashvili,38239955,PF/C/F/UTIL,3600,BOS@SAS 03/29/2025 08:00PM ET,SAS,11.68,BOS,SAS,BOS,Sandro Mamukelashvili,22024,1630572,1610612759,22401059,3/27/2025,SAS @ CLE,L,7,0,3,0.0,0,3,0.0,0,0,0.0,2,0,2,3,1,0,0,0,0,1,9.9,1,3/27/2025,Sandro Mamukelashvili,9.9,1,SAS @ CLE,L,San Antonio Spurs,1.059,0.686,1.3,1.667,1.8,0.429,1,1.111,0,2,14.514,11.524,18.47,16.233,21.66,1,-0.9,0.0,0.0,0.0,147,0,0,0,0,0,0,0,0,4.557,0.353,9.451,12.9,13.333,14.4,1,0.293,9.955,0.627,0.0,-3.333,1.6,1,0.143,0,10.035,5.706,9.6,8.0,12.0,0.0,1,0.0,2.685,2.667,4.1,3.667,4.8,0.286,1,0.4,-0.164,0.487,0.433,1.5,0.0,2.929,8,0,16.0,17.11,0,48,16.0,16.0,0.0,
SG,Isaiah Joe (38239952),Isaiah Joe,38239952,SG/G/UTIL,3600,IND@OKC 03/29/2025 08:00PM ET,OKC,17.66,IND,OKC,IND,Isaiah Joe,22024,1630198,1610612760,22401064,3/27/2025,OKC vs. MEM,W,21,2,6,0.333,2,4,0.5,1,2,0.5,1,3,4,2,0,0,0,0,7,15,14.8,1,3/27/2025,Isaiah Joe,14.8,15,OKC vs. MEM,W,Oklahoma City Thunder,1.491,1.53,2.0,1.667,2.0,0.095,1,0.929,0,2,9.858,16.892,16.86,15.767,18.16,1,-2.68,0.7,0.4,0.1,147,0,1,0,0,1,0,0,0,6.467,0.274,21.227,23.6,23.0,23.8,1,1.142,13.27,7.455,7.1,10.667,14.6,1,0.714,0,6.803,9.667,10.5,7.0,11.2,0.333,1,0.728,1.619,2.606,2.8,3.0,2.8,0.19,1,1.156,0.417,0.278,0.6,0.2,0.333,8.787,9,1,24.0,19.81,0,48,24.0,24.0,0.0,
PF/C,Kessler Edwards (38239971),Kessler Edwards,38239971,PF/C/F/UTIL,3500,DAL@CHI 03/29/2025 08:00PM ET,DAL,11.43,DAL,CHI,CHI,Kessler Edwards,22024,1630556,1610612742,22401048,3/25/2025,DAL @ NYK,L,19,0,0,0.0,0,0,0.0,0,0,0.0,0,4,4,0,0,0,0,1,0,-19,4.8,1,3/25/2025,Kessler Edwards,4.8,-19,DAL @ NYK,L,Dallas Mavericks,1.494,1.05,1.7,0.667,0.4,0.0,0,0.0,0,6,10.62,11.75,21.95,12.2,17.88,1,-7.58,0.9,0.7,0.3,145,0,0,0,0,0,0,0,10,5.519,0.202,15.275,27.3,22.333,26.0,1,0.71,11.528,-3.95,-9.0,-12.0,-14.4,0,-1,0,6.082,4.2,9.9,4.667,8.2,0.0,1,0.0,2.799,2.875,4.5,4.333,4.4,0.211,1,1.091,-0.596,0.205,4.967,1.3,0.0,7.884,5,0,0.0,0.0,0,48,0.0,0.0,0.0,Injured
PF,Caleb Martin (38239975),Caleb Martin,38239975,PF/F/UTIL,3500,DAL@CHI 03/29/2025 08:00PM ET,DAL,19.92,DAL,CHI,CHI,Caleb Martin,22024,1628997,1610612742,22401060,3/27/2025,DAL @ ORL,W,17,2,4,0.5,0,0,0.0,1,2,0.5,0,4,4,2,1,0,0,2,5,11,15.8,1,3/27/2025,Caleb Martin,15.8,11,DAL @ ORL,W,Dallas Mavericks,0.85,2.216,2.5,2.333,2.0,0.118,0,0.952,0,13,7.988,20.2,19.05,13.7,12.88,0,-0.1,0.5,0.3,0.3,147,0,0,0,0,0,0,0,0,8.488,0.345,28.541,24.6,20.333,19.8,0,0.708,10.594,-3.243,2.3,0.333,-1.2,1,0.647,0,4.3,8.351,6.6,6.667,5.2,0.294,0,0.495,1.78,4.108,3.5,2.667,2.4,0.235,0,1.0,0.096,0.326,4.267,4.8,0.294,7.083,7,1,10.0,6.51,0,48,10.0,10.0,0.0,Playing
SG/SF,Colby Jones (38239966),Colby Jones,38239966,SG/SF/F/G/UTIL,3500,BKN@WAS 03/29/2025 07:00PM ET,WAS,7.06,BKN,WAS,BKN,Colby Jones,22024,1641732,1610612764,22401061,3/27/2025,WAS vs. IND,L,30,3,7,0.429,2,3,0.667,4,4,1.0,0,2,2,2,3,0,1,1,12,-24,25.4,1,3/27/2025,Colby Jones,25.4,-24,WAS vs. IND,L,Washington Wizards,1.059,0.688,1.7,2.0,1.8,0.067,1,1.158,1,1,11.481,7.412,15.87,19.0,17.3,1,-3.18,0.5,0.4,0.0,147,1,1,0,0,1,1,0,7,11.361,0.676,8.938,16.8,28.333,20.8,1,1.364,13.648,-1.438,-3.4,-14.667,-3.4,0,-0.8,2,7.364,2.625,6.0,7.333,6.4,0.4,1,1.211,1.713,1.438,2.6,3.333,3.0,0.067,1,0.71,-0.511,0.253,11.533,4.0,0.4,12.397,9,0,29.0,25.77,0,48,29.0,29.0,0.0,
SG/SF,Dalen Terry (38240008),Dalen Terry,38240008,SG/SF/F/G/UTIL,3400,DAL@CHI 03/29/2025 08:00PM ET,CHI,9.68,DAL,CHI,DAL,Dalen Terry,22024,1631207,1610612741,22401063,3/27/2025,CHI vs. LAL,W,13,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,-2,3.9,1,3/27/2025,Dalen Terry,3.9,-2,CHI vs. LAL,W,Chicago Bulls,1.354,1.258,1.5,2.333,1.8,0.077,1,0.273,0,3,9.942,9.777,13.49,17.433,15.54,1,-3.84,0.2,0.1,0.0,147,0,1,0,0,0,0,0,4,8.094,0.57,12.909,14.2,22.0,18.2,1,0.488,9.419,-2.53,-0.6,4.667,4.4,1,-0.154,0,6.001,4.409,6.3,9.0,7.2,0.0,1,0.0,1.549,1.576,2.2,3.0,3.2,0.154,1,0.375,0.152,0.341,7.8,4.0,0.0,5.417,8,1,17.0,12.11,0,48,17.0,17.0,0.0,
SG/SF,Jalen Wilson (38239990),Jalen Wilson,38239990,SG/SF/F/G/UTIL,3400,BKN@WAS 03/29/2025 07:00PM ET,BKN,16.91,BKN,WAS,WAS,Jalen Wilson,22024,1630592,1610612751,22401068,3/28/2025,BKN vs. LAC,L,28,1,10,0.1,0,3,0.0,6,8,0.75,2,5,7,2,2,0,0,1,8,2,25.4,1,3/28/2025,Jalen Wilson,25.4,2,BKN vs. LAC,L,Brooklyn Nets,1.989,1.712,1.2,0.667,0.4,0.071,0,1.037,0,2,10.043,16.111,13.52,16.867,14.2,0,5.08,0.5,0.3,0.0,148,0,1,0,0,1,1,0,2,7.397,0.361,25.507,20.5,24.333,23.0,0,1.62,6.844,-3.658,-5.8,-7.0,-6.6,0,0.071,0,5.453,8.986,7.8,8.667,7.8,0.286,0,1.12,2.547,3.26,2.6,4.333,4.0,0.25,1,2.279,-0.322,0.367,3.833,2.5,0.286,11.57,10,0,25.0,21.01,0,48,29.0,29.0,0.0,
SF,Jaylen Wells (38239987),Jaylen Wells,38239987,SF/F/UTIL,3400,LAL@MEM 03/29/2025 08:00PM ET,MEM,19.05,LAL,MEM,LAL,Jaylen Wells,22024,1642377,1610612763,22401064,3/27/2025,MEM @ OKC,L,28,3,6,0.5,2,5,0.4,5,5,1.0,0,5,5,0,0,0,1,4,13,-9,18.0,1,3/27/2025,Jaylen Wells,18.0,-9,MEM @ OKC,L,Memphis Grizzlies,1.494,1.685,1.7,2.333,1.8,0.0,1,0.0,0,2,7.893,18.163,14.93,18.1,16.46,0,0.88,0.8,0.5,0.2,147,0,0,0,0,1,1,0,2,6.289,0.252,25.89,25.0,24.0,25.4,0,1.412,11.335,2.096,2.6,4.333,1.4,0,-0.321,1,4.483,10.603,7.1,8.667,8.4,0.464,0,1.5,2.234,3.315,3.9,4.667,3.8,0.179,1,1.667,0.103,0.336,1.0,0.4,0.464,11.765,8,0,25.0,17.38,0,48,25.0,25.0,0.0,
PG/SG,Gabe Vincent (38240004),Gabe Vincent,38240004,PG/SG/G/UTIL,3400,LAL@MEM 03/29/2025 08:00PM ET,LAL,12.06,LAL,MEM,MEM,Gabe Vincent,22024,1629216,1610612747,22401063,3/27/2025,LAL @ CHI,L,14,3,6,0.5,2,5,0.4,0,0,0.0,0,2,2,0,0,0,0,3,8,13,10.4,1,3/27/2025,Gabe Vincent,10.4,13,LAL @ CHI,L,Los Angeles Lakers,1.37,1.391,1.1,0.0,0.8,0.0,0,0.0,0,1,6.106,11.892,13.91,10.267,10.96,0,-0.42,0.7,0.4,0.1,147,1,0,0,0,0,0,0,0,5.534,0.233,21.172,23.8,18.667,20.0,0,0.527,9.357,0.297,1.0,1.0,-1.6,0,0.929,1,5.662,6.219,9.5,6.0,6.6,0.571,1,0.615,0.949,1.219,1.3,1.333,1.8,0.143,1,0.45,0.155,0.348,5.133,3.8,0.571,5.858,8,0,16.0,9.65,0,48,16.0,16.0,0.0,
SG/SF,Julian Champagnie (38239978),Julian Champagnie,38239978,SG/SF/F/G/UTIL,3400,BOS@SAS 03/29/2025 08:00PM ET,SAS,19.5,BOS,SAS,BOS,Julian Champagnie,22024,1630577,1610612759,22401059,3/27/2025,SAS @ CLE,L,24,4,13,0.308,3,9,0.333,5,5,1.0,2,5,7,1,0,0,1,0,16,-6,24.9,1,3/27/2025,Julian Champagnie,24.9,-6,SAS @ CLE,L,San Antonio Spurs,1.567,1.347,1.7,1.667,1.4,0.042,1,0.37,0,2,9.218,19.054,19.55,27.7,21.66,1,0.32,0.5,0.1,0.0,147,0,0,0,0,1,0,0,1,4.165,0.196,23.097,21.3,23.0,21.2,0,1.004,14.224,0.069,-0.9,0.0,-1.8,0,-0.25,1,5.438,9.611,9.3,13.333,10.2,0.667,1,1.379,1.886,3.847,4.0,6.0,4.8,0.292,1,1.4,-0.01,0.573,1.7,0.1,0.667,10.042,7,0,22.0,18.3,0,48,22.0,22.0,0.0,
SG/SF,Baylor Scheierman (38239999),Baylor Scheierman,38239999,SG/SF/F/G/UTIL,3400,BOS@SAS 03/29/2025 08:00PM ET,BOS,7.89,BOS,SAS,SAS,Baylor Scheierman,22024,1631248,1610612738,22401058,3/26/2025,BOS @ PHX,W,13,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,4,1,0,1,1,3,-6,11.0,1,3/26/2025,Baylor Scheierman,11.0,-6,BOS @ PHX,W,Boston Celtics,1.434,0.957,1.5,2.667,1.8,0.308,1,1.455,0,2,11.802,7.87,13.19,19.133,17.7,1,1.5,0.3,0.3,0.0,146,0,0,0,0,0,0,0,8,8.501,0.518,10.391,16.4,22.333,19.0,1,0.653,9.727,0.478,1.8,3.333,3.8,1,-0.462,3,6.806,2.957,5.9,6.0,7.6,0.231,1,0.273,2.394,1.739,2.2,4.0,3.0,0.0,1,0.0,0.036,0.261,5.933,2.6,0.231,5.439,9,1,15.0,12.87,0,48,15.0,15.0,0.0,
SF/PF,Haywood Highsmith (38239983),Haywood Highsmith,38239983,SF/PF/F/UTIL,3400,MIA@PHI 03/29/2025 07:30PM ET,MIA,15.8,MIA,PHI,PHI,Haywood Highsmith,22024,1629312,1610612748,22401062,3/27/2025,MIA vs. ATL,W,34,4,8,0.5,3,5,0.6,0,0,0.0,0,2,2,2,2,0,2,1,11,10,20.4,1,3/27/2025,Haywood Highsmith,20.4,10,MIA vs. ATL,W,Miami Heat,0.943,1.477,2.0,2.333,2.6,0.059,1,0.692,0,2,8.279,16.252,15.06,20.1,21.14,1,1.8,0.8,0.6,0.3,147,0,1,0,0,1,1,1,3,8.574,0.34,24.508,25.2,33.333,30.0,1,1.27,10.511,0.415,4.6,17.333,9.6,1,0.294,1,3.944,6.292,4.0,6.0,5.8,0.324,0,0.811,1.829,3.185,3.3,4.667,4.2,0.059,1,0.486,0.533,0.173,8.133,4.8,0.324,14.108,7,1,25.0,20.96,0,48,30.0,30.0,0.0,
SF/PF,Phillip Wheeler (38240013),Phillip Wheeler,38240013,SF/PF/F/UTIL,3400,MIA@PHI 03/29/2025 07:30PM ET,PHI,12.0,MIA,PHI,MIA,Phillip Wheeler,22024,1630762,1610612755,22401053,3/26/2025,PHI vs. WAS,L,15,2,9,0.222,0,5,0.0,0,0,0.0,1,3,4,2,0,0,0,0,4,10,11.8,1,3/26/2025,Phillip Wheeler,11.8,10,PHI vs. WAS,L,Philadelphia 76ers,0.0,2.0,2.0,2.0,2.0,0.133,0,0.818,0,0,0.0,11.8,11.8,11.8,11.8,0,0.0,0.0,0.0,0.0,146,0,1,0,0,0,0,0,0,0.0,0.0,15.0,15.0,15.0,15.0,0,0.56,0.0,10.0,10.0,10.0,10.0,0,0.667,0,0.0,4.0,4.0,4.0,4.0,0.267,0,0.316,0.0,4.0,4.0,4.0,4.0,0.267,0,0.766,0.667,0.267,0.0,0.0,0.267,6.224,8,0,10.0,7.07,0,48,10.0,10.0,0.0,
