Name,Position,Team,Site,Projection,Price,Value,Ownership,+/-,Opponent,Team Total,Game Total,min,max,lock,exclude,Projections 👉,Points,3 pointers,Rebounds,Assists,Blocks,Steals,Turnovers,Minutes,Site ID,Slate ID
Bam Adebayo,PF/C,MIA,dk,39.3,7700,5.1,24.7,,SAS,112.25,221.5,,,,,Proj 👉,14.8,0.7,9.2,4.3,0.8,1.4,2.0,34.0,957486,37499609
Jalen Green,SG,HOU,dk,38.8,7200,5.4,2.8,2,BKN,111.25,209.5,,,,,Proj 👉,19.8,2.7,4.0,2.4,0.3,0.9,2.2,33.0,1271706,37499625
Jamal Murray,PG/SG,DEN,dk,38.5,7500,5.1,27.4,1,CHA,118.75,225,,,,,Proj 👉,20.1,2.2,3.9,6.0,0.6,1.5,2.3,36.0,891352,37499617
Josh Hart,SF/PF,NYK,dk,38.3,7500,5.1,16.7,,LAL,118.5,226,,,,,Proj 👉,15.0,1.4,10.0,5.8,0.4,1.6,2.1,38.0,741892,37499613
Malik Monk,PG/SG,SAC,dk,37.6,7200,5.2,14.4,1,OKC,115,237.5,,,,,Proj 👉,16.6,2.3,3.4,5.2,0.5,0.9,1.8,34.0,957492,37499621
Jordan Poole,PG,WAS,dk,37.5,6900,5.4,3.4,3,MIN,103.25,218.5,,,,,Proj 👉,19.8,3.4,2.7,4.3,0.4,1.4,3.3,33.0,1067671,37499640
Austin Reaves,PG,LAL,dk,36.4,8700,4.2,1.1,-7,NYK,107.5,226,,,,,Proj 👉,18.9,2.7,4.3,6.2,0.2,1.1,2.6,37.0,953291,37499587
Miles Bridges,PF,CHA,dk,36.1,8800,4.1,5.3,-7,DEN,106.25,225,,,,,Proj 👉,16.4,1.8,6.8,3.2,0.5,0.6,1.8,32.0,957479,37499581
Demar Derozan,SF,SAC,dk,35.1,6500,5.4,6.5,2,OKC,115,237.5,,,,,Proj 👉,20.9,0.8,3.7,3.7,0.4,1.2,1.5,35.0,457594,37499650
Kelel Ware,C,MIA,dk,34.0,6200,5.5,5.9,3,SAS,112.25,221.5,,,,,Proj 👉,6.1,0.4,3.3,0.5,0.8,0.4,0.4,30.0,1405458,37499672
Fred Vanvleet,PG,HOU,dk,32.8,6900,4.8,1.7,-1,BKN,111.25,209.5,,,,,Proj 👉,14.4,2.4,4.0,5.8,0.5,1.7,1.5,35.0,707832,37499637
Devin Vassell,SG/SF,SAS,dk,31.9,5800,5.5,29.6,2,MIA,109.25,221.5,,,,,Proj 👉,14.9,2.1,3.5,2.8,0.5,1.1,1.6,33.0,1132051,37499680
Michael Porter Jr,SF/PF,DEN,dk,31.6,5400,5.9,27.2,4,CHA,118.75,225,,,,,Proj 👉,16.2,2.3,5.8,2.1,0.4,0.5,1.2,32.0,1061724,37499714
Rudy Gobert,C,MIN,dk,31.4,5800,5.4,19.9,2,WAS,115.25,218.5,,,,,Proj 👉,9.1,0.0,9.2,1.5,1.3,0.5,1.2,32.0,739960,37499678
Tari Eason,PF,HOU,dk,30.3,5200,5.8,6.6,4,BKN,111.25,209.5,,,,,Proj 👉,8.4,0.7,4.5,0.8,0.7,1.4,0.6,26.0,1235198,37499737
Aaron Gordon,PF/C,DEN,dk,30.1,4200,7.2,45.8,9,CHA,118.75,225,,,,,Proj 👉,11.8,1.0,4.9,2.4,0.2,0.4,1.2,32.0,748788,37499822
Chris Paul,PG,SAS,dk,29.7,5500,5.4,9.9,2,MIA,109.25,221.5,,,,,Proj 👉,7.7,1.4,3.4,6.6,0.2,1.0,1.3,29.0,229598,37499689
OG Anunoby,SF/PF,NYK,dk,29.4,6300,4.7,3.0,-2,LAL,118.5,226,,,,,Proj 👉,16.4,2.1,4.9,2.1,0.9,1.3,1.4,37.0,900535,37499665
Jonas Valanciunas,C,WAS,dk,28.1,5900,4.8,0.4,-1,MIN,103.25,218.5,,,,,Proj 👉,6.8,0.1,4.8,1.3,0.4,0.3,1.1,21.0,599780,37499676
Mikal Bridges,SG/SF,NYK,dk,28.1,6400,4.4,3.0,-3,LAL,118.5,226,,,,,Proj 👉,18.4,2.5,3.3,3.3,0.5,1.0,1.5,37.0,846400,37499660
Nic Claxton,C,BKN,dk,27.2,6000,4.5,2.7,-2,HOU,98.25,209.5,,,,,Proj 👉,7.5,0.0,5.8,1.6,0.9,0.7,0.9,28.0,1061682,37499674
Jaden Mcdaniels,SF,MIN,dk,26.6,5500,4.8,8.2,,WAS,115.25,218.5,,,,,Proj 👉,9.5,1.2,4.6,1.5,0.8,1.2,0.9,34.0,1177013,37499696
Keegan Murray,PF,SAC,dk,26.5,4800,5.5,10.3,2,OKC,115,237.5,,,,,Proj 👉,11.2,1.7,6.9,1.3,0.8,0.7,0.8,34.0,1231161,37499761
Aaron Wiggins,SF/PF,OKC,dk,26.5,3800,7,54.1,7,SAC,122.5,237.5,,,,,Proj 👉,7.7,1.1,2.8,1.3,0.2,0.6,0.7,29.0,1133788,37499888
Stephon Castle,PG/SG,SAS,dk,26.3,4900,5.4,22.2,1,MIA,109.25,221.5,,,,,Proj 👉,10.0,0.9,2.2,3.1,0.3,0.7,1.6,31.0,1461118,37499757
D'Angelo Russell,PG/SG,BKN,dk,26.0,6500,4,2.1,-6,HOU,98.25,209.5,,,,,Proj 👉,9.0,1.4,2.0,3.8,0.1,0.7,1.3,26.0,844038,37499653
Kyle Kuzma,PF,WAS,dk,26.0,6300,4.1,0.9,-5,MIN,103.25,218.5,,,,,Proj 👉,11.2,0.9,4.1,1.9,0.2,0.6,1.9,28.0,844476,37499669
Nikola Jovic,PF/C,MIA,dk,25.8,5200,5,3.8,,SAS,112.25,221.5,,,,,Proj 👉,7.9,1.2,3.0,2.0,0.2,0.6,0.9,28.0,1349630,37499733
Nickeil Alexander-Walker,SG,MIN,dk,25.5,4000,6.4,1.1,5,WAS,115.25,218.5,,,,,Proj 👉,7.5,1.4,2.4,2.1,0.3,0.6,1.1,32.0,1067668,37499855
Christian Braun,SG/SF,DEN,dk,25.2,4700,5.4,16.5,1,CHA,118.75,225,,,,,Proj 👉,12.3,0.8,4.3,1.7,0.5,0.9,0.9,32.0,1174878,37499770
Bilal Coulibaly,SG/SF,WAS,dk,25.2,5500,4.6,0.2,-2,MIN,103.25,218.5,,,,,Proj 👉,10.8,0.9,4.5,3.0,0.6,1.2,1.9,32.0,1437526,37499709
Ziaire Williams,SG/SF,BKN,dk,25.1,4700,5.3,1.7,1,HOU,98.25,209.5,,,,,Proj 👉,7.5,1.0,3.7,1.2,0.3,0.8,0.9,28.0,1231313,37499781
Luguentz Dort,SG/SF,OKC,dk,24.9,4400,5.7,21.7,2,SAC,122.5,237.5,,,,,Proj 👉,8.9,2.0,3.8,1.5,0.6,1.0,0.7,32.0,1134693,37499814
Cason Wallace,PG/SG,OKC,dk,24.0,4100,5.9,27.4,3,SAC,122.5,237.5,,,,,Proj 👉,6.7,0.9,3.1,2.2,0.5,1.5,0.6,32.0,1408195,37499837
Malcolm Brogdon,PG/SG,WAS,dk,23.7,5300,4.5,0.2,-2,MIN,103.25,218.5,,,,,Proj 👉,8.8,0.5,2.6,2.5,0.2,0.4,1.1,23.0,601146,37499721
Mike Conley,PG,MIN,dk,23.5,4000,5.9,11.6,3,WAS,115.25,218.5,,,,,Proj 👉,5.9,1.3,1.9,3.1,0.1,0.9,0.8,27.0,329468,37499858
Jeremy Sochan,PF,SAS,dk,23.3,4500,5.2,1.1,,MIA,109.25,221.5,,,,,Proj 👉,8.6,0.3,5.1,1.7,0.4,0.6,1.1,23.0,1342728,37499778
Duncan Robinson,SG,MIA,dk,23.3,4700,5,3.2,,SAS,112.25,221.5,,,,,Proj 👉,8.3,1.9,1.8,2.1,0.1,0.4,0.8,28.0,854591,37499767
Dillon Brooks,PF,HOU,dk,23.2,4800,4.8,0.2,,BKN,111.25,209.5,,,,,Proj 👉,11.7,2.0,3.5,1.5,0.3,0.7,0.9,32.0,854601,37499764
Keldon Johnson,SF/PF,SAS,dk,22.9,3800,6,27.9,3,MIA,109.25,221.5,,,,,Proj 👉,8.5,0.8,3.5,1.0,0.2,0.5,0.6,25.0,1134174,37499884
Keon Johnson,PG/SG,BKN,dk,22.9,5200,4.4,0.8,-3,HOU,98.25,209.5,,,,,Proj 👉,6.9,1.1,2.6,1.4,0.2,0.6,1.0,29.0,1231792,37499729
Jaxson Hayes,C,LAL,dk,22.7,4600,4.9,0.2,,NYK,107.5,226,,,,,Proj 👉,4.2,0.0,3.1,0.6,0.6,0.3,0.4,29.0,1140887,37499786
Nick Smith Jr,SG/SF,CHA,dk,22.7,5000,4.5,0.9,-2,DEN,106.25,225,,,,,Proj 👉,3.7,0.9,1.2,0.9,0.1,0.2,0.4,28.0,1401374,37499744
Isaiah Joe,SG/SF,OKC,dk,22.2,3900,5.7,35.1,2,SAC,122.5,237.5,,,,,Proj 👉,6.6,1.7,1.8,1.0,0.1,0.6,0.4,26.0,1134010,37499870
Vasilije Micic,PG,CHA,dk,22.2,5500,4,0.8,-5,DEN,106.25,225,,,,,Proj 👉,5.6,0.9,1.9,2.8,0.0,0.4,1.5,29.0,830652,37499699
Ben Simmons,PG,BKN,dk,22.2,5500,4,0,-5,HOU,98.25,209.5,,,,,Proj 👉,4.0,0.0,3.4,4.5,0.3,0.5,1.8,23.0,886391,37499706
Dayron Sharpe,C,BKN,dk,22.0,4500,4.9,0.9,,HOU,98.25,209.5,,,,,Proj 👉,4.2,0.1,3.5,0.8,0.2,0.4,0.6,20.0,1243725,37499803
Terry Rozier,PG/SG,MIA,dk,21.9,4800,4.6,4.2,-2,SAS,112.25,221.5,,,,,Proj 👉,9.1,1.1,3.1,2.2,0.3,0.5,1.2,27.0,786293,37499797
Jaime Jaquez Jr,SG/SF,MIA,dk,21.6,4600,4.7,0.2,-1,SAS,112.25,221.5,,,,,Proj 👉,6.1,0.4,3.1,1.7,0.1,0.8,1.0,23.0,1176708,37499788
Rui Hachimura,SF/PF,LAL,dk,21.6,5300,4.1,0.9,-4,NYK,107.5,226,,,,,Proj 👉,10.3,1.3,4.3,1.3,0.4,0.8,0.8,30.0,955893,37499725
Steven Adams,C,HOU,dk,21.3,3800,5.6,0,2,BKN,111.25,209.5,,,,,Proj 👉,1.6,0.0,2.7,0.6,0.2,0.2,0.6,21.0,679478,37499882
Jalen Wilson,SF/PF,BKN,dk,20.6,5500,3.7,1.7,-6,HOU,98.25,209.5,,,,,Proj 👉,8.4,1.3,3.0,1.6,0.0,0.5,1.0,33.0,1174884,37499702
Max Christie,SG,LAL,dk,20.0,4700,4.3,4.2,-3,NYK,107.5,226,,,,,Proj 👉,7.2,1.0,2.1,1.1,0.3,0.8,0.7,31.0,1340703,37499775
Tosan Evbuomwan,SF,BKN,dk,19.8,4100,4.8,0.2,,HOU,98.25,209.5,,,,,Proj 👉,7.5,0.6,2.9,0.9,0.3,0.3,1.3,25.0,1197249,37499834
Rob Dillingham,PG,MIN,dk,19.7,3500,5.6,4.4,2,WAS,115.25,218.5,,,,,Proj 👉,2.8,0.4,0.4,1.1,0.0,0.1,0.7,22.0,1429354,37499915
Cam Whitmore,SG/SF,HOU,dk,19.6,3900,5,0.9,,BKN,111.25,209.5,,,,,Proj 👉,5.3,0.7,1.7,0.4,0.1,0.3,0.4,19.0,1408228,37499877
Harrison Barnes,SF/PF,SAS,dk,19.4,4700,4.1,0.2,-4,MIA,109.25,221.5,,,,,Proj 👉,8.6,1.2,3.0,1.3,0.2,0.2,0.5,28.0,552336,37499793
Luka Garza,C,MIN,dk,18.2,3100,5.9,1.9,2,WAS,115.25,218.5,,,,,Proj 👉,1.5,0.1,0.4,0.0,0.0,0.0,0.1,16.0,1061057,37499973
Trendon Watford,PF/C,BKN,dk,18.1,4100,4.4,0.8,-2,HOU,98.25,209.5,,,,,Proj 👉,4.6,0.3,1.6,0.7,0.2,0.2,0.7,20.0,1176529,37499846
Jaylin Williams,C,OKC,dk,18.0,4000,4.5,0.2,-2,SAC,122.5,237.5,,,,,Proj 👉,2.5,0.6,2.1,1.0,0.2,0.1,0.3,16.0,1231367,37499865
Kyshawn George,SF/PF,WAS,dk,17.8,4000,4.5,0.2,-2,MIN,103.25,218.5,,,,,Proj 👉,5.3,1.0,2.6,1.5,0.4,0.6,0.8,25.0,1460113,37499861
Carlton Carrington,PG/SG,WAS,dk,17.2,3500,4.9,0.2,,MIN,103.25,218.5,,,,,Proj 👉,6.0,1.1,2.8,2.7,0.1,0.5,1.0,24.0,1460336,37499921
Kenrich Williams,PF/C,OKC,dk,17.0,3000,5.7,1.5,2,SAC,122.5,237.5,,,,,Proj 👉,2.9,0.5,1.5,0.5,0.1,0.3,0.3,18.0,843742,37500104
Kj Simpson,PG,CHA,dk,17.0,3400,5,8.2,,DEN,106.25,225,,,,,Proj 👉,2.7,0.3,1.1,1.1,0.1,0.5,0.6,23.0,1323636,37499932
Dorian Finney-Smith,SF/PF,LAL,dk,16.7,4200,4,0.8,-4,NYK,107.5,226,,,,,Proj 👉,6.1,1.4,2.7,1.0,0.3,0.6,0.5,24.0,606701,37499826
Julian Strawther,SG,DEN,dk,16.6,3100,5.4,12.5,1,CHA,118.75,225,,,,,Proj 👉,5.7,0.9,1.3,0.9,0.2,0.4,0.5,22.0,1241584,37499983
