id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
3930,Jokic,Nikola,66.25,DEN,C,@ DAL,37.00,31.16,1.91,11.95,9.08,2.00,0.65,3.31,9.90,5.63,1.35,11.81,10.10,0.65,0.319,,
3701,Antetokounmpo,Giannis,58.26,MIL,F,SAC,36.00,31.57,0.13,11.41,5.43,0.99,1.45,3.55,12.08,7.02,4.47,12.21,8.02,0.65,0.046,,
5693,Gilgeous-Alexander,Shai,53.63,OKC,G,@ PHI,35.00,31.99,2.08,5.46,6.02,1.92,1.08,2.88,9.25,7.25,0.90,11.33,10.15,0.11,0.008,,
5664,Young,Trae,53.05,ATL,G,PHO,36.00,25.35,3.32,4.29,12.30,1.26,0.27,4.09,4.65,6.09,0.93,7.97,10.88,0.76,0.023,,
2718,Durant,Kevin,47.03,PHO,F,@ ATL,36.00,28.50,1.96,6.38,4.50,0.90,1.31,3.53,8.16,6.30,1.09,10.12,9.19,0.11,0.003,,
5433,Sabonis,Domantas,46.82,SAC,C,@ MIL,36.00,17.96,0.89,13.34,6.09,0.76,0.47,2.53,6.49,2.31,0.72,7.38,6.11,0.77,0.084,,
5452,Fox,De'Aaron,45.76,SAC,G,@ MIL,36.00,27.70,2.31,5.44,5.40,1.28,0.34,2.70,7.70,5.37,1.47,10.01,10.59,0.07,0.005,,
5002,Booker,Devin,45.68,PHO,G,@ ATL,36.00,26.28,2.80,3.82,7.60,1.14,0.27,2.95,6.04,5.80,0.70,8.84,10.16,0.31,0.006,,
5301,Murray,Dejounte,44.62,NOR,G,@ CHI,35.00,17.16,1.49,7.25,8.86,2.17,0.36,3.16,5.34,2.01,0.45,6.83,8.37,0.36,0.113,Probable,
3932,LaVine,Zach,44.13,CHI,G,NOR,35.00,26.52,3.61,5.31,5.22,0.98,0.33,2.81,5.95,3.79,0.77,9.56,9.05,0.07,0.005,,
3404,Vucevic,Nikola,43.01,CHI,C,NOR,33.00,18.72,1.75,11.91,3.52,0.68,0.83,1.56,5.97,1.53,0.36,7.72,6.69,0.64,0.013,,
3542,Lillard,Damian,42.68,MIL,G,SAC,37.00,23.67,3.21,4.30,7.12,0.96,0.21,2.97,3.90,6.24,0.63,7.11,9.30,0.31,0.009,,
6282,Giddey,Josh,42.10,CHI,G,NOR,32.00,14.33,1.57,7.83,9.69,1.06,0.64,3.47,3.89,1.84,0.60,5.46,5.96,0.41,0.128,,
6276,Mobley,Evan,41.96,CLE,C,@ IND,32.00,20.64,0.99,9.62,2.95,0.97,1.40,2.22,6.99,3.69,1.10,7.98,5.49,0.49,0.005,Out,
6518,Williams,Jalen,41.37,OKC,G,@ PHI,34.00,21.65,1.74,5.69,5.48,1.52,0.81,2.52,6.79,2.85,0.75,8.53,8.54,0.07,0.005,,
6121,Williamson,Zion,40.15,NOR,F,@ CHI,28.00,22.72,0.20,6.73,4.65,0.79,0.69,2.38,8.35,5.42,2.17,8.55,6.39,0.11,0.003,Out,
5354,Siakam,Pascal,39.41,IND,F,CLE,35.00,19.66,1.78,8.29,4.05,0.93,0.36,1.52,5.63,3.06,0.86,7.41,8.04,0.38,0.011,,
3369,Irving,Kyrie,38.29,DAL,G,DEN,32.00,23.21,2.73,3.87,4.57,1.00,0.44,1.81,6.03,2.96,0.31,8.76,9.03,0.03,0.001,,
5460,Mitchell,Donovan,37.97,CLE,G,@ IND,32.00,22.09,3.40,4.10,4.47,1.40,0.30,2.20,4.46,2.97,0.65,7.86,9.65,0.03,0.001,,
5489,Hartenstein,Isaiah,37.60,OKC,C,@ PHI,31.00,12.61,0.12,11.32,4.10,0.84,1.61,2.12,5.07,2.11,0.94,5.19,3.55,0.49,0.015,Injured,
3723,McCollum,C.J.,37.49,NOR,G,@ CHI,35.00,21.87,3.36,4.43,4.14,0.96,0.51,1.59,4.99,1.81,0.61,8.35,9.84,0.03,0.001,,
6112,Garland,Darius,36.53,CLE,G,@ IND,32.00,20.35,2.99,2.38,6.78,1.16,0.19,2.65,4.22,2.94,0.39,7.21,7.91,0.11,0.001,,
5468,Allen,Jarrett,36.39,CLE,C,@ IND,31.00,15.60,0.00,11.34,1.77,0.83,1.00,1.09,6.19,3.22,1.20,6.19,2.71,0.57,0.000,,
5976,White,Coby,36.36,CHI,G,NOR,34.00,19.79,3.20,3.99,5.66,1.07,0.23,2.44,3.64,2.91,0.45,6.84,8.62,0.07,0.001,Injured,
2872,Westbrook,Russell,36.22,DEN,G,@ DAL,33.00,14.18,1.29,4.87,7.59,1.88,0.64,3.07,3.99,2.33,1.22,5.28,7.03,0.26,0.008,,
6290,Murphy,Trey,36.19,NOR,F,@ CHI,36.00,21.07,3.18,5.16,2.86,1.09,0.54,1.16,4.29,2.95,0.36,7.47,8.48,0.07,0.001,,
5039,Oubre,Kelly,35.91,PHI,F,OKC,38.00,18.79,1.72,7.49,1.95,1.42,0.79,1.81,5.19,3.25,1.08,6.91,8.62,0.31,0.000,,
6503,Daniels,Dyson,35.63,ATL,G,PHO,36.00,14.11,1.35,6.05,4.00,3.14,0.83,1.60,4.58,0.90,0.57,5.93,7.12,0.09,0.003,,
5345,Murray,Jamal,34.62,DEN,G,@ DAL,34.00,17.66,1.90,3.93,5.34,1.38,0.59,1.91,4.54,2.88,0.49,6.44,8.54,0.07,0.001,,
6504,Sharpe,Shaedon,34.45,POR,G,BKN,33.00,20.92,2.47,4.44,3.24,0.99,0.41,1.92,5.11,3.29,0.88,7.58,9.21,0.03,0.001,,
5716,Ayton,Deandre,34.03,POR,C,BKN,29.00,13.45,0.20,11.02,1.67,0.93,1.23,1.80,5.98,0.89,0.34,6.18,4.26,0.52,0.000,Questionable,
5720,Simons,Anfernee,33.77,POR,G,BKN,33.00,18.83,3.00,3.28,5.99,0.74,0.08,2.78,3.89,2.05,0.19,6.89,8.80,0.07,0.001,Questionable,
6729,Henderson,Scoot,33.54,POR,G,BKN,33.00,15.40,1.42,3.97,7.40,1.20,0.31,4.15,3.75,3.64,0.94,5.17,7.08,0.27,0.005,,
3006,DeRozan,DeMar,33.29,SAC,G,@ MIL,36.00,19.91,0.78,4.17,3.58,1.19,0.34,1.40,6.80,3.97,0.69,7.58,8.44,0.03,0.001,,
6532,Nembhard,Andrew,33.11,IND,G,CLE,35.00,15.93,1.30,4.41,6.33,1.05,0.15,2.06,4.79,2.45,0.60,6.09,6.53,0.10,0.003,,
5267,Yabusele,Guerschon,32.38,PHI,F,OKC,35.00,14.39,2.11,8.19,2.40,1.00,0.68,1.51,2.77,2.52,1.15,4.88,5.85,0.32,0.003,,
6111,Washington,PJ,31.87,DAL,F,DEN,35.00,13.05,1.64,7.61,2.61,1.41,1.10,1.65,3.22,1.69,0.60,4.86,6.15,0.25,0.002,,
3439,Beal,Bradley,31.73,PHO,G,@ ATL,31.00,18.74,2.28,3.73,3.28,1.05,0.58,2.05,5.25,1.40,0.34,7.53,7.35,0.02,0.000,Questionable,
3908,Capela,Clint,31.39,ATL,C,PHO,24.00,12.31,0.00,10.63,1.52,0.58,1.13,1.13,5.58,1.15,0.89,5.58,3.92,0.44,0.000,Questionable,
5048,Russell,D'Angelo,31.33,BKN,G,@ POR,27.00,15.41,2.38,3.18,6.21,0.93,0.24,2.10,3.14,1.99,0.35,5.52,6.72,0.10,0.002,Questionable,
6739,Lively II,Dereck,30.82,DAL,C,DEN,28.00,10.23,0.01,9.16,2.91,0.85,1.68,1.44,4.22,1.76,1.17,4.23,1.93,0.28,0.003,Injured,
5271,Simmons,Ben,30.61,BKN,G,@ POR,30.00,7.66,0.00,6.32,8.85,1.14,0.54,3.60,3.47,0.72,0.53,3.47,2.13,0.12,0.013,Questionable,
5053,Turner,Myles,29.98,IND,C,CLE,30.00,13.60,1.70,6.90,1.55,0.74,1.92,1.74,3.28,1.94,0.67,4.98,5.34,0.09,0.000,,
5682,Porter Jr.,Michael,29.97,DEN,F,@ DAL,31.00,16.01,1.89,6.26,2.46,0.54,0.42,1.15,4.32,1.70,0.57,6.21,5.82,0.10,0.001,,
6740,Clowney,Noah,29.79,BKN,F,@ POR,33.00,15.63,2.93,6.10,1.59,0.72,0.87,1.27,2.29,2.26,0.51,5.22,6.52,0.10,0.000,,
6125,Johnson,Cam,29.11,BKN,F,@ POR,28.00,17.29,2.99,3.77,2.46,0.93,0.33,1.26,2.66,3.00,0.46,5.65,6.01,0.02,0.000,Injured,
3399,Thompson,Klay,28.99,DAL,G,DEN,30.00,17.03,3.57,3.50,2.52,0.85,0.47,1.30,2.54,1.24,0.08,6.11,8.50,0.02,0.000,Questionable,
6158,Williams,Patrick,28.84,CHI,F,NOR,31.00,13.38,2.33,5.31,2.77,1.24,0.94,1.88,2.47,1.45,0.28,4.80,6.68,0.06,0.001,,
6149,Okongwu,Onyeka,28.41,ATL,C,PHO,24.00,14.04,0.53,7.20,1.66,0.54,0.78,0.84,5.06,2.33,0.71,5.59,4.43,0.26,0.000,,
6775,Camara,Toumani,27.95,POR,F,BKN,34.00,11.74,1.66,6.40,2.35,1.62,0.68,1.70,2.64,1.48,0.47,4.30,5.38,0.07,0.001,,
6505,Mathurin,Bennedict,27.52,IND,G,CLE,34.00,15.73,1.46,5.99,1.73,0.55,0.39,1.98,4.06,3.23,0.71,5.52,6.90,0.06,0.000,,
3904,Bogdanovic,Bogdan,27.03,ATL,G,PHO,29.00,14.65,2.98,3.71,2.77,1.10,0.32,1.54,2.12,1.47,0.11,5.10,6.66,0.02,0.000,,
6291,Johnson,Keon,25.98,BKN,G,@ POR,30.00,13.76,2.48,4.30,2.00,1.39,0.39,1.99,2.63,1.06,0.33,5.11,8.10,0.02,0.000,,
5098,McConnell,T.J.,25.96,IND,G,CLE,23.00,12.89,0.27,3.01,5.02,1.09,0.17,1.93,5.53,1.02,0.27,5.80,4.91,0.05,0.001,,
2846,Lopez,Brook,25.80,MIL,C,SAC,32.00,11.74,1.98,4.81,1.76,0.72,1.77,1.19,2.41,0.98,0.30,4.39,4.56,0.02,0.000,,
6502,Murray,Keegan,25.71,SAC,F,@ MIL,35.00,11.42,1.81,6.62,1.34,0.92,0.79,0.85,2.52,0.95,0.16,4.33,6.04,0.07,0.000,,
6954,Missi,Yves,25.58,NOR,C,@ CHI,27.00,9.55,0.00,8.19,1.63,0.53,1.27,1.06,3.90,1.75,0.87,3.90,2.50,0.19,0.000,Probable,
6308,Williams,Ziaire,25.19,BKN,F,@ POR,28.00,13.00,1.47,5.29,1.77,1.18,0.28,1.64,3.31,1.97,0.47,4.78,5.77,0.06,0.000,Questionable,
5042,Portis,Bobby,25.09,MIL,F,SAC,22.00,11.75,1.20,6.94,1.54,0.72,0.38,1.11,3.60,0.95,0.27,4.80,5.29,0.07,0.000,,
6934,Risacher,Zaccharie,24.75,ATL,F,PHO,28.00,13.72,1.59,4.33,1.59,0.90,0.63,1.31,3.60,1.75,0.71,5.19,7.35,0.02,0.000,Injured,
5449,Ball,Lonzo,24.30,CHI,G,NOR,22.00,7.50,1.92,3.76,5.11,1.44,0.69,1.64,0.62,0.50,0.18,2.54,4.11,0.02,0.000,,
6322,Grimes,Quentin,24.24,DAL,G,DEN,27.00,12.31,1.98,4.48,2.50,0.78,0.30,1.20,2.25,1.87,0.55,4.23,5.34,0.02,0.000,,
6558,Ellis,Keon,24.09,SAC,G,@ MIL,32.00,10.76,2.23,3.95,1.69,1.75,0.90,1.15,1.31,1.45,0.33,3.54,4.22,0.01,0.000,,
6776,Council IV,Ricky,24.00,PHI,G,OKC,25.00,14.37,1.10,4.43,1.52,0.57,0.24,0.80,3.20,4.67,1.25,4.30,5.88,0.03,0.000,,
6195,Marshall,Naji,23.81,DAL,F,DEN,27.00,12.99,1.08,3.60,2.62,1.06,0.18,1.30,4.12,1.51,0.34,5.20,5.64,0.02,0.000,Questionable,
6329,Sharpe,Day'Ron,23.75,BKN,C,@ POR,20.00,9.29,0.14,7.58,1.44,0.63,0.98,1.38,3.64,1.59,0.87,3.78,3.21,0.15,0.000,,
3370,Jackson,Reggie,23.60,PHI,G,OKC,28.00,11.79,2.18,2.88,4.18,0.69,0.20,1.91,2.03,1.19,0.20,4.21,6.99,0.02,0.000,,
6940,Clingan,Donovan,23.14,POR,C,BKN,19.00,7.31,0.26,7.70,1.00,0.58,1.94,1.21,2.73,1.07,0.49,2.99,2.25,0.10,0.000,Injured,
