id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
3701,Antetokounmpo,Giannis,60.32,MIL,F,BKN,34.00,31.26,0.17,11.74,6.73,0.98,1.45,3.68,11.82,7.11,4.13,11.99,6.66,0.65,0.072,,
5693,Gilgeous-Alexander,Shai,52.42,OKC,G,LAC,35.00,30.60,2.05,5.18,6.29,2.05,1.00,2.80,8.29,7.87,1.14,10.34,9.96,0.11,0.008,,
2011,James,LeBron,52.40,LAL,F,POR,34.00,25.62,2.35,7.38,9.24,0.99,0.55,3.51,7.41,3.75,1.17,9.76,9.82,0.49,0.152,,
5450,Tatum,Jayson,51.22,BOS,F,@ MIN,36.00,29.26,3.85,8.41,4.64,1.21,0.46,2.77,6.02,5.67,1.29,9.87,11.66,0.38,0.011,,
3916,Embiid,Joel,49.68,PHI,C,@ GSW,33.00,25.06,1.40,10.36,4.83,1.10,1.28,3.92,6.76,7.34,0.93,8.16,8.82,0.58,0.017,Injured,
6330,Reaves,Austin,45.31,LAL,G,POR,36.00,24.10,3.10,5.04,7.78,1.03,0.36,3.24,5.13,4.54,0.97,8.23,9.07,0.31,0.022,,
5461,Adebayo,Bam,42.91,MIA,C,IND,35.00,17.33,0.83,11.15,4.82,1.23,0.77,1.98,5.61,3.62,1.22,6.44,7.10,0.62,0.019,,
3542,Lillard,Damian,42.50,MIL,G,BKN,34.00,22.39,2.82,4.45,7.93,0.90,0.26,3.15,4.02,5.89,0.56,6.84,8.65,0.31,0.009,,
2999,Curry,Stephen,41.08,GSW,G,PHI,34.00,21.98,4.09,4.69,6.68,0.85,0.45,3.20,3.18,3.35,0.28,7.27,8.92,0.11,0.003,,
6518,Williams,Jalen,40.67,OKC,G,LAC,34.00,20.82,1.93,5.62,5.31,1.80,0.67,2.33,6.26,2.51,0.61,8.19,8.06,0.07,0.005,,
6147,Edwards,Anthony,40.65,MIN,G,BOS,36.00,23.97,3.51,5.66,3.80,1.11,0.60,2.76,4.88,3.68,0.73,8.39,11.20,0.07,0.001,,
5913,Herro,Tyler,39.93,MIA,G,IND,36.00,22.81,3.86,5.16,5.51,0.67,0.08,2.28,3.94,3.35,0.50,7.80,9.06,0.07,0.005,,
6152,Haliburton,Tyrese,39.68,IND,G,@ MIA,35.00,17.35,2.89,3.62,8.87,1.13,0.60,1.95,3.17,2.34,0.41,6.06,7.80,0.36,0.007,,
5361,Zubac,Ivica,39.35,LAC,C,@ OKC,35.00,14.90,0.00,13.90,2.29,0.62,1.26,2.30,6.38,2.14,1.28,6.38,4.42,0.67,0.007,,
6160,Maxey,Tyrese,39.25,PHI,G,@ GSW,38.00,23.55,2.73,3.37,4.98,1.39,0.43,2.07,5.77,3.82,0.70,8.50,10.98,0.03,0.001,,
5489,Hartenstein,Isaiah,37.89,OKC,C,LAC,32.00,12.65,0.11,11.40,3.98,1.03,1.54,1.89,5.32,1.68,0.75,5.43,3.83,0.49,0.010,Injured,
3111,George,Paul,37.04,PHI,F,@ GSW,35.00,17.73,2.56,6.10,4.68,1.57,0.70,2.64,3.72,2.61,0.48,6.28,7.58,0.11,0.003,Off Injury Report,
5475,White,Derrick,36.95,BOS,G,@ MIN,36.00,18.78,4.10,4.80,4.72,1.00,0.93,1.74,2.33,1.82,0.32,6.43,7.76,0.03,0.001,,
6289,Kuminga,Jonathan,36.80,GSW,F,PHI,33.00,21.12,1.45,6.44,2.81,0.99,0.75,1.92,6.26,4.25,1.86,7.71,7.69,0.11,0.001,Injured,
5354,Siakam,Pascal,36.29,IND,F,@ MIA,34.00,19.33,1.83,7.61,3.17,0.78,0.26,1.57,5.52,2.80,0.78,7.35,7.24,0.31,0.006,,
3946,Randle,Julius,36.19,MIN,F,BOS,34.00,20.06,1.80,7.08,3.77,0.50,0.18,2.23,5.28,4.10,1.03,7.08,8.22,0.31,0.006,,
5716,Ayton,Deandre,35.72,POR,C,@ LAL,33.00,16.40,0.22,10.77,1.64,0.87,0.79,1.65,7.38,0.98,0.33,7.60,5.47,0.53,0.000,Questionable,
5044,Powell,Norman,34.70,LAC,G,@ OKC,37.00,22.71,3.32,3.99,2.49,1.09,0.31,2.44,4.37,4.01,0.75,7.69,9.22,0.02,0.000,,
3551,Middleton,Khris,33.56,MIL,F,BKN,29.00,14.35,1.70,4.64,7.04,1.11,0.36,2.71,3.53,2.19,0.35,5.23,5.96,0.26,0.008,Questionable,
5042,Portis,Bobby,33.43,MIL,F,BKN,28.00,15.16,1.47,9.48,2.08,0.71,0.63,1.54,4.86,1.03,0.34,6.33,6.11,0.43,0.004,,
6154,Avdija,Deni,33.06,POR,F,@ LAL,33.00,16.00,1.78,6.51,3.92,0.84,0.74,2.33,3.80,3.06,0.97,5.58,5.60,0.10,0.002,,
3357,Butler,Jimmy,32.98,MIA,F,IND,29.00,17.30,0.46,4.82,4.95,1.07,0.24,1.33,4.95,6.02,1.22,5.41,4.47,0.03,0.001,Suspended,
5048,Russell,D'Angelo,31.91,BKN,G,@ MIL,33.00,16.45,2.89,3.43,5.47,0.88,0.30,1.88,2.84,2.10,0.38,5.73,7.41,0.06,0.001,Questionable,
5053,Turner,Myles,31.90,IND,C,@ MIA,32.00,14.40,1.90,7.64,1.61,0.61,1.94,1.82,3.37,1.96,0.66,5.27,5.17,0.26,0.000,,
3957,Wiggins,Andrew,31.63,GSW,F,PHI,34.00,17.41,2.15,5.52,2.49,0.78,0.79,1.46,4.10,2.76,0.85,6.25,7.31,0.07,0.001,,
5973,Claxton,Nicolas,30.30,BKN,C,@ MIL,30.00,11.03,0.00,9.10,2.35,0.80,1.51,1.47,4.93,1.17,1.00,4.93,3.37,0.32,0.003,,
6504,Sharpe,Shaedon,29.92,POR,G,@ LAL,34.00,18.01,2.11,4.32,2.82,0.76,0.32,1.96,4.61,2.46,0.59,6.72,8.13,0.03,0.000,,
3487,Green,Draymond,29.43,GSW,F,PHI,30.00,8.54,1.32,6.58,6.05,1.11,1.04,2.90,1.60,1.38,0.77,2.92,3.56,0.04,0.005,Injured,
5720,Simons,Anfernee,29.42,POR,G,@ LAL,31.00,16.49,2.63,2.85,5.12,0.71,0.06,2.53,3.18,2.24,0.23,5.81,8.45,0.06,0.001,Questionable,
6125,Johnson,Cam,29.26,BKN,F,@ MIL,32.00,16.00,2.66,4.45,2.83,1.01,0.36,1.31,2.48,3.06,0.46,5.14,6.29,0.03,0.000,Injured,
6298,Thomas,Cam,29.01,BKN,G,@ MIL,28.00,19.59,2.31,3.16,2.81,0.53,0.10,2.39,4.12,4.42,0.66,6.43,7.91,0.02,0.000,Injured,
6532,Nembhard,Andrew,28.57,IND,G,@ MIA,32.00,13.28,0.94,3.75,5.85,1.04,0.15,2.21,4.12,2.22,0.44,5.06,5.09,0.06,0.001,,
3729,Gobert,Rudy,28.36,MIN,C,BOS,32.00,9.48,0.00,10.61,1.41,0.64,1.22,1.28,3.72,2.04,0.77,3.72,1.98,0.28,0.000,,
6771,Jackson-Davis,Trayce,27.27,GSW,C,PHI,26.00,10.35,0.00,7.22,2.90,0.56,1.37,1.18,4.48,1.39,1.01,4.48,2.32,0.18,0.002,,
3004,Holiday,Jrue,26.89,BOS,G,@ MIN,31.00,12.96,2.03,4.56,3.53,0.96,0.40,1.68,2.78,1.31,0.18,4.81,6.05,0.02,0.000,,
5700,DiVincenzo,Donte,25.63,MIN,G,BOS,29.00,11.58,2.73,3.73,3.70,1.25,0.39,1.66,1.26,0.87,0.18,3.99,5.92,0.01,0.000,Injured,
2846,Lopez,Brook,25.25,MIL,C,BKN,31.00,9.92,1.54,5.04,1.87,0.77,2.25,1.28,2.24,0.82,0.26,3.78,3.70,0.03,0.000,,
6345,Hauser,Sam,25.04,BOS,F,@ MIN,32.00,12.69,3.40,4.69,1.47,1.01,0.41,0.58,1.16,0.17,0.02,4.56,5.95,0.02,0.000,,
6521,Jovic,Nikola,24.97,MIA,F,IND,27.00,11.89,1.66,5.63,2.01,0.96,0.29,0.74,2.38,2.15,0.63,4.04,4.37,0.05,0.000,,
3674,Schroder,Dennis,24.87,GSW,G,PHI,30.00,12.05,1.54,2.99,5.08,0.74,0.18,2.45,2.78,1.87,0.28,4.32,6.00,0.05,0.001,,
6127,Martin,Caleb,24.52,PHI,F,@ GSW,36.00,9.99,1.08,5.79,2.70,1.03,0.73,1.73,2.65,1.45,0.57,3.73,5.18,0.03,0.000,Out,
6184,Pritchard,Payton,24.36,BOS,G,@ MIN,26.00,13.16,3.14,3.64,2.66,0.73,0.05,0.99,1.43,0.88,0.17,4.57,5.94,0.02,0.000,,
6113,Porter Jr.,Kevin,24.31,LAC,G,@ OKC,24.00,12.39,0.94,4.63,3.23,0.90,0.21,2.88,4.05,1.47,0.69,4.99,6.56,0.02,0.000,,
