id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
3701,Antetokounmpo,Giannis,58.85,MIL,F,SAS,35.00,31.28,0.13,11.89,5.71,0.92,1.35,3.15,12.36,6.17,3.69,12.49,8.15,0.65,0.046,,
6728,Wembanyama,Victor,58.58,SAS,F,@ MIL,36.00,27.82,3.55,10.36,4.45,1.18,3.92,3.53,6.47,4.23,0.70,10.02,10.92,0.58,0.017,,
6160,Maxey,Tyrese,55.84,PHI,G,WAS,38.00,33.34,4.38,4.18,7.08,2.09,0.55,2.62,7.04,6.12,1.12,11.42,14.09,0.31,0.009,,
5693,Gilgeous-Alexander,Shai,55.57,OKC,G,@ CLE,37.00,34.06,2.25,5.18,6.12,1.91,1.09,2.91,9.75,7.81,1.03,12.00,11.01,0.11,0.008,,
5052,Towns,Karl-Anthony,55.04,NYK,C,TOR,36.00,25.00,1.87,15.40,4.04,0.99,0.90,2.73,6.99,5.41,1.04,8.86,7.02,0.87,0.026,,
6275,Cunningham,Cade,51.75,DET,G,@ BKN,37.00,24.40,2.28,6.71,10.56,0.94,0.73,4.83,6.70,4.16,0.83,8.98,10.57,0.58,0.064,,
6152,Haliburton,Tyrese,46.00,IND,G,CHI,35.00,20.64,3.28,3.83,9.86,1.39,0.73,1.73,3.92,2.96,0.52,7.20,8.30,0.49,0.010,,
5301,Murray,Dejounte,45.83,NOR,G,POR,35.00,18.55,1.53,7.14,8.97,2.20,0.34,3.71,5.69,2.58,0.58,7.22,8.88,0.38,0.117,Probable,
3001,Harden,James,45.07,LAC,G,@ DEN,34.00,22.80,2.94,6.67,6.96,1.14,0.63,3.44,3.81,6.36,0.88,6.75,10.35,0.11,0.012,,
5679,Brunson,Jalen,44.19,NYK,G,TOR,36.00,27.00,2.36,2.95,7.14,1.07,0.08,2.32,6.50,6.92,1.38,8.86,9.99,0.31,0.003,,
6276,Mobley,Evan,43.30,CLE,C,OKC,34.00,19.66,0.95,10.77,3.38,1.00,1.53,2.67,6.51,3.79,1.13,7.46,6.37,0.58,0.012,Out,
6285,Barnes,Scottie,42.87,TOR,F,@ NYK,34.00,18.69,1.75,7.82,7.06,1.08,0.80,3.14,5.33,2.78,0.98,7.08,7.67,0.31,0.095,,
3404,Vucevic,Nikola,42.51,CHI,C,@ IND,33.00,19.62,1.78,11.52,3.10,0.67,0.67,1.49,6.22,1.84,0.37,8.00,7.45,0.65,0.013,,
3542,Lillard,Damian,41.59,MIL,G,SAS,35.00,21.13,3.16,4.61,7.53,1.11,0.20,2.58,3.39,4.87,0.47,6.55,9.05,0.31,0.009,,
5345,Murray,Jamal,41.40,DEN,G,LAC,37.00,22.08,2.16,4.30,6.32,1.56,0.63,2.33,5.73,4.14,0.66,7.89,9.76,0.11,0.003,,
5460,Mitchell,Donovan,41.34,CLE,G,OKC,34.00,22.97,3.56,5.16,4.99,1.52,0.40,2.59,4.38,3.53,0.78,7.94,10.67,0.07,0.002,,
5354,Siakam,Pascal,40.88,IND,F,CHI,34.00,21.68,1.83,8.43,3.86,0.72,0.27,1.23,6.41,3.37,0.94,8.24,7.80,0.38,0.008,,
3932,LaVine,Zach,40.57,CHI,G,@ IND,35.00,24.48,3.18,4.97,4.92,0.82,0.31,2.81,5.54,3.86,0.78,8.72,8.53,0.03,0.001,,
