id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
6954,Missi,Yves,34.43,NOR,C,@ WAS,31.00,13.57,0.00,11.24,1.63,0.66,1.45,1.28,5.51,2.55,1.44,5.51,3.79,0.52,0.000,Probable,
3957,Wiggins,Andrew,34.37,GSW,F,SAC,34.00,20.19,2.62,5.09,2.53,0.89,0.75,1.34,4.43,3.47,1.06,7.05,8.84,0.07,0.001,,
6511,Williams,Mark,33.96,CHA,C,@ CLE,28.00,12.77,0.00,10.75,2.10,0.97,1.28,1.14,5.29,2.19,0.85,5.29,3.21,0.44,0.004,,
6732,Thompson,Amen,33.64,HOU,F,LAL,35.00,14.16,0.45,8.36,2.93,1.54,0.93,2.03,5.01,2.79,1.21,5.46,4.66,0.32,0.003,,
6730,Miller,Brandon,32.86,CHA,F,@ CLE,35.00,18.85,3.37,4.88,2.82,0.96,0.71,2.79,3.27,2.20,0.38,6.64,9.82,0.03,0.000,Out for season,
5475,White,Derrick,32.75,BOS,G,@ OKC,36.00,14.92,3.09,5.21,4.46,0.93,1.01,1.79,2.02,1.61,0.28,5.11,6.65,0.06,0.002,,
5473,Kuzma,Kyle,32.59,WAS,F,NOR,29.00,18.94,1.68,5.64,2.99,0.63,0.63,2.71,5.91,2.08,0.73,7.59,8.64,0.07,0.001,,
5043,Porzingis,Kristaps,32.20,BOS,F,@ OKC,29.00,16.84,1.63,6.79,1.72,0.65,1.39,1.50,3.80,4.35,0.67,5.43,6.31,0.10,0.000,,
6523,Kessler,Walker,31.94,UTA,C,@ ORL,30.00,11.16,0.06,9.96,1.52,0.57,2.60,1.59,4.74,1.50,1.11,4.80,2.42,0.32,0.000,,
6935,Sarr,Alexandre,31.84,WAS,F,NOR,29.00,12.95,1.54,7.46,2.61,0.64,2.01,1.56,3.38,1.57,0.84,4.92,6.13,0.24,0.002,,
5673,Bridges,Miles,31.80,CHA,F,@ CLE,31.00,16.54,1.91,6.60,3.08,0.67,0.41,1.77,4.12,2.57,0.44,6.03,8.27,0.10,0.002,Questionable,
5308,Brogdon,Malcolm,31.75,WAS,G,NOR,30.00,17.85,1.40,4.42,4.34,0.82,0.27,2.12,5.13,3.39,0.57,6.53,6.64,0.03,0.001,Injured,
6280,Green,Jalen,31.72,HOU,G,LAL,35.00,18.87,2.48,4.77,2.99,0.90,0.25,2.37,4.01,3.41,0.70,6.49,9.22,0.03,0.000,,
5677,Sexton,Collin,30.92,UTA,G,@ ORL,31.00,20.45,2.12,2.96,3.60,0.80,0.19,3.41,5.00,4.09,0.62,7.12,7.85,0.02,0.000,,
6333,Champagnie,Justin,30.72,WAS,F,NOR,30.00,13.16,1.58,7.76,1.92,1.41,0.79,1.16,3.66,1.10,0.36,5.24,4.90,0.25,0.000,,
3487,Green,Draymond,30.01,GSW,F,SAC,30.00,9.30,1.48,6.51,5.71,1.25,0.98,2.56,1.68,1.50,0.81,3.16,3.97,0.05,0.004,Injured,
6502,Murray,Keegan,29.59,SAC,F,@ GSW,35.00,13.50,2.16,7.67,1.47,0.77,0.88,0.90,2.95,1.12,0.17,5.11,6.74,0.25,0.000,,
6771,Jackson-Davis,Trayce,29.36,GSW,C,SAC,26.00,11.87,0.00,7.36,2.89,0.72,1.36,1.02,5.17,1.53,1.12,5.17,2.53,0.20,0.002,,
3402,Valanciunas,Jonas,27.81,WAS,C,NOR,20.00,11.25,0.16,8.92,2.34,0.35,0.78,1.64,4.55,1.67,0.37,4.71,3.22,0.25,0.002,,
3674,Schroder,Dennis,27.20,GSW,G,SAC,30.00,14.59,1.98,2.95,4.78,0.71,0.18,2.11,3.14,2.37,0.39,5.12,6.75,0.03,0.000,,
6962,Collier,Isaiah,26.36,UTA,G,@ ORL,35.00,10.27,0.99,4.02,6.30,1.47,0.32,5.13,2.82,1.66,1.27,3.81,6.52,0.06,0.002,,
6743,Sensabaugh,Brice,26.23,UTA,F,@ ORL,28.00,14.12,2.57,4.98,2.34,0.97,0.22,2.66,2.22,1.97,0.19,4.79,6.56,0.03,0.000,Questionable,
6324,Jones,Herb,25.96,NOR,F,@ WAS,33.00,12.15,1.41,3.90,2.34,1.84,0.86,1.40,2.87,2.18,0.47,4.28,5.37,0.02,0.000,Injured,
6964,da Silva,Tristan,25.27,ORL,F,UTA,32.00,13.59,2.00,4.55,2.49,0.60,0.30,1.16,3.09,1.41,0.36,5.09,6.32,0.02,0.000,,
3689,Caldwell-Pope,Kentavious,24.69,ORL,G,UTA,33.00,12.97,2.36,2.29,2.09,1.70,0.77,0.82,2.14,1.61,0.21,4.50,5.47,0.01,0.000,,
5425,LeVert,Caris,24.41,CLE,G,CHA,25.00,10.97,1.46,3.10,4.35,1.02,0.53,1.63,2.26,2.07,0.78,3.72,4.36,0.02,0.000,Questionable,
3004,Holiday,Jrue,24.27,BOS,G,@ OKC,31.00,10.51,1.56,4.80,3.44,0.86,0.46,1.69,2.27,1.29,0.18,3.83,5.07,0.02,0.000,,
5491,Brooks,Dillon,24.11,HOU,G,LAL,35.00,13.65,2.25,3.90,1.87,0.80,0.25,0.94,2.69,1.52,0.25,4.94,6.46,0.02,0.000,,
6558,Ellis,Keon,23.77,SAC,G,@ GSW,34.00,10.23,2.01,3.61,1.89,1.84,1.09,1.38,1.37,1.46,0.35,3.38,4.27,0.01,0.000,,
6947,Carrington,Bub,23.50,WAS,G,NOR,30.00,9.60,1.66,4.37,4.23,0.81,0.27,1.84,1.97,0.68,0.16,3.63,5.12,0.01,0.000,,
6731,Whitmore,Cam,23.42,HOU,F,LAL,24.00,14.61,1.76,3.34,1.40,0.73,0.34,1.03,3.64,2.05,0.92,5.40,5.92,0.02,0.000,,
6301,Kispert,Corey,23.41,WAS,F,NOR,28.00,14.17,2.60,3.18,1.98,0.59,0.19,1.19,2.61,1.15,0.24,5.21,5.47,0.02,0.000,,
5988,Dort,Luguentz,22.93,OKC,G,BOS,32.00,10.36,2.21,4.87,1.66,1.00,0.62,0.76,1.31,1.11,0.26,3.52,5.29,0.02,0.000,,
6736,Wallace,Cason,22.92,OKC,G,BOS,32.00,8.70,1.42,4.11,2.51,1.67,0.83,0.81,1.99,0.46,0.12,3.41,4.48,0.01,0.000,Questionable,
6957,George,Kyshawn,22.57,WAS,G,NOR,28.00,9.68,1.86,4.27,2.63,0.88,0.78,1.33,1.51,1.08,0.41,3.37,5.19,0.01,0.000,,
6968,Filipowski,Kyle,22.22,UTA,C,@ ORL,24.00,9.77,0.81,5.72,2.16,0.82,0.38,1.60,2.69,1.96,1.04,3.50,3.86,0.03,0.000,,
6568,Juzang,Johnny,21.87,UTA,G,@ ORL,28.00,12.22,2.81,4.00,1.39,0.55,0.22,0.82,1.45,0.89,0.27,4.26,6.09,0.02,0.000,Injured,
6339,Wiggins,Aaron,21.71,OKC,G,BOS,25.00,11.93,1.88,3.75,1.40,0.93,0.33,0.98,2.85,0.59,0.13,4.73,5.27,0.01,0.000,,
6076,Strus,Max,21.69,CLE,F,CHA,26.00,9.92,2.02,3.99,2.88,0.68,0.38,1.36,1.50,0.86,0.18,3.52,4.59,0.01,0.000,,
6184,Pritchard,Payton,21.31,BOS,G,@ OKC,26.00,10.45,2.47,3.71,2.66,0.63,0.11,1.00,1.09,0.86,0.18,3.56,4.93,0.01,0.000,,
6542,Christie,Max,20.37,LAL,G,@ HOU,32.00,10.50,1.39,3.02,1.88,0.93,0.62,1.08,1.84,2.65,0.47,3.23,4.45,0.01,0.000,,
6360,Potter,Micah,19.81,UTA,C,@ ORL,26.00,6.63,1.12,7.28,1.14,0.54,0.63,1.17,1.30,0.67,0.18,2.42,3.18,0.03,0.000,G-League,
3901,Anderson,Kyle,18.85,GSW,F,SAC,20.00,7.27,0.77,3.82,2.72,0.85,0.49,0.69,2.13,0.70,0.31,2.90,3.74,0.01,0.000,Questionable,
6314,Boston Jr.,Brandon,18.58,NOR,G,@ WAS,21.00,9.45,1.01,3.19,1.73,1.02,0.29,1.19,2.48,1.46,0.40,3.49,4.25,0.01,0.000,,
5907,Wade,Dean,18.26,CLE,F,CHA,23.00,6.62,1.63,4.66,1.37,0.92,0.66,0.43,0.48,0.77,0.41,2.11,3.13,0.00,0.000,,
6741,Black,Anthony,17.94,ORL,G,UTA,19.00,8.27,0.65,2.00,3.12,0.76,0.67,1.42,2.27,1.78,0.78,2.92,3.73,0.01,0.000,,
5453,Isaac,Jonathan,17.61,ORL,F,UTA,15.00,7.29,1.02,3.95,0.59,0.86,1.25,0.48,1.57,1.09,0.41,2.59,3.17,0.01,0.000,,
5675,Carter Jr.,Wendell,17.35,ORL,C,UTA,18.00,6.51,0.60,5.14,1.63,0.54,0.47,0.73,1.72,1.27,0.42,2.32,2.17,0.01,0.000,,
6124,Jerome,Ty,17.09,CLE,G,CHA,16.00,8.67,1.05,2.11,2.91,0.60,0.08,0.95,2.22,1.08,0.15,3.27,3.41,0.00,0.000,,
5364,Hield,Buddy,17.00,GSW,G,SAC,19.00,10.17,2.28,2.51,0.91,0.55,0.25,0.85,1.36,0.61,0.07,3.64,4.75,0.01,0.000,,
5029,Lyles,Trey,16.95,SAC,F,@ GSW,22.00,7.08,1.45,4.95,1.00,0.47,0.45,0.79,0.95,0.83,0.24,2.40,3.65,0.01,0.000,,
6363,Alvarado,Jose,16.67,NOR,G,@ WAS,19.00,7.08,1.32,2.26,2.36,1.26,0.26,0.95,1.23,0.66,0.20,2.55,3.53,0.00,0.000,,
6544,Houstan,Caleb,16.45,ORL,F,UTA,26.00,9.13,2.64,2.64,0.91,0.53,0.25,0.46,0.39,0.43,0.08,3.03,4.78,0.00,0.000,,
5389,Finney-Smith,Dorian,16.44,LAL,F,@ HOU,24.00,7.27,1.51,3.72,1.23,0.66,0.49,0.78,1.09,0.56,0.23,2.60,3.81,0.01,0.000,,
6173,Green,Josh,16.32,CHA,G,@ CLE,32.00,7.78,1.38,2.96,1.67,0.87,0.25,1.20,1.47,0.70,0.30,2.85,3.74,0.00,0.000,,
5980,Martin,Cody,16.00,CHA,F,@ CLE,22.00,6.39,0.86,3.62,1.70,0.79,0.52,1.04,1.58,0.65,0.32,2.44,3.29,0.00,0.000,Probable,
6032,Hachimura,Rui,15.91,LAL,F,@ HOU,24.00,7.45,0.87,3.88,0.89,0.58,0.50,0.66,1.91,1.02,0.29,2.78,3.33,0.01,0.000,,
6496,Waters III,Lindy,15.57,GSW,G,SAC,20.00,7.56,1.83,2.81,1.30,0.56,0.35,0.38,0.87,0.33,0.07,2.70,3.68,0.00,0.000,,
6212,Richards,Nick,15.46,PHO,C,,16.00,5.76,0.00,5.73,0.86,0.24,0.66,1.11,2.08,1.60,0.66,2.08,1.42,0.00,0.000,,
5235,Niang,Georges,15.45,CLE,F,CHA,18.00,7.66,1.56,3.58,1.23,0.39,0.17,0.87,1.29,0.40,0.08,2.85,3.15,0.01,0.000,,
2730,Horford,Al,15.45,BOS,C,@ OKC,22.00,5.56,1.12,4.10,1.55,0.44,0.66,0.65,0.95,0.30,0.05,2.07,2.64,0.00,0.000,,
6345,Hauser,Sam,15.39,BOS,F,@ OKC,22.00,7.13,1.96,3.44,0.98,0.57,0.28,0.40,0.57,0.11,0.01,2.53,3.47,0.01,0.000,,
5662,Huerter,Kevin,14.35,SAC,G,@ GSW,18.00,7.18,1.39,2.44,1.43,0.55,0.29,0.80,1.31,0.39,0.13,2.70,3.74,0.00,0.000,,
6191,Joe,Isaiah,14.04,OKC,G,BOS,18.00,7.36,1.80,2.25,1.16,0.53,0.19,0.44,0.72,0.52,0.11,2.52,3.64,0.00,0.000,Questionable,
5028,Looney,Kevon,13.77,GSW,F,SAC,13.00,3.98,0.00,5.06,1.50,0.41,0.32,0.49,1.65,0.68,0.47,1.65,1.15,0.00,0.000,,
6946,Carter,Devin,13.66,SAC,G,@ GSW,16.00,6.47,0.79,2.84,1.40,0.53,0.33,1.15,1.59,0.92,0.37,2.38,3.49,0.00,0.000,,
6939,Salaun,Tidjane,13.46,CHA,F,@ CLE,19.00,5.14,0.99,4.13,0.99,0.62,0.17,0.82,0.76,0.65,0.29,1.75,3.40,0.00,0.000,G-League,
5695,Mykhailiuk,Svi,13.26,UTA,F,@ ORL,15.00,7.14,1.69,1.88,1.33,0.59,0.09,0.87,0.68,0.71,0.25,2.37,3.63,0.00,0.000,,
6754,Hawkins,Jordan,13.07,NOR,G,@ WAS,16.00,7.80,1.28,2.14,0.83,0.27,0.22,0.54,1.39,1.18,0.20,2.67,3.94,0.00,0.000,,
5856,Williams,Kenrich,12.19,OKC,F,BOS,16.00,4.87,0.78,3.28,1.13,0.55,0.15,0.53,1.22,0.09,0.06,2.00,2.27,0.00,0.000,,
6950,Knecht,Dalton,11.80,LAL,F,@ HOU,17.00,6.74,1.16,2.48,0.66,0.27,0.04,0.47,1.28,0.70,0.18,2.44,3.20,0.00,0.000,,
6051,Tate,Jae'Sean,11.76,HOU,F,LAL,18.00,4.20,0.27,2.93,1.57,0.66,0.22,0.70,1.51,0.37,0.15,1.78,1.78,0.00,0.000,,
6283,Moody,Moses,11.65,GSW,G,SAC,14.00,7.17,1.22,1.67,0.64,0.34,0.21,0.55,1.27,0.97,0.30,2.49,3.02,0.00,0.000,,
6533,Williams,Jaylin,11.36,OKC,F,BOS,12.00,4.47,0.81,2.86,1.26,0.33,0.29,0.44,0.78,0.48,0.15,1.59,2.01,0.00,0.000,,
4049,Theis,Daniel,10.61,NOR,C,@ WAS,13.00,3.79,0.28,3.42,0.73,0.24,0.55,0.55,1.26,0.43,0.15,1.54,1.48,0.00,0.000,,
3937,Micic,Vasilije,10.56,CHA,G,@ CLE,14.00,4.85,0.69,1.13,2.61,0.32,0.05,1.40,1.19,0.40,0.09,1.88,2.53,0.00,0.000,,
5690,Holiday,Aaron,9.93,HOU,G,LAL,14.00,5.05,0.88,1.10,1.50,0.46,0.08,0.54,0.99,0.43,0.06,1.87,2.35,0.00,0.000,,
3040,Mills,Patty,9.49,UTA,G,@ ORL,13.00,5.53,1.23,0.96,1.02,0.36,0.08,0.54,0.69,0.46,0.07,1.92,3.02,0.00,0.000,,
6750,Howard,Jett,9.23,ORL,F,UTA,11.00,5.60,1.27,1.15,0.59,0.22,0.21,0.38,0.64,0.51,0.14,1.91,2.98,0.00,0.000,,
5767,Eubanks,Drew,9.21,UTA,C,@ ORL,10.00,3.70,0.04,2.80,0.59,0.23,0.50,0.71,1.40,0.78,0.30,1.44,1.14,0.00,0.000,,
6211,Queen,Trevelin,9.19,ORL,G,UTA,11.00,3.64,0.52,1.61,1.15,0.62,0.31,0.61,0.82,0.44,0.10,1.34,1.82,0.00,0.000,,
3373,Joseph,Cory,9.11,ORL,G,UTA,13.00,3.81,0.83,1.25,1.74,0.30,0.16,0.42,0.51,0.30,0.09,1.34,2.27,0.00,0.000,,
5714,Milton,Shake,8.57,LAL,G,@ HOU,11.00,3.89,0.48,1.22,1.63,0.27,0.10,0.54,0.94,0.57,0.12,1.42,2.02,0.00,0.000,,
6079,Hayes,Jaxson,7.63,LAL,C,@ HOU,10.00,3.13,0.03,2.33,0.32,0.29,0.36,0.42,1.17,0.70,0.29,1.20,0.68,0.00,0.000,,
6109,Reddish,Cam,6.98,LAL,F,@ HOU,15.00,2.50,0.33,1.36,0.62,0.68,0.27,0.43,0.56,0.39,0.21,0.89,1.43,0.00,0.000,,
6536,Baldwin,Patrick,6.89,WAS,F,NOR,8.00,2.66,0.58,1.90,0.46,0.29,0.23,0.33,0.37,0.18,0.09,0.95,1.28,0.00,0.000,G-League,
6508,Davis,Johnny,6.13,WAS,G,NOR,8.00,2.76,0.29,1.35,0.50,0.29,0.16,0.22,0.83,0.23,0.17,1.12,1.46,0.00,0.000,,
3711,Adams,Steven,5.74,HOU,C,LAL,7.00,1.63,0.00,2.23,0.60,0.18,0.14,0.43,0.68,0.27,0.38,0.68,0.42,0.00,0.000,,
3720,Len,Alex,5.45,SAC,C,@ GSW,6.00,1.63,0.02,1.70,0.52,0.14,0.40,0.36,0.65,0.27,0.17,0.67,0.49,0.00,0.000,,
5983,Jeffries,DaQuan,4.28,CHA,G,@ CLE,8.00,1.78,0.25,1.08,0.32,0.19,0.14,0.23,0.46,0.11,0.03,0.71,0.92,0.00,0.000,,
6326,Robinson-Earl,Jeremiah,2.58,NOR,F,@ WAS,3.00,1.06,0.13,0.81,0.17,0.09,0.03,0.10,0.27,0.13,0.03,0.40,0.52,0.00,0.000,,
6953,Tyson,Jaylon,2.30,CLE,G,CHA,3.00,0.97,0.10,0.58,0.26,0.10,0.03,0.20,0.27,0.13,0.06,0.37,0.43,0.00,0.000,,
7077,Carlson,Branden,2.10,OKC,C,BOS,3.00,0.92,0.10,0.59,0.10,0.05,0.10,0.12,0.26,0.10,0.04,0.36,0.48,0.00,0.000,,
5452,Fox,De'Aaron,0.00,SAC,G,@ GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6312,Queta,Neemias,0.00,BOS,C,@ OKC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6357,McClung,Mac,0.00,ORL,G,UTA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,G-League,
5360,Ingram,Brandon,0.00,NOR,F,@ WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
6612,Williams Jr.,Jeenathan,0.00,HOU,G,LAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6540,Koloko,Christian,0.00,LAL,C,@ HOU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6735,Hendricks,Taylor,0.00,UTA,F,@ ORL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Out for season,
6744,Hood-Schifino,Jalen,0.00,LAL,G,@ HOU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
6746,Coulibaly,Bilal,0.00,WAS,F,NOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6806,Tshiebwe,Oscar,0.00,UTA,F,@ ORL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6294,Thor,J.T.,0.00,CLE,F,CHA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,G-League,
6292,Butler,Jared,0.00,WAS,G,NOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6289,Kuminga,Jonathan,0.00,GSW,F,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
5465,Collins,John,0.00,UTA,F,@ ORL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6803,Porter Jr.,Craig,0.00,CLE,G,CHA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6988,James,Bronny,0.00,LAL,G,@ HOU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6284,Wagner,Franz,0.00,ORL,F,UTA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5898,Vincent,Gabe,0.00,LAL,G,@ HOU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6763,Vukcevic,Tristan,0.00,WAS,C,NOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6286,Springer,Jaden,0.00,BOS,G,@ OKC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6571,Santos,Gui,0.00,GSW,F,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5519,Gill,Anthony,0.00,WAS,F,NOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6601,Cain,Jamal,0.00,NOR,F,@ WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6792,Bates,Emoni,0.00,CLE,F,CHA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
7072,Harkless,E.J.,0.00,UTA,G,@ ORL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
7064,Dante,N'Faly,0.00,HOU,C,LAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,G-League,
7062,Crawford,Isaiah,0.00,SAC,F,@ GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,G-League,
7061,Jones,Isaac,0.00,SAC,F,@ GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,G-League,
6793,Wong,Isaiah,0.00,CHA,G,@ CLE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
7058,Brooks Jr.,Keion,0.00,NOR,F,@ WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,G-League,
5853,Green,Javonte,0.00,NOR,G,@ WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5697,Wagner,Moritz,0.00,ORL,C,UTA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Out for season,
6159,Bey,Saddiq,0.00,WAS,F,NOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Out for season,
6181,Merrill,Sam,0.00,CLE,G,CHA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
2724,Green,Jeff,0.00,HOU,F,LAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
