id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
3930,Jokic,Nikola,66.64,DEN,C,@ DAL,37.00,31.33,1.94,11.89,9.25,2.01,0.65,3.30,10.05,5.41,1.28,11.99,10.28,0.65,0.319,,
5693,Gilgeous-Alexander,Shai,57.51,OKC,G,@ WAS,35.00,33.81,2.05,6.01,6.35,2.21,1.14,2.52,9.60,8.46,1.09,11.65,9.50,0.11,0.012,,
5450,Tatum,Jayson,52.57,BOS,F,NOR,37.00,27.36,3.67,9.32,5.67,1.34,0.59,2.95,5.64,5.07,1.17,9.31,10.62,0.49,0.034,,
3701,Antetokounmpo,Giannis,52.27,MIL,F,@ NYK,35.00,28.09,0.12,10.12,5.09,0.83,1.36,3.07,11.28,5.17,3.27,11.40,6.97,0.58,0.041,,
5433,Sabonis,Domantas,50.63,SAC,C,@ CHI,36.00,21.56,0.92,13.08,6.43,0.78,0.47,2.70,7.85,3.10,0.98,8.77,5.45,0.80,0.088,,
6145,Ball,LaMelo,49.06,CHA,G,@ PHO,35.00,26.73,4.08,6.14,7.28,1.21,0.23,3.50,5.42,3.65,0.65,9.50,12.11,0.31,0.034,Questionable,
5052,Towns,Karl-Anthony,47.51,NYK,C,MIL,34.00,21.69,1.83,13.20,3.44,0.84,0.76,2.40,5.98,4.24,0.78,7.81,7.24,0.80,0.016,,
5452,Fox,De'Aaron,47.06,SAC,G,@ CHI,36.00,26.67,2.10,5.36,6.51,1.65,0.37,2.70,8.16,4.05,1.10,10.26,10.07,0.11,0.008,,
2718,Durant,Kevin,46.71,PHO,F,CHA,36.00,28.20,2.19,6.31,4.37,0.93,1.35,3.53,7.64,6.35,1.16,9.83,9.34,0.11,0.003,,
5679,Brunson,Jalen,45.15,NYK,G,MIL,35.00,27.39,2.46,3.42,7.37,0.84,0.07,2.21,6.51,6.99,1.38,8.97,10.05,0.31,0.006,,
5002,Booker,Devin,44.99,PHO,G,CHA,36.00,25.13,2.31,4.19,7.80,0.96,0.30,2.50,5.91,6.38,0.79,8.22,9.52,0.31,0.009,,
6160,Maxey,Tyrese,44.43,PHI,G,@ ORL,38.00,27.65,3.51,3.05,5.57,1.71,0.36,2.79,5.85,5.42,0.96,9.36,13.08,0.07,0.001,,
6276,Mobley,Evan,44.26,CLE,C,IND,32.00,21.55,1.03,10.06,3.27,1.03,1.43,2.22,7.26,3.94,1.18,8.29,5.67,0.58,0.012,Out,
5266,Brown,Jaylen,43.99,BOS,F,NOR,37.00,24.38,2.21,6.22,5.20,1.59,0.44,2.64,7.17,3.41,1.27,9.38,9.54,0.11,0.008,,
6518,Williams,Jalen,42.08,OKC,G,@ WAS,34.00,21.79,1.72,5.65,5.50,1.66,0.84,2.01,6.91,2.81,0.76,8.63,9.54,0.07,0.005,,
3404,Vucevic,Nikola,41.68,CHI,C,SAC,33.00,18.34,1.74,10.69,3.83,0.83,0.81,1.63,5.71,1.70,0.36,7.45,6.95,0.57,0.011,,
6500,Banchero,Paolo,41.53,ORL,F,PHI,28.00,23.46,1.70,6.65,5.05,0.57,0.57,2.28,6.07,6.22,2.33,7.77,7.74,0.11,0.008,,
3932,LaVine,Zach,41.19,CHI,G,SAC,35.00,25.02,3.39,5.00,4.85,0.85,0.29,2.89,5.30,4.25,0.89,8.69,9.28,0.07,0.002,,
5489,Hartenstein,Isaiah,41.16,OKC,C,@ WAS,32.00,14.82,0.13,12.66,4.00,0.83,1.30,1.65,6.09,2.25,1.01,6.22,3.88,0.64,0.019,Injured,
6152,Haliburton,Tyrese,40.72,IND,G,@ CLE,35.00,19.33,3.24,3.12,8.49,1.20,0.60,2.11,3.51,2.59,0.43,6.75,7.81,0.38,0.008,,
5460,Mitchell,Donovan,40.28,CLE,G,IND,32.00,23.07,3.56,4.36,4.97,1.43,0.35,2.17,4.57,3.25,0.71,8.13,9.88,0.03,0.001,,
6112,Garland,Darius,39.18,CLE,G,IND,32.00,21.19,3.07,2.50,7.52,1.19,0.23,2.53,4.38,3.22,0.42,7.45,8.14,0.31,0.003,,
3542,Lillard,Damian,39.09,MIL,G,@ NYK,35.00,21.61,3.17,3.77,6.71,0.89,0.19,2.43,3.54,5.02,0.48,6.71,8.81,0.11,0.002,,
6282,Giddey,Josh,38.54,CHI,G,SAC,31.00,14.03,1.48,7.21,8.38,0.93,0.59,3.26,3.84,1.91,0.64,5.32,5.95,0.32,0.099,,
5301,Murray,Dejounte,38.49,NOR,G,@ BOS,35.00,15.64,1.32,6.68,7.11,1.82,0.37,3.40,4.95,1.78,0.40,6.27,8.07,0.27,0.030,Probable,
3111,George,Paul,38.27,PHI,F,@ ORL,35.00,18.64,2.69,6.39,4.47,1.89,0.52,2.80,3.84,2.89,0.51,6.53,8.17,0.11,0.003,Off Injury Report,
5936,Poole,Jordan,37.86,WAS,G,OKC,34.00,22.51,3.28,3.33,5.12,1.38,0.41,3.64,3.75,5.17,0.79,7.03,9.88,0.07,0.001,,
5043,Porzingis,Kristaps,37.42,BOS,F,NOR,31.00,19.22,1.94,7.41,2.03,0.76,1.83,1.47,4.62,4.16,0.66,6.56,6.35,0.31,0.003,,
5345,Murray,Jamal,36.97,DEN,G,@ DAL,36.00,18.64,2.00,4.30,5.74,1.49,0.63,2.02,4.78,3.08,0.48,6.78,9.06,0.07,0.002,,
5468,Allen,Jarrett,36.88,CLE,C,IND,31.00,15.31,0.00,11.98,1.81,0.88,0.91,1.09,6.06,3.19,1.19,6.06,2.74,0.57,0.000,,
5354,Siakam,Pascal,36.63,IND,F,@ CLE,34.00,18.94,1.73,7.86,3.27,0.89,0.26,1.36,5.41,2.93,0.82,7.14,7.72,0.31,0.006,,
