id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
5693,Gilgeous-Alexander,Shai,60.08,OKC,G,UTA,35.00,35.27,1.99,5.29,7.06,2.32,1.33,2.43,10.16,8.98,1.10,12.15,10.17,0.31,0.022,,
5433,Sabonis,Domantas,54.22,SAC,C,GSW,36.00,18.17,0.89,16.57,7.56,0.81,0.62,3.00,6.44,2.62,0.86,7.33,5.93,0.90,0.279,,
6145,Ball,LaMelo,54.20,CHA,G,@ MEM,38.00,29.68,4.26,6.10,8.38,1.60,0.33,4.72,5.84,5.22,0.92,10.10,14.76,0.38,0.042,Questionable,
6275,Cunningham,Cade,53.03,DET,G,@ ATL,36.00,24.33,2.59,7.08,10.53,1.09,0.74,4.61,6.41,3.74,0.80,9.00,11.15,0.58,0.180,,
5450,Tatum,Jayson,52.05,BOS,F,@ LAC,37.00,27.76,3.64,9.57,4.94,1.46,0.49,3.16,5.82,5.20,1.17,9.46,11.45,0.49,0.015,,
5664,Young,Trae,47.05,ATL,G,DET,35.00,23.12,3.10,3.05,10.95,1.46,0.26,4.41,4.20,5.42,0.84,7.30,10.43,0.58,0.012,,
5452,Fox,De'Aaron,45.84,SAC,G,GSW,36.00,25.54,1.98,5.55,6.52,1.40,0.53,2.92,7.36,4.88,1.29,9.34,10.25,0.11,0.008,,
6518,Williams,Jalen,45.01,OKC,G,UTA,34.00,23.53,1.89,5.30,6.09,1.94,0.88,2.11,7.34,3.18,0.83,9.23,9.43,0.11,0.008,,
2718,Durant,Kevin,44.37,PHO,F,@ BKN,36.00,27.40,1.95,6.10,3.78,0.76,1.33,3.31,7.64,6.27,1.20,9.59,8.24,0.11,0.002,,
3369,Irving,Kyrie,44.35,DAL,G,MIN,38.00,27.00,3.28,5.00,4.65,1.37,0.41,2.37,6.65,3.86,0.41,9.93,11.10,0.07,0.002,,
6147,Edwards,Anthony,44.07,MIN,G,@ DAL,38.00,25.93,3.85,6.12,4.32,1.26,0.50,3.21,5.03,4.32,0.79,8.88,12.09,0.11,0.003,,
5266,Brown,Jaylen,43.82,BOS,F,@ LAC,37.00,25.29,2.14,6.16,5.06,1.54,0.35,3.59,7.57,3.73,1.27,9.71,10.22,0.11,0.008,,
5002,Booker,Devin,43.60,PHO,G,@ BKN,36.00,25.61,2.72,3.55,6.86,1.18,0.33,2.57,5.68,6.09,0.78,8.40,9.81,0.11,0.002,,
5460,Mitchell,Donovan,43.42,CLE,G,@ HOU,33.00,26.14,4.20,4.46,4.52,1.61,0.39,2.45,4.85,3.84,0.84,9.05,11.71,0.03,0.001,,
6295,Johnson,Jalen,43.15,ATL,F,DET,34.00,18.70,1.32,9.91,4.84,1.50,0.82,2.54,6.09,2.56,0.90,7.41,6.85,0.49,0.015,Injured,
6281,Sengun,Alperen,43.09,HOU,C,CLE,32.00,18.26,0.33,10.32,5.10,1.41,0.73,2.30,7.07,3.13,1.33,7.40,7.63,0.57,0.040,,
6117,Morant,Ja,42.79,MEM,G,CHA,29.00,22.04,1.37,5.19,7.87,1.06,0.36,3.20,6.10,5.73,1.26,7.47,8.56,0.31,0.022,,
5698,Jackson Jr.,Jaren,42.58,MEM,C,CHA,31.00,22.79,1.84,6.90,2.63,1.78,1.91,2.50,6.30,4.67,1.23,8.14,8.91,0.11,0.001,,
6511,Williams,Mark,42.08,CHA,C,@ MEM,31.00,18.03,0.00,11.68,2.32,1.03,1.82,1.43,7.33,3.37,1.30,7.33,4.77,0.64,0.006,,
2999,Curry,Stephen,40.85,GSW,G,@ SAC,34.00,23.09,4.30,4.64,5.76,0.87,0.44,3.12,3.33,3.53,0.26,7.63,9.15,0.07,0.002,,
5458,Monk,Malik,40.52,SAC,G,GSW,35.00,20.09,2.65,4.40,7.43,0.93,0.68,2.51,4.44,3.26,0.46,7.09,9.33,0.31,0.009,,
6112,Garland,Darius,40.47,CLE,G,@ HOU,33.00,23.35,3.53,2.62,6.76,1.38,0.23,2.90,4.74,3.28,0.44,8.27,9.57,0.11,0.001,,
6732,Thompson,Amen,40.34,HOU,F,CLE,40.00,16.28,0.41,10.19,3.70,1.63,1.39,2.59,5.85,3.35,1.47,6.26,5.52,0.53,0.011,,
3946,Randle,Julius,40.02,MIN,F,@ DAL,36.00,20.69,1.70,7.82,5.32,0.62,0.27,3.18,5.46,4.67,1.17,7.16,8.26,0.31,0.022,,
5673,Bridges,Miles,38.33,CHA,F,@ MEM,33.00,20.11,2.30,7.36,3.98,0.71,0.54,2.16,5.06,3.09,0.52,7.36,9.49,0.31,0.006,Questionable,
5475,White,Derrick,36.99,BOS,G,@ LAC,36.00,18.67,3.78,4.60,5.11,0.99,0.96,2.00,2.67,1.99,0.35,6.45,8.71,0.07,0.002,,
6113,Porter Jr.,Kevin,36.38,LAC,G,BOS,33.00,18.97,1.43,6.20,4.69,1.34,0.40,3.49,6.42,1.84,0.86,7.85,9.85,0.11,0.003,,
5468,Allen,Jarrett,35.77,CLE,C,@ HOU,33.00,14.75,0.00,10.87,2.13,0.90,1.16,1.26,5.95,2.85,1.02,5.95,2.85,0.49,0.005,,
3006,DeRozan,DeMar,35.66,SAC,G,GSW,36.00,20.65,0.85,4.31,4.35,1.16,0.53,1.51,7.06,3.98,0.64,7.91,8.67,0.03,0.001,,
6164,Bane,Desmond,35.50,MEM,G,CHA,31.00,16.30,2.00,5.81,6.02,1.08,0.41,2.49,3.92,2.46,0.35,5.92,6.25,0.10,0.007,,
5977,Gafford,Daniel,35.29,DAL,F,MIN,30.00,15.75,0.00,8.01,2.03,0.72,2.57,1.21,6.42,2.91,1.42,6.42,2.78,0.33,0.003,,
5356,VanVleet,Fred,35.18,HOU,G,CLE,37.00,16.51,2.79,3.73,6.26,1.56,0.41,1.74,3.08,1.98,0.44,5.87,8.21,0.10,0.002,,
6111,Washington,PJ,34.20,DAL,F,MIN,38.00,15.04,1.63,8.41,2.26,1.51,0.95,1.96,3.91,2.33,0.82,5.54,6.97,0.33,0.003,,
6280,Green,Jalen,33.48,HOU,G,CLE,33.00,21.33,2.87,4.36,2.64,0.85,0.37,2.37,4.43,3.86,0.63,7.30,9.61,0.03,0.000,,
3367,Harris,Tobias,33.43,DET,F,@ ATL,35.00,15.70,1.61,6.80,3.26,1.07,0.97,1.38,4.41,2.05,0.28,6.02,6.91,0.10,0.002,,
