id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
6728,Wembanyama,Victor,66.66,SAS,F,MEM,36.00,30.98,4.21,12.61,4.08,1.40,4.93,4.35,7.01,4.33,0.71,11.22,11.81,0.76,0.023,,
3640,Davis,Anthony,54.81,LAL,F,MIA,36.00,24.95,0.67,13.23,4.02,1.20,2.14,1.99,8.80,5.34,1.50,9.47,7.77,0.80,0.024,,
3701,Antetokounmpo,Giannis,53.41,MIL,F,ORL,35.00,28.78,0.11,10.73,5.06,0.90,1.35,3.84,11.01,6.43,4.10,11.12,7.25,0.58,0.041,,
6145,Ball,LaMelo,52.71,CHA,G,@ UTA,36.00,28.00,3.93,5.30,9.08,1.50,0.25,3.67,5.87,4.47,0.80,9.80,12.83,0.49,0.034,Questionable,
5450,Tatum,Jayson,52.00,BOS,F,@ TOR,37.00,27.28,3.49,9.28,5.51,1.29,0.59,2.98,5.38,6.05,1.39,8.87,10.51,0.49,0.034,,
2011,James,LeBron,48.32,LAL,F,MIA,34.00,23.39,2.20,7.47,8.45,0.89,0.49,3.74,6.90,2.99,0.95,9.10,9.16,0.38,0.118,,
6281,Sengun,Alperen,47.99,HOU,C,@ DEN,35.00,21.23,0.36,10.80,5.76,1.56,0.83,2.66,8.09,3.97,1.71,8.45,8.23,0.58,0.041,,
6160,Maxey,Tyrese,47.59,PHI,G,NYK,39.00,29.35,3.91,2.86,6.36,1.71,0.36,2.28,6.30,5.02,0.86,10.21,13.12,0.11,0.001,,
5679,Brunson,Jalen,46.11,NYK,G,@ PHI,35.00,28.70,2.69,3.04,7.51,0.88,0.07,2.77,7.18,6.27,1.28,9.87,10.50,0.31,0.006,,
3001,Harden,James,45.19,LAC,G,BKN,34.00,20.22,2.51,7.21,8.31,1.16,0.65,4.61,3.18,6.33,0.87,5.69,8.25,0.38,0.118,,
6117,Morant,Ja,44.62,MEM,G,@ SAS,32.00,22.24,1.62,5.22,8.71,1.26,0.32,3.66,6.15,5.08,1.12,7.77,9.55,0.38,0.027,,
6147,Edwards,Anthony,44.53,MIN,G,GSW,37.00,25.82,3.82,6.30,4.57,1.24,0.62,3.64,5.52,3.32,0.67,9.34,11.85,0.11,0.003,,
5698,Jackson Jr.,Jaren,44.07,MEM,C,@ SAS,33.00,23.83,1.86,7.72,2.55,1.66,1.65,2.52,6.81,4.63,1.24,8.67,9.64,0.31,0.003,,
5301,Murray,Dejounte,42.99,NOR,G,DAL,35.00,17.33,1.57,6.79,8.24,2.16,0.37,3.40,5.28,2.06,0.46,6.85,9.51,0.36,0.040,Probable,
2872,Westbrook,Russell,42.46,DEN,G,HOU,36.00,18.11,1.72,5.19,8.24,2.03,0.84,3.48,4.86,3.23,1.65,6.58,8.65,0.38,0.026,,
3932,LaVine,Zach,42.19,CHI,G,ATL,35.00,25.47,3.42,5.14,5.02,0.93,0.31,3.08,5.76,3.69,0.77,9.18,8.57,0.07,0.005,,
6285,Barnes,Scottie,42.05,TOR,F,BOS,34.00,19.51,1.54,8.23,5.57,1.17,0.78,2.84,6.10,2.69,0.94,7.64,9.15,0.38,0.027,,
3111,George,Paul,41.59,PHI,F,NYK,36.00,21.28,3.11,6.30,5.04,1.52,0.63,2.34,4.59,2.77,0.49,7.70,8.61,0.11,0.008,Off Injury Report,
5361,Zubac,Ivica,41.50,LAC,C,BKN,35.00,15.63,0.00,13.97,2.68,0.66,1.52,2.07,6.81,2.01,1.30,6.81,3.59,0.70,0.007,,
2999,Curry,Stephen,41.03,GSW,G,@ MIN,34.00,22.87,4.45,4.81,5.68,0.97,0.42,2.97,3.11,3.30,0.24,7.56,9.53,0.07,0.002,,
3404,Vucevic,Nikola,40.68,CHI,C,ATL,33.00,18.01,1.72,10.74,3.46,0.79,0.79,1.73,5.61,1.63,0.40,7.33,6.92,0.57,0.011,,
6500,Banchero,Paolo,40.66,ORL,F,@ MIL,30.00,23.54,1.72,6.35,4.63,0.74,0.50,2.56,6.08,6.22,2.30,7.80,9.00,0.11,0.003,,
5266,Brown,Jaylen,40.43,BOS,F,@ TOR,37.00,23.20,2.08,5.63,4.44,1.48,0.48,3.07,6.58,3.80,1.36,8.66,9.39,0.07,0.002,,
5913,Herro,Tyler,40.38,MIA,G,@ LAL,36.00,23.19,3.64,5.39,5.46,0.77,0.06,2.68,4.42,3.43,0.50,8.06,9.86,0.07,0.005,,
6732,Thompson,Amen,40.36,HOU,F,@ DEN,39.00,16.33,0.38,9.57,3.82,1.63,1.65,2.22,6.07,3.05,1.31,6.45,5.33,0.45,0.009,,
5461,Adebayo,Bam,40.14,MIA,C,@ LAL,32.00,17.50,0.67,9.12,4.87,1.19,0.68,1.77,6.28,2.93,1.09,6.95,7.09,0.47,0.014,,
3946,Randle,Julius,40.11,MIN,F,GSW,34.00,20.95,1.71,8.33,4.95,0.55,0.25,3.47,5.65,4.52,1.09,7.36,8.29,0.38,0.011,,
6282,Giddey,Josh,40.06,CHI,G,ATL,32.00,13.01,1.49,7.78,9.18,1.16,0.65,3.52,3.40,1.74,0.56,4.89,5.89,0.39,0.122,,
3542,Lillard,Damian,40.02,MIL,G,ORL,35.00,22.25,3.06,4.35,6.56,0.99,0.21,3.22,3.48,6.11,0.61,6.54,9.20,0.11,0.003,,
6057,Barrett,R.J.,39.53,TOR,G,BOS,34.00,21.36,1.70,6.76,5.48,0.58,0.41,3.04,6.29,3.68,1.55,7.99,9.34,0.11,0.008,,
6330,Reaves,Austin,39.46,LAL,G,MIA,36.00,19.83,2.80,4.69,7.31,0.87,0.30,2.87,4.06,3.31,0.71,6.86,8.63,0.31,0.009,,
6523,Kessler,Walker,39.30,UTA,C,CHA,30.00,13.48,0.00,13.08,1.75,0.58,2.73,1.48,5.83,1.82,1.33,5.83,2.17,0.64,0.000,,
6290,Murphy,Trey,39.03,NOR,F,DAL,36.00,22.83,3.49,5.38,3.10,1.14,0.63,1.13,4.38,3.60,0.44,7.87,9.33,0.07,0.001,,
5345,Murray,Jamal,38.49,DEN,G,HOU,34.00,21.04,2.31,3.86,5.37,1.42,0.73,1.99,5.14,3.83,0.64,7.45,9.40,0.07,0.001,,
5043,Porzingis,Kristaps,38.02,BOS,F,@ TOR,31.00,19.81,1.92,7.09,2.19,0.84,1.84,1.47,4.66,4.73,0.76,6.58,6.65,0.31,0.003,,
5476,Hart,Josh,37.54,NYK,G,@ PHI,37.00,14.17,1.36,9.71,5.04,1.27,0.36,1.94,3.84,2.41,0.56,5.20,4.52,0.41,0.029,,
6511,Williams,Mark,37.15,CHA,C,@ UTA,29.00,14.87,0.00,10.91,2.14,0.96,1.67,1.14,6.11,2.65,1.02,6.11,3.69,0.49,0.005,,
3723,McCollum,C.J.,36.98,NOR,G,DAL,35.00,22.12,3.43,4.22,3.91,0.87,0.53,1.68,4.92,1.99,0.68,8.35,11.05,0.03,0.001,,
6280,Green,Jalen,36.98,HOU,G,@ DEN,37.00,23.59,3.12,4.38,3.18,1.04,0.33,2.40,5.20,3.83,0.62,8.32,11.49,0.03,0.001,,
6503,Daniels,Dyson,36.58,ATL,G,@ CHI,35.00,15.47,1.43,5.88,3.73,3.30,0.75,1.50,5.12,0.94,0.61,6.55,7.52,0.06,0.001,,
6164,Bane,Desmond,35.81,MEM,G,@ SAS,32.00,16.97,2.28,6.09,5.34,1.14,0.41,2.39,3.98,2.17,0.34,6.26,6.95,0.10,0.007,,
5673,Bridges,Miles,35.68,CHA,F,@ UTA,33.00,18.81,2.16,6.48,3.77,0.83,0.54,1.75,4.86,2.61,0.44,7.02,8.60,0.11,0.002,Questionable,
5044,Powell,Norman,35.62,LAC,G,BKN,35.00,23.65,3.61,3.35,2.66,1.22,0.24,1.92,4.39,4.04,0.73,8.00,8.68,0.02,0.000,,
5355,Poeltl,Jakob,35.36,TOR,C,BOS,33.00,13.39,0.00,11.02,2.51,1.08,1.19,1.81,5.93,1.53,0.95,5.93,3.77,0.52,0.005,,
5356,VanVleet,Fred,35.18,HOU,G,@ DEN,37.00,16.39,2.59,3.70,6.53,1.41,0.46,1.64,3.23,2.16,0.43,5.82,8.61,0.10,0.002,,
5976,White,Coby,34.90,CHI,G,ATL,34.00,19.30,3.24,3.72,5.28,1.06,0.22,2.52,3.38,2.82,0.43,6.62,8.40,0.07,0.001,Injured,
6155,Vassell,Devin,34.78,SAS,G,MEM,34.00,18.85,2.45,4.41,4.27,1.39,0.48,2.00,4.64,2.22,0.59,7.09,8.87,0.03,0.001,,
6730,Miller,Brandon,34.59,CHA,F,@ UTA,34.00,19.66,3.43,4.57,3.30,1.09,0.79,2.50,3.51,2.35,0.38,6.94,9.53,0.03,0.001,Out for season,
3904,Bogdanovic,Bogdan,34.25,ATL,G,@ CHI,28.00,19.00,3.64,3.39,5.26,1.07,0.29,3.06,3.02,2.04,0.17,6.66,9.03,0.07,0.001,,
6162,Anthony,Cole,33.27,ORL,G,@ MIL,29.00,17.02,1.92,5.46,4.54,0.90,0.53,2.62,4.37,2.52,0.60,6.29,8.60,0.07,0.002,Questionable,
5469,Anunoby,O.G.,32.86,NYK,F,@ PHI,37.00,18.57,2.33,5.01,2.02,1.27,0.98,1.54,4.84,1.90,0.51,7.17,7.14,0.07,0.001,,
5717,Bridges,Mikal,32.82,NYK,F,@ PHI,40.00,20.87,2.53,3.25,3.03,1.00,0.45,1.71,6.02,1.24,0.38,8.55,8.28,0.02,0.000,,
5475,White,Derrick,32.54,BOS,G,@ TOR,36.00,15.04,3.13,4.48,4.50,1.23,0.97,1.71,1.99,1.67,0.29,5.12,6.78,0.03,0.001,,
3729,Gobert,Rudy,32.45,MIN,C,GSW,34.00,10.36,0.00,11.73,1.91,0.68,1.72,1.61,3.94,2.48,1.29,3.94,2.66,0.38,0.000,,
