Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4638800163,LSC4 (3/3),312.66,92.25,C Victor Wembanyama F Kyle Anderson G LOCKED PF Evan Mobley PG Donovan Mitchell SF Kyshawn George SG Duncan Robinson UTIL Stephon Castle,,Jordan Poole,PG,34.50%,5.25
2,4638833716,surrell2756,297.31,88.5,C Jarrett Allen F Sam Hauser G Derrick White PF Evan Mobley PG Donovan Mitchell SF Zaccharie Risacher SG Nickeil Alexander-Walker UTIL Darius Garland,,Derrick White,SG,28.37%,2
2,4638777049,Maddieluck22,271.63998,88.5,C Victor Wembanyama F Naz Reid G Rob Dillingham PF Kyshawn George PG Stephon Castle SF Corey Kispert SG De'Aaron Fox UTIL Richaun Holmes,,Naz Reid,PF,20.10%,8.5
4,4638826409,jomachi (1/5),269.19998,88,C Evan Mobley F Jaden McDaniels G Chris Paul PF Kyshawn George PG Trae Young SF Zaccharie Risacher SG Kentavious Caldwell-Pope UTIL Dyson Daniels,,Nick Smith Jr.,SF,19.87%,1.5
5,4638797910,csharrel1 (7/10),270.52,86.5,C Victor Wembanyama F Zaccharie Risacher G Jordan Poole PF Mouhamed Gueye PG De'Aaron Fox SF De'Andre Hunter SG Devin Vassell UTIL Kyshawn George,,Terry Rozier,PG,19.02%,0
6,4638389414,T-Bird33,295.32,86.25,C Victor Wembanyama F Georges Niang G Dyson Daniels PF Evan Mobley PG Carlton Carrington SF De'Andre Hunter SG Ziaire Williams UTIL Duncan Robinson,,Mouhamed Gueye,PF,16.86%,10.5
7,4638411001,DMBarnes12,284.75,83.5,C Jarrett Allen F Evan Mobley G Carlton Carrington PF De'Andre Hunter PG Trae Young SF LOCKED SG Sam Merrill UTIL Naz Reid,,Richaun Holmes,C,14.15%,5.25
8,4638826455,bcox,284.14,83.25,C Jarrett Allen F Georges Niang G LOCKED PF Evan Mobley PG Darius Garland SF De'Andre Hunter SG Donovan Mitchell UTIL Wendell Carter Jr.,,Franz Wagner,SF,14.00%,14.25
9,4638537425,wvhammer1954 (2/2),299.16,82.75,C Victor Wembanyama F Keldon Johnson G Duncan Robinson PF LOCKED PG De'Aaron Fox SF De'Andre Hunter SG Donovan Mitchell UTIL Tristan Vukcevic,,Al Horford,C,13.94%,0
10,4638829920,FredsPhenoms (1/2),285.36,81.5,C Jarrett Allen F Harrison Barnes G Darius Garland PF Evan Mobley PG Donovan Mitchell SF De'Andre Hunter SG Carlton Carrington UTIL LOCKED,,Victor Wembanyama,C,12.71%,27.25
11,4638812931,mdelgross (3/3),270.62,81,C Victor Wembanyama F Tristan da Silva G Stephon Castle PF Jonathan Isaac PG De'Aaron Fox SF Harrison Barnes SG Devin Vassell UTIL Jordan Poole,,Sam Hauser,PF,12.44%,0
12,4638675077,fannatticc (4/6),296.76,80,C Jarrett Allen F Nick Smith Jr. G Darius Garland PF Evan Mobley PG Donovan Mitchell SF De'Andre Hunter SG LOCKED UTIL Richaun Holmes,,Carlton Carrington,SG,12.22%,5
13,4638806572,fredy88,271.44,79.75,C Jarrett Allen F Nickeil Alexander-Walker G De'Aaron Fox PF Harrison Barnes PG Donovan Mitchell SF Jaden McDaniels SG Carlton Carrington UTIL Chris Paul,,Kyshawn George,SF,11.84%,9
14,4638752294,loegs14 (18/20),310.98,79.5,C Moussa Diabate F Naz Reid G LOCKED PF Evan Mobley PG Ty Jerome SF Kyshawn George SG De'Aaron Fox UTIL LOCKED,,Moussa Diabate,C,10.87%,8.75
15,4638771141,dtownphil,298.65002,79,C Jarrett Allen F Jaden McDaniels G Derrick White PF Naz Reid PG Stephon Castle SF De'Andre Hunter SG LOCKED UTIL Evan Mobley,,Paolo Banchero,F,10.33%,7.75
16,4638779485,Thest0ne41 (1/10),271.22998,78.5,C Victor Wembanyama F Jonathan Isaac G De'Aaron Fox PF Jeremy Sochan PG Carlton Carrington SF Kyshawn George SG Bilal Coulibaly UTIL Jordan Poole,,Bam Adebayo,PF,9.59%,0
16,4638782901,Thest0ne41 (2/10),271.22998,78.5,C Victor Wembanyama F Jonathan Isaac G De'Aaron Fox PF Jeremy Sochan PG Carlton Carrington SF Kyshawn George SG Bilal Coulibaly UTIL Jordan Poole,,De'Aaron Fox,PG,8.26%,13.5
16,4638782985,Thest0ne41 (3/10),271.22998,78.5,C Victor Wembanyama F Jonathan Isaac G De'Aaron Fox PF Jeremy Sochan PG Carlton Carrington SF Kyshawn George SG Bilal Coulibaly UTIL Jordan Poole,,Anthony Edwards,SG,8.21%,4.5
