Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4665240830,erwdub (4/5),216,123,C Kenrich Williams F Malik Beasley G Cason Wallace PF Tobias Harris PG Shai Gilgeous-Alexander SF Luguentz Dort SG LOCKED UTIL Cade Cunningham,,Scotty Pippen Jr.,G,39.64%,0
2,4665754437,kervensDufort,211.03,122,C Isaiah Stewart F Tobias Harris G Isaiah Joe PF Ausar Thompson PG Shai Gilgeous-Alexander SF Duncan Robinson SG Cason Wallace UTIL Cade Cunningham,,Shai Gilgeous-Alexander,PG,28.81%,33.75
3,4665382872,SabGuapo (3/4),235.28,120.75,C Isaiah Stewart F LOCKED G Shai Gilgeous-Alexander PF Tobias Harris PG Cade Cunningham SF Jaime Jaquez Jr. SG Luguentz Dort UTIL Cason Wallace,,Tre Jones,UTIL,26.16%,6.25
3,4665417368,Obinna74,210.78,120.75,C Isaiah Stewart F Malik Beasley G Cade Cunningham PF Kenrich Williams PG Shai Gilgeous-Alexander SF Kevin Huerter SG Cason Wallace UTIL Isaiah Hartenstein,,Andrew Wiggins,SF,22.97%,1.5
5,4665712863,stern12 (2/2),229.35,117,C Isaiah Stewart F Malik Beasley G Cade Cunningham PF Jabari Smith Jr. PG Shai Gilgeous-Alexander SF Luguentz Dort SG Isaiah Joe UTIL Bennedict Mathurin,,Kevin Huerter,SF,22.83%,1.5
6,4665204538,carkit77,229.81,115.5,C Kenrich Williams F Andrew Wiggins G Shai Gilgeous-Alexander PF Tobias Harris PG Cade Cunningham SF Luguentz Dort SG Cason Wallace UTIL Julian Phillips,,Giannis Antetokounmpo,F,20.15%,16.25
6,4665605074,thegov474,216,115.5,C Isaiah Stewart F Luguentz Dort G Cade Cunningham PF Kenrich Williams PG Shai Gilgeous-Alexander SF Ausar Thompson SG Cason Wallace UTIL LOCKED,,Jaime Jaquez Jr.,SF,19.82%,0
8,4665240226,erwdub (3/5),235.28,115.25,C Jaylin Williams F Jaime Jaquez Jr. G Cason Wallace PF Tobias Harris PG Shai Gilgeous-Alexander SF Luguentz Dort SG LOCKED UTIL Cade Cunningham,,Kenrich Williams,F,17.86%,7.25
9,4665288966,theebozzfdc (1/2),234.78,112,C Isaiah Hartenstein F Tobias Harris G Cason Wallace PF Dillon Brooks PG Shai Gilgeous-Alexander SF LOCKED SG Dennis Schroder UTIL Luguentz Dort,,Isaiah Hartenstein,C,17.39%,10.75
9,4665201194,Ambiance1 (1/2),209.7,112,C Isaiah Hartenstein F Kenrich Williams G Cason Wallace PF Tobias Harris PG Shai Gilgeous-Alexander SF Kyle Kuzma SG Luguentz Dort UTIL Jalen Duren,,Jabari Smith Jr.,PF,17.20%,8
9,4665607868,J2681 (10/12),209.7,112,C Isaiah Hartenstein F Kenrich Williams G Shai Gilgeous-Alexander PF Tobias Harris PG Cason Wallace SF Kyle Kuzma SG Luguentz Dort UTIL Jalen Duren,,Cason Wallace,SG,15.93%,19
12,4665665281,monkeypat555,248.34,111.75,C Jabari Smith Jr. F Luguentz Dort G Cade Cunningham PF Kenrich Williams PG Shai Gilgeous-Alexander SF Kevin Huerter SG Cason Wallace UTIL Tre Jones,,Jalen Green,SG,14.96%,0
13,4665348559,King-Mel,235.28,111.5,C LOCKED F Jaime Jaquez Jr. G Cade Cunningham PF Tobias Harris PG Shai Gilgeous-Alexander SF Luguentz Dort SG Cason Wallace UTIL Tim Hardaway Jr.,,Luke Kennard,SG,12.07%,1.5
13,4665745333,Mase1990 (3/12),216,111.5,C Jaylin Williams F Kenrich Williams G Cade Cunningham PF Tobias Harris PG Shai Gilgeous-Alexander SF Alex Caruso SG Dennis Schroder UTIL LOCKED,,Coby White,SF,11.73%,3.5
15,4665627720,alouisus5 (6/6),249.09,109.75,C Isaiah Hartenstein F Jabari Smith Jr. G Cade Cunningham PF Kenrich Williams PG Shai Gilgeous-Alexander SF Jaime Jaquez Jr. SG Cason Wallace UTIL Kel'el Ware,,Cade Cunningham,UTIL,8.70%,21.5
