Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4636023291,blondecapybara (13/14),211.87,148.25,C Goga Bitadze F Toumani Camara G Bilal Coulibaly PF Harrison Barnes PG Trae Young SF Devin Vassell SG Dyson Daniels UTIL Richaun Holmes,,Rob Dillingham,PG,56.82%,3.5
2,4635132525,cfloors1 (3/3),192,144.25,C Richaun Holmes F Justin Champagnie G Jordan Poole PF Georges Niang PG Trae Young SF Franz Wagner SG Bilal Coulibaly UTIL Onyeka Okongwu,,Naz Reid,F,53.15%,4.75
3,4635702369,dayem (4/5),211.87,139,C Richaun Holmes F Georges Niang G Dyson Daniels PF Naz Reid PG Jordan Poole SF Corey Kispert SG Bilal Coulibaly UTIL Trae Young,,Bilal Coulibaly,SG,37.95%,17.25
3,4635910874,baymax2024,192,139,C Onyeka Okongwu F Harrison Barnes G De'Aaron Fox PF Georges Niang PG Jordan Poole SF Devin Vassell SG Dyson Daniels UTIL Bilal Coulibaly,,Jordan Poole,PG,35.33%,17.75
5,4634989469,walsean1 (3/20),211.87,138.75,C Richaun Holmes F Jaden McDaniels G Carlton Carrington PF Georges Niang PG Trae Young SF Franz Wagner SG Dyson Daniels UTIL Bilal Coulibaly,,Justin Champagnie,PF,34.03%,14.5
6,4635976769,Rugiatu (1/2),211.87,138,C Richaun Holmes F Jerami Grant G Bilal Coulibaly PF Harrison Barnes PG Trae Young SF Georges Niang SG De'Aaron Fox UTIL Dyson Daniels,,Nickeil Alexander-Walker,SG,31.98%,5.5
7,4635941468,samsli (6/9),236.26001,135.5,C Quinten Post F Draymond Green G Bilal Coulibaly PF Justin Champagnie PG Trae Young SF Franz Wagner SG Dyson Daniels UTIL Corey Kispert,,Onyeka Okongwu,C,26.91%,8.5
7,4635941469,samsli (7/9),236.26001,135.5,C Quinten Post F Draymond Green G Bilal Coulibaly PF Justin Champagnie PG Trae Young SF Franz Wagner SG Dyson Daniels UTIL Corey Kispert,,Stephen Curry,G,22.20%,0
7,4635941470,samsli (8/9),236.26001,135.5,C Quinten Post F Draymond Green G Bilal Coulibaly PF Justin Champagnie PG Trae Young SF Franz Wagner SG Dyson Daniels UTIL Corey Kispert,,Richaun Holmes,C,21.18%,15
7,4635941471,samsli (9/9),236.26001,135.5,C Quinten Post F Draymond Green G Bilal Coulibaly PF Justin Champagnie PG Trae Young SF Franz Wagner SG Dyson Daniels UTIL Corey Kispert,,Dyson Daniels,SG,19.30%,20.75
11,4635947799,Caindaddy0274 (1/3),211.87,135,C Richaun Holmes F Nickeil Alexander-Walker G Trae Young PF Larry Nance Jr. PG Jordan Poole SF Devin Vassell SG Dyson Daniels UTIL Onyeka Okongwu,,Carlton Carrington,G,18.17%,11.25
12,4635411651,Dafreezeman (1/10),211.87,133,C Onyeka Okongwu F Naz Reid G Dyson Daniels PF Justin Champagnie PG Trae Young SF Corey Kispert SG Bilal Coulibaly UTIL Richaun Holmes,,Trae Young,PG,15.37%,33.25
13,4635819872,the_Dean221 (1/6),231.73999,132.75,C Richaun Holmes F Naz Reid G Jordan Poole PF Justin Champagnie PG Trae Young SF Franz Wagner SG Bilal Coulibaly UTIL Rob Dillingham,,Draymond Green,PF,13.88%,2
13,4635957568,dnix922,231.73999,132.75,C Richaun Holmes F Naz Reid G Jordan Poole PF Justin Champagnie PG Trae Young SF Franz Wagner SG Bilal Coulibaly UTIL Rob Dillingham,,Jaden McDaniels,SF,13.11%,3.25
15,4635962347,Scuderiatotheendzone (4/4),192,132.5,C Onyeka Okongwu F Paolo Banchero G Dyson Daniels PF Harrison Barnes PG Jordan Poole SF Zaccharie Risacher SG Cole Anthony UTIL Bilal Coulibaly,,Aaron Wiggins,PF,11.73%,2.75
