Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4629604208,bostickjason (7/18),211.77,152.75,C Nikola Jokic F Trey Lyles G KJ Simpson PF Michael Porter Jr. PG Jamal Murray SF Christian Braun SG Nick Smith Jr. UTIL Miles Bridges,,Naz Reid,F,67.22%,0.75
2,4629810084,OrangeJuiced (13/20),211.75,143.25,C Nikola Jokic F Nick Smith Jr. G Nickeil Alexander-Walker PF Aaron Gordon PG Vasilije Micic SF Michael Porter Jr. SG Christian Braun UTIL Miles Bridges,,Shai Gilgeous-Alexander,G,50.03%,8
3,4629250153,lele13 (2/5),211.75,139.75,C Nikola Jokic F Kyshawn George G Christian Braun PF Miles Bridges PG Jamal Murray SF Michael Porter Jr. SG Julian Strawther UTIL Moussa Diabate,,Nickeil Alexander-Walker,SG,46.30%,1
4,4629222962,Ambiance1 (1/4),211.75,137.5,C Nikola Jokic F Christian Braun G Julian Strawther PF Miles Bridges PG Jamal Murray SF Michael Porter Jr. SG Nickeil Alexander-Walker UTIL Moussa Diabate,,Nikola Jokic,C,41.91%,37
5,4629726859,BossDenver5280,254.78,135.5,C Nikola Jokic F LOCKED G Christian Braun PF Michael Porter Jr. PG Keon Johnson SF DeMar DeRozan SG Nick Smith Jr. UTIL KJ Simpson,,Aaron Gordon,PF,31.76%,6.75
6,4629638966,te1117 (3/14),231.5,132,C Nikola Jokic F Aaron Gordon G Vasilije Micic PF Miles Bridges PG Rob Dillingham SF Michael Porter Jr. SG Christian Braun UTIL Rudy Gobert,,Rob Dillingham,G,30.14%,0
7,4629676803,Aarron35 (1/5),231.45,129.5,C Nikola Jokic F Aaron Gordon G Rob Dillingham PF Miles Bridges PG Jamal Murray SF Michael Porter Jr. SG Christian Braun UTIL Aaron Wiggins,,Rudy Gobert,UTIL,28.72%,10.5
8,4629824996,Darone2_22 (1/2),235.7,128,C Nikola Jokic F LOCKED G Cason Wallace PF Miles Bridges PG Jamal Murray SF Michael Porter Jr. SG Christian Braun UTIL Aaron Gordon,,Aaron Wiggins,SF,24.66%,3.5
9,4629798520,cyyungkev (2/2),211.75,127.75,C Nikola Jokic F Naz Reid G Jamal Murray PF Michael Porter Jr. PG Vasilije Micic SF Christian Braun SG Nick Smith Jr. UTIL Josh Green,,Jamal Murray,SG,21.95%,6.75
10,4629718081,freshout123 (2/2),251.22,127.25,C Nikola Jokic F Nick Smith Jr. G Isaiah Joe PF Michael Porter Jr. PG Jamal Murray SF Christian Braun SG Nickeil Alexander-Walker UTIL Isaiah Hartenstein,,Mike Conley,PG,21.72%,1.5
10,4629528159,phillybooyea (1/20),216,127.25,C Nikola Jokic F Aaron Gordon G Nick Smith Jr. PF Miles Bridges PG Vasilije Micic SF Josh Green SG Christian Braun UTIL LOCKED,,Isaiah Joe,SG,20.36%,0
12,4629823675,somebodystopme23,274.53,127,C Steven Adams F Michael Porter Jr. G LOCKED PF Naz Reid PG Malik Monk SF Christian Braun SG Nick Smith Jr. UTIL Nikola Jokic,,Jaden McDaniels,F,17.70%,6
