Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4632802195,BossHog504 (8/8),292.81,109.25,C Brook Lopez F Gary Trent Jr. G Ty Jerome PF Evan Mobley PG Damian Lillard SF LOCKED SG Devin Vassell UTIL LOCKED,,Kelly Olynyk,UTIL,47.13%,0
2,4633000785,bigfred2,284.76,103.75,C LOCKED F Tobias Harris G KJ Simpson PF Evan Mobley PG De'Aaron Fox SF De'Andre Hunter SG Devin Vassell UTIL Brook Lopez,,Ja'Kobe Walter,SF,37.25%,0
3,4633001837,7Figs (2/2),280.36002,97.25,C Onyeka Okongwu F Max Strus G KJ Simpson PF Evan Mobley PG Darius Garland SF Nick Smith Jr. SG Dyson Daniels UTIL Jordan Poole,,Caris LeVert,PG,36.46%,0
4,4633115470,kukukhan12,269.65002,96.5,C Jarrett Allen F Zaccharie Risacher G Ty Jerome PF Evan Mobley PG Darius Garland SF De'Andre Hunter SG Max Strus UTIL De'Aaron Fox,,Jordan Poole,PG,27.15%,0
5,4633090983,draftkingsdad37 (2/3),258.36002,94.25,C Jarrett Allen F Tobias Harris G Caris LeVert PF Evan Mobley PG Cade Cunningham SF Ausar Thompson SG Max Strus UTIL Bobby Portis,,Victor Wembanyama,C,25.99%,7
6,4632916081,referee (2/7),289.14,93.5,C Jarrett Allen F Evan Mobley G Damian Lillard PF Ausar Thompson PG Jamal Shead SF Scottie Barnes SG Nick Smith Jr. UTIL KJ Simpson,,Darius Garland,PG,19.85%,10.75
7,4632915761,nas69 (1/6),273.19,93,C Kelly Olynyk F Giannis Antetokounmpo G Ty Jerome PF Evan Mobley PG KJ Simpson SF Nick Smith Jr. SG Caris LeVert UTIL Damian Lillard,,Gradey Dick,SG,16.10%,0
7,4632985224,Angelisjr (10/17),262.31,93,C Jarrett Allen F Evan Mobley G Ty Jerome PF Ausar Thompson PG Cade Cunningham SF Max Strus SG Malik Beasley UTIL Stephon Castle,,Bilal Coulibaly,SG,13.89%,2
9,4632465526,Bone72nd (1/3),295.92,91.25,C Jarrett Allen F Devin Vassell G Damian Lillard PF Evan Mobley PG Darius Garland SF Zaccharie Risacher SG LOCKED UTIL Justin Edwards,,De'Andre Hunter,PF,13.28%,7
10,4633007556,nine9999,289.42004,90.5,C Isaiah Stewart F Chris Boucher G Damian Lillard PF Evan Mobley PG KJ Simpson SF Max Strus SG Caris LeVert UTIL LOCKED,,Giannis Antetokounmpo,PF,12.03%,0
11,4632477593,CliveP,285.04,88.5,C Jarrett Allen F Evan Mobley G LOCKED PF Harrison Barnes PG De'Aaron Fox SF Max Strus SG Dyson Daniels UTIL Nick Smith Jr.,,KJ Simpson,PG,11.92%,13.5
11,4632666959,topcat987 (2/4),280.81,88.5,C Zach Edey F De'Andre Hunter G De'Aaron Fox PF Evan Mobley PG Damian Lillard SF Taurean Prince SG Nick Smith Jr. UTIL Malik Beasley,,Jamal Shead,G,11.56%,0
