Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4648142541,Bigboy329 (1/3),247.11,120,C Onyeka Okongwu F Zaccharie Risacher G Trae Young PF Tobias Harris PG Cade Cunningham SF Ausar Thompson SG Davion Mitchell UTIL Georges Niang,,Cole Anthony,SG,60.63%,1.5
2,4648097617,justjwil (5/5),267.71,115.5,C Nick Richards F Zaccharie Risacher G Immanuel Quickley PF Justin Champagnie PG Trae Young SF Bradley Beal SG LOCKED UTIL Cade Cunningham,,Wendell Carter Jr.,UTIL,41.49%,8.75
3,4648029640,patdschaeffer (12/20),268.96,114.75,C Wendell Carter Jr. F LOCKED G Trae Young PF Georges Niang PG Cade Cunningham SF Zaccharie Risacher SG Gradey Dick UTIL Richaun Holmes,,Orlando Robinson,C,35.11%,6.25
4,4647527086,waynedell (5/11),252.60999,114.25,C Wendell Carter Jr. F Tobias Harris G Davion Mitchell PF Kyshawn George PG Cade Cunningham SF Zaccharie Risacher SG Bradley Beal UTIL Trae Young,,Justin Champagnie,PF,31.40%,8
5,4648082622,jlowery73 (1/16),252.34,111.75,C Wendell Carter Jr. F Bradley Beal G Cade Cunningham PF Tobias Harris PG Trae Young SF Zaccharie Risacher SG Cole Anthony UTIL Orlando Robinson,,Immanuel Quickley,G,27.63%,13.5
6,4647481123,LouisLepke (4/20),267.97998,109.75,C Onyeka Okongwu F Zaccharie Risacher G Immanuel Quickley PF Bam Adebayo PG Trae Young SF RJ Barrett SG LOCKED UTIL Wendell Carter Jr.,,Bradley Beal,G,22.37%,14.25
6,4647663508,Aarron35 (1/3),252.93999,109.75,C Wendell Carter Jr. F Malik Beasley G Immanuel Quickley PF Zaccharie Risacher PG Cade Cunningham SF Bradley Beal SG RJ Barrett UTIL Cole Anthony,,Paolo Banchero,PF,22.36%,13
8,4648163843,F-Man (17/20),253.20999,109.5,C Orlando Robinson F RJ Barrett G Trae Young PF Nikola Jovic PG Cade Cunningham SF Zaccharie Risacher SG Cole Anthony UTIL Wendell Carter Jr.,,RJ Barrett,SF,20.47%,12.25
9,4648045918,astella2004 (11/20),254.79,109.25,C Wendell Carter Jr. F Justin Champagnie G Cade Cunningham PF Georges Niang PG Immanuel Quickley SF Bradley Beal SG Cole Anthony UTIL Trae Young,,Trae Young,PG,19.60%,23.25
10,4647879834,botobrody (15/20),249.89,109,C Orlando Robinson F Justin Champagnie G Trae Young PF Georges Niang PG Cade Cunningham SF Ausar Thompson SG Dyson Daniels UTIL Immanuel Quickley,,Onyeka Okongwu,UTIL,18.60%,13.25
11,4647926206,Killjoy101 (7/7),248.91,108.25,C Orlando Robinson F Zaccharie Risacher G Damian Lillard PF Ausar Thompson PG Cade Cunningham SF Scottie Barnes SG Gradey Dick UTIL Terance Mann,,Dyson Daniels,G,18.28%,7
12,4647850173,jermgolf24 (4/20),267.11,107.5,C Onyeka Okongwu F Caris LeVert G Gradey Dick PF Zaccharie Risacher PG Cade Cunningham SF Franz Wagner SG Bradley Beal UTIL LOCKED,,Cade Cunningham,G,16.80%,28.5
12,4648176642,ajkeller13 (6/7),252.94,107.5,C Onyeka Okongwu F Justin Champagnie G Gradey Dick PF Paolo Banchero PG Cade Cunningham SF Ausar Thompson SG Bradley Beal UTIL Nick Richards,,Ausar Thompson,PF,12.49%,11
12,4647934607,soifasoif (3/5),252.34,107.5,C Jalen Duren F Bradley Beal G Trae Young PF Justin Champagnie PG Cade Cunningham SF Zaccharie Risacher SG Cole Anthony UTIL Orlando Robinson,,Jalen Duren,C,12.11%,5.5
