Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
15,4625575288,Stillwake (5/20),314.53,90.5,C Anthony Davis F Jaylen Brown G D'Angelo Russell PF LOCKED PG Ty Jerome SF Jayson Tatum SG Max Christie UTIL LOCKED,,Keegan Murray,PF,6.78%,2.75
16,4625589511,dgfloyd1 (2/2),293.43,89.5,C Anthony Davis F LOCKED G LOCKED PF Evan Mobley PG Tyler Herro SF Josh Okogie SG Dalton Knecht UTIL Jalen Duren,,Jalen Duren,C,6.27%,11.75
17,4625389028,H062 (13/20),258.1,88.25,C Anthony Davis F Simone Fontecchio G Seth Curry PF Keegan Murray PG LaMelo Ball SF Nick Smith Jr. SG Malik Beasley UTIL Mark Williams,,Ausar Thompson,SF,6.12%,7.5
18,4625786231,Bears38 (1/6),297.93,87.5,C Anthony Davis F Josh Okogie G Ty Jerome PF LeBron James PG LaMelo Ball SF LOCKED SG LOCKED UTIL LOCKED,,Scottie Barnes,SF,5.70%,6
19,4625579028,kiri32,276.46002,87.25,C Anthony Davis F LOCKED G Jordan Hawkins PF LeBron James PG Donovan Mitchell SF Tim Hardaway Jr. SG Nick Smith Jr. UTIL Josh Green,,Domantas Sabonis,UTIL,5.03%,3.25
20,4625758877,dunimus77 (5/5),299.75998,87,C Anthony Davis F Gregory Jackson G Ty Jerome PF LeBron James PG LOCKED SF Georges Niang SG D'Angelo Russell UTIL Zach Edey,,Max Christie,SF,4.67%,12.25
21,4625534717,deedee04 (13/20),275.31,85.75,C Karl-Anthony Towns F Evan Mobley G LOCKED PF Tobias Harris PG Shake Milton SF Ausar Thompson SG Max Strus UTIL Anthony Davis,,Dalton Knecht,SG,4.66%,5.25
22,4625306962,tebow1515,286.05997,85,C Anthony Davis F Ausar Thompson G LOCKED PF Jayson Tatum PG D'Angelo Russell SF Max Strus SG Tim Hardaway Jr. UTIL Max Christie,,Amen Thompson,PG,4.47%,4
22,4625583565,easykane (1/2),280.58,85,C Anthony Davis F Ausar Thompson G LOCKED PF LeBron James PG LOCKED SF Josh Okogie SG Max Strus UTIL Mark Williams,,Jayson Tatum,PF,4.44%,6.25
24,4625461950,cypauerbach (18/20),293.3,84.75,C Jalen Duren F LOCKED G Ty Jerome PF LOCKED PG Darius Garland SF Scottie Barnes SG Max Strus UTIL Anthony Davis,,DeMar DeRozan,SF,4.40%,5.5
24,4625583381,Mase1990 (4/20),245.37,84.75,C Jalen Duren F Max Christie G Tim Hardaway Jr. PF Evan Mobley PG Cade Cunningham SF Ausar Thompson SG Max Strus UTIL Donovan Mitchell,,Paolo Banchero,F,4.36%,2.75
26,4625363755,AKEATING22 (3/7),293,84.25,C Anthony Davis F Max Christie G LOCKED PF Miles Bridges PG LaMelo Ball SF Max Strus SG Mikal Bridges UTIL LOCKED,,Noah Clowney,PF,4.08%,3
27,4625677224,CaptSkeeter (3/3),280.58,83.5,C Anthony Davis F Ausar Thompson G LOCKED PF LOCKED PG LaMelo Ball SF Max Strus SG Max Christie UTIL Mark Williams,,Josh Hart,PF,4.03%,6.5
28,4625676160,jjohn71 (2/2),314.16998,82.5,C Kel'el Ware F LeBron James G Duncan Robinson PF LOCKED PG D'Angelo Russell SF Max Christie SG Kentavious Caldwell-Pope UTIL Anthony Davis,,Chris Boucher,F,3.81%,0
29,4625809290,dbeam09 (9/9),258.27002,82.25,C Mark Williams F DeMar DeRozan G Vasilije Micic PF Ausar Thompson PG Austin Reaves SF Nick Smith Jr. SG Max Christie UTIL LeBron James,,OG Anunoby,SF,3.51%,1
30,4625266149,jscgolf,298.1,82,C Anthony Davis F Miles Bridges G LOCKED PF Dorian Finney-Smith PG LaMelo Ball SF Max Christie SG LOCKED UTIL LOCKED,,Tim Hardaway Jr.,SF,3.48%,4.75
31,4625427075,ruskidoo (4/7),288.71,81.75,C Anthony Davis F Georges Niang G LOCKED PF Dorian Finney-Smith PG Dejounte Murray SF Josh Hart SG Max Christie UTIL Jalen Duren,,Kristaps Porzingis,C,3.36%,11
32,4625416053,chestercheech (6/20),320.76,81.5,C Anthony Davis F LOCKED G LOCKED PF LeBron James PG D'Angelo Russell SF Max Strus SG LOCKED UTIL Kristaps Porzingis,,Bam Adebayo,F,3.34%,6.75
33,4625306881,heathl60 (1/3),306.87,80.75,C Anthony Davis F LOCKED G LOCKED PF LeBron James PG Austin Reaves SF Bruce Brown SG Max Strus UTIL Yves Missi,,Haywood Highsmith,F,3.32%,4.75
33,4625548391,rickey1977,291.52997,80.75,C Mark Williams F LOCKED G Austin Reaves PF Ausar Thompson PG Jrue Holiday SF Max Strus SG LOCKED UTIL Anthony Davis,,Donovan Mitchell,PG,2.99%,11.75
33,4625271416,mark19d509 (2/2),287.02997,80.75,C Anthony Davis F Max Strus G Jrue Holiday PF Haywood Highsmith PG LaMelo Ball SF Ausar Thompson SG Donovan Mitchell UTIL LOCKED,,Mikal Bridges,F,2.99%,5.5
36,4625672635,jnevy04 (12/20),315.11,80.25,C Anthony Davis F LOCKED G LOCKED PF LeBron James PG Ty Jerome SF Max Christie SG LOCKED UTIL LOCKED,,Trey Lyles,PF,2.67%,0
36,4625292346,WileyBoyz (5/5),293.43,80.25,C Anthony Davis F Ausar Thompson G LOCKED PF LeBron James PG LOCKED SF Nick Smith Jr. SG Cole Anthony UTIL Jarrett Allen,,LaMelo Ball,G,2.51%,11
38,4625343544,IAmTheBossOk (17/20),310.99002,79.75,C Anthony Davis F LOCKED G LOCKED PF Dorian Finney-Smith PG LOCKED SF Max Christie SG Donovan Mitchell UTIL Jakob Poeltl,,Cade Cunningham,PG,2.39%,12.25
38,4625592189,damienhardy420 (2/2),309.98,79.75,C LOCKED F Josh Okogie G Dalton Knecht PF LeBron James PG LOCKED SF LOCKED SG D'Angelo Russell UTIL Anthony Davis,,Dorian Finney-Smith,PF,2.39%,7.75
40,4625503810,bigsam68 (11/13),324.05,79.5,C Anthony Davis F LOCKED G LOCKED PF LeBron James PG Ty Jerome SF RJ Barrett SG Gradey Dick UTIL LOCKED,,LeBron James,PF,2.34%,16.25
41,4625480641,TheCommish (14/20),329.7,79,C Anthony Davis F RJ Barrett G LOCKED PF Chris Boucher PG Ty Jerome SF Jaylen Brown SG D'Angelo Russell UTIL LOCKED,,Jalen Brunson,PG,2.22%,4
41,4625699025,JustinCarlucci (15/20),310.99002,79,C Anthony Davis F LeBron James G LOCKED PF Dorian Finney-Smith PG Darius Garland SF LOCKED SG Gradey Dick UTIL LOCKED,,De'Aaron Fox,PG,2.19%,11.75
41,4625412864,mcooney00 (17/20),309.81,79,C Anthony Davis F LOCKED G LOCKED PF LeBron James PG D'Angelo Russell SF Nick Smith Jr. SG Tim Hardaway Jr. UTIL LOCKED,,Darius Garland,PG,2.06%,10.75
44,4625504564,webdever (9/20),319.12003,78.75,C Anthony Davis F RJ Barrett G LOCKED PF Josh Hart PG Ty Jerome SF Dalton Knecht SG LOCKED UTIL Jakob Poeltl,,Josh Okogie,F,2.05%,8.5
45,4625422006,Unflappable (17/20),329.69998,78.5,C Anthony Davis F LOCKED G Jrue Holiday PF LOCKED PG Ty Jerome SF RJ Barrett SG D'Angelo Russell UTIL Jakob Poeltl,,Georges Niang,SF,1.85%,1.25
45,4625480041,Rambo62 (5/20),286.81998,78.5,C Anthony Davis F LOCKED G D'Angelo Russell PF Ausar Thompson PG Ty Jerome SF Georges Niang SG Sam Merrill UTIL Domantas Sabonis,,Zion Williamson,PF,1.78%,5.25
47,4625575292,Stillwake (9/20),335.29,78.25,C Anthony Davis F LOCKED G LOCKED PF LOCKED PG D'Angelo Russell SF RJ Barrett SG Max Christie UTIL Karl-Anthony Towns,,Gregory Jackson,PF,1.77%,0
47,4625534724,deedee04 (20/20),293.98,78.25,C Anthony Davis F Josh Green G Shake Milton PF LeBron James PG LOCKED SF Scottie Barnes SG LOCKED UTIL Nick Smith Jr.,,Evan Mobley,PF,1.60%,20
47,4625534723,deedee04 (19/20),292.46,78.25,C Jalen Duren F LOCKED G LOCKED PF Tobias Harris PG Malik Monk SF Josh Green SG Max Christie UTIL Anthony Davis,,Bruce Brown,SF,1.43%,0
50,4625643862,mrlamar09 (6/20),326.99,78,C Anthony Davis F LOCKED G LOCKED PF LeBron James PG Ty Jerome SF LOCKED SG D'Angelo Russell UTIL LOCKED,,Franz Wagner,F,1.42%,2.25
51,4625416905,nanagirl84,271.29,77.75,C Bam Adebayo F Keegan Murray G Nick Smith Jr. PF Miles Bridges PG LaMelo Ball SF Josh Green SG Max Christie UTIL Austin Reaves,,Nick Smith Jr.,G,1.38%,8.25
52,4625681866,ChrisChris7 (7/7),303.58002,77.5,C Anthony Davis F Amen Thompson G LaMelo Ball PF Ausar Thompson PG LOCKED SF Dalton Knecht SG D'Angelo Russell UTIL LOCKED,,Nikola Jovic,C,1.30%,0
53,4625305457,alexk14 (20/20),286.43,77.25,C Isaiah Stewart F Al Horford G LOCKED PF Dorian Finney-Smith PG Donovan Mitchell SF Max Strus SG Mikal Bridges UTIL Anthony Davis,,Zach Edey,UTIL,1.30%,7.75
54,4625714018,bubbamsu (1/11),305.02997,77,C Anthony Davis F Keegan Murray G LOCKED PF Miles Bridges PG LaMelo Ball SF LOCKED SG Max Christie UTIL Brandon Clarke,,Tobias Harris,PF,1.15%,3.25
55,4625768300,miwills8 (3/5),297.76,76.5,C Anthony Davis F LOCKED G LOCKED PF Josh Okogie PG Cade Cunningham SF Ausar Thompson SG LOCKED UTIL Mark Williams,,Jaren Jackson Jr.,PF,1.14%,2.5
56,4625277414,RAYCHA12655 (6/9),302.53998,76,C Anthony Davis F Max Strus G LOCKED PF LeBron James PG LaMelo Ball SF Pelle Larsson SG Gradey Dick UTIL Ochai Agbaji,,Tari Eason,PF,1.13%,0
57,4625605600,Hawl589 (16/20),340.21997,75.75,C Anthony Davis F LOCKED G LOCKED PF LOCKED PG Austin Reaves SF RJ Barrett SG D'Angelo Russell UTIL LOCKED,,Jalen Wilson,SF,0.98%,0
58,4625808672,Pnats34 (8/10),323.07,75.5,C Anthony Davis F Ausar Thompson G LOCKED PF LOCKED PG Ty Jerome SF RJ Barrett SG LOCKED UTIL Karl-Anthony Towns,,Davion Mitchell,SG,0.95%,2.5
58,4625329306,NYsports247,322.65997,75.5,C Anthony Davis F LOCKED G Ty Jerome PF LOCKED PG LaMelo Ball SF LOCKED SG D'Angelo Russell UTIL Kel'el Ware,,Mark Williams,C,0.91%,8.5
58,4625776047,gbradw98 (3/4),321.69,75.5,C Anthony Davis F LOCKED G D'Angelo Russell PF Keegan Murray PG LaMelo Ball SF LOCKED SG LOCKED UTIL Ty Jerome,,Dejounte Murray,PG,0.87%,2.5
58,4625180525,venus44 (8/20),317.82,75.5,C Anthony Davis F LOCKED G Ty Jerome PF Al Horford PG LaMelo Ball SF LOCKED SG Gradey Dick UTIL Jakob Poeltl,,Malik Beasley,SG,0.86%,12
62,4625214734,wildboivic (19/20),330.36002,75.25,C Anthony Davis F LOCKED G Gradey Dick PF Josh Hart PG D'Angelo Russell SF LOCKED SG Dalton Knecht UTIL Karl-Anthony Towns,,Brandon Clarke,C,0.83%,0
63,4625666527,jjax2504 (18/20),319.06,75,C Anthony Davis F LeBron James G Austin Reaves PF LOCKED PG Luke Kennard SF Ja'Kobe Walter SG Pelle Larsson UTIL LOCKED,,Austin Reaves,PG,0.75%,19
63,4625797196,retblatt216 (4/5),297.75998,75,C Anthony Davis F Max Strus G LOCKED PF Ausar Thompson PG LaMelo Ball SF LOCKED SG Max Christie UTIL LOCKED,,Ja Morant,UTIL,0.72%,-1
65,4625669398,falstaff64 (2/20),333.61,74.75,C Anthony Davis F LOCKED G LOCKED PF LOCKED PG Ty Jerome SF Jaylen Brown SG D'Angelo Russell UTIL Kel'el Ware,,Josh Green,SF,0.71%,6.5
65,4625390803,Thunder18 (1/3),309.63998,74.75,C Anthony Davis F Ausar Thompson G LOCKED PF LOCKED PG Ty Jerome SF Max Christie SG LOCKED UTIL Domantas Sabonis,,Tyler Herro,G,0.71%,4.25
67,4625546184,cncjordan83 (2/15),330.24002,74.5,C Anthony Davis F Jaylen Brown G LOCKED PF Josh Hart PG LOCKED SF Dalton Knecht SG Gradey Dick UTIL Jakob Poeltl,,Keon Johnson,G,0.69%,2.75
67,4625643859,mrlamar09 (3/20),322.87,74.5,C Anthony Davis F LOCKED G Malik Monk PF LOCKED PG LOCKED SF Scottie Barnes SG Max Christie UTIL Jalen Duren,,Jaylen Wells,SF,0.66%,1.25
67,4625214735,wildboivic (20/20),318.91,74.5,C Jalen Duren F Bam Adebayo G LOCKED PF Dorian Finney-Smith PG Jalen Brunson SF LOCKED SG Gradey Dick UTIL Anthony Davis,,Jarrett Allen,C,0.66%,8.5
70,4625706510,whited726 (7/20),325.44998,74.25,C Anthony Davis F Keegan Murray G LOCKED PF Trey Lyles PG Ty Jerome SF RJ Barrett SG D'Angelo Russell UTIL Kel'el Ware,,Trey Murphy III,SF,0.64%,4
70,4625372029,ChocoBliss (3/20),315.11,74.25,C Jalen Duren F LOCKED G LOCKED PF LeBron James PG LOCKED SF Josh Green SG LOCKED UTIL Anthony Davis,,Duncan Robinson,UTIL,0.59%,2
72,4625252732,Kbiggs90 (2/4),327.34,74,C Anthony Davis F Keegan Murray G Ty Jerome PF LOCKED PG LOCKED SF DeMar DeRozan SG D'Angelo Russell UTIL Amen Thompson,,Yves Missi,C,0.58%,1.25
72,4625534580,proudcsuram (1/2),303.41,74,C LOCKED F Al Horford G LOCKED PF Ausar Thompson PG D'Angelo Russell SF Max Strus SG Max Christie UTIL Anthony Davis,,Luke Kennard,SG,0.56%,0
74,4625495440,Patrick_Star (14/20),334.90997,73.75,C Anthony Davis F LOCKED G LOCKED PF Paolo Banchero PG Ty Jerome SF LOCKED SG D'Angelo Russell UTIL Karl-Anthony Towns,,Jordan Hawkins,SG,0.56%,0
74,4625372046,ChocoBliss (20/20),310.65,73.75,C Jalen Duren F RJ Barrett G LOCKED PF LOCKED PG Darius Garland SF Max Strus SG LOCKED UTIL Anthony Davis,,Desmond Bane,SG,0.55%,11.25
76,4625304472,Supavash (12/20),336.1,73.5,C Anthony Davis F LOCKED G LOCKED PF Josh Okogie PG LOCKED SF RJ Barrett SG D'Angelo Russell UTIL Jakob Poeltl,,Miles Bridges,PF,0.54%,11.25
76,4625527377,nlowejr (19/20),321.56,73.5,C Kel'el Ware F LOCKED G LOCKED PF Evan Mobley PG LOCKED SF Jayson Tatum SG Tim Hardaway Jr. UTIL Anthony Davis,,CJ McCollum,SG,0.46%,1.25
78,4625412904,jsamtoy (11/20),322.7,73.25,C Jalen Duren F LOCKED G LOCKED PF LOCKED PG Donovan Mitchell SF DeMar DeRozan SG Gradey Dick UTIL Anthony Davis,,Terry Rozier,SG,0.44%,0
78,4625592945,iet2804 (14/20),297.76,73.25,C Anthony Davis F Nick Smith Jr. G LOCKED PF LOCKED PG Cade Cunningham SF LOCKED SG Seth Curry UTIL Jalen Duren,,Dillon Brooks,F,0.41%,11.75
80,4625350627,Stree (2/20),335.88998,73,C Anthony Davis F LOCKED G LOCKED PF Paolo Banchero PG LOCKED SF Max Christie SG D'Angelo Russell UTIL Jakob Poeltl,,Jalen Green,SG,0.40%,3
80,4625369634,inwoodgiants (14/20),334.91998,73,C Anthony Davis F LOCKED G LOCKED PF Keegan Murray PG LOCKED SF Max Christie SG D'Angelo Russell UTIL Jakob Poeltl,,Fred VanVleet,G,0.40%,4.25
80,4625393560,Spike280 (17/20),333.18,73,C Anthony Davis F LOCKED G LOCKED PF Al Horford PG De'Aaron Fox SF LOCKED SG Max Christie UTIL Karl-Anthony Towns,,Kentavious Caldwell-Pope,SG,0.37%,-0.5
80,4625375144,ShaunkAtonk (3/20),323.06998,73,C Anthony Davis F LOCKED G LOCKED PF LOCKED PG Ty Jerome SF Ausar Thompson SG Gradey Dick UTIL Karl-Anthony Towns,,Jonathan Isaac,PF,0.36%,0
80,4625294182,ZayGusto22 (3/7),304.38,73,C Jalen Duren F LOCKED G Jrue Holiday PF Paolo Banchero PG Ty Jerome SF LOCKED SG Dalton Knecht UTIL Anthony Davis,,Isaiah Stewart,UTIL,0.30%,8
85,4625609426,nyaata (17/20),345.87,72.75,C Jakob Poeltl F LOCKED G LOCKED PF Keegan Murray PG De'Aaron Fox SF LOCKED SG Jaylen Brown UTIL Anthony Davis,,Keon Ellis,SG,0.24%,0
85,4625411808,H062 (18/20),262.72,72.75,C Jarrett Allen F Evan Mobley G Marcus Sasser PF LOCKED PG Cade Cunningham SF Josh Okogie SG Donovan Mitchell UTIL Jalen Duren,,Seth Curry,G,0.24%,1.25
87,4625642200,beastofbruce (4/7),336.3,72.5,C Anthony Davis F LOCKED G LOCKED PF LOCKED PG Ty Jerome SF RJ Barrett SG Gradey Dick UTIL Karl-Anthony Towns,,Alperen Sengun,C,0.24%,5.5
87,4625187117,BlueDevilsFan41 (2/3),328.16998,72.5,C Anthony Davis F LOCKED G LOCKED PF LeBron James PG Ty Jerome SF LOCKED SG Gradey Dick UTIL LOCKED,,Tristan da Silva,PF,0.23%,0
89,4625603722,MonkeyIslandMafia (3/20),347.05,72.25,C Anthony Davis F LOCKED G LOCKED PF LOCKED PG D'Angelo Russell SF RJ Barrett SG Gradey Dick UTIL Kristaps Porzingis,,Jarred Vanderbilt,PF,0.20%,2
90,4625575284,Stillwake (1/20),337.94,71.75,C Jalen Duren F LOCKED G LOCKED PF LOCKED PG D'Angelo Russell SF LOCKED SG Jaylen Brown UTIL Anthony Davis,,Sam Merrill,SG,0.18%,4.75
90,4625609422,nyaata (13/20),335.08002,71.75,C Jakob Poeltl F Trey Lyles G Ty Jerome PF LOCKED PG De'Aaron Fox SF LOCKED SG LOCKED UTIL Anthony Davis,,Jose Alvarado,PG,0.18%,0
90,4625546196,cncjordan83 (14/15),325.12,71.75,C Anthony Davis F Jayson Tatum G LOCKED PF Chris Boucher PG Ty Jerome SF Gregory Jackson SG Gradey Dick UTIL Karl-Anthony Towns,,Ziaire Williams,SF,0.17%,0
90,4625380688,239ARABMONEY,257.34,71.75,C Mark Williams F Georges Niang G LaMelo Ball PF Miles Bridges PG Austin Reaves SF Josh Okogie SG Max Christie UTIL Payton Pritchard,,Steven Adams,C,0.16%,0
94,4625181607,thegambler84 (7/20),341.75,71.5,C Anthony Davis F LOCKED G LOCKED PF Keegan Murray PG D'Angelo Russell SF Jayson Tatum SG Gradey Dick UTIL Jakob Poeltl,,Anthony Black,UTIL,0.16%,2
94,4625575295,Stillwake (12/20),331.71,71.5,C Anthony Davis F LOCKED G LOCKED PF Al Horford PG Darius Garland SF LOCKED SG D'Angelo Russell UTIL Kristaps Porzingis,,Precious Achiuwa,F,0.15%,0
94,4625523819,illwood (9/20),330.77,71.5,C Anthony Davis F LOCKED G LOCKED PF Gregory Jackson PG Ty Jerome SF RJ Barrett SG D'Angelo Russell UTIL Kel'el Ware,,Scotty Pippen Jr.,G,0.15%,0
94,4625247879,runningbull88 (14/20),328.52,71.5,C Anthony Davis F LOCKED G LOCKED PF Keegan Murray PG Ty Jerome SF RJ Barrett SG Payton Pritchard UTIL D'Angelo Russell,,Javonte Green,PF,0.15%,0
94,4625677199,CaptSkeeter (2/3),327.88,71.5,C Anthony Davis F Keegan Murray G D'Angelo Russell PF LeBron James PG LOCKED SF Jaylen Wells SG Jrue Holiday UTIL LOCKED,,Cameron Payne,G,0.14%,0
94,4625789974,kcwiggs (10/20),325.89,71.5,C Anthony Davis F Al Horford G LOCKED PF Evan Mobley PG LOCKED SF LOCKED SG LOCKED UTIL Jalen Duren,,Wendell Carter Jr.,C,0.12%,5.5
94,4625689079,patcrojr (13/20),321.13,71.5,C Jalen Duren F LOCKED G LOCKED PF Josh Okogie PG LOCKED SF Jaylen Brown SG Jaylen Wells UTIL Anthony Davis,,Pelle Larsson,SF,0.11%,0
101,4625304463,Supavash (3/20),334.91,71,C Anthony Davis F LOCKED G LOCKED PF Josh Hart PG Ty Jerome SF LOCKED SG D'Angelo Russell UTIL Kel'el Ware,,Goga Bitadze,C,0.11%,0
101,4625643873,mrlamar09 (17/20),315.71,71,C Anthony Davis F Tari Eason G LaMelo Ball PF Al Horford PG Ty Jerome SF LOCKED SG LOCKED UTIL Jakob Poeltl,,Day'Ron Sharpe,UTIL,0.11%,0
101,4625183459,walsean1 (4/20),310.82,71,C Anthony Davis F LOCKED G LOCKED PF LOCKED PG LaMelo Ball SF Ausar Thompson SG Max Strus UTIL Jakob Poeltl,,Miles McBride,SG,0.10%,0
104,4625576027,kwitt1 (20/20),339.29,70.5,C Anthony Davis F LOCKED G LOCKED PF LOCKED PG LOCKED SF Max Christie SG Jaylen Brown UTIL Jakob Poeltl,,Cole Anthony,G,0.10%,0
104,4625228547,ckcash64 (1/20),326.66,70.5,C Anthony Davis F Jaylen Brown G Jrue Holiday PF LOCKED PG Ty Jerome SF RJ Barrett SG Payton Pritchard UTIL LOCKED,,Moussa Diabate,UTIL,0.10%,1.25
104,4625670917,mikesteamzwin (2/2),325.28,70.5,C Kel'el Ware F Franz Wagner G Mikal Bridges PF Keegan Murray PG LOCKED SF Ausar Thompson SG D'Angelo Russell UTIL Anthony Davis,,Tosan Evbuomwan,UTIL,0.10%,0
107,4625787697,Cenzamatic (2/20),340.22,70.25,C Anthony Davis F LOCKED G LOCKED PF LOCKED PG LOCKED SF Max Christie SG D'Angelo Russell UTIL Jakob Poeltl,,Santi Aldama,PF,0.10%,0
107,4625447673,RichGreen4 (12/20),336.28,70.25,C Anthony Davis F LOCKED G LOCKED PF Evan Mobley PG LOCKED SF Scottie Barnes SG Gradey Dick UTIL Brandon Clarke,,Ochai Agbaji,SF,0.09%,0
107,4625598529,cruzin805 (3/7),323.41,70.25,C Zach Edey F LeBron James G Jordan Hawkins PF LOCKED PG LOCKED SF Josh Green SG LOCKED UTIL Anthony Davis,,Jaxson Hayes,UTIL,0.08%,3
107,4625757598,hilto37 (5/20),308.71,70.25,C Anthony Davis F Max Christie G LOCKED PF LOCKED PG Ty Jerome SF Tim Hardaway Jr. SG Jrue Holiday UTIL LOCKED,,Ja'Kobe Walter,G,0.08%,0
111,4625481154,rackdell44 (3/20),314.7,70,C Anthony Davis F DeMar DeRozan G Jrue Holiday PF Dorian Finney-Smith PG LOCKED SF Jaylen Brown SG Dalton Knecht UTIL LOCKED,,Ronald Holland II,SF,0.08%,2.5
111,4625592950,iet2804 (19/20),308.71002,70,C Anthony Davis F LOCKED G LOCKED PF Ausar Thompson PG LaMelo Ball SF LOCKED SG Payton Pritchard UTIL Jalen Duren,,Marcus Sasser,SG,0.08%,0
113,4625448932,MManning121 (13/20),337.94,69.75,C LOCKED F Al Horford G LOCKED PF Evan Mobley PG D'Angelo Russell SF LOCKED SG LOCKED UTIL Anthony Davis,,Brandon Boston Jr.,G,0.07%,0
113,4625791357,dnphill2014 (8/10),335.12,69.75,C Anthony Davis F OG Anunoby G LOCKED PF LOCKED PG Ty Jerome SF RJ Barrett SG D'Angelo Russell UTIL LOCKED,,Simone Fontecchio,F,0.07%,4.75
113,4625666980,snaes10 (4/20),334.19,69.75,C Anthony Davis F LOCKED G LOCKED PF Jayson Tatum PG Ty Jerome SF LOCKED SG Davion Mitchell UTIL Karl-Anthony Towns,,Tyrese Martin,G,0.06%,0
113,4625644113,mak9177 (7/20),327.55,69.75,C Anthony Davis F LOCKED G Jaylen Brown PF LOCKED PG Malik Monk SF Max Christie SG Payton Pritchard UTIL Kel'el Ware,,Shake Milton,SG,0.06%,1.5
113,4625599640,cl3mszn (15/20),326.06,69.75,C Anthony Davis F LOCKED G LOCKED PF Dorian Finney-Smith PG Ty Jerome SF LOCKED SG Jaylen Brown UTIL LOCKED,,Dariq Whitehead,SG,0.06%,0
113,4625568137,Spizzwolf (7/20),309.84,69.75,C Anthony Davis F LOCKED G LOCKED PF Ausar Thompson PG Ty Jerome SF Georges Niang SG LOCKED UTIL Karl-Anthony Towns,,Jamal Shead,UTIL,0.05%,0
119,4625248994,flawsom (16/20),337.94,69.5,C Jalen Duren F LOCKED G LOCKED PF Jayson Tatum PG De'Aaron Fox SF LOCKED SG LOCKED UTIL Anthony Davis,,Nic Claxton,C,0.05%,7.5
119,4625291765,Bojackson_16 (8/20),336.69,69.5,C Anthony Davis F Bam Adebayo G LOCKED PF Paolo Banchero PG Ty Jerome SF LOCKED SG LOCKED UTIL Jakob Poeltl,,Jaylon Tyson,SF,0.05%,0
