Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4661064608,boardthecaptain27 (6/6),356.55997,48,C Onyeka Okongwu F Kyshawn George G Luka Doncic PF LOCKED PG Jared Butler SF Dalton Knecht SG Lonnie Walker IV UTIL Dyson Daniels,,Lonnie Walker IV,G,62.76%,7.5
2,4661055504,otto20 (7/8),352.05,47.5,C Onyeka Okongwu F Miles Bridges G Lonnie Walker IV PF Justin Edwards PG Jared Butler SF Scottie Barnes SG Quentin Grimes UTIL Dyson Daniels,,Jaylen Brown,SF,45.89%,-0.5
2,4661052965,awen419 (9/20),352.03,47.5,C Onyeka Okongwu F Jaylen Brown G Dyson Daniels PF Kyshawn George PG Jared Butler SF Ricky Council IV SG Lonnie Walker IV UTIL Luka Doncic,,Jared Butler,PG,41.20%,6.25
4,4661027849,Elmraider (4/4),353.03,47,C Onyeka Okongwu F Bam Adebayo G Lonnie Walker IV PF Zaccharie Risacher PG Immanuel Quickley SF Jaylen Brown SG Dyson Daniels UTIL Jared Butler,,Luka Doncic,PG,24.28%,8
5,4661131385,jesshendricks (1/4),353.21,45.75,C Onyeka Okongwu F Kyshawn George G Lonnie Walker IV PF Jarred Vanderbilt PG Dyson Daniels SF Jaylen Brown SG Quentin Grimes UTIL Walker Kessler,,Onyeka Okongwu,C,22.51%,8.75
6,4660726395,scottbohood12 (7/20),361.97,44,C Walker Kessler F Kyshawn George G Luka Doncic PF LOCKED PG Dyson Daniels SF LOCKED SG Jrue Holiday UTIL Lonnie Walker IV,,Dyson Daniels,UTIL,19.09%,8
6,4660767233,RustyBGood (5/7),358.37,44,C Onyeka Okongwu F Kyshawn George G Jared Butler PF Justin Edwards PG Luka Doncic SF RJ Barrett SG LOCKED UTIL Jrue Holiday,,Keaton Wallace,PG,15.55%,1.5
8,4661096979,Solar1645 (19/20),357.00998,43.75,C Onyeka Okongwu F Bam Adebayo G Lonnie Walker IV PF John Collins PG Payton Pritchard SF LOCKED SG Dyson Daniels UTIL Jared Butler,,Payton Pritchard,SG,12.64%,0
8,4661031656,Ambiance1 (9/9),354.24997,43.75,C Onyeka Okongwu F Bam Adebayo G Jared Butler PF Guerschon Yabusele PG Tyler Herro SF Justin Edwards SG Dyson Daniels UTIL Davion Mitchell,,Ricky Council IV,PF,12.52%,0
10,4660594257,Sheisdifferent100 (3/4),354.92,43.5,C Onyeka Okongwu F Dalton Knecht G Dyson Daniels PF Kyshawn George PG Derrick White SF Cameron Johnson SG Quentin Grimes UTIL Immanuel Quickley,,Derrick White,PG,10.61%,5.5
11,4660759715,rino28 (16/20),357.38998,42.75,C Onyeka Okongwu F Dalton Knecht G Lonnie Walker IV PF Kyshawn George PG LOCKED SF RJ Barrett SG Dyson Daniels UTIL Quentin Grimes,,Austin Reaves,SG,10.18%,1.5
12,4660836284,turdferg31 (11/20),358.14996,42.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF Justin Edwards SG Lonnie Walker IV UTIL Dyson Daniels,,RJ Barrett,F,10.17%,2
12,4660836285,turdferg31 (12/20),358.14996,42.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF Justin Edwards SG Lonnie Walker IV UTIL Dyson Daniels,,Luke Kornet,C,8.97%,0
12,4660836286,turdferg31 (13/20),358.14996,42.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF Justin Edwards SG Lonnie Walker IV UTIL Dyson Daniels,,Orlando Robinson,C,8.21%,2
12,4660836287,turdferg31 (14/20),358.14996,42.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF Justin Edwards SG Lonnie Walker IV UTIL Dyson Daniels,,Adem Bona,C,7.57%,0
12,4660836288,turdferg31 (15/20),358.14996,42.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF Justin Edwards SG Lonnie Walker IV UTIL Dyson Daniels,,D'Angelo Russell,UTIL,6.62%,2.5
12,4660836289,turdferg31 (16/20),358.14996,42.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF Justin Edwards SG Lonnie Walker IV UTIL Dyson Daniels,,Jordan Poole,PG,6.13%,0
12,4660836290,turdferg31 (17/20),358.14996,42.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF Justin Edwards SG Lonnie Walker IV UTIL Dyson Daniels,,Scottie Barnes,PG,6.11%,4.5
12,4660836291,turdferg31 (18/20),358.14996,42.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF Justin Edwards SG Lonnie Walker IV UTIL Dyson Daniels,,Justin Edwards,PF,5.94%,4
12,4660836292,turdferg31 (19/20),358.14996,42.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF Justin Edwards SG Lonnie Walker IV UTIL Dyson Daniels,,Dalton Knecht,SF,5.84%,0
12,4660836293,turdferg31 (20/20),358.14996,42.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF Justin Edwards SG Lonnie Walker IV UTIL Dyson Daniels,,Alexandre Sarr,C,5.55%,2
12,4660906136,mlbsyndicate (3/10),355.68,42.5,C Onyeka Okongwu F Cameron Johnson G Jared Butler PF LOCKED PG Dyson Daniels SF Sam Hauser SG Lonnie Walker IV UTIL Luka Doncic,,Cameron Johnson,F,5.52%,2
12,4661106799,mlbsyndicate (9/10),355.68,42.5,C Onyeka Okongwu F Cameron Johnson G Jared Butler PF LOCKED PG Dyson Daniels SF Sam Hauser SG Lonnie Walker IV UTIL Luka Doncic,,Immanuel Quickley,G,5.11%,2.75
12,4660955166,cb_hanson (13/20),353.66998,42.5,C Onyeka Okongwu F LOCKED G Dyson Daniels PF Guerschon Yabusele PG Jared Butler SF Zaccharie Risacher SG Lonnie Walker IV UTIL Luka Doncic,,Quentin Grimes,PG,5.02%,7
25,4660782934,BobbyFi (15/20),354.65,42,C Onyeka Okongwu F LOCKED G Dyson Daniels PF Justin Edwards PG Luka Doncic SF Jaylen Brown SG Jared Butler UTIL Lonnie Walker IV,,John Collins,PF,4.72%,3
26,4660966898,brid523 (15/15),356.36,41.75,C Onyeka Okongwu F Scottie Barnes G Dyson Daniels PF Justin Edwards PG Jared Butler SF LOCKED SG Lonnie Walker IV UTIL Immanuel Quickley,,Sam Hauser,SF,4.44%,2
27,4661133054,MarkShanbaum (2/2),363.62997,41.5,C Onyeka Okongwu F LOCKED G Lonnie Walker IV PF Bam Adebayo PG Dyson Daniels SF LOCKED SG Quentin Grimes UTIL LOCKED,,Jarred Vanderbilt,PF,3.97%,0
27,4660866718,slickwill459 (1/8),355.47998,41.5,C Onyeka Okongwu F Justin Edwards G Jared Butler PF LOCKED PG Quentin Grimes SF RJ Barrett SG Dyson Daniels UTIL Derrick White,,Zaccharie Risacher,PF,3.53%,4
29,4661002275,cozman1959 (8/20),356.36,41.25,C LOCKED F Scottie Barnes G Keaton Wallace PF Kyshawn George PG Jared Butler SF Zaccharie Risacher SG Lonnie Walker IV UTIL Dyson Daniels,,Georges Niang,PF,3.49%,0
29,4661002268,cozman1959 (1/20),351.15,41.25,C Walker Kessler F Justin Edwards G Lonnie Walker IV PF Sam Hauser PG Dyson Daniels SF Georges Niang SG Jared Butler UTIL Luka Doncic,,Bam Adebayo,UTIL,3.44%,10.25
31,4660792611,kevindpham (3/4),357.56,41,C Orlando Robinson F Bam Adebayo G Jared Butler PF Mouhamed Gueye PG Luka Doncic SF LOCKED SG Lonnie Walker IV UTIL Quentin Grimes,,Miles Bridges,PF,3.11%,1.5
32,4661101081,jamari01,360.99,40.75,C Walker Kessler F LOCKED G Dyson Daniels PF Kyshawn George PG Austin Reaves SF LOCKED SG Lonnie Walker IV UTIL Onyeka Okongwu,,Bilal Coulibaly,SF,3.10%,0.75
32,4660928662,tbenson80 (17/20),359.15,40.75,C Onyeka Okongwu F LOCKED G Dyson Daniels PF Bam Adebayo PG Jared Butler SF Terance Mann SG Lonnie Walker IV UTIL LOCKED,,Terance Mann,SF,2.41%,0
32,4661122299,Wydad37 (5/20),358.37,40.75,C Orlando Robinson F LOCKED G Dyson Daniels PF Kyshawn George PG Jared Butler SF Jaylen Brown SG Lonnie Walker IV UTIL Luka Doncic,,Kyshawn George,PF,2.32%,9.5
32,4660715746,Kharileydad418 (2/2),352.24997,40.75,C Onyeka Okongwu F Andrew Wiggins G Lonnie Walker IV PF Guerschon Yabusele PG Keaton Wallace SF Ziaire Williams SG Dyson Daniels UTIL Luka Doncic,,Tristan Vukcevic,C,2.25%,0
36,4660812318,davis2543 (20/20),359.96,40.5,C Onyeka Okongwu F LOCKED G Dyson Daniels PF LOCKED PG Jared Butler SF Scottie Barnes SG Derrick White UTIL Lonnie Walker IV,,Guerschon Yabusele,PF,2.15%,0
36,4660902282,Kennethgeorge (1/3),359.12997,40.5,C Onyeka Okongwu F Sam Hauser G Dyson Daniels PF LOCKED PG Jared Butler SF LOCKED SG Lonnie Walker IV UTIL Luka Doncic,,Jrue Holiday,G,2.07%,5.5
36,4660916626,dookshoot1,357.34,40.5,C Onyeka Okongwu F Scottie Barnes G LOCKED PF Kyshawn George PG Isaiah Collier SF Justin Edwards SG Lonnie Walker IV UTIL Jared Butler,,Nic Claxton,C,1.82%,4.75
36,4660972151,Lamps_Up_77 (3/12),356.62997,40.5,C Onyeka Okongwu F John Collins G Lonnie Walker IV PF Miles Bridges PG Dyson Daniels SF LOCKED SG Derrick White UTIL Jared Butler,,Walker Kessler,UTIL,1.70%,5.5
36,4660510346,SkolBills (20/20),355.52997,40.5,C Onyeka Okongwu F Zaccharie Risacher G Jared Butler PF LOCKED PG Keaton Wallace SF Scottie Barnes SG Lonnie Walker IV UTIL Luka Doncic,,LaMelo Ball,PG,1.60%,3
41,4660687938,mrhands17 (14/20),361.99,40.25,C Onyeka Okongwu F LOCKED G Lonnie Walker IV PF Bam Adebayo PG Jared Butler SF RJ Barrett SG Derrick White UTIL LOCKED,,Tyler Herro,PG,1.37%,5
41,4660605925,blazers1974 (8/20),360.13,40.25,C Onyeka Okongwu F LOCKED G Dyson Daniels PF Bam Adebayo PG Jared Butler SF Jaylen Brown SG Lonnie Walker IV UTIL LOCKED,,Justin Champagnie,F,1.25%,0
41,4660688013,briskbaxter (11/20),360.13,40.25,C Onyeka Okongwu F LOCKED G Lonnie Walker IV PF Bam Adebayo PG Jared Butler SF Jaylen Brown SG Dyson Daniels UTIL LOCKED,,Mouhamed Gueye,PF,1.05%,0
41,4660693376,marcuswek (5/20),360.13,40.25,C Onyeka Okongwu F LOCKED G Lonnie Walker IV PF Bam Adebayo PG Dyson Daniels SF Jaylen Brown SG Jared Butler UTIL LOCKED,,Kel'el Ware,UTIL,1.01%,0
41,4660865484,tyjon98 (20/20),357.50998,40.25,C Onyeka Okongwu F LOCKED G Lonnie Walker IV PF Bam Adebayo PG Keaton Wallace SF Zaccharie Risacher SG Derrick White UTIL Immanuel Quickley,,Trey Jemison,UTIL,0.91%,0
41,4660809740,patdschaeffer (16/20),356.68,40.25,C Onyeka Okongwu F Bam Adebayo G Luka Doncic PF Ricky Council IV PG Jared Butler SF Jaylen Brown SG Lonnie Walker IV UTIL LOCKED,,Andrew Wiggins,SF,0.85%,3.5
41,4660582513,tigervol23 (4/20),352.19998,40.25,C Onyeka Okongwu F Bam Adebayo G Lonnie Walker IV PF Ricky Council IV PG Luka Doncic SF Jaylen Brown SG Jared Butler UTIL Alex Reese,,AJ Lawson,SG,0.84%,0
48,4660581655,RudebwoyKev (9/20),364.65997,40,C LOCKED F LOCKED G Dyson Daniels PF Bam Adebayo PG Jared Butler SF LOCKED SG Lonnie Walker IV UTIL Luka Doncic,,Collin Sexton,PG,0.78%,3
48,4660736462,LinkSinc (20/20),364.65997,40,C LOCKED F LOCKED G Lonnie Walker IV PF Bam Adebayo PG Luka Doncic SF LOCKED SG Jared Butler UTIL Dyson Daniels,,Alex Len,C,0.73%,2
48,4660820969,beaker913 (4/20),364.65997,40,C LOCKED F LOCKED G Dyson Daniels PF Bam Adebayo PG Luka Doncic SF LOCKED SG Lonnie Walker IV UTIL Jared Butler,,Kyle Filipowski,C,0.70%,0
48,4661032806,k1ng_chief_88 (14/20),364.49,40,C Onyeka Okongwu F LOCKED G Luka Doncic PF Kyshawn George PG Jared Butler SF LOCKED SG Lonnie Walker IV UTIL LOCKED,,Ziaire Williams,F,0.69%,3.5
48,4660991169,redsoxsjerry (1/3),358.73996,40,C Onyeka Okongwu F Bam Adebayo G Lonnie Walker IV PF LOCKED PG Luka Doncic SF Johnny Juzang SG Austin Reaves UTIL Alex Len,,Davion Mitchell,PG,0.67%,1.5
53,4661063125,jcohen22,363.63,39.75,C Onyeka Okongwu F LOCKED G Quentin Grimes PF Bam Adebayo PG Jared Butler SF LOCKED SG Lonnie Walker IV UTIL LOCKED,,Johnny Juzang,SF,0.64%,2
53,4661121222,gobirds16 (2/2),363.63,39.75,C Onyeka Okongwu F LOCKED G Quentin Grimes PF Bam Adebayo PG Jared Butler SF LOCKED SG Lonnie Walker IV UTIL LOCKED,,Chris Boucher,PF,0.52%,0
53,4660868657,jstihl11,359.18,39.75,C Nic Claxton F LOCKED G Luka Doncic PF Justin Edwards PG Jared Butler SF LOCKED SG Dyson Daniels UTIL Onyeka Okongwu,,Corey Kispert,PF,0.52%,0
53,4661110039,Adilwaleed (1/6),355.68,39.75,C Onyeka Okongwu F Zaccharie Risacher G Lonnie Walker IV PF LOCKED PG Luka Doncic SF Johnny Juzang SG Quentin Grimes UTIL D'Angelo Russell,,Neemias Queta,UTIL,0.49%,0
57,4660738426,Kingvisions,360.99,39.5,C Onyeka Okongwu F LOCKED G Luka Doncic PF Kyshawn George PG Jared Butler SF Jaylen Brown SG Lonnie Walker IV UTIL LOCKED,,Keon Johnson,G,0.47%,2
57,4660874521,emperordune55 (18/20),360.99,39.5,C Onyeka Okongwu F LOCKED G Luka Doncic PF Kyshawn George PG Jared Butler SF Jaylen Brown SG Lonnie Walker IV UTIL LOCKED,,Jared Rhoden,UTIL,0.44%,0
57,4660954185,RandUniversity,359.96,39.5,C Onyeka Okongwu F LOCKED G Dyson Daniels PF Kyshawn George PG Jared Butler SF Jaylen Brown SG Lonnie Walker IV UTIL LOCKED,,Jamison Battle,SF,0.41%,0
57,4661122295,Wydad37 (1/20),359.96,39.5,C Onyeka Okongwu F LOCKED G Dyson Daniels PF Kyshawn George PG Jared Butler SF Jaylen Brown SG Lonnie Walker IV UTIL LOCKED,,Jamal Shead,UTIL,0.41%,0
57,4661121409,snugg26 (1/2),355.09,39.5,C Walker Kessler F Johnny Juzang G Derrick White PF John Collins PG Jared Butler SF Jaylen Brown SG Lonnie Walker IV UTIL Bam Adebayo,,Isaiah Collier,UTIL,0.39%,0
62,4660951673,tharris05 (1/3),359.14996,39,C Onyeka Okongwu F LOCKED G Quentin Grimes PF Miles Bridges PG Jared Butler SF LOCKED SG Dyson Daniels UTIL Lonnie Walker IV,,Mark Williams,C,0.37%,3.25
62,4660715745,Kharileydad418 (1/2),354.18,39,C Onyeka Okongwu F Andrew Wiggins G Lonnie Walker IV PF Bam Adebayo PG Keaton Wallace SF Jaylen Brown SG Dyson Daniels UTIL Luke Kornet,,Alex Reese,UTIL,0.36%,0
64,4660806009,mcooney00 (2/20),360.99,38.75,C LOCKED F LOCKED G Jared Butler PF Kyshawn George PG Luka Doncic SF Jaylen Brown SG Dyson Daniels UTIL Lonnie Walker IV,,Duncan Robinson,F,0.33%,0
64,4661033031,Draconfire (15/20),360.99,38.75,C LOCKED F LOCKED G Dyson Daniels PF Kyshawn George PG Luka Doncic SF Jaylen Brown SG Lonnie Walker IV UTIL Jared Butler,,Brice Sensabaugh,SF,0.31%,0
64,4661041623,lklk88088 (3/20),360.99,38.75,C LOCKED F LOCKED G Lonnie Walker IV PF Kyshawn George PG Luka Doncic SF Jaylen Brown SG Dyson Daniels UTIL Jared Butler,,Carlton Carrington,PG,0.27%,1.5
64,4661129271,abz5001,360.99,38.75,C LOCKED F Kyshawn George G Dyson Daniels PF LOCKED PG Jared Butler SF Jaylen Brown SG Lonnie Walker IV UTIL Luka Doncic,,Clint Capela,C,0.26%,0
64,4660948724,blondecapybara (3/13),357.50998,38.75,C Luke Kornet F Bam Adebayo G Quentin Grimes PF LOCKED PG Dyson Daniels SF Zaccharie Risacher SG Lonnie Walker IV UTIL RJ Barrett,,Jordan Goodwin,SF,0.24%,0
64,4661130181,jokerdpo (4/4),356.51,38.75,C LOCKED F Kyshawn George G Lonnie Walker IV PF Justin Edwards PG Keaton Wallace SF Johnny Juzang SG Jared Butler UTIL Luka Doncic,,KJ Martin,PF,0.21%,0
70,4660484455,aboveandphom (7/10),362.62997,38.5,C Onyeka Okongwu F LOCKED G Dyson Daniels PF LOCKED PG Jared Butler SF LOCKED SG Lonnie Walker IV UTIL Luka Doncic,,Vit Krejci,G,0.21%,0
70,4660490612,Sajohnson98 (8/20),362.62997,38.5,C Onyeka Okongwu F LOCKED G Dyson Daniels PF LOCKED PG Luka Doncic SF LOCKED SG Lonnie Walker IV UTIL Jared Butler,,Gabe Vincent,SG,0.20%,3.5
70,4660566382,CJCashing (3/20),362.62997,38.5,C Onyeka Okongwu F LOCKED G Dyson Daniels PF LOCKED PG Jared Butler SF LOCKED SG Lonnie Walker IV UTIL Luka Doncic,,Nick Smith Jr.,SF,0.19%,0
70,4660573703,elessidril (13/20),362.62997,38.5,C Onyeka Okongwu F LOCKED G Luka Doncic PF LOCKED PG Dyson Daniels SF LOCKED SG Lonnie Walker IV UTIL Jared Butler,,Jalen Wilson,F,0.17%,0
70,4660604970,mhaag11223212 (3/20),362.62997,38.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Luka Doncic SF LOCKED SG Lonnie Walker IV UTIL Dyson Daniels,,Colin Castleton,C,0.16%,0
70,4660658352,ddetrani6 (5/20),362.62997,38.5,C Onyeka Okongwu F LOCKED G Jared Butler PF LOCKED PG Dyson Daniels SF LOCKED SG Lonnie Walker IV UTIL Luka Doncic,,Jaime Jaquez Jr.,PF,0.16%,0
70,4660863920,BigEchar (1/3),362.62997,38.5,C Onyeka Okongwu F LOCKED G Dyson Daniels PF LOCKED PG Jared Butler SF LOCKED SG Lonnie Walker IV UTIL Luka Doncic,,Jusuf Nurkic,C,0.15%,0
70,4660970699,acatalogna (2/20),362.62997,38.5,C Onyeka Okongwu F LOCKED G Dyson Daniels PF LOCKED PG Jared Butler SF LOCKED SG Lonnie Walker IV UTIL Luka Doncic,,Torrey Craig,F,0.14%,0
