Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
28,4650062157,1MadamimadaM1 (7/20),354.97,51.5,C Andre Drummond F LOCKED G Jalen Brunson PF Deni Avdija PG Tyrese Haliburton SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Khris Middleton,SF,2.62%,1
28,4650113441,pokerdave14 (13/20),354.97,51.5,C Andre Drummond F Deni Avdija G Tyrese Haliburton PF LOCKED PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Ausar Thompson,PF,2.25%,6
28,4650121290,jtmac1999 (11/20),354.97,51.5,C Andre Drummond F LOCKED G Tyrese Haliburton PF Deni Avdija PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Scoot Henderson,PG,2.08%,0
28,4650127359,infam0u5p (2/16),354.97,51.5,C Andre Drummond F LOCKED G Tyrese Haliburton PF Josh Hart PG Jalen Brunson SF Deni Avdija SG Anfernee Simons UTIL LOCKED,,Obi Toppin,PF,1.94%,0
28,4650146234,micahjshelton73 (14/20),354.97,51.5,C Andre Drummond F LOCKED G Tyrese Haliburton PF Deni Avdija PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Miles McBride,SG,1.88%,0
28,4650157854,Dubbzz (12/20),354.97,51.5,C Andre Drummond F LOCKED G Tyrese Haliburton PF Deni Avdija PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Precious Achiuwa,F,1.73%,0
28,4650263107,peltifreeze89 (18/20),354.97,51.5,C Andre Drummond F LOCKED G Jalen Brunson PF Deni Avdija PG Tyrese Haliburton SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Mikal Bridges,F,1.70%,8
28,4650276648,rschindler14 (2/20),354.97,51.5,C Andre Drummond F LOCKED G Jalen Brunson PF Josh Hart PG Tyrese Haliburton SF Deni Avdija SG Anfernee Simons UTIL LOCKED,,Jalen Duren,C,1.70%,5.75
28,4650327455,Colonel420 (10/20),354.97,51.5,C Andre Drummond F LOCKED G Tyrese Haliburton PF Deni Avdija PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Bilal Coulibaly,F,1.54%,4
28,4650348645,ckep02 (7/20),354.97,51.5,C Andre Drummond F LOCKED G Jalen Brunson PF Deni Avdija PG Tyrese Haliburton SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Malik Beasley,SG,1.50%,0
28,4650373573,mykittenhurts (3/20),354.97,51.5,C Andre Drummond F LOCKED G Tyrese Haliburton PF Deni Avdija PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Shaedon Sharpe,UTIL,1.43%,0
28,4650419458,BrownsTown82 (20/20),354.97,51.5,C Andre Drummond F LOCKED G Jalen Brunson PF Josh Hart PG Tyrese Haliburton SF Deni Avdija SG Anfernee Simons UTIL LOCKED,,Ariel Hukporti,C,1.40%,2
28,4650484761,BenJ707 (1/2),354.97,51.5,C Andre Drummond F LOCKED G Tyrese Haliburton PF Josh Hart PG Jalen Brunson SF Deni Avdija SG Anfernee Simons UTIL LOCKED,,Quentin Grimes,G,1.39%,2
28,4650522303,Auburnfan777 (13/20),354.97,51.5,C Andre Drummond F LOCKED G Tyrese Haliburton PF Deni Avdija PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Tobias Harris,PF,1.20%,12.5
28,4650385747,bigpuddin (2/6),346.69,51.5,C Jakob Poeltl F Ochai Agbaji G Tim Hardaway Jr. PF Pascal Siakam PG Tyrese Haliburton SF Josh Hart SG Anfernee Simons UTIL Myles Turner,,Chris Boucher,PF,1.20%,0
45,4649968911,DoubleX2Dave (2/20),353.55002,51.25,C Kristaps Porzingis F LOCKED G Jalen Brunson PF LOCKED PG Tyrese Haliburton SF Josh Hart SG Anfernee Simons UTIL Andre Drummond,,Bennedict Mathurin,UTIL,1.00%,0
45,4650010857,ayotayo (14/20),350.89,51.25,C Andre Drummond F Ochai Agbaji G Tyrese Haliburton PF OG Anunoby PG Jalen Brunson SF Josh Hart SG LOCKED UTIL Richaun Holmes,,Al Horford,UTIL,0.81%,1.25
45,4650474898,cl3mszn (12/20),347.26,51.25,C Myles Turner F Kyshawn George G Anfernee Simons PF Josh Hart PG Tyrese Haliburton SF Ochai Agbaji SG RJ Barrett UTIL Donovan Clingan,,Kristaps Porzingis,C,0.76%,7
48,4650345519,chicksdigthewongball (13/20),350.04,51,C Andre Drummond F Deni Avdija G Jalen Brunson PF Paul George PG Jordan Poole SF Josh Hart SG Gradey Dick UTIL LOCKED,,Tim Hardaway Jr.,F,0.73%,2.75
48,4650232099,ehafner (3/20),349.07,51,C Myles Turner F Deni Avdija G Gradey Dick PF Kyshawn George PG Jordan Poole SF Jayson Tatum SG Anfernee Simons UTIL LOCKED,,Sam Hauser,PF,0.65%,0
48,4650535059,erik.haymon (1/6),347.46002,51,C Andre Drummond F OG Anunoby G RJ Barrett PF Deni Avdija PG Tyrese Haliburton SF Josh Hart SG Gradey Dick UTIL Myles Turner,,Ricky Council IV,F,0.49%,0
51,4650538235,regulardave (7/19),356.67,50.75,C Andre Drummond F LOCKED G Tyrese Haliburton PF Ochai Agbaji PG Jalen Brunson SF Josh Hart SG LOCKED UTIL Myles Turner,,Carlton Carrington,G,0.43%,0
51,4650549976,mgateris22 (13/20),354.97,50.75,C Myles Turner F Kelly Oubre Jr. G Jalen Brunson PF LOCKED PG Jordan Poole SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Corey Kispert,PF,0.39%,0
51,4650055615,fraternal (1/5),343.02002,50.75,C Andre Drummond F Aaron Nesmith G Jrue Holiday PF Jayson Tatum PG Jalen Brunson SF Josh Hart SG Mikal Bridges UTIL Gradey Dick,,Jabari Walker,C,0.37%,0
54,4650180282,beaker913 (10/20),354.97,50.25,C Andre Drummond F LOCKED G Anfernee Simons PF Josh Hart PG Jalen Brunson SF LOCKED SG Toumani Camara UTIL Myles Turner,,Jamal Shead,G,0.37%,0
54,4649882918,AaronCosta (9/20),352.49002,50.25,C Andre Drummond F LOCKED G Tyrese Haliburton PF Josh Hart PG Jalen Brunson SF Ochai Agbaji SG Andrew Nembhard UTIL Myles Turner,,Ben Sheppard,SG,0.35%,0
54,4650427904,ericmcq3121,351.54,50.25,C Myles Turner F Deni Avdija G Aaron Nesmith PF Ochai Agbaji PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Marcus Smart,SF,0.28%,0
54,4650113448,pokerdave14 (20/20),350.79,50.25,C Andre Drummond F Ochai Agbaji G Anfernee Simons PF Deni Avdija PG Jalen Brunson SF Josh Hart SG Gradey Dick UTIL LOCKED,,Jakob Poeltl,C,0.27%,3.5
54,4650099762,Numberboy (14/19),349.84003,50.25,C Andre Drummond F Josh Hart G LOCKED PF Jerami Grant PG Jordan Poole SF Ochai Agbaji SG Anfernee Simons UTIL Donovan Clingan,,Justin Edwards,PF,0.23%,0
54,4650432943,seouljewboy,349.17,50.25,C Myles Turner F Tobias Harris G Andrew Nembhard PF Josh Hart PG LOCKED SF Deni Avdija SG Toumani Camara UTIL Donovan Clingan,,Ja'Kobe Walter,SG,0.23%,0
54,4650467416,slickwill459 (7/14),341.02002,50.25,C Richaun Holmes F Deni Avdija G Jordan Poole PF Justin Edwards PG Jrue Holiday SF Jayson Tatum SG Toumani Camara UTIL Anfernee Simons,,Cameron Payne,UTIL,0.19%,0
54,4650441089,Jimwest528 (20/20),339.80002,50.25,C Andre Drummond F Jayson Tatum G Anfernee Simons PF Jerami Grant PG Jrue Holiday SF Ausar Thompson SG Quentin Grimes UTIL Josh Hart,,Adem Bona,UTIL,0.19%,0
62,4650303626,Chadg20 (3/20),352.29,50,C Myles Turner F Josh Hart G Immanuel Quickley PF Ochai Agbaji PG Jordan Poole SF RJ Barrett SG Anfernee Simons UTIL LOCKED,,Jaylen Brown,SG,0.17%,0
62,4650511928,jaybe32 (2/2),350.12003,50,C LOCKED F Ricky Council IV G Gradey Dick PF Josh Hart PG Tyrese Haliburton SF Jayson Tatum SG Anfernee Simons UTIL Myles Turner,,Isaiah Stewart,UTIL,0.13%,0
62,4650497327,damndwill (15/20),349.27,50,C LOCKED F Ochai Agbaji G Tyrese Haliburton PF Sam Hauser PG Jalen Brunson SF Deni Avdija SG Anfernee Simons UTIL Josh Hart,,Jonathan Mogbo,C,0.11%,0
62,4650142978,iet2804 (4/20),344.06003,50,C Richaun Holmes F Bilal Coulibaly G Mikal Bridges PF Josh Hart PG Anfernee Simons SF Deni Avdija SG Quentin Grimes UTIL Donovan Clingan,,Neemias Queta,C,0.11%,0
66,4650356311,MEGATRONSGUN (5/20),349.37003,49.75,C Andre Drummond F Ochai Agbaji G Jalen Brunson PF Jayson Tatum PG Andrew Nembhard SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Tristan Vukcevic,C,0.11%,0
66,4649968912,DoubleX2Dave (3/20),347.1,49.75,C Andre Drummond F LOCKED G Cade Cunningham PF OG Anunoby PG Payton Pritchard SF Josh Hart SG Anfernee Simons UTIL Myles Turner,,Lonnie Walker IV,SF,0.09%,0
68,4649921712,rooneytoons (14/14),352.7,49.5,C Andre Drummond F LOCKED G LOCKED PF Jayson Tatum PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL Richaun Holmes,,Justin Champagnie,PF,0.08%,0
68,4650452387,cwthrow24 (8/20),349.37003,49.5,C Andre Drummond F Josh Hart G Jordan Poole PF Jayson Tatum PG Jalen Brunson SF Aaron Nesmith SG Gradey Dick UTIL LOCKED,,Karl-Anthony Towns,C,0.07%,0
68,4650300418,smccarty (4/20),348.42,49.5,C Andre Drummond F Kyshawn George G Jordan Poole PF Jayson Tatum PG Jalen Brunson SF Deni Avdija SG Gradey Dick UTIL LOCKED,,Jared Butler,UTIL,0.06%,0
68,4650300190,Gobluedp (1/2),342.05002,49.5,C Jalen Duren F Ausar Thompson G Cade Cunningham PF Ochai Agbaji PG Immanuel Quickley SF Deni Avdija SG Anfernee Simons UTIL Aaron Nesmith,,Jalen McDaniels,F,0.06%,0
72,4650041084,mattf19,349.27002,49.25,C LOCKED F Jayson Tatum G Aaron Nesmith PF Josh Hart PG Immanuel Quickley SF Deni Avdija SG Anfernee Simons UTIL Andre Drummond,,Dennis Schroder,G,0.05%,0
72,4650302058,touss14 (16/20),349.27002,49.25,C Andre Drummond F Jayson Tatum G Immanuel Quickley PF Deni Avdija PG Anfernee Simons SF Josh Hart SG Aaron Nesmith UTIL LOCKED,,Scottie Barnes,SF,0.05%,0
72,4650303636,Chadg20 (13/20),347.26,49.25,C Andre Drummond F Toumani Camara G Jordan Poole PF Deni Avdija PG Immanuel Quickley SF RJ Barrett SG Gradey Dick UTIL Tyrese Haliburton,,Ronald Holland II,F,0.04%,0
75,4650488788,bhines5783 (16/16),349.64,49,C Richaun Holmes F Toumani Camara G LOCKED PF Kyshawn George PG Jordan Poole SF Deni Avdija SG Anfernee Simons UTIL Myles Turner,,Dalano Banton,G,0.04%,0
75,4650433129,TheHun73 (3/20),348.6,49,C Andre Drummond F Deni Avdija G Cade Cunningham PF Ochai Agbaji PG Tyrese Haliburton SF Jayson Tatum SG Ben Sheppard UTIL LOCKED,,Jamison Battle,F,0.04%,0
75,4649964911,maccat33 (6/14),345.94,49,C Richaun Holmes F Aaron Nesmith G Immanuel Quickley PF Josh Hart PG Jalen Brunson SF Jayson Tatum SG Gradey Dick UTIL Ochai Agbaji,,Thomas Bryant,C,0.04%,0
78,4650092134,cb_hanson (17/20),354.4,48.75,C Andre Drummond F LOCKED G Jalen Brunson PF Josh Hart PG Tyrese Haliburton SF LOCKED SG Jrue Holiday UTIL Myles Turner,,Marcus Sasser,SG,0.04%,0
79,4650115841,GreyPoupon (11/20),355.82,48.5,C Andre Drummond F Josh Hart G Jalen Brunson PF Ochai Agbaji PG Tyrese Haliburton SF Deni Avdija SG LOCKED UTIL LOCKED,,Landry Shamet,UTIL,0.03%,0
79,4650115837,GreyPoupon (7/20),354.97,48.5,C Andre Drummond F LOCKED G Jalen Brunson PF Deni Avdija PG Immanuel Quickley SF Josh Hart SG Anfernee Simons UTIL LOCKED,,David Roddy,F,0.03%,0
79,4650039171,mlief (6/20),354.77002,48.5,C Myles Turner F LOCKED G Jordan Poole PF LOCKED PG Anfernee Simons SF Deni Avdija SG Toumani Camara UTIL Andre Drummond,,Torrey Craig,PF,0.02%,0
79,4650330049,koolhandluke360,351.18,48.5,C Jalen Duren F Deni Avdija G Jordan Poole PF Tobias Harris PG LOCKED SF Kelly Oubre Jr. SG LOCKED UTIL Jalen Brunson,,Jordan Walsh,F,0.01%,0
79,4650491197,Gsmask,339.9,48.5,C Ariel Hukporti F OG Anunoby G Tim Hardaway Jr. PF Jayson Tatum PG Jalen Brunson SF Josh Hart SG Jrue Holiday UTIL Donovan Clingan,,T.J. McConnell,UTIL,0.01%,0
84,4650381543,Bears38 (2/6),353.25,48,C Myles Turner F LOCKED G Jordan Poole PF Kyshawn George PG Cade Cunningham SF Deni Avdija SG Anfernee Simons UTIL LOCKED,,Orlando Robinson,UTIL,0.01%,0
84,4650034963,ocdobv (9/20),351.44,48,C Myles Turner F Josh Hart G Jordan Poole PF Deni Avdija PG Anfernee Simons SF RJ Barrett SG Gradey Dick UTIL LOCKED,,Jacob Toppin,F,0.01%,0
84,4650474887,cl3mszn (1/20),351.44,48,C Myles Turner F RJ Barrett G Gradey Dick PF Josh Hart PG Jordan Poole SF Deni Avdija SG Anfernee Simons UTIL LOCKED,,Paul Reed,C,0.01%,0
84,4650374614,Bigorangebeerman4444 (17/20),344.81,48,C Jalen Duren F Deni Avdija G Immanuel Quickley PF Tobias Harris PG Cade Cunningham SF Ausar Thompson SG Aaron Nesmith UTIL LOCKED,,Kris Murray,SF,0.01%,0
88,4650420858,erjake (5/20),355.72,47.75,C Myles Turner F LOCKED G Tyrese Haliburton PF Jerami Grant PG Jalen Brunson SF Josh Hart SG Toumani Camara UTIL LOCKED,,Ulrich Chomche,UTIL,0.01%,0
88,4650538247,regulardave (19/19),354.97,47.75,C Andre Drummond F LOCKED G Tyrese Haliburton PF Jerami Grant PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Lindy Waters III,F,0.01%,0
88,4650480319,Deathflower74 (20/20),354.2,47.75,C Myles Turner F Deni Avdija G Gradey Dick PF Jayson Tatum PG LOCKED SF Josh Hart SG Anfernee Simons UTIL LOCKED,,Colby Jones,SG,0.01%,0
88,4649951743,kevinga,353.45,47.75,C LOCKED F Tobias Harris G Mikal Bridges PF OG Anunoby PG Anfernee Simons SF Bilal Coulibaly SG LOCKED UTIL Myles Turner,,Alex Reese,C,0.01%,0
88,4650472107,truson (5/5),348.41998,47.75,C Andre Drummond F Tim Hardaway Jr. G Immanuel Quickley PF Josh Hart PG Anfernee Simons SF Deni Avdija SG Toumani Camara UTIL LOCKED,,Delon Wright,UTIL,0.01%,0
88,4650220184,danielsv70 (3/5),347.67,47.75,C Donovan Clingan F LOCKED G Anfernee Simons PF Deni Avdija PG Jalen Brunson SF Josh Hart SG Payton Pritchard UTIL Andre Drummond,,Jahlil Okafor,C,0.01%,0
94,4649954874,sullybrochill (13/20),355.72,47.5,C Andre Drummond F LOCKED G Tyrese Haliburton PF Jerami Grant PG Jalen Brunson SF LOCKED SG Anfernee Simons UTIL Myles Turner,,James Johnson,UTIL,0.01%,0
94,4650126448,SMP1993 (16/20),354.30002,47.5,C Andre Drummond F LOCKED G LOCKED PF Josh Hart PG Anfernee Simons SF Jayson Tatum SG Gradey Dick UTIL Myles Turner,,Eric Gordon,SF,0.01%,0
94,4650478942,Deathflower74 (6/20),354.2,47.5,C Myles Turner F LOCKED G Gradey Dick PF Deni Avdija PG Jalen Brunson SF Jayson Tatum SG Anfernee Simons UTIL LOCKED,,Jarace Walker,F,0.01%,0
94,4650293539,DblTroble,347.36002,47.5,C Andre Drummond F Jerami Grant G Jalen Brunson PF Ochai Agbaji PG Immanuel Quickley SF Toumani Camara SG RJ Barrett UTIL Tyrese Haliburton,,Bryce McGowens,SG,0.01%,0
94,4650166283,Desmo22 (1/2),344.91,47.5,C Jalen Duren F Josh Hart G Cade Cunningham PF Tobias Harris PG LOCKED SF Malik Beasley SG Aaron Nesmith UTIL Myles Turner,,,
99,4649986752,JulesSantana (13/20),350.79,47.25,C Andre Drummond F Josh Hart G Jalen Brunson PF Pascal Siakam PG Anfernee Simons SF Deni Avdija SG Gradey Dick UTIL LOCKED,,,
99,4650178965,CCKings505,349.27002,47.25,C Andre Drummond F Deni Avdija G Bilal Coulibaly PF Josh Hart PG Immanuel Quickley SF Jayson Tatum SG Gradey Dick UTIL LOCKED,,,
99,4649940203,redem7 (1/3),348.7,47.25,C Myles Turner F OG Anunoby G Gradey Dick PF Jayson Tatum PG Immanuel Quickley SF Josh Hart SG Jrue Holiday UTIL LOCKED,,,
99,4650103923,Turbo1234 (19/20),348.62003,47.25,C Andre Drummond F OG Anunoby G Aaron Nesmith PF Jayson Tatum PG Jalen Brunson SF Deni Avdija SG Mikal Bridges UTIL LOCKED,,,
99,4649958331,Lexusrad,343.02002,47.25,C Ariel Hukporti F Josh Hart G Jalen Brunson PF Jayson Tatum PG Jrue Holiday SF Ochai Agbaji SG RJ Barrett UTIL Andre Drummond,,,
104,4649958145,maccat33 (1/14),349.92,47,C Richaun Holmes F Ochai Agbaji G Immanuel Quickley PF Jayson Tatum PG Tyrese Haliburton SF Deni Avdija SG LOCKED UTIL Jerami Grant,,,
104,4650388118,te1117 (3/8),343.79,47,C Andre Drummond F Ochai Agbaji G Tyrese Maxey PF Josh Hart PG Jalen Brunson SF OG Anunoby SG Mikal Bridges UTIL Sam Hauser,,,
104,4650521414,evidence23,338.08002,47,C Donovan Clingan F Malik Beasley G Payton Pritchard PF Corey Kispert PG Jordan Poole SF Jayson Tatum SG Anfernee Simons UTIL Tobias Harris,,,
107,4650390474,keviger90,354.02002,46.75,C Andre Drummond F LOCKED G Anfernee Simons PF Josh Hart PG Jordan Poole SF Deni Avdija SG Bilal Coulibaly UTIL LOCKED,,,
107,4649921624,rooneytoons (5/14),351.64,46.75,C Andre Drummond F Josh Hart G Jalen Brunson PF Ochai Agbaji PG Immanuel Quickley SF RJ Barrett SG Anfernee Simons UTIL LOCKED,,,
107,4650271273,justajoe2u (11/20),350.69003,46.75,C Myles Turner F Josh Hart G LOCKED PF Kyshawn George PG Jordan Poole SF Deni Avdija SG Aaron Nesmith UTIL Andre Drummond,,,
107,4649880940,Cards1640 (1/2),339.78,46.75,C Donovan Clingan F Kyshawn George G Jrue Holiday PF Tobias Harris PG Tyrese Haliburton SF Jayson Tatum SG Derrick White UTIL Gradey Dick,,,
111,4650275376,craftylefty (2/20),354.87,46.5,C Donovan Clingan F LOCKED G Tyrese Haliburton PF Jerami Grant PG Jalen Brunson SF Josh Hart SG Anfernee Simons UTIL LOCKED,,,
111,4650260951,jjurado (5/20),350.69,46.5,C Richaun Holmes F Josh Hart G Jalen Brunson PF Deni Avdija PG Immanuel Quickley SF Aaron Nesmith SG Anfernee Simons UTIL LOCKED,,,
111,4650224698,heman36801,350.14,46.5,C Andre Drummond F Kyshawn George G LOCKED PF Precious Achiuwa PG Jalen Brunson SF Josh Hart SG Mikal Bridges UTIL Tyrese Haliburton,,,
111,4650316969,zigger77 (20/20),349.27002,46.5,C Andre Drummond F Jayson Tatum G Jalen Brunson PF Jerami Grant PG Immanuel Quickley SF Deni Avdija SG Gradey Dick UTIL LOCKED,,,
111,4650584023,kevkev420 (3/3),344.61002,46.5,C Donovan Clingan F RJ Barrett G Jordan Poole PF Deni Avdija PG Anfernee Simons SF Bilal Coulibaly SG Toumani Camara UTIL Richaun Holmes,,,
116,4650345518,chicksdigthewongball (12/20),360.65,46.25,C Myles Turner F LOCKED G Jordan Poole PF Deni Avdija PG Tyrese Haliburton SF Josh Hart SG LOCKED UTIL LOCKED,,,
116,4650389945,DayByDay (13/20),355.72003,46.25,C Andre Drummond F LOCKED G Jordan Poole PF LOCKED PG Jalen Brunson SF Deni Avdija SG Gradey Dick UTIL Myles Turner,,,
116,4650538234,regulardave (6/19),355.72003,46.25,C Andre Drummond F LOCKED G Tyrese Haliburton PF Josh Hart PG Anfernee Simons SF Ochai Agbaji SG Toumani Camara UTIL LOCKED,,,
116,4650232112,ehafner (16/20),354.77002,46.25,C Myles Turner F LOCKED G Anfernee Simons PF Kyshawn George PG Jordan Poole SF Deni Avdija SG Mikal Bridges UTIL LOCKED,,,
