Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4622521343,ELCAPITAN503 (1/2),296.80002,88,C Jakob Poeltl F Tim Hardaway Jr. G Donovan Mitchell PF Miles Bridges PG LaMelo Ball SF Ausar Thompson SG Jordan Hawkins UTIL Onyeka Okongwu,,Moussa Diabate,C,42.39%,4.5
2,4622829264,redmen130 (5/20),274.04,87.25,C Moussa Diabate F Zion Williamson G Jordan Hawkins PF Miles Bridges PG LaMelo Ball SF Josh Okogie SG Malik Monk UTIL Onyeka Okongwu,,Jordan Hawkins,SG,41.75%,9
3,4622446651,kjames1012 (14/20),266.31,84.5,C Jalen Duren F Zion Williamson G Jordan Hawkins PF Miles Bridges PG LaMelo Ball SF Trey Murphy III SG Garrison Mathews UTIL Josh Okogie,,Jose Alvarado,PG,35.61%,6.5
3,4622674263,jeffvanz (2/2),258.48,84.5,C Moussa Diabate F Paolo Banchero G Jose Alvarado PF Miles Bridges PG Cade Cunningham SF Josh Okogie SG Jordan Hawkins UTIL LaMelo Ball,,LaMelo Ball,PG,35.05%,13.25
5,4622826745,cbsatx,300.8,84,C Jalen Duren F Miles Bridges G Gradey Dick PF Zion Williamson PG LaMelo Ball SF LOCKED SG Tim Hardaway Jr. UTIL Keegan Murray,,Miles Bridges,PF,29.33%,22.25
6,4622957734,redmen130 (11/20),261.29,81.75,C Moussa Diabate F Zion Williamson G Jordan Hawkins PF Miles Bridges PG LaMelo Ball SF Josh Okogie SG CJ McCollum UTIL OG Anunoby,,Nick Smith Jr.,SG,24.77%,0
7,4622962603,Texastornado69,274.04,79.25,C Moussa Diabate F Miles Bridges G LaMelo Ball PF Zion Williamson PG Jose Alvarado SF DeMar DeRozan SG Jordan Hawkins UTIL Jakob Poeltl,,Karl-Anthony Towns,UTIL,19.57%,4.5
7,4622268937,valintino85 (9/20),265.56,79.25,C Moussa Diabate F Zion Williamson G LaMelo Ball PF Miles Bridges PG Jose Alvarado SF Josh Okogie SG Jordan Hawkins UTIL LOCKED,,Scottie Barnes,SF,19.24%,3
7,4622296294,Sajohnson98 (4/20),265.56,79.25,C Moussa Diabate F Zion Williamson G LaMelo Ball PF Miles Bridges PG Jose Alvarado SF Josh Okogie SG Jordan Hawkins UTIL LOCKED,,Onyeka Okongwu,C,16.28%,9.5
10,4622957733,redmen130 (10/20),274.04,78.75,C Larry Nance Jr. F Zion Williamson G Jordan Hawkins PF Miles Bridges PG LaMelo Ball SF Josh Okogie SG CJ McCollum UTIL OG Anunoby,,Josh Okogie,F,15.33%,6.75
11,4622273036,akumakill (13/20),279.06,77.75,C Moussa Diabate F Paolo Banchero G LaMelo Ball PF Miles Bridges PG Jose Alvarado SF RJ Barrett SG Jordan Hawkins UTIL Onyeka Okongwu,,Larry Nance Jr.,UTIL,14.49%,1.5
11,4622308595,da1985 (11/19),279.06,77.75,C Onyeka Okongwu F Paolo Banchero G LaMelo Ball PF Miles Bridges PG Jose Alvarado SF RJ Barrett SG Jordan Hawkins UTIL Moussa Diabate,,Trae Young,G,14.48%,3.25
11,4622577142,xjusticemlcx (1/20),279.06,77.75,C Moussa Diabate F Paolo Banchero G LaMelo Ball PF Miles Bridges PG Jose Alvarado SF RJ Barrett SG Jordan Hawkins UTIL Onyeka Okongwu,,Bruce Brown,SF,13.63%,0
11,4622647942,wtfbra97 (12/20),279.06,77.75,C Moussa Diabate F Paolo Banchero G LaMelo Ball PF Miles Bridges PG Jose Alvarado SF RJ Barrett SG Jordan Hawkins UTIL Onyeka Okongwu,,Jakob Poeltl,C,13.10%,3.25
11,4622650455,GoldenMonkey2011 (12/20),279.06,77.75,C Moussa Diabate F Paolo Banchero G LaMelo Ball PF Miles Bridges PG Jose Alvarado SF RJ Barrett SG Jordan Hawkins UTIL Onyeka Okongwu,,Chris Boucher,F,12.69%,0
11,4622713110,siyu798 (12/20),279.06,77.75,C Moussa Diabate F Paolo Banchero G LaMelo Ball PF Miles Bridges PG Jose Alvarado SF RJ Barrett SG Jordan Hawkins UTIL Onyeka Okongwu,,Paolo Banchero,F,9.71%,10.5
