Contest ID,DK Name,Salary,Points Proj,Value,Own Actual,Contest Size,Games Played,Plus,Position,Team,Ceiling,Minutes,Min Actual,DK,Plus Minus,Player
8,Andre Drummond,5100,10.44,2.05,0.08,15854,6,-15.06,C,PHI,2.48,10,23,19,0,Andre Drummond
8,Anthony Gill,3200,11,3.44,0.07,15854,6,-5,PF/C,WAS,0.89,15,7,0.8,-2,Anthony Gill
8,Tidjane Salaun,4500,12.87,2.86,0.06,15854,6,-9.63,PF,CHA,1,16,23,17,-12,Tidjane Salaun
8,KJ Simpson,3600,10.84,3.01,0.06,15854,6,-7.16,PG,CHA,1.19,12,5,3.5,-3,KJ Simpson
8,Jaylon Tyson,3400,4.94,1.45,0.06,15854,6,-12.06,SG/SF,CLE,0.46,6,0,0,0,Jaylon Tyson
8,Cam Spencer,3500,0,0,0.06,15854,6,-17.5,SG,MEM,0,0,0,0,0,Cam Spencer
8,Kyle Lowry,3500,0,0,0.06,15854,6,-17.5,PG/SG,PHI,0,0,0,0,0,Kyle Lowry
8,Mo Bamba,3000,13.85,4.62,0.05,15854,6,-1.15,C,LAC,2.11,13,10,6.5,-10,Mo Bamba
8,Eric Gordon,3000,4.64,1.55,0.04,15854,6,-10.36,SG/SF,PHI,0.31,8,0,0,0,Eric Gordon
8,Josh Minott,3100,0,0,0.04,15854,6,-15.5,SF,MIN,0,0,0,0,0,Josh Minott
8,JT Thor,3000,0,0,0.04,15854,6,-15,PF,CLE,0,0,0,0,0,JT Thor
8,Moussa Diabate,4400,0,0,0.04,15854,6,-22,C,CHA,0,0,8,10.3,3,Moussa Diabate
8,Kai Jones,3000,0,0,0.03,15854,6,-15,PF/C,LAC,0,0,5,8.3,0,Kai Jones
8,Nikola Vucevic,8500,0,0,0.03,15854,6,-42.5,C,CHI,0,0,0,0,0,Nikola Vucevic
8,Day'Ron Sharpe,3700,13.62,3.68,0.02,15854,6,-4.88,C,BKN,2.64,13,17,16.8,-5,DayRon Sharpe
8,Christian Koloko,3500,10.01,2.86,0.02,15854,6,-7.49,C,LAL,0.8,13,12,13.5,12,Christian Koloko
8,Johnny Furphy,3000,6.92,2.31,0.02,15854,6,-8.08,SG/SF,IND,0.49,10,11,8.3,-8,Johnny Furphy
8,Cam Christie,3000,0,0,0.02,15854,6,-15,SG,LAC,0,0,0,0,0,Cam Christie
8,Hunter Tyson,3000,0,0,0.02,15854,6,-15,SF/PF,DEN,0,0,5,5.8,0,Hunter Tyson
8,Seth Curry,3000,0,0,0.02,15854,6,-15,SG,CHA,0,0,5,-0.5,-5,Seth Curry
8,Reggie Jackson,3000,7.91,2.64,0.01,15854,6,-7.09,PG,PHI,0.81,11,5,5,-3,Reggie Jackson
8,Richaun Holmes,3000,9.45,3.15,0.01,15854,6,-5.55,C,WAS,1.37,10,0,0,0,Richaun Holmes
8,DeAndre Jordan,3000,3.46,1.15,0.01,15854,6,-11.54,C,DEN,0.44,4,14,22.3,8,DeAndre Jordan
8,Jalen Pickett,3200,0,0,0.01,15854,6,-16,PG/SG,DEN,0,0,4,5,0,Jalen Pickett
8,Jeff Dowtin,3000,0,0,0.01,15854,6,-15,PG,PHI,0,0,0,0,0,Jeff Dowtin
8,Luka Garza,3000,0,0,0.01,15854,6,-15,C,MIN,0,0,0,0,0,Luka Garza
8,Quincy Olivari,3000,0,0,0.01,15854,6,-15,PG,LAL,0,0,0,0,0,Quincy Olivari
8,Rob Dillingham,3000,0,0,0.01,15854,6,-15,PG,MIN,0,0,8,10.5,-10,Rob Dillingham
8,Nic Claxton,5900,0,0,0,15854,6,-29.5,C,BKN,0,30,28,21.3,-15,Nic Claxton
9,Cason Wallace,3900,23.48,6.02,62,8917,2,3.98,PG/SG,OKC,1.35,32,32,19,8,Cason Wallace
9,Giannis Antetokounmpo,11200,58.2,5.2,57,8917,2,2.2,PF/C,MIL,22.14,39,38,72.5,3,Giannis Antetokounmpo
9,Bobby Portis,5500,31.49,5.73,52,8917,2,3.99,PF/C,MIL,5.72,30,23,26.3,-6,Bobby Portis
9,Onyeka Okongwu,4300,25.07,5.83,51,8917,2,3.57,C,ATL,3.97,24,19,12.8,3,Onyeka Okongwu
9,Luguentz Dort,4400,23.56,5.35,46,8917,2,1.56,SG/SF,OKC,1.4,32,31,40.3,10,Luguentz Dort
9,Damian Lillard,8800,42.48,4.83,41,8917,2,-1.52,PG,MIL,8,39,37,50.5,5,Damian Lillard
9,Jalen Johnson,8200,45.35,5.53,40,8917,2,4.35,PF,ATL,7.28,38,39,35,-11,Jalen Johnson
9,Shai Gilgeous-Alexander,10200,55.36,5.43,39,8917,2,4.36,PG,OKC,15.84,37,38,63.5,15,Shai Gilgeous-Alexander
9,Alex Caruso,3800,20.84,5.48,37,8917,2,1.84,SG/SF,OKC,1.88,24,20,7.5,16,Alex Caruso
9,Dillon Brooks,4200,23.01,5.48,36,8917,2,2.01,SF,HOU,1.45,33,33,25.3,-5,Dillon Brooks
9,Bogdan Bogdanovic,4600,23.11,5.02,33,8917,2,0.11,SG/SF,ATL,2.32,26,24,13.8,-1,Bogdan Bogdanovic
9,Isaiah Hartenstein,7000,36.47,5.21,28,8917,2,1.47,C,OKC,6.25,31,33,34,7,Isaiah Hartenstein
9,Jabari Smith Jr.,5200,30.28,5.82,27,8917,2,4.28,PF/C,HOU,2.45,36,40,29.5,-15,Jabari Smith
9,Tari Eason,5000,26.08,5.22,24,8917,2,1.08,SF/PF,HOU,4.15,24,17,17.5,-12,Tari Eason
9,Trae Young,9300,46.69,5.02,23,8917,2,0.19,PG,ATL,9.34,37,40,59.8,-4,Trae Young
9,Alperen Sengun,8900,47.59,5.35,23,8917,2,3.09,C,HOU,12.98,34,33,32.3,-5,Alperen Sengun
9,Fred VanVleet,7100,37.57,5.29,17,8917,2,2.07,PG,HOU,4.5,38,42,31.8,-6,Fred VanVleet
9,Amen Thompson,5700,26.2,4.6,17,8917,2,-2.3,SG/SF,HOU,3.84,26,30,33.3,-14,Amen Thompson
9,De'Andre Hunter,5600,29.5,5.27,16,8917,2,1.5,SF/PF,ATL,3.49,32,30,28.8,-3,DeAndre Hunter
9,Jalen Williams,8600,43.55,5.06,15,8917,2,0.55,PF,OKC,8.37,35,39,35.3,11,Jalen Williams
9,Gary Trent Jr.,3600,18.85,5.24,14,8917,2,0.85,SG/SF,MIL,1.08,30,22,2.3,8,Gary Trent
9,Clint Capela,5400,27.71,5.13,14,8917,2,0.71,C,ATL,5.23,24,29,25.5,-11,Clint Capela
9,Jalen Green,6400,30.78,4.81,12,8917,2,-1.22,SG,HOU,4.03,32,34,19.8,-16,Jalen Green
9,Brook Lopez,5100,23.64,4.64,12,8917,2,-1.86,C,MIL,1.71,32,33,25.8,22,Brook Lopez
9,Khris Middleton,5300,21.85,4.12,11,8917,2,-4.65,SG/SF,MIL,3.78,22,22,18.8,-5,Khris Middleton
9,Dyson Daniels,6600,31.23,4.73,10,8917,2,-1.77,SG,ATL,2.64,36,38,31,-1,Dyson Daniels
9,AJ Green,3500,13.27,3.79,10,8917,2,-4.23,PG/SG,MIL,0.64,23,19,12.3,6,AJ Green
9,Isaiah Joe,3500,14.33,4.09,5,8917,2,-3.17,SG/SF,OKC,1.15,18,18,11,6,Isaiah Joe
9,Zaccharie Risacher,4000,14.4,3.6,5,8917,2,-5.6,SF,ATL,1.57,17,17,1.5,-9,Zaccharie Risacher
9,Taurean Prince,3300,10.7,3.24,4,8917,2,-5.8,SF/PF,MIL,0.52,19,20,11.8,6,Taurean Prince
9,Aaron Wiggins,3300,11.45,3.47,3,8917,2,-5.05,SF/PF,OKC,1.3,13,10,0,-2,Aaron Wiggins
9,Kenrich Williams,3400,8.33,2.45,3,8917,2,-8.67,PF/C,OKC,0.8,10,11,8.3,-4,Kenrich Williams
9,Andre Jackson Jr.,3100,3.6,1.16,2,8917,2,-11.9,SG/SF,MIL,0.21,6,25,23.8,1,Andre Jackson
9,Ajay Mitchell,3100,5.88,1.9,1,8917,2,-9.62,PG,OKC,0.53,8,9,6,8,Ajay Mitchell
9,Larry Nance Jr.,3400,0,0,1,8917,2,-17,PF/C,ATL,0,0,0,0,0,Larry Nance
9,Pat Connaughton,3000,0,0,0,8917,2,-15,SF/PF,MIL,0,0,0,0,0,Pat Connaughton
9,Aaron Holiday,3300,5.14,1.56,0,8917,2,-11.36,PG,HOU,0.47,7,5,0,-1,Aaron Holiday
9,Steven Adams,3200,8.77,2.74,0,8917,2,-7.23,C,HOU,1.06,10,6,11,-1,Steven Adams
9,Garrison Mathews,3000,0,0,0,8917,2,-15,SG/SF,ATL,0,0,0,0,0,Garrison Mathews
9,Vit Krejci,3200,3.9,1.22,0,8917,2,-12.1,PG/SG,ATL,0.25,6,0,0,0,Vit Krejci
9,Jae'Sean Tate,3000,0,0,0,8917,2,-15,SF/PF,HOU,0,0,0,0,0,JaeSean Tate
9,Cam Whitmore,3000,0,0,0,8917,2,-15,SF/PF,HOU,0,0,0,0,0,Cam Whitmore
9,Delon Wright,3000,0,0,0,8917,2,-15,PG,MIL,0,0,0,0,0,Delon Wright
9,David Roddy,3000,0,0,0,8917,2,-15,PF,ATL,0,0,0,0,0,David Roddy
9,Keaton Wallace,3000,0,0,0,8917,2,-15,PG,ATL,0,0,0,0,0,Keaton Wallace
9,Nate Williams,3000,0,0,0,8917,2,-15,PG/SF,HOU,0,0,0,0,0,Nate Williams
9,Jeff Green,3000,0,0,0,8917,2,-15,PF/C,HOU,0,0,0,0,0,Jeff Green
9,Reed Sheppard,3000,0,0,0,8917,2,-15,PG/SG,HOU,0,0,0,0,0,Reed Sheppard
9,Tyler Smith,3000,0,0,0,8917,2,-15,PF,MIL,0,0,0,0,0,Tyler Smith
9,AJ Johnson,3000,0,0,0,8917,2,-15,SG,MIL,0,0,0,0,0,AJ Johnson
9,Alex Ducas,3000,0,0,0,8917,2,-15,SF,OKC,0,0,0,0,0,Alex Ducas
9,Jaylin Williams,3000,0,0,0,8917,2,-15,C,OKC,0,0,0,0,0,Jaylin Williams
9,Kobe Bufkin,3000,0,0,0,8917,2,-15,PG,ATL,0,0,0,0,0,Kobe Bufkin
9,Liam Robbins,3000,0,0,0,8917,2,-15,C,MIL,0,0,0,0,0,Liam Robbins
9,Marjon Beauchamp,3000,0,0,0,8917,2,-15,PG/SF,MIL,0,0,0,0,0,Marjon Beauchamp
9,Stanley Umude,3000,0,0,0,8917,2,-15,SG,MIL,0,0,0,0,0,Stanley Umude
9,N'Faly Dante,3000,0,0,0,8917,2,-15,C,HOU,0,0,0,0,0,NFaly Dante
9,Adam Flagler,3000,0,0,0,8917,2,-15,PG,OKC,0,0,0,0,0,Adam Flagler
9,Branden Carlson,3000,0,0,0,8917,2,-15,C,OKC,0,0,0,0,0,Branden Carlson
9,Chet Holmgren,7800,0,0,0,8917,2,-39,PF,OKC,0,0,0,0,0,Chet Holmgren
9,Chris Livingston,3000,0,0,0,8917,2,-15,SF,MIL,0,0,0,0,0,Chris Livingston
9,Cody Zeller,3000,0,0,0,8917,2,-15,C,ATL,0,0,0,0,0,Cody Zeller
9,Dillon Jones,3000,0,0,0,8917,2,-15,PF,OKC,0,0,0,0,0,Dillon Jones
9,Dominick Barlow,3000,0,0,0,8917,2,-15,C,ATL,0,0,0,0,0,Dominick Barlow
9,Jack McVeigh,3000,0,0,0,8917,2,-15,SG,HOU,0,0,0,0,0,Jack McVeigh
9,Jock Landale,3000,0,0,0,8917,2,-15,C,HOU,0,0,0,0,0,Jock Landale
9,Mouhamed Gueye,3000,0,0,0,8917,2,-15,C,ATL,0,0,0,0,0,Mouhamed Gueye
9,Nikola Topic,3000,0,0,0,8917,2,-15,PG,OKC,0,0,0,0,0,Nikola Topic
9,Ousmane Dieng,3000,0,0,0,8917,2,-15,C,OKC,0,0,0,0,0,Ousmane Dieng
9,Ryan Rollins,3000,0,0,0,8917,2,-15,PG,MIL,0,0,0,0,0,Ryan Rollins
9,Seth Lundy,3000,0,0,0,8917,2,-15,SG,ATL,0,0,0,0,0,Seth Lundy
10,Jonathan Kuminga,5700,35.97,6.31,57.94,8917,7,7.47,PF,GSW,6.22,31,30,33.8,-10,Jonathan Kuminga
10,Justin Champagnie,4800,27.22,5.67,50.47,8917,7,3.22,SF,WAS,2.62,30,39,45.5,0,Justin Champagnie
10,Buddy Hield,4800,24.58,5.12,42.4,8917,7,0.58,SG,GSW,2.49,26,27,12.5,-19,Buddy Hield
10,Goga Bitadze,5500,32.54,5.92,32.27,8917,7,5.04,C,ORL,5.49,28,25,29.3,-2,Goga Bitadze
10,Bilal Coulibaly,5200,30.07,5.78,32.19,8917,7,4.07,SF,WAS,2.14,36,37,35.8,-3,Bilal Coulibaly
10,Jalen Suggs,7400,38.81,5.24,28.78,8917,7,1.81,PG,ORL,5.46,33,32,34.8,-15,Jalen Suggs
10,Anthony Davis,10700,55.17,5.16,27.34,8917,7,1.67,C,LAL,17.77,35,33,67.5,14,Anthony Davis
10,Anthony Black,4300,23.48,5.46,23.82,8917,7,1.98,PG/SG,ORL,2.27,26,20,11.8,-3,Anthony Black
10,Ja Morant,8800,40.21,4.57,22.49,8917,7,-3.79,PG,MEM,10.39,29,31,41.3,-8,Ja Morant
10,Dereck Lively II,5100,25.18,4.94,22.49,8917,7,-0.32,C,DAL,3.71,25,30,24.3,10,Dereck Lively
10,Payton Pritchard,5700,25.67,4.5,20.74,8917,7,-2.83,PG/SG,BOS,2.97,26,37,38.8,17,Payton Pritchard
10,Klay Thompson,4600,24.22,5.27,19.88,8917,7,1.22,SG/SF,DAL,2.34,28,29,50.3,21,Klay Thompson
10,Jrue Holiday,5100,29,5.69,19.55,8917,7,3.5,PG,BOS,2.91,31,24,16.3,-2,Jrue Holiday
10,Kristaps Porzingis,7500,39.73,5.3,17.41,8917,7,2.23,C,BOS,7.62,32,0,0,0,Kristaps Porzingis
10,Kevin Durant,8700,48.28,5.55,16.84,8917,7,4.78,PF/C,PHX,8.63,37,36,41.3,-7,Kevin Durant
10,Jared Butler,3800,16.1,4.24,16.15,8917,7,-2.9,PG,WAS,2.73,15,14,12.3,-10,Jared Butler
10,Luka Doncic,11500,52.89,4.6,15.61,8917,7,-4.61,PG,DAL,13.49,37,0,0,0,Luka Doncic
10,Jaden McDaniels,4200,22.82,5.43,15.39,8917,7,1.82,SF,MIN,1.58,30,28,35.8,6,Jaden McDaniels
10,Jayson Tatum,9900,51.32,5.18,14.55,8917,7,1.82,SF/PF,BOS,12.93,36,35,45,4,Jayson Tatum
10,Austin Reaves,6100,32.94,5.4,13.88,8917,7,2.44,PG/SG,LAL,3.91,32,36,38,11,Austin Reaves
10,LeBron James,9800,49.17,5.02,13.59,8917,7,0.17,PF,LAL,13.24,33,34,45,0,LeBron James
10,Jordan Poole,7200,38.48,5.34,13.32,8917,7,2.48,PG/SG,WAS,5.41,34,36,39.3,6,Jordan Poole
10,Derrick White,6800,35.31,5.19,12.68,8917,7,1.31,PG/SG,BOS,3.59,36,35,37.8,18,Derrick White
10,Desmond Bane,6700,30.89,4.61,10.53,8917,7,-2.61,SG/SF,MEM,4.18,29,28,25.8,-12,Desmond Bane
10,Mike Conley,4700,26.71,5.68,9.85,8917,7,3.21,PG,MIN,2.75,29,28,31.3,4,Mike Conley
10,Jaren Jackson Jr.,7300,35.33,4.84,9.3,8917,7,-1.17,PF/C,MEM,7.48,29,29,36.3,-13,Jaren Jackson
10,Devin Vassell,5500,29.12,5.29,8.89,8917,7,1.62,SG,SAS,4.08,31,25,4,-31,Devin Vassell
10,Jusuf Nurkic,6300,30.85,4.9,7.78,8917,7,-0.65,C,PHX,5.19,27,26,32,4,Jusuf Nurkic
10,Naz Reid,4900,23.43,4.78,7.71,8917,7,-1.07,PF/C,MIN,3.36,23,27,19.5,26,Naz Reid
10,Jerami Grant,6000,29.23,4.87,7.43,8917,7,-0.77,PF,POR,2.84,32,36,35,6,Jerami Grant
10,Victor Wembanyama,10800,52.11,4.83,7.34,8917,7,-1.89,C,SAS,16.67,33,33,55,-9,Victor Wembanyama
10,Wendell Carter Jr.,5200,24.04,4.62,7.14,8917,7,-1.96,PF/C,ORL,2.53,26,27,11.8,-9,Wendell Carter
10,Karl-Anthony Towns,10000,46.35,4.64,7.01,8917,7,-3.65,C,NYK,12.19,34,43,56.5,9,Karl-Anthony Towns
10,OG Anunoby,6200,32.12,5.18,6.41,8917,7,1.12,SF/PF,NYK,3.08,37,37,16.3,14,OG Anunoby
10,Shaedon Sharpe,5800,30.8,5.31,6.09,8917,7,1.8,PG/SG,POR,3.43,33,32,28.3,-2,Shaedon Sharpe
10,Alexandre Sarr,5500,28.72,5.22,6.05,8917,7,1.22,PF/C,WAS,3.2,29,0,0,0,Alexandre Sarr
10,Brandon Clarke,4300,20.68,4.81,5.89,8917,7,-0.82,PF/C,MEM,2.77,21,13,12.3,-9,Brandon Clarke
10,Rui Hachimura,5600,21.91,3.91,5.73,8917,7,-6.09,SF/PF,LAL,1.7,28,38,19.5,13,Rui Hachimura
10,Josh Hart,7000,33.39,4.77,5.53,8917,7,-1.61,SF/PF,NYK,3.3,37,33,33.8,9,Josh Hart
10,Kyrie Irving,8200,38.75,4.73,5.44,8917,7,-2.25,PG/SG,DAL,5.84,36,35,36.3,10,Kyrie Irving
10,Toumani Camara,4500,21.72,4.83,5.33,8917,7,-0.78,SG/SF,POR,1.4,29,32,30.3,3,Toumani Camara
10,Tyus Jones,6200,30.58,4.93,5.3,8917,7,-0.42,PG,PHX,2.87,31,32,30.5,-4,Tyus Jones
10,Rudy Gobert,6700,36.09,5.39,5.1,8917,7,2.59,C,MIN,4.43,37,35,27.3,8,Rudy Gobert
10,Julius Randle,7800,39.75,5.1,4.3,8917,7,0.75,PF/C,MIN,6.92,35,29,25.5,8,Julius Randle
10,Jalen Brunson,8400,40.62,4.84,4.24,8917,7,-1.38,PG,NYK,8.21,35,38,44.8,3,Jalen Brunson
10,Anfernee Simons,6900,32.75,4.75,4.21,8917,7,-1.75,PG,POR,4.26,31,37,38,-8,Anfernee Simons
10,Donovan Clingan,5000,23.45,4.69,4.18,8917,7,-1.55,C,POR,3.5,22,19,28.3,-2,Donovan Clingan
10,Royce O'Neale,5700,27,4.74,4.17,8917,7,-1.5,SF/PF,PHX,2.34,29,32,22.5,-3,Royce ONeale
10,Mikal Bridges,6000,29.97,5,4.16,8917,7,-0.03,SG/SF,NYK,2.4,38,41,23.8,2,Mikal Bridges
10,Jaylen Brown,8500,41.97,4.94,4.12,8917,7,-0.53,SG/SF,BOS,7.35,36,26,28.3,13,Jaylen Brown
10,Carlton Carrington,5200,26.45,5.09,3.73,8917,7,0.45,PG/SG,WAS,1.91,33,40,28.5,-15,Carlton Carrington
10,Daniel Gafford,4800,20.14,4.2,3.67,8917,7,-3.86,C,DAL,4.08,18,17,21.3,0,Daniel Gafford
10,Devin Booker,9700,47.98,4.95,3.57,8917,7,-0.52,PG/SG,PHX,9.37,36,37,42.3,1,Devin Booker
10,Max Christie,3800,13.43,3.53,3.5,8917,7,-5.57,SG/SF,LAL,0.86,20,29,13,7,Max Christie
10,Draymond Green,6400,29.5,4.61,3.42,8917,7,-2.5,PF/C,GSW,3.26,29,29,36.3,4,Draymond Green
10,Johnny Davis,3300,14.42,4.37,3.3,8917,7,-2.08,SG/SF,WAS,0.93,21,13,13.8,-22,Johnny Davis
10,Moritz Wagner,4900,23.9,4.88,2.86,8917,7,-0.6,C,ORL,5.34,19,26,45.5,-1,Moritz Wagner
10,Anthony Edwards,9300,45.59,4.9,2.78,8917,7,-0.91,PG/SG,MIN,8.76,37,28,36.3,9,Anthony Edwards
10,Santi Aldama,5600,24.56,4.39,2.77,8917,7,-3.44,PF,MEM,3.33,24,19,13.8,1,Santi Aldama
10,Kevon Looney,4000,23.37,5.84,2.77,8917,7,3.37,C,GSW,3.91,21,21,16.8,-15,Kevon Looney
10,Julian Champagnie,5500,25.05,4.55,2.71,8917,7,-2.45,SG/SF,SAS,2.28,31,29,25.5,-6,Julian Champagnie
10,Cole Anthony,4200,20.47,4.87,2.63,8917,7,-0.53,PG/SG,ORL,3.47,18,9,16,1,Cole Anthony
10,Jonas Valanciunas,5400,24.87,4.61,2.55,8917,7,-2.13,C,WAS,7.27,18,0,0,0,Jonas Valanciunas
10,Jaylen Wells,3900,16.98,4.35,2.41,8917,7,-2.52,SG/SF,MEM,1.19,23,18,8,4,Jaylen Wells
10,Grayson Allen,4900,27.77,5.67,2.28,8917,7,3.27,SG,PHX,2.15,32,24,20,11,Grayson Allen
10,Donte DiVincenzo,4000,17.86,4.47,1.82,8917,7,-2.14,PG/SG,MIN,1.73,21,20,16.3,15,Donte DiVincenzo
10,Jeremy Sochan,6500,28.91,4.45,1.66,8917,7,-3.59,PF,SAS,4.45,30,30,45.3,-5,Jeremy Sochan
10,Nickeil Alexander-Walker,3800,16.24,4.27,1.64,8917,7,-2.76,SG/SF,MIN,1.31,21,24,30.3,28,Nickeil Alexander-Walker
10,Harrison Barnes,4400,19.08,4.34,1.48,8917,7,-2.92,SF/PF,SAS,1.5,29,30,23.3,-16,Harrison Barnes
10,Stephen Curry,9500,42.43,4.47,1.46,8917,7,-5.07,PG,GSW,8.47,32,35,51.8,-10,Stephen Curry
10,Miles McBride,4000,19.08,4.77,1.46,8917,7,-0.92,PG/SG,NYK,1.43,26,21,12,6,Miles McBride
10,Marcus Smart,4400,20.64,4.69,1.38,8917,7,-1.36,PG/SG,MEM,2.23,23,29,15.3,0,Marcus Smart
10,Spencer Dinwiddie,3900,18.11,4.64,1.34,8917,7,-1.39,PG,DAL,1.47,24,21,8.8,-8,Spencer Dinwiddie
10,Deni Avdija,5800,23.98,4.13,1.26,8917,7,-5.02,SF/PF,POR,3.39,23,28,29.8,-9,Deni Avdija
10,PJ Washington,6700,29.68,4.43,1.24,8917,7,-3.82,PF,DAL,2.76,34,35,23.5,20,PJ Washington
10,Brandin Podziemski,4500,17.87,3.97,1.24,8917,7,-4.63,PG/SG,GSW,1.79,20,16,7.8,-1,Brandin Podziemski
10,Stephon Castle,5500,23.37,4.25,1.2,8917,7,-4.13,PG/SG,SAS,2.96,28,23,10.5,-23,Stephon Castle
10,Tristan da Silva,4000,12.89,3.22,1.08,8917,7,-7.11,SF/PF,ORL,0.87,18,32,26.8,-8,Tristan da Silva
10,Dalton Knecht,5000,18.74,3.75,1.07,8917,7,-6.26,SG/SF,LAL,1.6,23,13,7.8,-2,Dalton Knecht
10,Kentavious Caldwell-Pope,4400,20.88,4.75,1.04,8917,7,-1.12,SG,ORL,0.95,31,33,12.5,-2,Kentavious Caldwell-Pope
10,Luke Kornet,3500,11.32,3.23,1.02,8917,7,-6.18,C,BOS,1.5,12,27,28.3,20,Luke Kornet
10,Precious Achiuwa,3700,15.84,4.28,0.96,8917,7,-2.66,PF/C,NYK,1.82,18,18,12.3,-4,Precious Achiuwa
10,Jake LaRavia,4000,12.06,3.02,0.96,8917,7,-7.94,SF/PF,MEM,1.36,14,14,8,-9,Jake LaRavia
10,Chris Paul,6800,28.53,4.2,0.95,8917,7,-5.47,PG,SAS,3.85,29,30,21,1,Chris Paul
10,Gary Payton II,3500,11.3,3.23,0.94,8917,7,-6.2,SF,GSW,1.18,13,11,14.5,6,Gary Payton
10,Jonathan Isaac,3900,19.39,4.97,0.84,8917,7,-0.11,PF/C,ORL,2.8,18,15,13.3,-12,Jonathan Isaac
10,Monte Morris,3200,15.46,4.83,0.69,8917,7,-0.54,PG,PHX,1.79,17,16,12.5,11,Monte Morris
10,Sam Hauser,4800,14.93,3.11,0.63,8917,7,-9.07,SF/PF,BOS,1.1,19,28,28.3,27,Sam Hauser
10,Andrew Wiggins,6600,31.42,4.76,0.59,8917,7,-1.58,SF/PF,GSW,3.66,32,34,44.8,-20,Andrew Wiggins
10,Scoot Henderson,4600,21.91,4.76,0.55,8917,7,-1.09,PG,POR,3.08,22,19,10.8,-11,Scoot Henderson
10,Lindy Waters III,3400,13.89,4.09,0.53,8917,7,-3.11,SG/SF,GSW,0.98,18,21,31.3,13,Lindy Waters
10,D'Angelo Russell,5900,21.3,3.61,0.51,8917,7,-8.2,PG,LAL,2.87,21,17,15.3,-7,DAngelo Russell
10,Ryan Dunn,3300,10.31,3.12,0.51,8917,7,-6.19,PF,PHX,0.8,13,15,6,12,Ryan Dunn
10,Scotty Pippen Jr.,4700,12.68,2.7,0.4,8917,7,-10.82,PG,MEM,2.21,12,9,5,-6,Scotty Pippen
10,Cameron Payne,3300,12.65,3.83,0.39,8917,7,-3.85,PG/SG,NYK,1.38,15,10,5.5,6,Cameron Payne
10,Quentin Grimes,4100,18.27,4.46,0.37,8917,7,-2.23,SG/SF,DAL,1.45,24,19,20.5,-11,Quentin Grimes
10,Jabari Walker,4000,13.77,3.44,0.28,8917,7,-6.23,PF/C,POR,1.59,16,6,4.5,-6,Jabari Walker
10,Neemias Queta,3700,11.45,3.09,0.27,8917,7,-7.05,C,BOS,1.58,12,10,9,-4,Neemias Queta
10,Cam Reddish,3400,9.77,2.87,0.24,8917,7,-7.23,SF/PF,LAL,0.34,19,14,15.5,8,Cam Reddish
10,Robert Williams,5300,18.35,3.46,0.24,8917,7,-8.15,PF/C,POR,3.62,16,17,12.8,-6,Robert Williams
10,Kyle Anderson,3200,12.45,3.89,0.21,8917,7,-3.55,SF/PF,GSW,1.58,13,0,0,0,Kyle Anderson
10,Jett Howard,3200,10.09,3.15,0.21,8917,7,-5.91,SF/PF,ORL,0.78,13,5,-0.5,-1,Jett Howard
10,Zach Edey,4500,24.41,5.42,0.2,8917,7,1.91,C,MEM,4.3,22,24,31,12,Zach Edey
10,Charles Bassey,4200,16.78,4,0.2,8917,7,-4.22,C,SAS,3.61,15,15,17.3,-5,Charles Bassey
10,Luke Kennard,3000,10.52,3.51,0.19,8917,7,-4.48,SG/SF,MEM,0.79,14,18,25.3,18,Luke Kennard
10,Marvin Bagley III,3700,5.56,1.5,0.17,8917,7,-12.94,C,WAS,1.15,5,11,11.5,-3,Marvin Bagley
10,Dalano Banton,4100,17.79,4.34,0.16,8917,7,-2.71,PG/SG,POR,3.27,16,14,17.5,0,Dalano Banton
10,Trayce Jackson-Davis,3600,5.49,1.53,0.12,8917,7,-12.51,C,GSW,1.08,5,14,17,2,Trayce Jackson-Davis
10,Josh Okogie,3600,0,0,0.11,8917,7,-18,SF,PHX,0,0,3,4,1,Josh Okogie
10,Sandro Mamukelashvili,3100,0,0,0.11,8917,7,-15.5,PF/C,SAS,0,0,8,6.3,4,Sandro Mamukelashvili
10,Gabe Vincent,3700,10.43,2.82,0.09,8917,7,-8.07,PG/SG,LAL,0.39,19,14,11.5,-3,Gabe Vincent
10,Anthony Gill,3100,7.98,2.57,0.09,8917,7,-7.52,PF/C,WAS,0.67,11,11,6.5,-11,Anthony Gill
10,Blake Wesley,3500,5.12,1.46,0.08,8917,7,-12.38,PG,SAS,0.54,7,9,13.5,6,Blake Wesley
10,Malaki Branham,3200,5.12,1.6,0.07,8917,7,-10.88,PG/SG,SAS,0.57,7,3,1.5,7,Malaki Branham
10,TyTy Washington Jr.,3000,0,0,0.07,8917,7,-15,PG,PHX,0,0,0,0,0,TyTy Washington
10,Mason Plumlee,4400,10.1,2.3,0.05,8917,7,-11.9,C,PHX,1.41,10,12,8.5,7,Mason Plumlee
10,John Konchar,3200,0,0,0.05,8917,7,-16,SG/SF,MEM,0,0,0,0,0,John Konchar
10,Olivier-Maxence Prosper,3100,8.23,2.65,0.04,8917,7,-7.27,SF/PF,DAL,0.91,10,13,10.3,-10,Olivier-Maxence Prosper
10,Cam Spencer,3500,0,0,0.04,8917,7,-17.5,SG,MEM,0,0,0,0,0,Cam Spencer
10,Drew Peterson,3000,0,0,0.04,8917,7,-15,PF,BOS,0,0,0,0,0,Drew Peterson
