PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,REB,AST,STL,BLK,TOV,PLUS MINUS,DK
Dalton Knecht,LAL,LAL @ ATL,12/06/2024,L,28.0,14,3,2,0,0,0,-2,21.75
Armel Traoré,LAL,LAL @ ATL,12/06/2024,L,4.0,0,2,1,0,0,0,-7,4
Chris Paul,SAS,SAS vs. SAC,12/06/2024,L,29.0,11,8,13,1,0,3,1,41.5
DeMar DeRozan,SAC,SAC @ SAS,12/06/2024,W,32.0,23,3,2,1,0,2,10,31.25
Alex Len,SAC,SAC @ SAS,12/06/2024,W,4.0,2,0,1,0,0,0,0,3.5
Doug McDermott,SAC,SAC @ SAS,12/06/2024,W,3.0,3,0,0,0,0,0,8,3.5
Domantas Sabonis,SAC,SAC @ SAS,12/06/2024,W,33.0,22,16,4,0,0,1,19,47.5
Malik Monk,SAC,SAC @ SAS,12/06/2024,W,34.0,22,9,6,0,0,3,5,42.25
Zach Collins,SAS,SAS vs. SAC,12/06/2024,L,9.0,2,2,1,0,0,0,1,6
Jordan McLaughlin,SAC,SAC @ SAS,12/06/2024,W,3.0,0,1,1,1,0,0,8,4.75
Moses Moody,GSW,GSW vs. MIN,12/06/2024,L,7.0,3,1,0,0,0,1,-3,4.25
Terrence Shannon Jr.,MIN,MIN @ GSW,12/06/2024,W,2.0,0,0,0,0,0,0,-4,0
Isaiah Collier,UTA,UTA @ POR,12/06/2024,W,23.0,12,4,7,3,0,3,14,32.5
Duop Reath,POR,POR vs. UTA,12/06/2024,L,25.0,8,5,1,0,0,0,-11,16.75
Brice Sensabaugh,UTA,UTA @ POR,12/06/2024,W,20.0,11,1,4,1,0,2,10,19.25
Shaedon Sharpe,POR,POR vs. UTA,12/06/2024,L,29.0,10,2,4,0,0,0,-30,19
Micah Potter,UTA,UTA @ POR,12/06/2024,W,27.0,5,10,2,0,2,1,15,24.5
Johnny Juzang,UTA,UTA @ POR,12/06/2024,W,26.0,22,2,0,0,0,0,15,27.5
Deni Avdija,POR,POR vs. UTA,12/06/2024,L,24.0,6,5,2,0,1,1,-14,17.25
Drew Eubanks,UTA,UTA @ POR,12/06/2024,W,17.0,12,9,2,1,2,0,7,32.25
Anfernee Simons,POR,POR vs. UTA,12/06/2024,L,28.0,14,5,5,0,0,0,-34,28.75
Jerami Grant,POR,POR vs. UTA,12/06/2024,L,29.0,19,3,1,0,3,1,-31,31.75
AJ Green,MIL,MIL @ BOS,12/06/2024,L,23.0,6,2,0,0,0,1,5,9
Payton Pritchard,BOS,BOS vs. MIL,12/06/2024,W,24.0,0,3,2,0,0,0,-4,6.75
Neemias Queta,BOS,BOS vs. MIL,12/06/2024,W,12.0,2,2,0,0,1,0,2,6.5
Derrick White,BOS,BOS vs. MIL,12/06/2024,W,37.0,6,6,7,3,0,2,12,29
Jayson Tatum,BOS,BOS vs. MIL,12/06/2024,W,37.0,34,10,5,0,0,1,14,55.5
Bobby Portis,MIL,MIL @ BOS,12/06/2024,L,21.0,9,18,3,0,0,1,7,35.5
Khris Middleton,MIL,MIL @ BOS,12/06/2024,L,23.0,11,3,5,2,1,1,3,28.25
Damian Lillard,MIL,MIL @ BOS,12/06/2024,L,40.0,31,5,4,1,0,1,-7,46.75
Brook Lopez,MIL,MIL @ BOS,12/06/2024,L,38.0,5,5,0,0,0,1,-14,11.25
Jared McCain,PHI,PHI vs. ORL,12/06/2024,W,21.0,7,2,2,0,0,4,3,11
Jett Howard,ORL,ORL @ PHI,12/06/2024,L,16.0,5,1,0,0,0,0,-5,6.75
Caleb Houstan,ORL,ORL @ PHI,12/06/2024,L,5.0,0,0,0,0,0,0,1,0
Jalen Suggs,ORL,ORL @ PHI,12/06/2024,L,33.0,22,1,3,3,0,3,2,34.25
KJ Martin,PHI,PHI vs. ORL,12/06/2024,W,32.0,20,3,2,0,0,0,7,27.25
Luka Garza,MIN,MIN @ GSW,12/06/2024,W,2.0,2,1,0,0,0,0,-4,3.25
Josh Minott,MIN,MIN @ GSW,12/06/2024,W,5.0,0,0,0,1,0,1,-6,1.5
Trayce Jackson-Davis,GSW,GSW vs. MIN,12/06/2024,L,11.0,3,4,1,0,0,1,-5,9
Gary Payton II,GSW,GSW vs. MIN,12/06/2024,L,17.0,1,6,1,1,1,2,-14,13
Brandin Podziemski,GSW,GSW vs. MIN,12/06/2024,L,25.0,8,6,2,2,0,2,-16,22.5
Mike Conley,MIN,MIN @ GSW,12/06/2024,W,27.0,13,4,4,3,1,3,12,32
Stephen Curry,GSW,GSW vs. MIN,12/06/2024,L,32.0,23,2,4,0,0,3,-3,31.5
Rudy Gobert,MIN,MIN @ GSW,12/06/2024,W,35.0,17,11,1,1,0,3,19,32.75
Kyle Anderson,GSW,GSW vs. MIN,12/06/2024,L,12.0,4,1,1,0,0,0,0,6.75
Kevon Looney,GSW,GSW vs. MIN,12/06/2024,L,22.0,2,5,3,1,1,0,-11,16.75
Donte DiVincenzo,MIN,MIN @ GSW,12/06/2024,W,25.0,5,4,6,1,1,1,9,23
Naz Reid,MIN,MIN @ GSW,12/06/2024,W,32.0,9,10,4,3,2,0,20,38
Jaden McDaniels,MIN,MIN @ GSW,12/06/2024,W,30.0,10,3,2,1,0,0,5,19.75
Jonathan Kuminga,GSW,GSW vs. MIN,12/06/2024,L,29.0,13,2,1,1,1,3,-7,20
Lindy Waters III,GSW,GSW vs. MIN,12/06/2024,L,20.0,6,0,0,0,0,1,-3,6.5
Draymond Green,GSW,GSW vs. MIN,12/06/2024,L,26.0,10,9,6,2,1,2,-15,35.75
Pat Spencer,GSW,GSW vs. MIN,12/06/2024,L,7.0,2,0,2,1,0,2,-4,6
Kyle Lowry,PHI,PHI vs. ORL,12/06/2024,W,11.0,0,0,3,0,0,0,10,4.5
Paul George,PHI,PHI vs. ORL,12/06/2024,W,37.0,21,4,9,1,0,2,7,41.5
Andre Drummond,PHI,PHI vs. ORL,12/06/2024,W,27.0,7,11,0,4,0,4,3,26.75
Moritz Wagner,ORL,ORL @ PHI,12/06/2024,L,18.0,12,9,2,0,0,2,-13,26.25
Cole Anthony,ORL,ORL @ PHI,12/06/2024,L,14.0,6,1,4,0,0,2,3,13.25
Josh Hart,NYK,NYK vs. DET,12/07/2024,L,39.0,17,6,3,1,0,0,-3,31.5
Jay Huff,MEM,MEM @ BOS,12/07/2024,W,18.0,10,9,2,0,1,1,6,26.75
Scotty Pippen Jr.,MEM,MEM @ BOS,12/07/2024,W,17.0,2,2,2,0,0,1,2,7
Santi Aldama,MEM,MEM @ BOS,12/07/2024,W,17.0,9,6,1,0,0,0,-5,18.5
Sam Hauser,BOS,BOS vs. MEM,12/07/2024,L,9.0,0,1,0,0,0,0,3,1.25
Derrick White,BOS,BOS vs. MEM,12/07/2024,L,38.0,10,6,3,3,2,3,-11,31.5
Jayson Tatum,BOS,BOS vs. MEM,12/07/2024,L,38.0,17,13,9,0,0,1,-3,46.75
Tyler Herro,MIA,MIA vs. PHX,12/07/2024,W,34.0,17,8,7,2,0,3,11,40.5
Royce O'Neale,PHX,PHX @ MIA,12/07/2024,L,31.0,23,8,3,1,0,2,-11,41
Jaime Jaquez Jr.,MIA,MIA vs. PHX,12/07/2024,W,19.0,4,0,2,1,0,1,-13,8.5
Dru Smith,MIA,MIA vs. PHX,12/07/2024,W,29.0,7,4,1,2,1,1,-6,19.5
Duncan Robinson,MIA,MIA vs. PHX,12/07/2024,W,29,19,2,4,1,0,0,20,32
Monté Morris,PHX,PHX @ MIA,12/07/2024,L,19,12,4,3,0,0,1,9,22
Bam Adebayo,MIA,MIA vs. PHX,12/07/2024,W,34,25,12,8,1,0,4,22,52.5
Terry Rozier,MIA,MIA vs. PHX,12/07/2024,W,16,0,1,2,0,1,0,-6,6.25
Bradley Beal,PHX,PHX @ MIA,12/07/2024,L,34,15,5,4,0,0,2,-24,26.25
Oso Ighodaro,PHX,PHX @ MIA,12/07/2024,L,21,2,6,1,0,0,1,8,10.5
Josh Okogie,PHX,PHX @ MIA,12/07/2024,L,13,7,0,0,1,3,0,9,15
Grayson Allen,PHX,PHX @ MIA,12/07/2024,L,30,16,2,4,2,0,1,8,30.5
Devin Booker,PHX,PHX @ MIA,12/07/2024,L,37,21,4,7,0,0,5,-9,34.5
Tyus Jones,PHX,PHX @ MIA,12/07/2024,L,29,13,1,4,4,0,1,-19,29.25
Mason Plumlee,PHX,PHX @ MIA,12/07/2024,L,25,2,11,3,0,0,1,-21,19.75
Jimmy Butler,MIA,MIA vs. PHX,12/07/2024,W,34,24,7,4,0,1,1,11,40.75
Kevin Love,MIA,MIA vs. PHX,12/07/2024,W,14,11,4,2,0,0,1,-12,19.5
Tyler Kolek,NYK,NYK vs. DET,12/07/2024,L,4,3,0,0,1,0,0,4,5.5
Jaden Ivey,DET,DET @ NYK,12/07/2024,W,29,16,4,4,1,0,6,0,27
Jericho Sims,NYK,NYK vs. DET,12/07/2024,L,6,0,0,1,0,0,1,-9,1
Isaiah Stewart,DET,DET @ NYK,12/07/2024,W,23,6,5,2,1,0,0,-9,17.25
Davion Mitchell,TOR,TOR vs. DAL,12/07/2024,L,26,1,3,4,1,0,1,-5,12.25
Scottie Barnes,TOR,TOR vs. DAL,12/07/2024,L,38,19,8,14,3,1,3,10,58
Dereck Lively II,DAL,DAL @ TOR,12/07/2024,W,27,7,6,2,0,2,1,3,21
Olivier-Maxence Prosper,DAL,DAL @ TOR,12/07/2024,W,10,5,6,2,1,1,0,2,20
Ja'Kobe Walter,TOR,TOR vs. DAL,12/07/2024,L,21,8,0,3,2,0,1,6,16
Precious Achiuwa,NYK,NYK vs. DET,12/07/2024,L,28,6,10,4,1,1,1,9,28
RJ Barrett,TOR,TOR vs. DAL,12/07/2024,L,27,18,4,5,1,0,1,-13,33
Tobias Harris,DET,DET @ NYK,12/07/2024,W,34,13,9,1,0,0,2,5,25.25
Tim Hardaway Jr.,DET,DET @ NYK,12/07/2024,W,31,11,3,0,1,0,1,2,16.75
Jake LaRavia,MEM,MEM @ BOS,12/07/2024,W,24,5,4,0,2,1,1,12,16
Haywood Highsmith,MIA,MIA vs. PHX,12/07/2024,W,29,14,3,0,2,1,0,23,24.75
Jaylen Wells,MEM,MEM @ BOS,12/07/2024,W,18,7,1,0,0,0,1,-5,8.25
Payton Pritchard,BOS,BOS vs. MEM,12/07/2024,L,30,22,6,2,1,0,1,8,37
Neemias Queta,BOS,BOS vs. MEM,12/07/2024,L,17,5,7,1,0,1,1,3,16.75
Brandon Clarke,MEM,MEM @ BOS,12/07/2024,W,26,18,8,4,2,1,0,2,40
Ja Morant,MEM,MEM @ BOS,12/07/2024,W,34,32,9,9,2,0,3,2,61.25
Jaren Jackson Jr.,MEM,MEM @ BOS,12/07/2024,W,34,27,9,1,3,4,0,9,55.25
Luke Kornet,BOS,BOS vs. MEM,12/07/2024,L,9,3,3,0,0,0,1,-3,6.25
Jaylen Brown,BOS,BOS vs. MEM,12/07/2024,L,35,22,3,6,1,0,5,-17,35.25
Marcus Smart,MEM,MEM @ BOS,12/07/2024,W,19,3,2,2,1,0,2,-10,10
Jrue Holiday,BOS,BOS vs. MEM,12/07/2024,L,30,23,4,3,0,1,0,-12,36.5
Ronald Holland II,DET,DET @ NYK,12/07/2024,W,18,4,3,2,0,0,3,-2,9.25
Simone Fontecchio,DET,DET @ NYK,12/07/2024,W,19,6,2,3,0,0,0,8,14
Jalen Duren,DET,DET @ NYK,12/07/2024,W,25,12,3,0,2,0,1,18,19.25
Cade Cunningham,DET,DET @ NYK,12/07/2024,W,35,29,10,15,1,0,3,17,67
Ariel Hukporti,NYK,NYK vs. DET,12/07/2024,L,15,9,2,2,0,0,1,-13,14
Miles McBride,NYK,NYK vs. DET,12/07/2024,L,27,8,2,2,1,1,3,-14,16.5
Jalen Brunson,NYK,NYK vs. DET,12/07/2024,L,44,31,4,10,1,0,5,-10,52
Mikal Bridges,NYK,NYK vs. DET,12/07/2024,L,38,20,3,3,2,1,1,1,35.25
OG Anunoby,NYK,NYK vs. DET,12/07/2024,L,39,17,4,2,4,2,3,-10,36.5
Malik Beasley,DET,DET @ NYK,12/07/2024,W,26,23,4,1,1,0,2,6,34
Bub Carrington,WAS,WAS vs. DEN,12/07/2024,W,34,10,4,6,0,0,0,-3,25
Hunter Tyson,DEN,DEN @ WAS,12/07/2024,L,12,2,4,0,0,0,0,-5,7
Julian Strawther,DEN,DEN @ WAS,12/07/2024,L,33,18,3,2,3,2,1,4,35.25
Johnny Davis,WAS,WAS vs. DEN,12/07/2024,W,13,7,3,1,2,1,1,12,18.25
Anthony Gill,WAS,WAS vs. DEN,12/07/2024,W,11,5,4,0,0,0,1,6,9.5
Jared Butler,WAS,WAS vs. DEN,12/07/2024,W,17,12,2,4,0,0,2,4,20.5
Jalen Pickett,DEN,DEN @ WAS,12/07/2024,L,16,0,3,2,0,0,0,0,6.75
Michael Porter Jr.,DEN,DEN @ WAS,12/07/2024,L,36,11,5,6,1,1,2,-10,29.25
Marvin Bagley III,WAS,WAS vs. DEN,12/07/2024,W,16,0,2,1,1,1,0,8,8
DeAndre Jordan,DEN,DEN @ WAS,12/07/2024,L,9,1,3,2,0,0,2,-6,6.75
Desmond Bane,MEM,MEM @ BOS,12/07/2024,W,33,14,2,4,3,0,4,17,27.5
Kristaps Porzingis,BOS,BOS vs. MEM,12/07/2024,L,33,19,8,2,1,3,1,2,41
Jonathan Mogbo,TOR,TOR vs. DAL,12/07/2024,L,21,8,7,2,1,2,1,-6,26.25
Russell Westbrook,DEN,DEN @ WAS,12/07/2024,L,32,7,10,12,4,1,2,-9,46.5
Jonas Valanciunas,WAS,WAS vs. DEN,12/07/2024,W,32,20,12,5,0,5,5,-1,50
Jordan Poole,WAS,WAS vs. DEN,12/07/2024,W,40,39,5,8,0,0,6,8,58.75
Justin Champagnie,WAS,WAS vs. DEN,12/07/2024,W,37,23,8,1,2,2,2,3,42.5
Christian Braun,DEN,DEN @ WAS,12/07/2024,L,38,14,2,0,1,1,2,-1,19.5
Peyton Watson,DEN,DEN @ WAS,12/07/2024,L,26,4,2,2,1,1,1,-17,13
Bilal Coulibaly,WAS,WAS vs. DEN,12/07/2024,W,40,6,6,5,4,3,0,8,35
Kyrie Irving,DAL,DAL @ TOR,12/07/2024,W,39,29,6,4,2,1,3,6,50
Kelly Olynyk,TOR,TOR vs. DAL,12/07/2024,L,14,13,4,1,2,0,1,1,24.5
Dwight Powell,DAL,DAL @ TOR,12/07/2024,W,3,0,1,0,0,0,0,4,1.25
Jakob Poeltl,TOR,TOR vs. DAL,12/07/2024,L,34,20,7,7,2,0,3,-8,41.75
P.J. Washington,DAL,DAL @ TOR,12/07/2024,W,34,13,5,1,1,1,2,1,23.75
Daniel Gafford,DAL,DAL @ TOR,12/07/2024,W,21,10,6,0,1,3,4,4,23.5
Seth Curry,CHA,CHA vs. CLE,12/07/2024,L,5,0,2,0,0,0,0,5,2.5
Caris LeVert,CLE,CLE @ CHA,12/07/2024,W,24,7,3,4,1,1,2,19,19.75
Jarrett Allen,CLE,CLE @ CHA,12/07/2024,W,33,11,10,3,0,1,0,14,30
DaQuan Jeffries,CHA,CHA vs. CLE,12/07/2024,L,25,17,6,1,0,0,1,-8,27
Darius Garland,CLE,CLE @ CHA,12/07/2024,W,33,18,2,5,0,1,2,14,29.5
Dean Wade,CLE,CLE @ CHA,12/07/2024,W,24,7,4,3,3,0,0,1,23.5
Josh Green,CHA,CHA vs. CLE,12/07/2024,L,39,16,2,3,2,1,0,-6,30.5
Mark Williams,CHA,CHA vs. CLE,12/07/2024,L,11,12,5,2,0,0,1,-4,20.75
Nick Smith Jr.,CHA,CHA vs. CLE,12/07/2024,L,15,4,0,0,1,1,0,-5,8
Luka Doncic,DAL,DAL @ TOR,12/07/2024,W,38,30,13,11,4,0,4,10,71.75
Spencer Dinwiddie,DAL,DAL @ TOR,12/07/2024,W,24,11,2,0,0,0,0,3,14
Klay Thompson,DAL,DAL @ TOR,12/07/2024,W,25,20,5,0,1,0,3,-4,28.25
Jamison Battle,TOR,TOR vs. DAL,12/07/2024,L,4,0,0,0,0,0,0,-2,0
Gradey Dick,TOR,TOR vs. DAL,12/07/2024,L,34,27,4,1,1,0,1,-12,37.5
Ochai Agbaji,TOR,TOR vs. DAL,12/07/2024,L,20,4,2,0,0,0,1,-6,6
Jeremiah Robinson-Earl,NOP,NOP vs. OKC,12/07/2024,L,17,6,3,2,1,0,1,15,14.75
Ajay Mitchell,OKC,OKC @ NOP,12/07/2024,W,19,10,3,4,0,1,1,11,21.25
Jaylon Tyson,CLE,CLE @ CHA,12/07/2024,W,5,0,0,0,0,0,0,-9,0
KJ Simpson,CHA,CHA vs. CLE,12/07/2024,L,12,2,1,0,1,0,1,-15,4.75
Taj Gibson,CHA,CHA vs. CLE,12/07/2024,L,17,0,1,3,0,0,0,-2,5.75
Vasilije Micic,CHA,CHA vs. CLE,12/07/2024,L,35,13,5,7,0,0,2,2,29.75
Georges Niang,CLE,CLE @ CHA,12/07/2024,W,18,3,6,3,0,0,1,6,14.5
Donovan Mitchell,CLE,CLE @ CHA,12/07/2024,W,36,18,8,8,0,0,3,22,41
Cody Martin,CHA,CHA vs. CLE,12/07/2024,L,36,4,9,4,1,2,2,-9,26.25
Ty Jerome,CLE,CLE @ CHA,12/07/2024,W,12,5,3,0,0,0,0,-14,8.75
Sam Merrill,CLE,CLE @ CHA,12/07/2024,W,20,6,1,0,1,0,0,-2,9.25
Evan Mobley,CLE,CLE @ CHA,12/07/2024,W,34,41,10,2,1,3,3,19,66
Isaiah Wong,CHA,CHA vs. CLE,12/07/2024,L,11,9,2,0,1,0,1,-3,13
Brandon Miller,CHA,CHA vs. CLE,12/07/2024,L,34,25,4,1,0,1,2,-25,34
Brandon Ingram,NOP,NOP vs. OKC,12/07/2024,L,19,5,1,3,1,0,2,-21,12.25
Dejounte Murray,NOP,NOP vs. OKC,12/07/2024,L,36,26,9,5,4,0,4,-12,52.25
Shai Gilgeous-Alexander,OKC,OKC @ NOP,12/07/2024,W,34,31,2,4,0,0,4,-2,38
Kenrich Williams,OKC,OKC @ NOP,12/07/2024,W,12,4,2,0,0,0,0,-9,6.5
Luguentz Dort,OKC,OKC @ NOP,12/07/2024,W,31,14,5,1,2,1,0,3,29.75
Javonte Green,NOP,NOP vs. OKC,12/07/2024,L,9,2,1,0,0,0,1,-11,2.75
Isaiah Joe,OKC,OKC @ NOP,12/07/2024,W,14,0,3,1,0,0,0,-3,5.25
Trey Murphy III,NOP,NOP vs. OKC,12/07/2024,L,34,16,3,2,5,1,2,-2,35.25
Aaron Wiggins,OKC,OKC @ NOP,12/07/2024,W,15,2,3,2,1,1,0,10,12.75
CJ McCollum,NOP,NOP vs. OKC,12/07/2024,L,38,11,5,8,2,2,2,7,36.25
Alex Caruso,OKC,OKC @ NOP,12/07/2024,W,24,14,2,3,2,0,2,5,25
Isaiah Hartenstein,OKC,OKC @ NOP,12/07/2024,W,29,12,12,5,1,0,3,14,35
Brandon Boston,NOP,NOP vs. OKC,12/07/2024,L,22,11,2,1,1,0,1,-6,17
Herbert Jones,NOP,NOP vs. OKC,12/07/2024,L,37,24,4,4,0,1,5,-5,35.5
Jalen Williams,OKC,OKC @ NOP,12/07/2024,W,35,27,6,5,4,0,4,18,50
Cason Wallace,OKC,OKC @ NOP,12/07/2024,W,27,5,7,2,3,0,4,3,21.25
Yves Missi,NOP,NOP vs. OKC,12/07/2024,L,29,8,7,0,1,2,0,-15,22.75
Quentin Grimes,DAL,DAL @ TOR,12/07/2024,W,17,0,2,1,0,0,1,6,3.5
Nikola Jokic,DEN,DEN @ WAS,12/07/2024,L,39,56,16,8,1,0,5,-1,89
Christian Koloko,LAL,LAL vs. POR,12/08/2024,W,16,2,6,1,0,0,0,5,11
Jabari Walker,POR,POR @ LAL,12/08/2024,L,12,4,3,0,0,0,1,5,7.25
Shaedon Sharpe,POR,POR @ LAL,12/08/2024,L,34,19,6,3,0,0,3,-2,30.5
Toumani Camara,POR,POR @ LAL,12/08/2024,L,31,8,6,0,1,0,3,-18,16.5
Jaime Jaquez Jr.,MIA,MIA vs. CLE,12/08/2024,W,16,4,3,2,1,0,2,-7,11.75
Ty Jerome,CLE,CLE @ MIA,12/08/2024,L,21,14,4,6,0,0,0,-4,28
Jimmy Butler,MIA,MIA vs. CLE,12/08/2024,W,35,18,3,5,2,0,1,10,32.75
Devin Booker,PHX,PHX @ ORL,12/08/2024,L,38,25,4,7,4,0,3,-1,47.5
Wendell Carter Jr.,ORL,ORL vs. PHX,12/08/2024,W,21,6,5,0,1,0,1,13,13.75
Brandon Boston,NOP,NOP @ SAS,12/08/2024,L,28,17,3,1,1,0,1,5,25.25
Draymond Green,GSW,GSW vs. MIN,12/08/2024,W,31,6,6,7,0,1,3,-2,24.5
Gary Payton II,GSW,GSW vs. MIN,12/08/2024,W,27,8,5,2,2,2,1,1,24.75
Nickeil Alexander-Walker,MIN,MIN @ GSW,12/08/2024,L,24,19,1,1,0,1,1,-4,25.25
Anthony Edwards,MIN,MIN @ GSW,12/08/2024,L,37,27,5,6,1,0,6,-3,43.75
Jonathan Kuminga,GSW,GSW vs. MIN,12/08/2024,W,36,20,7,2,2,3,3,8,40.75
Moses Moody,GSW,GSW vs. MIN,12/08/2024,W,5,2,1,0,0,0,0,-4,3.25
Josh Minott,MIN,MIN @ GSW,12/08/2024,L,5,3,0,0,0,0,0,3,3.5
Brandin Podziemski,GSW,GSW vs. MIN,12/08/2024,W,20,6,3,3,0,0,0,-2,15.25
Julius Randle,MIN,MIN @ GSW,12/08/2024,L,37,14,11,4,0,2,2,-2,37.75
Mike Conley,MIN,MIN @ GSW,12/08/2024,L,25,12,2,3,1,0,0,-9,22.5
Stephen Curry,GSW,GSW vs. MIN,12/08/2024,W,35,30,4,8,1,0,3,14,50
Rudy Gobert,MIN,MIN @ GSW,12/08/2024,L,38,4,9,1,1,3,2,-12,23.75
Kyle Anderson,GSW,GSW vs. MIN,12/08/2024,W,8,3,2,0,0,0,0,2,6
Kevon Looney,GSW,GSW vs. MIN,12/08/2024,W,21,12,9,1,0,0,0,5,24.75
Buddy Hield,GSW,GSW vs. MIN,12/08/2024,W,35,27,4,2,3,0,1,17,44
Donte DiVincenzo,MIN,MIN @ GSW,12/08/2024,L,18,8,1,2,1,0,1,-11,14.75
Naz Reid,MIN,MIN @ GSW,12/08/2024,L,21,10,6,2,0,2,2,-2,24
Jaden McDaniels,MIN,MIN @ GSW,12/08/2024,L,36,9,4,3,2,0,0,0,23
Lindy Waters III,GSW,GSW vs. MIN,12/08/2024,W,22,0,4,3,0,0,0,1,9.5
DeMar DeRozan,SAC,SAC vs. UTA,12/08/2024,W,29,18,1,4,1,1,0,19,29.25
Domantas Sabonis,SAC,SAC vs. UTA,12/08/2024,W,28,19,12,6,1,1,1,20,47.5
Malik Monk,SAC,SAC vs. UTA,12/08/2024,W,27,16,2,3,1,0,1,13,25.5
Lauri Markkanen,UTA,UTA @ SAC,12/08/2024,L,25,8,2,4,0,0,4,-25,14.5
John Collins,UTA,UTA @ SAC,12/08/2024,L,23,19,7,3,0,1,1,-7,36.25
Svi Mykhailiuk,UTA,UTA @ SAC,12/08/2024,L,11,0,1,0,0,0,0,1,1.25
Collin Sexton,UTA,UTA @ SAC,12/08/2024,L,23,15,2,0,0,0,3,-7,17.5
Jordan McLaughlin,SAC,SAC vs. UTA,12/08/2024,W,8,6,1,1,0,0,0,9,9.75
Micah Potter,UTA,UTA @ SAC,12/08/2024,L,14,0,2,0,0,0,0,-19,2.5
Walker Kessler,UTA,UTA @ SAC,12/08/2024,L,32,8,14,2,0,4,2,-16,35.5
Isaiah Crawford,SAC,SAC vs. UTA,12/08/2024,W,5,0,1,0,0,0,0,3,1.25
De'Aaron Fox,SAC,SAC vs. UTA,12/08/2024,W,31,21,4,9,0,1,1,24,41.5
Kevin Huerter,SAC,SAC vs. UTA,12/08/2024,W,22,26,5,4,1,1,0,35,45.25
Drew Eubanks,UTA,UTA @ SAC,12/08/2024,L,10,5,1,0,0,1,0,-14,8.25
Johnny Juzang,UTA,UTA @ SAC,12/08/2024,L,25,5,1,1,1,0,2,-37,9.25
Keegan Murray,SAC,SAC vs. UTA,12/08/2024,W,25,7,4,1,1,2,1,17,19.5
Orlando Robinson,SAC,SAC vs. UTA,12/08/2024,W,12,2,4,2,0,0,0,15,10
Yves Missi,NOP,NOP @ SAS,12/08/2024,L,32,18,14,0,1,2,0,-2,41.5
Charles Bassey,SAS,SAS vs. NOP,12/08/2024,W,18,16,12,0,0,4,1,5,38.5
Goga Bitadze,ORL,ORL vs. PHX,12/08/2024,W,31,21,16,4,0,0,1,-1,46.5
Bol Bol,PHX,PHX @ ORL,12/08/2024,L,5,2,2,0,0,0,0,-5,4.5
Jalen Suggs,ORL,ORL vs. PHX,12/08/2024,W,31,26,4,2,1,0,4,-2,36
Caleb Houstan,ORL,ORL vs. PHX,12/08/2024,W,18,8,2,0,0,0,0,-16,11.5
Tristan da Silva,ORL,ORL vs. PHX,12/08/2024,W,19,8,5,0,0,1,1,-12,16.25
Oso Ighodaro,PHX,PHX @ ORL,12/08/2024,L,22,4,5,4,0,0,0,-1,16.25
Marcus Smart,MEM,MEM @ WAS,12/08/2024,W,21,13,3,1,1,0,3,29,20.25
Marvin Bagley III,WAS,WAS vs. MEM,12/08/2024,L,25,20,7,2,0,3,1,-6,37.25
Jaren Jackson Jr.,MEM,MEM @ WAS,12/08/2024,W,17,21,4,1,0,4,1,18,36.5
Anthony Gill,WAS,WAS vs. MEM,12/08/2024,L,22,2,4,1,1,0,2,-12,9.5
Santi Aldama,MEM,MEM @ WAS,12/08/2024,W,20,19,7,5,1,3,1,9,44.25
Scotty Pippen Jr.,MEM,MEM @ WAS,12/08/2024,W,22,14,3,12,2,0,4,21,37.75
Jay Huff,MEM,MEM @ WAS,12/08/2024,W,24,17,3,1,0,0,1,3,23.25
Colin Castleton,MEM,MEM @ WAS,12/08/2024,W,7,6,2,0,0,0,0,0,8.5
Johnny Davis,WAS,WAS vs. MEM,12/08/2024,L,20,9,3,0,2,0,2,-5,15.75
Jake LaRavia,MEM,MEM @ WAS,12/08/2024,W,24,9,3,3,2,0,2,1,20.75
Bub Carrington,WAS,WAS vs. MEM,12/08/2024,L,33,7,5,2,1,0,3,-22,17.25
Jaylen Wells,MEM,MEM @ WAS,12/08/2024,W,30,4,2,2,0,0,1,14,9
Yuki Kawamura,MEM,MEM @ WAS,12/08/2024,W,5,4,0,0,1,0,0,-1,6.5
Bradley Beal,PHX,PHX @ ORL,12/08/2024,L,35,18,4,2,1,2,5,-5,30
Mason Plumlee,PHX,PHX @ ORL,12/08/2024,L,26,7,6,0,1,4,2,-4,23.5
Grayson Allen,PHX,PHX @ ORL,12/08/2024,L,22,13,4,2,1,0,3,-5,22.5
Moritz Wagner,ORL,ORL vs. PHX,12/08/2024,W,17,10,6,3,2,1,0,6,28.5
Cole Anthony,ORL,ORL vs. PHX,12/08/2024,W,29,14,2,3,1,2,3,17,26.5
Anthony Black,ORL,ORL vs. PHX,12/08/2024,W,26,8,3,2,1,2,3,15,19.25
Jett Howard,ORL,ORL vs. PHX,12/08/2024,W,15,6,1,2,2,0,0,8,14.25
Chris Paul,SAS,SAS vs. NOP,12/08/2024,W,31,6,7,10,2,0,2,4,33.75
Dejounte Murray,NOP,NOP @ SAS,12/08/2024,L,34,18,6,11,0,2,2,1,45.5
Zach Collins,SAS,SAS vs. NOP,12/08/2024,W,3,2,3,0,0,0,0,-1,5.75
Keldon Johnson,SAS,SAS vs. NOP,12/08/2024,W,11,8,2,4,1,0,1,-7,18
Devin Vassell,SAS,SAS vs. NOP,12/08/2024,W,28,7,4,4,0,1,1,-1,19.5
