Contest ID,Player Pool,Test MSE,Test R^2,Ownership Correlation,Configuration
7,71,43.169,0.761,0.9,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
8,134,39.298,0.639,0.819,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
9,71,52.398,0.745,0.896,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
10,211,27.829,0.514,0.796,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
11,210,15.521,0.773,0.887,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
12,387,9.779,0.692,0.833,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
13,104,14.495,0.902,0.964,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
14,382,11.38,0.697,0.837,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
15,106,32.66,0.756,0.899,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
16,387,10.931,0.73,0.855,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
17,173,22.552,0.664,0.842,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
18,246,24.377,0.47,0.772,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
19,280,19.239,0.475,0.742,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
20,247,12.355,0.732,0.88,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
21,177,25.314,0.669,0.843,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
22,247,24.719,0.55,0.76,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
23,141,20.207,0.794,0.919,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
Average,192.7,27.188,0.693,0.86,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
5,43,49.645,0.804,0.941,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
6,45,66.33,0.776,0.912,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
7,71,39.822,0.784,0.905,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
8,134,42.421,0.604,0.8,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
9,71,41.97,0.797,0.919,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
10,211,28.846,0.501,0.793,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
11,210,16.047,0.765,0.883,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
12,387,9.987,0.683,0.83,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
13,104,13.19,0.911,0.967,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
14,382,13.188,0.649,0.807,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
15,106,34.011,0.746,0.889,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
16,387,11.077,0.728,0.855,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
17,173,19.81,0.707,0.863,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
18,246,22.755,0.502,0.774,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
19,280,19.755,0.447,0.733,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
20,247,12.425,0.728,0.878,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
21,177,22.829,0.703,0.854,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
22,247,23.74,0.585,0.774,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
23,141,19.718,0.799,0.919,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=250"
Average,192.7,27.252,0.688,0.855,"depth=7, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
5,43,47.751,0.812,0.945,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
6,45,75.37,0.741,0.896,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
7,71,42.003,0.77,0.904,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
8,134,42.974,0.6,0.804,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
9,71,44.904,0.78,0.912,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
10,211,26.988,0.531,0.804,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
11,210,16.157,0.764,0.884,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
12,387,9.936,0.686,0.83,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
13,104,12.855,0.914,0.968,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
14,382,12.13,0.679,0.825,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
15,106,33.08,0.756,0.897,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
16,387,11.292,0.721,0.85,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
17,173,21.341,0.681,0.851,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
18,246,23.721,0.48,0.771,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
19,280,20.366,0.425,0.728,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
20,247,12.477,0.73,0.88,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
21,177,23.548,0.694,0.851,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
22,247,24.81,0.56,0.763,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
23,141,20.101,0.795,0.918,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
Average,192.7,27.371,0.693,0.856,"depth=7, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
5,43,48.795,0.808,0.943,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
6,45,65.732,0.778,0.913,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
7,71,41.807,0.771,0.901,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
8,134,40.163,0.625,0.808,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
9,71,42.579,0.795,0.917,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
10,211,28.393,0.508,0.791,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
11,210,16.354,0.761,0.879,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
12,387,10.796,0.657,0.813,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
13,104,13.865,0.907,0.965,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
14,382,13.134,0.649,0.807,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
15,106,34.315,0.742,0.888,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
16,387,10.403,0.746,0.865,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
17,173,19.644,0.713,0.863,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
18,246,22.816,0.516,0.775,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
19,280,18.419,0.501,0.749,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
20,247,12.478,0.725,0.876,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
21,177,23.959,0.689,0.848,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
22,247,22.651,0.605,0.785,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
23,141,19.436,0.802,0.921,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
Average,192.7,27.401,0.692,0.858,"depth=5, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
5,43,47.71,0.813,0.944,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
6,45,71.587,0.759,0.903,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
7,71,43.307,0.761,0.902,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
8,134,40.263,0.626,0.812,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
9,71,42.771,0.794,0.917,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
10,211,27.264,0.527,0.801,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
11,210,14.914,0.783,0.892,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
12,387,10.276,0.675,0.823,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
13,104,13.291,0.911,0.967,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
14,382,12.817,0.659,0.814,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
15,106,31.882,0.764,0.901,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
16,387,10.221,0.749,0.866,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
17,173,21.192,0.685,0.851,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
18,246,24.863,0.48,0.766,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
19,280,19.65,0.462,0.74,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
20,247,12.234,0.734,0.882,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
21,177,24.798,0.677,0.845,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
22,247,23.494,0.588,0.778,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
23,141,19.779,0.798,0.92,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
Average,192.7,27.437,0.685,0.853,"depth=7, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
5,43,50.583,0.8,0.939,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
6,45,66.977,0.774,0.911,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
7,71,38.274,0.791,0.916,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
8,134,45.358,0.576,0.796,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
9,71,40.693,0.802,0.922,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
10,211,25.725,0.548,0.799,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
11,210,17.319,0.746,0.878,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
12,387,10.676,0.664,0.816,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
13,104,11.826,0.92,0.972,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
14,382,12.213,0.678,0.825,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
15,106,32.256,0.759,0.903,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
16,387,12.135,0.699,0.837,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
17,173,22.494,0.664,0.848,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
18,246,23.264,0.495,0.779,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
19,280,19.752,0.46,0.737,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
20,247,12.434,0.732,0.883,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
21,177,24.058,0.685,0.851,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
22,247,25.787,0.543,0.751,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
23,141,21.686,0.776,0.918,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
Average,192.7,27.463,0.69,0.857,"depth=6, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
5,43,52.148,0.793,0.937,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
6,45,72.226,0.756,0.902,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
7,71,39.178,0.785,0.914,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
8,134,44.954,0.58,0.802,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
9,71,44.003,0.784,0.915,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
10,211,25.271,0.554,0.799,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
11,210,16.94,0.752,0.882,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
12,387,10.914,0.656,0.811,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
13,104,11.08,0.926,0.974,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
14,382,12.437,0.671,0.822,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
15,106,33.456,0.749,0.899,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
16,387,12.939,0.678,0.824,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
17,173,24.38,0.634,0.831,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
18,246,25.369,0.445,0.767,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
19,280,20.27,0.44,0.731,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
20,247,11.568,0.752,0.891,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
21,177,25.737,0.658,0.845,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
22,247,26.575,0.523,0.744,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
23,141,22.152,0.773,0.914,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
Average,192.7,27.466,0.691,0.857,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
5,43,47.12,0.814,0.946,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
6,45,70.129,0.764,0.905,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
7,71,38.741,0.787,0.914,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
8,134,42.825,0.598,0.802,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
9,71,43.183,0.788,0.917,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
10,211,26.757,0.534,0.803,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
11,210,15.674,0.772,0.89,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
12,387,10.168,0.68,0.826,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
13,104,15.341,0.897,0.961,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
14,382,12.676,0.663,0.816,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
15,106,34.11,0.744,0.892,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
16,387,12.279,0.695,0.835,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
17,173,21.1,0.682,0.854,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
18,246,23.363,0.499,0.77,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
19,280,18.04,0.509,0.758,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
20,247,12.602,0.726,0.877,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
21,177,26.714,0.656,0.831,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
22,247,24.468,0.564,0.767,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
23,141,19.923,0.795,0.923,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
Average,192.7,27.468,0.684,0.853,"depth=7, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
5,43,47.194,0.814,0.946,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
6,45,69.534,0.765,0.906,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
7,71,40.948,0.775,0.908,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
8,134,44.202,0.584,0.801,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
9,71,49.892,0.752,0.901,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
10,211,25.629,0.55,0.805,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
11,210,15.991,0.767,0.889,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
12,387,10.18,0.682,0.827,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
13,104,14.73,0.901,0.963,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
14,382,12.384,0.673,0.823,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
15,106,33.449,0.749,0.896,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
16,387,13.24,0.668,0.82,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
17,173,23.206,0.649,0.84,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
18,246,25.265,0.459,0.758,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
19,280,19.324,0.466,0.744,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
20,247,11.82,0.744,0.883,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
21,177,26.59,0.655,0.83,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
22,247,25.082,0.545,0.759,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
23,141,20.223,0.793,0.923,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=500"
Average,192.7,27.511,0.688,0.857,"depth=5, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
5,43,50.36,0.799,0.94,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
6,45,70.236,0.762,0.905,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
7,71,43.876,0.749,0.897,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
8,134,43.869,0.587,0.802,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
9,71,42.808,0.791,0.917,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
10,211,25.848,0.555,0.811,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
11,210,15.416,0.774,0.891,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
12,387,10.078,0.684,0.83,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
13,104,12.963,0.913,0.968,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
14,382,11.907,0.683,0.828,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
15,106,34.112,0.745,0.895,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
16,387,11.887,0.706,0.841,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
17,173,22.932,0.66,0.849,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
18,246,24.505,0.478,0.772,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
19,280,18.461,0.487,0.751,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
20,247,13.05,0.716,0.875,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
21,177,25.192,0.667,0.841,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
22,247,24.199,0.572,0.769,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
23,141,23.145,0.762,0.912,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
Average,192.7,27.623,0.689,0.858,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
5,43,49.317,0.804,0.942,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
6,45,70.933,0.76,0.904,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
7,71,48.556,0.72,0.888,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
8,134,43.057,0.595,0.807,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
9,71,42.9,0.786,0.918,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
10,211,26.289,0.544,0.805,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
11,210,14.609,0.786,0.899,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
12,387,9.96,0.688,0.833,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
13,104,13.45,0.909,0.967,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
14,382,11.683,0.69,0.833,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
15,106,33.098,0.752,0.901,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
16,387,12.786,0.681,0.826,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
17,173,25.479,0.617,0.832,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
18,246,24.725,0.46,0.769,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
19,280,18.825,0.469,0.749,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
20,247,12.753,0.723,0.881,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
21,177,26.932,0.641,0.832,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
22,247,25.005,0.553,0.762,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
23,141,22.7,0.766,0.911,"depth=6, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
Average,192.7,27.711,0.692,0.858,"depth=5, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
5,43,51.849,0.796,0.937,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
6,45,68.095,0.77,0.909,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
7,71,44.211,0.758,0.9,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
8,134,44.163,0.583,0.793,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
9,71,41.936,0.796,0.919,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
10,211,27.126,0.529,0.8,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
11,210,16.022,0.766,0.882,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
12,387,10.443,0.673,0.821,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
13,104,14.034,0.905,0.965,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
14,382,12.402,0.672,0.821,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
15,106,29.424,0.785,0.908,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
16,387,10.978,0.729,0.854,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
17,173,21.433,0.681,0.85,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
18,246,23.151,0.493,0.778,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
19,280,17.803,0.506,0.758,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
20,247,12.077,0.738,0.88,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
21,177,22.987,0.71,0.858,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
22,247,23.25,0.583,0.776,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
23,141,20.952,0.784,0.918,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
Average,192.7,27.721,0.69,0.857,"depth=7, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
5,43,49.672,0.803,0.941,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
6,45,71.461,0.755,0.902,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
7,71,46.104,0.744,0.897,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
8,134,43.948,0.586,0.797,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
9,71,49.794,0.754,0.901,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
10,211,26.329,0.539,0.806,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
11,210,15.616,0.772,0.888,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
12,387,10.677,0.666,0.817,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
13,104,13.105,0.912,0.968,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
14,382,11.894,0.687,0.83,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
15,106,29.941,0.781,0.909,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
16,387,11.563,0.712,0.845,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
17,173,23.52,0.644,0.831,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
18,246,24.19,0.472,0.774,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
19,280,19.362,0.46,0.744,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
20,247,12.003,0.74,0.884,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
21,177,24.756,0.681,0.851,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
22,247,23.857,0.57,0.77,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
23,141,20.192,0.793,0.92,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
Average,192.7,27.76,0.681,0.853,"depth=7, learning_rate=0.1, l2_leaf_reg=3, iterations=500"
5,43,52.884,0.788,0.938,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
6,45,71.99,0.754,0.901,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
7,71,51.122,0.687,0.883,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
8,134,42.099,0.609,0.808,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
9,71,45.486,0.77,0.912,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
10,211,28.407,0.486,0.788,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
11,210,17.428,0.745,0.875,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
12,387,9.006,0.718,0.849,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
13,104,11.369,0.924,0.973,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
14,382,13.634,0.636,0.8,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
15,106,33.936,0.751,0.897,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
16,387,14.38,0.639,0.801,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
17,173,23.477,0.643,0.831,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
18,246,25.201,0.445,0.755,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
19,280,21.324,0.387,0.709,"depth=6, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
