Contest ID,Player Pool,Test MSE,Test R^2,Ownership Correlation,Configuration
15,106,33.974,0.745,0.895,"depth=5, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
16,387,12.012,0.701,0.838,"depth=5, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
17,173,23.871,0.634,0.834,"depth=5, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
18,246,24.46,0.469,0.77,"depth=5, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
19,280,20.304,0.433,0.737,"depth=5, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
20,247,12.049,0.741,0.889,"depth=5, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
21,177,27.161,0.652,0.834,"depth=5, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
22,247,24.143,0.575,0.771,"depth=5, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
23,141,20.693,0.789,0.922,"depth=5, learning_rate=0.1, l2_leaf_reg=7, iterations=500"
Average,192.7,26.79,0.698,0.858,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
5,43,49.604,0.804,0.941,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
6,45,68.97,0.765,0.907,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
7,71,41.924,0.769,0.903,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
8,134,41.871,0.609,0.814,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
9,71,38.626,0.812,0.927,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
10,211,27.72,0.521,0.797,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
11,210,16.062,0.765,0.885,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
12,387,9.594,0.698,0.836,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
13,104,15.945,0.893,0.959,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
14,382,13.071,0.651,0.809,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
15,106,30.429,0.777,0.904,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
16,387,10.969,0.729,0.855,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
17,173,21.726,0.675,0.854,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
18,246,21.102,0.531,0.789,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
19,280,17.865,0.51,0.762,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
20,247,10.991,0.762,0.895,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
21,177,24.341,0.687,0.844,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
22,247,24.155,0.569,0.77,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
23,141,19.079,0.805,0.928,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
Average,192.7,26.81,0.702,0.862,"depth=5, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
5,43,47.971,0.809,0.945,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
6,45,72.994,0.746,0.899,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
7,71,44.89,0.748,0.898,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
8,134,41.941,0.612,0.82,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
9,71,41.98,0.794,0.919,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
10,211,27.162,0.526,0.801,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
11,210,14.662,0.785,0.896,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
12,387,9.412,0.703,0.84,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
13,104,16.007,0.892,0.959,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
14,382,12.874,0.655,0.815,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
15,106,29.468,0.782,0.909,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
16,387,11.888,0.705,0.841,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
17,173,22.921,0.652,0.84,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
18,246,23.306,0.488,0.781,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
19,280,19.333,0.467,0.746,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
20,247,10.343,0.778,0.905,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
21,177,25.373,0.674,0.842,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
22,247,24.756,0.545,0.761,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
23,141,19.284,0.802,0.929,"depth=5, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
Average,192.7,26.89,0.698,0.86,"depth=5, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
5,43,52.698,0.792,0.937,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
6,45,83.525,0.697,0.881,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
7,71,48.431,0.728,0.895,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
8,134,43.486,0.579,0.795,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
9,71,48.486,0.759,0.905,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
10,211,26.494,0.532,0.807,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
11,210,17.942,0.737,0.869,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
12,387,10.414,0.675,0.823,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
13,104,15.993,0.892,0.959,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
14,382,12.776,0.662,0.816,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
15,106,32.603,0.756,0.907,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
16,387,12.289,0.694,0.834,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
17,173,23.144,0.656,0.834,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
18,246,23.81,0.469,0.774,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
19,280,21.429,0.409,0.729,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
20,247,11.065,0.762,0.895,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
21,177,25.702,0.672,0.845,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
22,247,26.112,0.509,0.744,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
23,141,22.644,0.765,0.914,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=250"
Average,192.7,26.964,0.697,0.859,"depth=6, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
5,43,53.348,0.789,0.936,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
6,45,82.591,0.707,0.883,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
7,71,49.413,0.72,0.894,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
8,134,44.887,0.566,0.795,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
9,71,49.207,0.753,0.903,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
10,211,26.779,0.523,0.807,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
11,210,18.904,0.721,0.862,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
12,387,10.145,0.684,0.828,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
13,104,16.701,0.887,0.957,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
14,382,13.434,0.647,0.808,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
15,106,31.677,0.765,0.909,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
16,387,13.46,0.661,0.815,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
17,173,23.982,0.642,0.829,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
18,246,24.471,0.459,0.766,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
19,280,22.088,0.387,0.721,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
20,247,11.254,0.759,0.894,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
21,177,27.072,0.657,0.845,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
22,247,26.44,0.498,0.742,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
23,141,23.152,0.759,0.911,"depth=5, learning_rate=0.2, l2_leaf_reg=3, iterations=500"
Average,192.7,26.965,0.698,0.859,"depth=6, learning_rate=0.1, l2_leaf_reg=9, iterations=250"
5,43,51.872,0.794,0.938,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
6,45,81.37,0.719,0.885,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
7,71,46.769,0.742,0.896,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
8,134,47.248,0.547,0.798,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
9,71,51.085,0.745,0.898,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
10,211,25.385,0.554,0.812,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
11,210,19.606,0.713,0.86,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
12,387,11.396,0.638,0.801,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
13,104,14.463,0.902,0.964,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
14,382,14.617,0.599,0.78,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
15,106,37.414,0.716,0.882,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
16,387,12.061,0.688,0.832,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
17,173,21.19,0.688,0.859,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
18,246,24.986,0.44,0.769,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
19,280,21.422,0.395,0.724,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
20,247,12.083,0.74,0.886,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
21,177,29.699,0.623,0.823,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
22,247,26.466,0.514,0.746,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
23,141,21.115,0.784,0.918,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=250"
Average,192.7,26.978,0.697,0.858,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
5,43,53.022,0.787,0.938,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
6,45,84.124,0.709,0.88,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
7,71,46.629,0.739,0.896,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
8,134,50.178,0.516,0.794,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
9,71,55.061,0.723,0.89,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
10,211,24.404,0.575,0.818,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
11,210,18.602,0.728,0.866,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
12,387,11.513,0.63,0.796,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
13,104,14.923,0.899,0.963,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
14,382,14.74,0.596,0.777,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
15,106,39.335,0.699,0.877,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
16,387,12.627,0.676,0.825,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
17,173,21.61,0.678,0.855,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
18,246,25.877,0.422,0.759,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
19,280,22.226,0.37,0.715,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
20,247,11.925,0.745,0.891,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
21,177,31.889,0.595,0.819,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
22,247,26.777,0.501,0.742,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
23,141,21.303,0.782,0.916,"depth=5, learning_rate=0.2, l2_leaf_reg=5, iterations=500"
Average,192.7,26.986,0.695,0.857,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
5,43,50.287,0.801,0.941,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
6,45,71.833,0.749,0.901,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
7,71,45.778,0.741,0.896,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
8,134,43.034,0.593,0.807,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
9,71,47.361,0.765,0.907,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
10,211,28.002,0.511,0.799,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
11,210,14.742,0.784,0.893,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
12,387,12.15,0.612,0.786,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
13,104,15.753,0.894,0.96,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
14,382,13.341,0.646,0.809,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
15,106,36.037,0.729,0.892,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
16,387,12.34,0.694,0.834,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
17,173,21.825,0.675,0.852,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
18,246,23.271,0.478,0.777,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
19,280,20.181,0.439,0.738,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
20,247,13.166,0.713,0.876,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
21,177,27.011,0.655,0.836,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
22,247,24.192,0.563,0.768,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
23,141,22.3,0.773,0.91,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=250"
Average,192.7,27.027,0.69,0.857,"depth=6, learning_rate=0.1, l2_leaf_reg=3, iterations=250"
5,43,49.457,0.802,0.944,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
6,45,74.725,0.74,0.895,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
7,71,47.186,0.733,0.894,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
8,134,44.62,0.576,0.805,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
9,71,51.866,0.739,0.897,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
10,211,27.975,0.499,0.796,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
11,210,14.942,0.781,0.894,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
12,387,12.124,0.611,0.785,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
13,104,15.225,0.898,0.961,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
14,382,13.455,0.644,0.808,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
15,106,37.375,0.72,0.89,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
16,387,13.411,0.665,0.817,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
17,173,22.775,0.658,0.847,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
18,246,23.478,0.466,0.777,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
19,280,20.424,0.428,0.731,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
20,247,12.762,0.725,0.883,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
21,177,28.911,0.626,0.832,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
22,247,24.784,0.546,0.762,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
23,141,22.946,0.768,0.909,"depth=5, learning_rate=0.2, l2_leaf_reg=7, iterations=500"
Average,192.7,27.044,0.689,0.855,"depth=7, learning_rate=0.1, l2_leaf_reg=9, iterations=500"
5,43,47.617,0.812,0.945,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
6,45,74.263,0.743,0.897,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
7,71,43.539,0.753,0.898,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
8,134,45.004,0.575,0.802,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
9,71,47.742,0.77,0.906,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
10,211,25.878,0.547,0.81,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
11,210,14.41,0.791,0.895,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
12,387,11.243,0.643,0.807,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
13,104,19.178,0.87,0.949,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
14,382,14.625,0.612,0.786,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
15,106,30.537,0.774,0.906,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
16,387,11.597,0.711,0.844,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
17,173,20.775,0.692,0.863,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
18,246,23.628,0.466,0.755,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
19,280,19.807,0.439,0.736,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
20,247,12.265,0.734,0.878,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
21,177,27.924,0.648,0.835,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
22,247,25.622,0.545,0.762,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
23,141,19.206,0.805,0.926,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=250"
Average,192.7,27.063,0.694,0.859,"depth=5, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
5,43,49.938,0.8,0.943,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
6,45,74.157,0.743,0.897,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
7,71,45.985,0.741,0.892,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
8,134,47.44,0.556,0.8,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
9,71,45.736,0.779,0.911,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
10,211,26.616,0.533,0.805,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
11,210,14.98,0.782,0.892,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
12,387,11.95,0.619,0.792,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
13,104,19.888,0.865,0.947,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
14,382,14.122,0.625,0.796,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
15,106,32.872,0.756,0.899,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
16,387,12.497,0.686,0.831,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
17,173,21.583,0.68,0.855,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
18,246,25.858,0.417,0.745,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
19,280,19.755,0.424,0.734,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
20,247,11.646,0.749,0.884,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
21,177,28.372,0.643,0.838,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
22,247,27.33,0.513,0.749,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
23,141,18.751,0.809,0.927,"depth=5, learning_rate=0.2, l2_leaf_reg=9, iterations=500"
Average,192.7,27.068,0.693,0.855,"depth=7, learning_rate=0.1, l2_leaf_reg=7, iterations=250"
5,43,49.228,0.805,0.942,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
6,45,65.323,0.78,0.914,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
7,71,38.541,0.789,0.91,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
8,134,42.283,0.606,0.803,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
9,71,43.952,0.787,0.914,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
10,211,27.099,0.529,0.802,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
11,210,17.263,0.748,0.874,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
12,387,9.475,0.701,0.838,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
13,104,16.568,0.888,0.957,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
14,382,13.209,0.648,0.807,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
15,106,33.127,0.755,0.893,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
16,387,10.256,0.748,0.865,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
17,173,19.197,0.718,0.866,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
18,246,22.689,0.515,0.776,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
19,280,19.154,0.473,0.735,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
20,247,12.562,0.726,0.876,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
21,177,23.449,0.695,0.852,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
22,247,25.009,0.557,0.76,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
23,141,20.627,0.789,0.917,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
Average,192.7,27.116,0.693,0.857,"depth=6, learning_rate=0.1, l2_leaf_reg=5, iterations=250"
5,43,47.972,0.81,0.945,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
6,45,71.773,0.756,0.902,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
7,71,40.076,0.777,0.907,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
8,134,42.569,0.604,0.807,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
9,71,46.081,0.773,0.91,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
10,211,26.522,0.537,0.804,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
11,210,16.571,0.758,0.882,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
12,387,9.117,0.715,0.846,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
13,104,16.3,0.89,0.958,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
14,382,12.484,0.668,0.819,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
15,106,31.643,0.766,0.901,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
16,387,10.964,0.729,0.855,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
17,173,21.683,0.676,0.852,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
18,246,24.227,0.478,0.771,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
19,280,19.781,0.463,0.733,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
20,247,12.382,0.732,0.88,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
21,177,25.096,0.672,0.846,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
22,247,25.563,0.542,0.754,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
23,141,21.046,0.785,0.917,"depth=6, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
Average,192.7,27.149,0.69,0.856,"depth=7, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
5,43,48.671,0.808,0.943,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
6,45,65.482,0.779,0.914,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
7,71,40.797,0.776,0.903,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
8,134,40.092,0.628,0.811,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
9,71,47.469,0.771,0.907,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
10,211,28.452,0.508,0.791,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
11,210,16.218,0.763,0.881,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
12,387,10.144,0.678,0.826,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
13,104,15.178,0.897,0.961,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
14,382,12.537,0.664,0.816,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
15,106,33.702,0.748,0.891,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
16,387,10.414,0.745,0.864,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
17,173,20.665,0.695,0.855,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
18,246,23.058,0.504,0.775,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
19,280,18.619,0.488,0.743,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
20,247,12.615,0.724,0.874,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
21,177,24.656,0.682,0.848,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
22,247,23.88,0.579,0.773,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
23,141,19.928,0.797,0.919,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
Average,192.7,27.179,0.693,0.856,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=500"
5,43,48.062,0.809,0.945,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
6,45,75.059,0.743,0.896,"depth=6, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
