Contest ID,Player Pool,Test MSE,Test R^2,Ownership Correlation,Configuration
10,211.0,34.707,0.502,0.76,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
11,210.0,18.758,0.749,0.868,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
12,387.0,11.394,0.671,0.819,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
13,104.0,18.326,0.892,0.947,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
14,382.0,15.363,0.623,0.791,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
15,106.0,43.281,0.754,0.871,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
16,387.0,13.234,0.696,0.834,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
17,173.0,29.201,0.634,0.805,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
18,246.0,34.182,0.394,0.7,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
19,280.0,26.431,0.408,0.686,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
20,247.0,13.343,0.741,0.875,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
21,177.0,38.272,0.612,0.791,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
22,247.0,29.8,0.54,0.744,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
23,141.0,27.688,0.762,0.882,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
Average,192.7,33.066,0.673,0.829,"depth=7, learning_rate=0.05, l2_leaf_reg=7, iterations=750"
5,43.0,55.787,0.814,0.904,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
6,45.0,61.464,0.829,0.911,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
7,71.0,52.351,0.767,0.879,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
8,134.0,51.094,0.576,0.773,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
9,71.0,38.264,0.861,0.928,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
10,211.0,34.674,0.502,0.762,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
11,210.0,18.915,0.747,0.869,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
12,387.0,11.95,0.655,0.809,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
13,104.0,17.529,0.897,0.949,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
14,382.0,16.573,0.593,0.77,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
15,106.0,42.324,0.76,0.873,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
16,387.0,12.575,0.711,0.844,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
17,173.0,24.224,0.696,0.841,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
18,246.0,29.674,0.474,0.724,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
19,280.0,24.653,0.448,0.698,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
20,247.0,14.439,0.72,0.863,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
21,177.0,38.28,0.612,0.789,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
22,247.0,27.326,0.578,0.763,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
23,141.0,26.417,0.773,0.888,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
Average,192.7,31.501,0.685,0.834,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=250"
5,43.0,57.595,0.808,0.901,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
6,45.0,68.17,0.811,0.901,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
7,71.0,53.326,0.763,0.877,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
8,134.0,50.359,0.582,0.779,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
9,71.0,38.196,0.861,0.928,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
10,211.0,34.716,0.502,0.762,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
11,210.0,18.896,0.747,0.868,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
12,387.0,11.472,0.669,0.818,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
13,104.0,16.864,0.901,0.951,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
14,382.0,15.886,0.61,0.782,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
15,106.0,40.967,0.768,0.878,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
16,387.0,12.543,0.712,0.844,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
17,173.0,26.895,0.663,0.823,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
18,246.0,32.523,0.423,0.716,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
19,280.0,26.142,0.414,0.68,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
20,247.0,13.732,0.734,0.869,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
21,177.0,38.866,0.606,0.786,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
22,247.0,28.66,0.558,0.752,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
23,141.0,26.691,0.771,0.888,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
Average,192.7,32.237,0.679,0.832,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=500"
5,43.0,58.089,0.806,0.9,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
6,45.0,72.043,0.8,0.895,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
7,71.0,54.028,0.76,0.876,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
8,134.0,49.962,0.585,0.782,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
9,71.0,40.683,0.852,0.923,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
10,211.0,35.245,0.494,0.759,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
11,210.0,18.156,0.757,0.874,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
12,387.0,11.271,0.675,0.821,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
13,104.0,16.129,0.905,0.953,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
14,382.0,16.038,0.606,0.78,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
15,106.0,42.242,0.76,0.875,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
16,387.0,13.273,0.695,0.834,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
17,173.0,27.805,0.651,0.817,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
18,246.0,33.493,0.406,0.709,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
19,280.0,26.936,0.397,0.676,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
20,247.0,13.615,0.736,0.871,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
21,177.0,39.153,0.603,0.786,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
22,247.0,29.663,0.542,0.743,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
23,141.0,26.796,0.77,0.887,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
Average,192.7,32.875,0.674,0.83,"depth=7, learning_rate=0.05, l2_leaf_reg=8, iterations=750"
5,43.0,58.032,0.806,0.9,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
6,45.0,60.125,0.833,0.914,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
7,71.0,51.147,0.773,0.881,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
8,134.0,52.14,0.567,0.765,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
9,71.0,36.913,0.866,0.931,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
10,211.0,35.284,0.493,0.757,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
11,210.0,19.49,0.74,0.863,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
12,387.0,11.935,0.655,0.81,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
13,104.0,17.725,0.896,0.949,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
14,382.0,16.183,0.603,0.777,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
15,106.0,41.73,0.763,0.875,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
16,387.0,12.91,0.703,0.839,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
17,173.0,24.394,0.694,0.84,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
18,246.0,29.33,0.48,0.724,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
19,280.0,23.099,0.483,0.716,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
20,247.0,15.501,0.699,0.851,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
21,177.0,35.896,0.636,0.801,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
22,247.0,27.819,0.571,0.76,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
23,141.0,26.898,0.769,0.885,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
Average,192.7,31.397,0.686,0.834,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=250"
5,43.0,57.439,0.808,0.901,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
6,45.0,61.977,0.828,0.911,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
7,71.0,52.71,0.766,0.879,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
8,134.0,53.207,0.558,0.764,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
9,71.0,37.43,0.864,0.93,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
10,211.0,34.932,0.499,0.757,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
11,210.0,19.652,0.737,0.864,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
12,387.0,11.307,0.673,0.821,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
13,104.0,19.105,0.888,0.945,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
14,382.0,15.676,0.615,0.785,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
15,106.0,40.215,0.772,0.88,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
16,387.0,12.947,0.702,0.838,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
17,173.0,27.282,0.658,0.819,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
18,246.0,30.57,0.458,0.723,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
19,280.0,24.073,0.461,0.71,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
20,247.0,15.566,0.698,0.853,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
21,177.0,37.508,0.62,0.794,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
22,247.0,28.506,0.56,0.754,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
23,141.0,27.426,0.765,0.884,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
Average,192.7,31.975,0.681,0.832,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=500"
5,43.0,56.137,0.813,0.904,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
6,45.0,65.738,0.818,0.905,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
7,71.0,54.534,0.758,0.876,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
8,134.0,54.235,0.55,0.763,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
9,71.0,39.379,0.857,0.926,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
10,211.0,35.193,0.495,0.756,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
11,210.0,19.37,0.741,0.868,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
12,387.0,10.763,0.689,0.83,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
13,104.0,18.737,0.89,0.945,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
14,382.0,15.854,0.611,0.783,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
15,106.0,40.593,0.77,0.88,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
16,387.0,13.284,0.694,0.833,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
17,173.0,28.808,0.639,0.81,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
18,246.0,31.161,0.447,0.722,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
19,280.0,24.519,0.451,0.705,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
20,247.0,14.774,0.713,0.861,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
21,177.0,37.855,0.617,0.794,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
22,247.0,29.338,0.547,0.747,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
23,141.0,27.527,0.764,0.884,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
Average,192.7,32.516,0.677,0.831,"depth=7, learning_rate=0.05, l2_leaf_reg=9, iterations=750"
5,43.0,58.153,0.806,0.9,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
6,45.0,60.51,0.832,0.913,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
7,71.0,52.29,0.768,0.881,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
8,134.0,52.968,0.56,0.761,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
9,71.0,37.069,0.865,0.931,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
10,211.0,34.637,0.503,0.763,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
11,210.0,18.207,0.757,0.872,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
12,387.0,12.188,0.648,0.806,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
13,104.0,16.515,0.903,0.952,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
14,382.0,16.154,0.604,0.777,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
15,106.0,40.716,0.769,0.878,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
16,387.0,12.97,0.702,0.839,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
17,173.0,24.43,0.693,0.839,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
18,246.0,29.908,0.469,0.722,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
19,280.0,23.838,0.466,0.707,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
20,247.0,14.601,0.717,0.86,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
21,177.0,36.071,0.635,0.8,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
22,247.0,27.139,0.581,0.765,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
23,141.0,27.154,0.767,0.885,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
Average,192.7,31.343,0.687,0.834,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=250"
5,43.0,58.33,0.805,0.9,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
6,45.0,65.911,0.817,0.904,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
7,71.0,51.561,0.771,0.882,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
8,134.0,53.495,0.556,0.762,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
9,71.0,38.447,0.86,0.928,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
10,211.0,34.366,0.507,0.764,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
11,210.0,18.097,0.758,0.874,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
12,387.0,11.998,0.654,0.809,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
13,104.0,16.631,0.902,0.952,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
14,382.0,15.578,0.618,0.786,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
15,106.0,38.772,0.78,0.884,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
16,387.0,12.95,0.702,0.839,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
17,173.0,27.664,0.653,0.817,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
18,246.0,32.317,0.427,0.713,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
19,280.0,24.813,0.444,0.701,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
20,247.0,14.271,0.723,0.864,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
21,177.0,37.035,0.625,0.796,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
22,247.0,28.067,0.567,0.759,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
23,141.0,27.24,0.766,0.887,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
Average,192.7,31.976,0.681,0.833,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=500"
5,43.0,57.691,0.808,0.901,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
6,45.0,70.756,0.804,0.897,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
7,71.0,53.2,0.764,0.879,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
8,134.0,54.398,0.548,0.761,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
9,71.0,39.305,0.857,0.926,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
10,211.0,34.474,0.505,0.763,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
11,210.0,18.047,0.759,0.874,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
12,387.0,11.164,0.678,0.823,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
13,104.0,16.532,0.903,0.952,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
14,382.0,15.789,0.612,0.784,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
15,106.0,40.081,0.773,0.882,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
16,387.0,13.26,0.695,0.834,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
17,173.0,29.731,0.627,0.804,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
18,246.0,33.699,0.402,0.705,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
19,280.0,25.333,0.433,0.7,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
20,247.0,13.771,0.733,0.87,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
21,177.0,36.38,0.632,0.8,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
22,247.0,28.675,0.557,0.754,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
23,141.0,27.323,0.766,0.886,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
Average,192.7,32.611,0.677,0.831,"depth=7, learning_rate=0.05, l2_leaf_reg=10, iterations=750"
5,43.0,56.815,0.811,0.903,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
6,45.0,63.793,0.823,0.908,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
7,71.0,51.703,0.77,0.88,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
8,134.0,51.503,0.572,0.768,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
9,71.0,36.084,0.869,0.933,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
10,211.0,34.299,0.508,0.763,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
11,210.0,18.45,0.753,0.87,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
12,387.0,11.722,0.662,0.813,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
13,104.0,17.218,0.899,0.95,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
14,382.0,16.728,0.589,0.768,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
15,106.0,44.153,0.75,0.867,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
16,387.0,12.208,0.719,0.849,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
17,173.0,24.425,0.694,0.839,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
18,246.0,30.56,0.458,0.714,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
19,280.0,23.955,0.463,0.704,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
20,247.0,15.39,0.702,0.853,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
21,177.0,37.537,0.62,0.792,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
22,247.0,27.531,0.575,0.763,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
23,141.0,28.515,0.755,0.882,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
Average,192.7,31.715,0.684,0.833,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=250"
5,43.0,56.799,0.811,0.903,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
6,45.0,67.837,0.812,0.901,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
7,71.0,51.542,0.771,0.881,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
8,134.0,51.681,0.571,0.77,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
9,71.0,37.478,0.864,0.93,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
10,211.0,33.834,0.514,0.768,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
11,210.0,17.894,0.761,0.874,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
12,387.0,11.686,0.663,0.814,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
13,104.0,16.533,0.903,0.952,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
14,382.0,15.835,0.611,0.782,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
15,106.0,42.292,0.76,0.874,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
16,387.0,12.796,0.706,0.84,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
17,173.0,26.789,0.664,0.822,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
18,246.0,32.6,0.422,0.707,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
19,280.0,25.264,0.434,0.695,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
20,247.0,14.87,0.712,0.86,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
21,177.0,38.156,0.614,0.791,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
22,247.0,28.419,0.561,0.756,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
23,141.0,28.965,0.752,0.88,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
Average,192.7,32.172,0.679,0.832,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=500"
5,43.0,55.922,0.814,0.904,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
6,45.0,69.583,0.807,0.899,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
7,71.0,53.408,0.763,0.877,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
8,134.0,52.656,0.563,0.77,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
9,71.0,38.795,0.859,0.927,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
10,211.0,33.32,0.522,0.769,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
11,210.0,17.241,0.77,0.88,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
12,387.0,11.261,0.675,0.822,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
13,104.0,16.244,0.904,0.953,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
14,382.0,15.587,0.617,0.786,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
15,106.0,42.879,0.757,0.872,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
16,387.0,13.015,0.701,0.837,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
17,173.0,28.09,0.648,0.813,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
18,246.0,33.821,0.4,0.701,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
19,280.0,26.192,0.413,0.687,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
20,247.0,14.978,0.71,0.861,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
21,177.0,37.979,0.615,0.793,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
22,247.0,28.379,0.562,0.756,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
23,141.0,28.66,0.754,0.879,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
Average,192.7,32.527,0.677,0.831,"depth=7, learning_rate=0.05, l2_leaf_reg=11, iterations=750"
5,43.0,56.93,0.81,0.902,"depth=7, learning_rate=0.05, l2_leaf_reg=12, iterations=250"
6,45.0,63.822,0.823,0.908,"depth=7, learning_rate=0.05, l2_leaf_reg=12, iterations=250"
7,71.0,51.533,0.771,0.881,"depth=7, learning_rate=0.05, l2_leaf_reg=12, iterations=250"
8,134.0,51.948,0.569,0.764,"depth=7, learning_rate=0.05, l2_leaf_reg=12, iterations=250"
9,71.0,38.628,0.86,0.928,"depth=7, learning_rate=0.05, l2_leaf_reg=12, iterations=250"
10,211.0,34.76,0.501,0.761,"depth=7, learning_rate=0.05, l2_leaf_reg=12, iterations=250"
11,210.0,18.704,0.75,0.869,"depth=7, learning_rate=0.05, l2_leaf_reg=12, iterations=250"
12,387.0,11.62,0.664,0.815,"depth=7, learning_rate=0.05, l2_leaf_reg=12, iterations=250"
