Contest ID,Player Pool,Test MSE,Test R^2,Ownership Correlation,Configuration
5,43.0,68.85,0.77,0.882,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
6,45.0,73.0,0.797,0.893,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
7,71.0,51.506,0.771,0.882,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
8,134.0,55.155,0.542,0.762,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
9,71.0,42.857,0.844,0.919,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
10,211.0,37.665,0.459,0.741,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
11,210.0,20.795,0.722,0.856,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
12,387.0,13.944,0.597,0.774,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
13,104.0,18.434,0.891,0.946,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
14,382.0,15.592,0.617,0.786,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
15,106.0,41.781,0.763,0.877,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
16,387.0,11.572,0.734,0.857,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
17,173.0,25.644,0.678,0.832,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
18,246.0,29.231,0.481,0.738,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
19,280.0,26.307,0.411,0.689,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
20,247.0,16.935,0.672,0.84,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
21,177.0,38.43,0.611,0.789,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
22,247.0,26.651,0.589,0.77,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
23,141.0,27.896,0.761,0.888,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
Average,192.7,33.802,0.669,0.827,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=250"
5,43.0,63.089,0.79,0.892,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
6,45.0,83.751,0.768,0.876,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
7,71.0,56.9,0.747,0.872,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
8,134.0,57.399,0.523,0.758,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
9,71.0,43.823,0.841,0.917,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
10,211.0,35.842,0.485,0.753,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
11,210.0,18.265,0.756,0.876,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
12,387.0,15.061,0.565,0.752,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
13,104.0,19.489,0.885,0.943,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
14,382.0,13.784,0.662,0.814,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
15,106.0,42.913,0.757,0.876,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
16,387.0,12.134,0.721,0.849,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
17,173.0,28.451,0.643,0.817,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
18,246.0,30.769,0.454,0.73,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
19,280.0,26.243,0.412,0.693,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
20,247.0,15.885,0.692,0.853,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
21,177.0,41.114,0.584,0.776,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
22,247.0,28.465,0.561,0.756,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
23,141.0,28.618,0.755,0.885,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
Average,192.7,34.842,0.663,0.826,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=500"
5,43.0,60.072,0.8,0.897,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
6,45.0,89.192,0.752,0.868,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
7,71.0,61.972,0.725,0.86,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
8,134.0,58.256,0.516,0.756,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
9,71.0,44.673,0.838,0.915,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
10,211.0,36.107,0.482,0.751,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
11,210.0,18.045,0.759,0.878,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
12,387.0,15.01,0.567,0.754,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
13,104.0,19.363,0.886,0.944,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
14,382.0,13.237,0.675,0.823,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
15,106.0,44.611,0.747,0.872,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
16,387.0,13.077,0.699,0.836,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
17,173.0,30.438,0.618,0.803,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
18,246.0,32.453,0.424,0.719,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
19,280.0,27.519,0.384,0.685,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
20,247.0,15.414,0.701,0.858,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
21,177.0,42.368,0.571,0.773,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
22,247.0,29.463,0.545,0.747,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
23,141.0,28.782,0.753,0.884,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
Average,192.7,35.792,0.655,0.822,"depth=4, learning_rate=0.05, l2_leaf_reg=2, iterations=750"
5,43.0,75.554,0.748,0.87,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
6,45.0,69.6,0.807,0.899,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
7,71.0,53.737,0.761,0.878,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
8,134.0,52.313,0.566,0.772,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
9,71.0,43.681,0.841,0.917,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
10,211.0,37.24,0.465,0.745,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
11,210.0,19.107,0.745,0.866,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
12,387.0,13.73,0.603,0.778,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
13,104.0,17.999,0.894,0.948,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
14,382.0,16.782,0.588,0.769,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
15,106.0,45.0,0.745,0.867,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
16,387.0,12.423,0.714,0.846,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
17,173.0,24.034,0.698,0.843,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
18,246.0,29.195,0.482,0.733,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
19,280.0,24.501,0.451,0.707,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
20,247.0,16.863,0.673,0.84,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
21,177.0,37.097,0.624,0.795,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
22,247.0,27.975,0.568,0.758,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
23,141.0,27.628,0.763,0.889,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
Average,192.7,33.919,0.67,0.827,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=250"
5,43.0,69.039,0.77,0.881,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
6,45.0,75.791,0.79,0.889,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
7,71.0,58.374,0.741,0.869,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
8,134.0,54.963,0.544,0.769,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
9,71.0,43.614,0.842,0.918,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
10,211.0,36.097,0.482,0.753,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
11,210.0,16.74,0.776,0.885,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
12,387.0,14.595,0.579,0.761,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
13,104.0,18.637,0.89,0.946,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
14,382.0,14.97,0.633,0.796,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
15,106.0,42.904,0.757,0.875,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
16,387.0,12.309,0.717,0.847,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
17,173.0,26.85,0.663,0.825,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
18,246.0,30.604,0.457,0.724,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
19,280.0,25.612,0.426,0.705,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
20,247.0,16.619,0.678,0.843,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
21,177.0,38.563,0.609,0.789,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
22,247.0,28.712,0.557,0.752,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
23,141.0,27.612,0.763,0.889,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
Average,192.7,34.348,0.667,0.827,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=500"
5,43.0,65.128,0.783,0.888,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
6,45.0,79.246,0.78,0.883,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
7,71.0,61.986,0.724,0.861,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
8,134.0,55.436,0.54,0.771,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
9,71.0,44.309,0.839,0.916,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
10,211.0,35.541,0.49,0.755,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
11,210.0,16.982,0.773,0.884,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
12,387.0,15.184,0.562,0.75,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
13,104.0,19.628,0.884,0.943,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
14,382.0,14.328,0.648,0.807,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
15,106.0,43.951,0.751,0.873,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
16,387.0,12.941,0.702,0.838,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
17,173.0,28.699,0.64,0.814,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
18,246.0,31.969,0.433,0.718,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
19,280.0,26.575,0.405,0.693,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
20,247.0,16.481,0.68,0.847,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
21,177.0,38.572,0.609,0.789,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
22,247.0,29.479,0.545,0.746,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
23,141.0,28.103,0.759,0.887,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
Average,192.7,34.976,0.66,0.824,"depth=4, learning_rate=0.05, l2_leaf_reg=3, iterations=750"
5,43.0,73.448,0.755,0.874,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
6,45.0,70.616,0.804,0.897,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
7,71.0,55.666,0.753,0.873,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
8,134.0,51.137,0.575,0.779,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
9,71.0,42.622,0.845,0.92,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
10,211.0,36.432,0.477,0.749,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
11,210.0,21.106,0.718,0.852,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
12,387.0,14.246,0.589,0.77,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
13,104.0,17.803,0.895,0.948,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
14,382.0,16.831,0.587,0.767,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
15,106.0,44.747,0.746,0.869,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
16,387.0,11.897,0.726,0.853,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
17,173.0,25.345,0.682,0.833,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
18,246.0,29.809,0.471,0.729,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
19,280.0,25.352,0.432,0.7,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
20,247.0,16.734,0.675,0.84,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
21,177.0,38.904,0.606,0.787,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
22,247.0,27.953,0.569,0.758,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
23,141.0,27.877,0.761,0.888,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
Average,192.7,34.133,0.667,0.826,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=250"
5,43.0,69.731,0.767,0.88,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
6,45.0,77.078,0.786,0.887,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
7,71.0,59.537,0.735,0.866,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
8,134.0,52.616,0.563,0.778,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
9,71.0,43.012,0.844,0.919,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
10,211.0,35.621,0.489,0.756,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
11,210.0,18.838,0.748,0.871,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
12,387.0,15.129,0.563,0.753,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
13,104.0,18.019,0.894,0.948,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
14,382.0,14.863,0.635,0.798,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
15,106.0,42.653,0.758,0.876,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
16,387.0,11.963,0.725,0.851,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
17,173.0,28.22,0.646,0.816,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
18,246.0,30.327,0.462,0.729,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
19,280.0,25.796,0.422,0.698,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
20,247.0,16.61,0.678,0.844,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
21,177.0,40.182,0.593,0.78,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
22,247.0,28.275,0.564,0.757,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
23,141.0,26.749,0.771,0.892,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
Average,192.7,34.485,0.665,0.826,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=500"
5,43.0,64.693,0.784,0.889,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
6,45.0,78.95,0.781,0.884,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
7,71.0,64.876,0.712,0.856,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
8,134.0,53.173,0.558,0.778,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
9,71.0,43.861,0.841,0.917,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
10,211.0,35.552,0.49,0.755,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
11,210.0,18.253,0.756,0.875,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
12,387.0,14.817,0.572,0.76,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
13,104.0,18.215,0.893,0.947,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
14,382.0,14.167,0.652,0.809,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
15,106.0,43.782,0.752,0.874,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
16,387.0,12.665,0.709,0.842,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
17,173.0,29.769,0.626,0.807,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
18,246.0,31.843,0.435,0.721,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
19,280.0,27.948,0.374,0.68,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
20,247.0,16.414,0.682,0.848,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
21,177.0,39.73,0.598,0.784,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
22,247.0,29.819,0.54,0.743,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
23,141.0,27.627,0.763,0.889,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
Average,192.7,35.061,0.659,0.824,"depth=4, learning_rate=0.05, l2_leaf_reg=4, iterations=750"
5,43.0,71.781,0.761,0.877,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
6,45.0,71.277,0.802,0.896,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
7,71.0,50.45,0.776,0.884,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
8,134.0,53.785,0.553,0.765,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
9,71.0,40.81,0.852,0.923,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
10,211.0,37.573,0.461,0.742,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
11,210.0,20.648,0.724,0.858,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
12,387.0,12.79,0.631,0.795,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
13,104.0,16.639,0.902,0.952,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
14,382.0,17.355,0.574,0.76,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
15,106.0,43.592,0.753,0.872,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
16,387.0,12.075,0.722,0.851,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
17,173.0,24.52,0.692,0.841,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
18,246.0,30.176,0.465,0.727,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
19,280.0,24.347,0.455,0.706,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
20,247.0,16.043,0.689,0.845,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
21,177.0,36.317,0.632,0.8,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
22,247.0,27.709,0.572,0.762,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
23,141.0,27.17,0.767,0.889,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
Average,192.7,33.424,0.673,0.829,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=250"
5,43.0,72.719,0.757,0.875,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
6,45.0,76.894,0.787,0.887,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
7,71.0,54.29,0.759,0.878,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
8,134.0,56.514,0.531,0.76,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
9,71.0,41.26,0.85,0.922,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
10,211.0,36.748,0.472,0.748,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
11,210.0,18.716,0.75,0.873,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
12,387.0,13.25,0.617,0.786,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
13,104.0,17.512,0.897,0.949,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
14,382.0,15.478,0.62,0.788,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
15,106.0,39.748,0.775,0.884,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
16,387.0,11.178,0.743,0.862,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
17,173.0,27.657,0.653,0.821,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
18,246.0,30.422,0.46,0.731,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
19,280.0,26.193,0.413,0.691,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
20,247.0,16.19,0.686,0.846,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
21,177.0,38.044,0.615,0.791,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
22,247.0,27.593,0.574,0.764,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
23,141.0,25.827,0.778,0.896,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
Average,192.7,34.012,0.67,0.829,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=500"
5,43.0,66.739,0.777,0.885,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
6,45.0,78.301,0.783,0.885,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
7,71.0,54.593,0.757,0.878,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
8,134.0,56.113,0.534,0.763,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
9,71.0,42.651,0.845,0.919,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
10,211.0,36.418,0.477,0.75,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
11,210.0,18.44,0.754,0.876,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
12,387.0,13.073,0.622,0.79,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
13,104.0,17.01,0.9,0.951,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
14,382.0,14.616,0.641,0.802,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
15,106.0,40.008,0.773,0.884,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
16,387.0,11.799,0.729,0.854,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
17,173.0,28.234,0.646,0.819,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
18,246.0,30.782,0.454,0.731,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
19,280.0,27.299,0.388,0.683,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
20,247.0,15.479,0.7,0.853,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
21,177.0,37.453,0.621,0.794,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
22,247.0,28.896,0.554,0.753,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
23,141.0,27.112,0.767,0.891,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
Average,192.7,33.948,0.67,0.83,"depth=4, learning_rate=0.05, l2_leaf_reg=5, iterations=750"
5,43.0,70.656,0.764,0.879,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
6,45.0,69.121,0.808,0.899,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
7,71.0,48.649,0.784,0.888,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
8,134.0,52.078,0.568,0.772,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
9,71.0,41.772,0.848,0.921,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
10,211.0,37.477,0.462,0.742,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
11,210.0,20.516,0.726,0.857,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
12,387.0,14.002,0.596,0.774,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
13,104.0,16.727,0.902,0.951,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
14,382.0,16.908,0.585,0.767,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
15,106.0,43.911,0.751,0.869,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
16,387.0,12.319,0.717,0.848,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
17,173.0,23.977,0.699,0.843,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
18,246.0,28.753,0.49,0.733,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
19,280.0,25.129,0.437,0.699,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
20,247.0,16.573,0.679,0.841,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
21,177.0,37.83,0.617,0.791,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
22,247.0,27.701,0.572,0.761,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
23,141.0,27.454,0.765,0.889,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
Average,192.7,33.24,0.672,0.828,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=250"
5,43.0,67.893,0.774,0.883,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
6,45.0,72.313,0.799,0.894,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
7,71.0,50.9,0.774,0.885,"depth=4, learning_rate=0.05, l2_leaf_reg=6, iterations=500"
