Contest ID,DK Name,Salary,Points Proj,Value,Own Actual,Contest Size,Games Played,Plus,Position,Team,Ceiling,Minutes,Tournament Feasibility
2,Trae Young,9100,44.62,4.9,4.63,19406,7,-0.88,PG,ATL,9.09,35.4,0.0
2,Zaccharie Risacher,3900,19.5,5.0,4.54,19406,7,0.0,SF,ATL,1.99,24.0,0.0
2,Onyeka Okongwu,4400,23.0,5.23,4.49,19406,7,1.0,C,ATL,3.61,24.9,0.0
2,Gabe Vincent,3400,11.69,3.44,4.34,19406,7,-5.31,PG/SG,LAL,0.44,17.5,0.0
2,Jalen Suggs,6500,30.66,4.72,4.24,19406,7,-1.84,PG,ORL,4.56,27.9,0.0
2,Dyson Daniels,6300,26.95,4.28,4.2,19406,7,-4.55,PG/SG,ATL,2.59,24.1,0.0
2,Harrison Barnes,4100,20.29,4.95,4.06,19406,7,-0.21,SF/PF,SAS,1.6,28.8,0.0
2,Andrew Wiggins,6600,30.28,4.59,3.77,19406,7,-2.72,SF/PF,GSW,3.71,27.3,0.0
2,Deni Avdija,6000,23.88,3.98,3.72,19406,7,-6.12,SF/PF,POR,3.16,29.2,0.0
2,De'Aaron Fox,9000,40.32,4.48,3.58,19406,7,-4.68,PG,SAC,7.72,36.1,0.0
2,Kentavious Caldwell-Pope,4100,19.07,4.65,3.44,19406,7,-1.43,SG,ORL,0.86,31.4,0.0
2,Lauri Markkanen,7000,36.01,5.14,3.38,19406,7,1.01,SF/PF,UTA,5.51,32.6,0.0
2,Goga Bitadze,5300,24.86,4.69,3.26,19406,7,-1.64,C,ORL,4.69,16.7,0.0
2,Al Horford,4900,22.95,4.68,3.1,19406,7,-1.55,PF/C,BOS,1.84,27.6,0.0
2,Dalano Banton,4600,18.45,4.01,3.08,19406,7,-4.55,PG/SG,POR,3.3,18.8,0.0
2,Mike Conley,5000,24.68,4.94,3.01,19406,7,-0.32,PG,MIN,2.57,28.2,0.0
2,Kevon Looney,4200,24.16,5.75,2.98,19406,7,3.16,C,GSW,4.24,15.9,0.0
2,Zach LaVine,7700,35.55,4.62,2.87,19406,7,-2.95,SG/SF,CHI,4.79,33.5,0.0
