Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4631198257,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Nick Smith Jr. (37514676),Michael Porter Jr. (37514568),Precious Achiuwa (37514646),Victor Wembanyama (37514405),Christian Braun (37514621),Pascal Siakam (37514472),Isaiah Hartenstein (37514486)
4631198258,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Jalen Brunson (37514435),AJ Green (37514934),Amen Thompson (37514443),Naz Reid (37514564),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Michael Porter Jr. (37514568),Zion Williamson (37514438)
4631198259,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Trae Young (37514415),AJ Green (37514934),DeMar DeRozan (37514547),Pat Connaughton (37514974),Isaiah Hartenstein (37514486),Ryan Rollins (37515010),Aaron Gordon (37514723),Nikola Jokic (37514396)
4631198260,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Anthony Edwards (37514420),Gary Trent Jr. (37514781),Pascal Siakam (37514472),Aaron Gordon (37514723),Malik Monk (37514495),Andre Jackson Jr. (37514872),Ryan Rollins (37515010)
4631198261,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Keon Ellis (37514889),Aaron Wiggins (37514609),Jeremy Sochan (37514745),Mark Williams (37514441),Christian Braun (37514621),Zion Williamson (37514438),Shai Gilgeous-Alexander (37514402)
4631198262,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),AJ Green (37514934),Christian Braun (37514621),Naz Reid (37514564),Mark Williams (37514441),Chris Paul (37514589),Pascal Siakam (37514472),Ryan Rollins (37515010)
4631198263,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Keon Ellis (37514889),Amen Thompson (37514443),Ausar Thompson (37514714),Domantas Sabonis (37514413),Ryan Rollins (37515010),Aaron Wiggins (37514609),Santi Aldama (37514673)
4631198264,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Nick Smith Jr. (37514676),Cam Whitmore (37514855),Santi Aldama (37514673),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Aaron Gordon (37514723),Nikola Jokic (37514396)
4631198265,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Jalen Brunson (37514435),AJ Green (37514934),Cam Whitmore (37514855),Jae'Sean Tate (37514993),Victor Wembanyama (37514405),Ryan Rollins (37515010),Santi Aldama (37514673),Nikola Jokic (37514396)
4631198266,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Malik Monk (37514495),Amen Thompson (37514443),Tari Eason (37514613),Jonas Valanciunas (37514579),AJ Green (37514934),Michael Porter Jr. (37514568),Victor Wembanyama (37514405)
