Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4631198257,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),AJ Green (37514934),Aaron Wiggins (37514609),Tari Eason (37514613),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Andre Jackson Jr. (37514872),Nikola Jokic (37514396)
4631198258,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Gary Trent Jr. (37514781),Keldon Johnson (37514748),Tari Eason (37514613),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Aaron Gordon (37514723),Nikola Jokic (37514396)
4631198259,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Anthony Edwards (37514420),Jae'Sean Tate (37514993),Precious Achiuwa (37514646),Nikola Jokic (37514396),AJ Green (37514934),Pat Connaughton (37514974),Ryan Rollins (37515010)
4631198260,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),AJ Green (37514934),Aaron Wiggins (37514609),Zion Williamson (37514438),Domantas Sabonis (37514413),Keon Ellis (37514889),Andre Jackson Jr. (37514872),Nikola Jokic (37514396)
4631198261,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Andre Jackson Jr. (37514872),Cam Whitmore (37514855),Jae'Sean Tate (37514993),Mark Williams (37514441),Ryan Rollins (37515010),Santi Aldama (37514673),Nikola Jokic (37514396)
4631198262,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,AJ Green (37514934),Anthony Edwards (37514420),DeMar DeRozan (37514547),Jae'Sean Tate (37514993),Mark Williams (37514441),Ryan Rollins (37515010),Aaron Wiggins (37514609),Victor Wembanyama (37514405)
4631198263,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),AJ Green (37514934),Jaylen Wells (37514756),Tari Eason (37514613),Mark Williams (37514441),Ryan Rollins (37515010),Aaron Wiggins (37514609),Domantas Sabonis (37514413)
4631198264,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Keon Ellis (37514889),Amen Thompson (37514443),Naz Reid (37514564),Victor Wembanyama (37514405),Jamal Murray (37514488),Pascal Siakam (37514472),AJ Green (37514934)
4631198265,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Vasilije Micic (37514659),Keon Ellis (37514889),Cam Whitmore (37514855),Naz Reid (37514564),Nikola Jokic (37514396),Ryan Rollins (37515010),Christian Braun (37514621),Shai Gilgeous-Alexander (37514402)
4631198266,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Mike Conley (37514720),Keon Ellis (37514889),Michael Porter Jr. (37514568),Jaren Jackson Jr. (37514448),Isaiah Hartenstein (37514486),Ryan Rollins (37515010),Aaron Gordon (37514723),Nikola Jokic (37514396)
