Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4631198257,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Keon Ellis (37514889),Amen Thompson (37514443),Santi Aldama (37514673),Mark Williams (37514441),Jamal Murray (37514488),Naz Reid (37514564),Tyrese Haliburton (37514452)
4631198258,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Trae Young (37514415),Andre Jackson Jr. (37514872),DeMar DeRozan (37514547),Jae'Sean Tate (37514993),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Pascal Siakam (37514472),Cade Cunningham (37514407)
4631198259,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),AJ Green (37514934),De'Andre Hunter (37514572),Santi Aldama (37514673),Naz Reid (37514564),Ryan Rollins (37515010),Gary Trent Jr. (37514781),Nikola Jokic (37514396)
4631198260,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Keon Ellis (37514889),Cam Whitmore (37514855),Keldon Johnson (37514748),Isaiah Hartenstein (37514486),Ryan Rollins (37515010),Michael Porter Jr. (37514568),Shai Gilgeous-Alexander (37514402)
4631198261,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),AJ Green (37514934),Jae'Sean Tate (37514993),Naz Reid (37514564),Myles Turner (37514554),Ryan Rollins (37515010),Jaren Jackson Jr. (37514448),Anthony Edwards (37514420)
4631198262,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Shai Gilgeous-Alexander (37514402),Keon Ellis (37514889),Keldon Johnson (37514748),Jaren Jackson Jr. (37514448),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Pat Connaughton (37514974),Victor Wembanyama (37514405)
4631198263,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Keon Ellis (37514889),Isaiah Joe (37514786),Naz Reid (37514564),Victor Wembanyama (37514405),Ryan Rollins (37515010),Zion Williamson (37514438),Delon Wright (37515257)
4631198264,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Shai Gilgeous-Alexander (37514402),Nick Smith Jr. (37514676),Gary Trent Jr. (37514781),Santi Aldama (37514673),Mark Williams (37514441),Ryan Rollins (37515010),Andre Jackson Jr. (37514872),Domantas Sabonis (37514413)
4631198265,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Jamal Murray (37514488),Cam Whitmore (37514855),Keegan Murray (37514707),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Pascal Siakam (37514472),Malik Monk (37514495)
4631198266,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),AJ Green (37514934),Michael Porter Jr. (37514568),Naz Reid (37514564),Nikola Jokic (37514396),Keon Ellis (37514889),Santi Aldama (37514673),Ryan Rollins (37515010)
