Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4631198257,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Malik Monk (37514495),Andre Jackson Jr. (37514872),Precious Achiuwa (37514646),Jalen Duren (37514537),Ryan Rollins (37515010),Jaren Jackson Jr. (37514448),Naz Reid (37514564)
4631198258,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Malik Monk (37514495),Ausar Thompson (37514714),Tari Eason (37514613),Mark Williams (37514441),AJ Green (37514934),Aaron Wiggins (37514609),Nikola Jokic (37514396)
4631198259,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,AJ Green (37514934),Cam Whitmore (37514855),Isaiah Joe (37514786),Naz Reid (37514564),Mark Williams (37514441),Ryan Rollins (37515010),Zion Williamson (37514438),Nikola Jokic (37514396)
4631198260,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),AJ Green (37514934),Amen Thompson (37514443),Precious Achiuwa (37514646),Rudy Gobert (37514542),Jamal Murray (37514488),Naz Reid (37514564),Ryan Rollins (37515010)
4631198261,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Malik Monk (37514495),Gary Trent Jr. (37514781),Aaron Wiggins (37514609),Mark Williams (37514441),Anthony Edwards (37514420),Michael Porter Jr. (37514568),Rudy Gobert (37514542)
4631198262,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,AJ Green (37514934),Christian Braun (37514621),DeMar DeRozan (37514547),Tari Eason (37514613),Mark Williams (37514441),Ryan Rollins (37515010),Naz Reid (37514564),Nikola Jokic (37514396)
4631198263,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Anthony Edwards (37514420),Isaiah Joe (37514786),Tari Eason (37514613),Mark Williams (37514441),Shai Gilgeous-Alexander (37514402),Aaron Gordon (37514723),Keon Ellis (37514889)
4631198264,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),AJ Green (37514934),Christian Braun (37514621),Naz Reid (37514564),Karl-Anthony Towns (37514418),Jamal Murray (37514488),Pascal Siakam (37514472),Isaiah Hartenstein (37514486)
4631198265,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Shai Gilgeous-Alexander (37514402),Keon Ellis (37514889),Devin Vassell (37514559),Pat Connaughton (37514974),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Aaron Gordon (37514723),Nikola Jokic (37514396)
4631198266,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Keon Ellis (37514889),Jae'Sean Tate (37514993),Precious Achiuwa (37514646),Jalen Duren (37514537),Ryan Rollins (37515010),Aaron Wiggins (37514609),Nikola Jokic (37514396)
