Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4631198257,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Malik Monk (37514495),Keon Ellis (37514889),De'Andre Hunter (37514572),Pascal Siakam (37514472),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Isaiah Joe (37514786),Nikola Jokic (37514396)
4631198258,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Vasilije Micic (37514659),Keon Ellis (37514889),Andre Jackson Jr. (37514872),Tari Eason (37514613),Victor Wembanyama (37514405),Ryan Rollins (37515010),Naz Reid (37514564),Nikola Jokic (37514396)
4631198259,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Isaiah Joe (37514786),Michael Porter Jr. (37514568),Pascal Siakam (37514472),Jonas Valanciunas (37514579),Tyrese Haliburton (37514452),Zion Williamson (37514438),John Collins (37514528)
4631198260,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Shai Gilgeous-Alexander (37514402),Keon Ellis (37514889),Cam Whitmore (37514855),Ausar Thompson (37514714),Jonas Valanciunas (37514579),Delon Wright (37515257),Michael Porter Jr. (37514568),Nikola Jokic (37514396)
4631198261,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Cam Whitmore (37514855),De'Andre Hunter (37514572),Keegan Murray (37514707),Mark Williams (37514441),Keon Ellis (37514889),Jaren Jackson Jr. (37514448),Nikola Jokic (37514396)
4631198262,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),AJ Green (37514934),Cam Whitmore (37514855),Naz Reid (37514564),Mark Williams (37514441),Shai Gilgeous-Alexander (37514402),Jaylen Wells (37514756),Domantas Sabonis (37514413)
4631198263,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Delon Wright (37515257),Keon Ellis (37514889),DeMar DeRozan (37514547),Tari Eason (37514613),Nikola Jokic (37514396),AJ Green (37514934),Precious Achiuwa (37514646),Shai Gilgeous-Alexander (37514402)
4631198264,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),AJ Green (37514934),Amen Thompson (37514443),Zion Williamson (37514438),Isaiah Hartenstein (37514486),Malik Monk (37514495),Pascal Siakam (37514472),Isaiah Joe (37514786)
4631198265,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Jalen Brunson (37514435),AJ Green (37514934),Isaiah Joe (37514786),Precious Achiuwa (37514646),Jonas Valanciunas (37514579),Shai Gilgeous-Alexander (37514402),Aaron Gordon (37514723),Isaiah Hartenstein (37514486)
4631198266,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Anthony Edwards (37514420),Jamal Murray (37514488),De'Andre Hunter (37514572),Precious Achiuwa (37514646),Nikola Jokic (37514396),Ryan Rollins (37515010),Cam Whitmore (37514855),Delon Wright (37515257)
